osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,width,access
30078337,2,Pavla Horova,residential,False,False,77.852,"LINESTRING (16.9787129 48.2058159, 16.9787146 48.2057797, 16.9787185 48.2056953, 16.9787233 48.2056077, 16.9787503 48.2051162)",,,
"[265933764, 23035013]",,Milana Marečka,residential,False,True,219.54999999999998,"LINESTRING (16.9787129 48.2058159, 16.9787005 48.2059361, 16.9786811 48.206125, 16.9786439 48.2067753, 16.9786288 48.2070437, 16.9786192 48.2072674, 16.978612 48.2074336, 16.9786056 48.2075824, 16.9786019 48.2076672, 16.9786036 48.2077887)",30,,
"[722583400, 722583396]",3,Eisnerova,tertiary,False,False,97.405,"LINESTRING (16.9787129 48.2058159, 16.9785504 48.2058115, 16.978271 48.2058012, 16.9779699 48.2057941, 16.9773993 48.20579)",50,,
23035029,,Pieskovcová,residential,False,False,107.499,"LINESTRING (16.9753461 48.2064968, 16.9753256 48.2064249, 16.9753135 48.2063721, 16.9753952 48.2055337)",,,
30078335,2,Eisnerova,tertiary,False,False,170.29399999999998,"LINESTRING (16.9753461 48.2064968, 16.9747727 48.2067517, 16.9743471 48.2069323, 16.9739778 48.2071008, 16.9734323 48.2073444)",50,,
30078335,2,Eisnerova,tertiary,False,True,128.941,"LINESTRING (16.9753461 48.2064968, 16.9762185 48.2061014, 16.9766493 48.2059325, 16.976814 48.2058762)",50,,
30078335,2,Eisnerova,tertiary,False,True,170.29399999999998,"LINESTRING (16.9734323 48.2073444, 16.9739778 48.2071008, 16.9743471 48.2069323, 16.9747727 48.2067517, 16.9753461 48.2064968)",50,,
194653584,2,Hradištná,residential,False,True,25.524,"LINESTRING (16.9734323 48.2073444, 16.9734812 48.2074031, 16.9735584 48.207459, 16.9736622 48.2075108)",50,,
"[194653618, 30078334]",3,Hradištná,tertiary,False,False,71.784,"LINESTRING (16.9734323 48.2073444, 16.9732941 48.2073964, 16.9730333 48.2074535, 16.9726539 48.2074941, 16.9725035 48.2075045)",50,,
4642938,,Námestie 6. apríla,tertiary,False,False,70.286,"LINESTRING (16.9725035 48.2075045, 16.9724839 48.2073854, 16.9723984 48.2072073, 16.9722842 48.2070279, 16.9722082 48.2069556, 16.9721719 48.2069211)",,,
"[194653618, 30078334]",3,Hradištná,tertiary,False,True,71.78399999999999,"LINESTRING (16.9725035 48.2075045, 16.9726539 48.2074941, 16.9730333 48.2074535, 16.9732941 48.2073964, 16.9734323 48.2073444)",50,,
32946885,2,Istrijská,tertiary,False,True,142.903,"LINESTRING (16.9725035 48.2075045, 16.9725627 48.2079442, 16.9726404 48.2085206, 16.9726934 48.2087832)",50,,
30081889,,,living_street,False,True,77.775,"LINESTRING (16.9773993 48.20579, 16.9774027 48.2057323, 16.9774315 48.2052709, 16.9774404 48.2050911)",,,
"[722583400, 722583396]",3,Eisnerova,tertiary,False,True,97.405,"LINESTRING (16.9773993 48.20579, 16.9779699 48.2057941, 16.978271 48.2058012, 16.9785504 48.2058115, 16.9787129 48.2058159)",50,,
722583399,3,Eisnerova,tertiary,False,False,44.481,"LINESTRING (16.9773993 48.20579, 16.9771032 48.205823, 16.976814 48.2058762)",50,,
23035032,2,Pod Lipovým,residential,False,True,29.044,"LINESTRING (16.976814 48.2058762, 16.976749 48.2057665, 16.976755 48.2056233)",,,
30078335,2,Eisnerova,tertiary,False,False,128.941,"LINESTRING (16.976814 48.2058762, 16.9766493 48.2059325, 16.9762185 48.2061014, 16.9753461 48.2064968)",50,,
722583399,3,Eisnerova,tertiary,False,True,44.481,"LINESTRING (16.976814 48.2058762, 16.9771032 48.205823, 16.9773993 48.20579)",50,,
23035059,,Delená,residential,False,True,15.369,"LINESTRING (16.9792123 48.2117013, 16.9791721 48.2115657)",,,
32350162,,Bridlicová,residential,False,False,21.294999999999998,"LINESTRING (16.9792123 48.2117013, 16.9790191 48.2117333, 16.9789334 48.2117475)",,,
32350160,,Delená,residential,False,True,80.971,"LINESTRING (16.9789334 48.2117475, 16.9789179 48.2118063, 16.9787587 48.2124098, 16.9787442 48.2124647)",,,
32350162,,Bridlicová,residential,False,False,157.07500000000002,"LINESTRING (16.9789334 48.2117475, 16.9779827 48.2118932, 16.9779715 48.2118949, 16.9769447 48.2120523, 16.9768675 48.2120641)",,,
32350162,,Bridlicová,residential,False,True,21.294999999999998,"LINESTRING (16.9789334 48.2117475, 16.9790191 48.2117333, 16.9792123 48.2117013)",,,
4642938,,Námestie 6. apríla,tertiary,False,True,75.604,"LINESTRING (16.9713738 48.2065056, 16.9716237 48.2066044, 16.9719174 48.2067397, 16.9721719 48.2069211)",,,
23035023,,Želiarska,residential,False,False,74.473,"LINESTRING (16.9713738 48.2065056, 16.9714472 48.2064762, 16.971546 48.2064399, 16.9716426 48.2064251, 16.9717503 48.2064147, 16.9721354 48.2064208, 16.9723485 48.2064276)",,,
158283133,,Námestie 6. apríla,tertiary,False,False,80.96600000000001,"LINESTRING (16.9713738 48.2065056, 16.9708534 48.2062718, 16.9706698 48.2061768, 16.9705054 48.2060672)",,,
158283133,,Námestie 6. apríla,tertiary,False,True,80.96600000000001,"LINESTRING (16.9705054 48.2060672, 16.9706698 48.2061768, 16.9708534 48.2062718, 16.9713738 48.2065056)",,,
23035001,,Na vyhliadke,residential,False,False,151.059,"LINESTRING (16.9737112 48.2134416, 16.9738095 48.2134326, 16.9740897 48.2134559, 16.9746037 48.2135765, 16.9757003 48.2134529)",30,,
32946884,2,Istrijská,tertiary,False,False,252.23200000000003,"LINESTRING (16.9737112 48.2134416, 16.9735605 48.2129661, 16.9735107 48.2127579, 16.9734538 48.2125197, 16.9734075 48.2122944, 16.9733926 48.2122083, 16.9733107 48.2117363, 16.973269 48.2114825, 16.9732247 48.2111982)",50,,
32946884,2,Istrijská,tertiary,False,True,21.612000000000002,"LINESTRING (16.9737112 48.2134416, 16.9737427 48.2135272, 16.9737786 48.2136307)",50,,
32946884,2,Istrijská,tertiary,False,True,252.23200000000003,"LINESTRING (16.9732247 48.2111982, 16.973269 48.2114825, 16.9733107 48.2117363, 16.9733926 48.2122083, 16.9734075 48.2122944, 16.9734538 48.2125197, 16.9735107 48.2127579, 16.9735605 48.2129661, 16.9737112 48.2134416)",50,,
251869839,2,Istrijská,tertiary,False,False,99.48000000000002,"LINESTRING (16.9732247 48.2111982, 16.9731008 48.2106269, 16.9730424 48.2103703, 16.9730274 48.2103133)",50,,
"[23035043, 796452199]",2,Novoveská,residential,False,False,162.01,"LINESTRING (16.9732247 48.2111982, 16.9732633 48.2111941, 16.9733595 48.2111839, 16.9745532 48.2110573, 16.9746652 48.2110454, 16.9753839 48.2109691)","['50', '30']",,
7956345,2,Podhorská,residential,False,False,101.262,"LINESTRING (16.976755 48.2056233, 16.9753952 48.2055337)",,,
23035032,2,Pod Lipovým,residential,False,False,29.044,"LINESTRING (16.976755 48.2056233, 16.976749 48.2057665, 16.976814 48.2058762)",,,
