osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge
32027868,1,70,primary,50,roundabout,True,False,4.502000000000001,"LINESTRING (19.297243 49.2126222, 19.2972413 49.2126356, 19.2972374 49.2126489, 19.2972313 49.2126618)",,
463899795,3,59,primary,50,,False,True,31.249,"LINESTRING (19.300174 49.2137619, 19.3000876 49.2134866)",,
29980140,,,residential,50,,False,False,79.84100000000001,"LINESTRING (19.2936836 49.2128024, 19.2937024 49.2126797, 19.2937154 49.2125951, 19.2937359 49.212463, 19.2937909 49.2120878)",Radlinského,
"[374106348, 374106349, 37351910]",3,2246,tertiary,50,,False,False,306.82400000000007,"LINESTRING (19.2936836 49.2128024, 19.2936657 49.2130211, 19.2936539 49.2132783, 19.2936465 49.2134836, 19.2936422 49.2136014, 19.293657 49.2144687, 19.2936768 49.2150346, 19.2936964 49.2154023, 19.2937062 49.2154877, 19.2937241 49.2155596)",M. R. Štefánika,
"[29980144, 93257451, 29980141]","['2', '3']",70,primary,50,,False,False,194.051,"LINESTRING (19.2936836 49.2128024, 19.2933911 49.212806, 19.2928608 49.2128181, 19.2927736 49.2128195, 19.2913875 49.2128279, 19.2910127 49.212834)",,yes
"[304418562, 304418555, 304418564, 32027870]","['2', '4']",70,primary,50,,False,True,193.907,"LINESTRING (19.2936836 49.2128024, 19.2940128 49.2127971, 19.2947371 49.2127832, 19.2951175 49.2127718, 19.2954676 49.2127644, 19.2957669 49.2127499, 19.2962197 49.2127095, 19.2962891 49.2127025, 19.2963453 49.2126958)",,
29980143,,,residential,50,,False,True,180.50300000000001,"LINESTRING (19.2937241 49.2155596, 19.293579 49.2156775, 19.2935003 49.2157415, 19.2932076 49.2159562, 19.2932101 49.2160822, 19.2932128 49.2166488, 19.2932339 49.2170584)",Rad pri Orave,
37351338,,,residential,50,,False,False,190.971,"LINESTRING (19.2937241 49.2155596, 19.2938205 49.2155082, 19.2963215 49.2155981)",Československej armády,
121202481,,2246,tertiary,50,,False,False,187.13400000000001,"LINESTRING (19.2937241 49.2155596, 19.2937968 49.2157147, 19.2939185 49.215871, 19.2941766 49.216117, 19.2950607 49.2169905)",M. R. Štefánika,
"[374106348, 374106349, 37351910]",3,2246,tertiary,50,,False,True,306.824,"LINESTRING (19.2937241 49.2155596, 19.2937062 49.2154877, 19.2936964 49.2154023, 19.2936768 49.2150346, 19.293657 49.2144687, 19.2936422 49.2136014, 19.2936465 49.2134836, 19.2936539 49.2132783, 19.2936657 49.2130211, 19.2936836 49.2128024)",M. R. Štefánika,
121202488,3,70,primary,50,,False,True,16.678,"LINESTRING (19.2907831 49.2128345, 19.2910127 49.212834)",,
593088247,3,70,primary,50,,False,False,23.041,"LINESTRING (19.2907831 49.2128345, 19.2904659 49.2128354)",,
29980143,,,residential,50,,False,False,171.093,"LINESTRING (19.2933133 49.2185962, 19.2932339 49.2170584)",Rad pri Orave,
32027866,,,residential,50,,False,False,203.63,"LINESTRING (19.2968409 49.2141189, 19.2970164 49.2141254, 19.2976065 49.2141629, 19.2978824 49.2141901, 19.2980981 49.2142114, 19.2983134 49.2142327, 19.2985222 49.2142533, 19.2985858 49.2142596, 19.2987354 49.2142767, 19.2986694 49.2136953)",Aleja slobody,
32027866,,,residential,50,,False,True,120.97200000000001,"LINESTRING (19.2968409 49.2141189, 19.2968594 49.2134692, 19.2968651 49.2130311)",Aleja slobody,
"[37351339, 638767213]",3,,residential,50,,False,False,166.94100000000003,"LINESTRING (19.2968409 49.2141189, 19.2968696 49.2144211, 19.2969396 49.2146191, 19.297045 49.2149172, 19.2970568 49.215272, 19.2970579 49.2153544, 19.2970599 49.2155088, 19.2970612 49.2156065)",Aleja slobody,
32027863,,,residential,50,,False,False,155.74400000000003,"LINESTRING (19.2968651 49.2130311, 19.2967925 49.2130316, 19.296741 49.2130316, 19.294721 49.2130331)",J. Ťatliaka,
32027866,,,residential,50,,False,False,120.97200000000001,"LINESTRING (19.2968651 49.2130311, 19.2968594 49.2134692, 19.2968409 49.2141189)",Aleja slobody,
32027866,,,residential,50,,False,True,22.384999999999998,"LINESTRING (19.2968651 49.2130311, 19.2968634 49.2129277, 19.2968657 49.2128298)",Aleja slobody,
32027863,,,residential,50,,False,True,155.74400000000003,"LINESTRING (19.294721 49.2130331, 19.296741 49.2130316, 19.2967925 49.2130316, 19.2968651 49.2130311)",J. Ťatliaka,
32027868,1,70,primary,50,roundabout,True,False,16.124,"LINESTRING (19.2971438 49.2127277, 19.2971025 49.2127383, 19.2970585 49.2127424, 19.2970143 49.2127397, 19.2969723 49.2127303, 19.2969348 49.2127148)",,
32027868,1,70,primary,50,roundabout,True,False,8.682,"LINESTRING (19.2970978 49.212499, 19.2971262 49.212505, 19.2971529 49.2125139, 19.297177 49.2125254, 19.2971981 49.2125392)",,
32027868,1,70,primary,50,roundabout,True,False,7.949999999999999,"LINESTRING (19.2969348 49.2127148, 19.2969089 49.212698, 19.2968884 49.2126783, 19.296874 49.2126564)",,
1243215689,,,residential,50,,False,False,13.736999999999998,"LINESTRING (19.2969348 49.2127148, 19.2969155 49.2127469, 19.2968657 49.2128298)",Aleja slobody,
32027868,1,70,primary,50,roundabout,True,False,6.688,"LINESTRING (19.2968696 49.2125925, 19.2968759 49.212578, 19.2968849 49.2125642, 19.2968963 49.2125512, 19.2969101 49.2125391)",,
33547179,1,,primary_link,50,,True,False,180.543,"LINESTRING (19.3010299 49.212329, 19.3009615 49.2124175, 19.3007469 49.2125757, 19.3004331 49.212831, 19.3002943 49.212955, 19.3002219 49.2130378, 19.3001796 49.213114, 19.3001568 49.2132038, 19.3001488 49.2132993, 19.3001557 49.2133978, 19.3002158 49.2136506, 19.300174 49.2137619)",,
"[463899796, 33547180, 33547181]",2,70,primary,50,,False,True,272.823,"LINESTRING (19.3010299 49.212329, 19.3010728 49.2122563, 19.3010949 49.2121556, 19.3010802 49.212057, 19.3010393 49.2119751, 19.3009883 49.2119182, 19.3009306 49.2118634, 19.3008783 49.2118284, 19.3007972 49.2117881, 19.300702 49.2117521, 19.3006135 49.2117346, 19.3005317 49.2117193, 19.3004472 49.2117105, 19.3003546 49.2117057, 19.3002453 49.2117145, 19.3001394 49.2117337, 19.3000261 49.2117622, 19.2999114 49.2117964, 19.299176 49.212026, 19.2986112 49.212209, 19.2982133 49.2123297)",,
33547176,2,70,primary,50,,False,False,26.509,"LINESTRING (19.2978798 49.2124265, 19.2982133 49.2123297)",,
"[33547177, 304418563]","['2', '3']",70,primary,50,,False,False,16.278,"LINESTRING (19.2978798 49.2124265, 19.2977485 49.2124605, 19.2977189 49.2124685, 19.2976726 49.2124822)",,
"[641659369, 37371979]",2,59,primary,50,,False,False,182.155,"LINESTRING (19.2995858 49.2118816, 19.2996607 49.2121198, 19.2997363 49.212371, 19.2999358 49.2130145, 19.3000876 49.2134866)",,yes
"[33547178, 641659370]",1,,primary_link,50,,True,False,159.404,"LINESTRING (19.2995858 49.2118816, 19.2996968 49.2119909, 19.2997302 49.2120993, 19.299813 49.2122953, 19.2998765 49.2123809, 19.2999476 49.2124378, 19.3000167 49.2124775, 19.3000978 49.2125104, 19.3001937 49.2125384, 19.300299 49.2125564, 19.3004023 49.2125634, 19.3005089 49.2125581, 19.3006323 49.2125393, 19.3007603 49.2124977, 19.3010299 49.212329)",,yes
236799028,,2246,tertiary,50,,False,False,21.266,"LINESTRING (19.2950607 49.2169905, 19.2952126 49.217154)",M. R. Štefánika,
35469486,,2249,tertiary,50,,False,False,95.206,"LINESTRING (19.2950607 49.2169905, 19.2952377 49.2169909, 19.2959431 49.2169924, 19.2960585 49.2169926, 19.2962408 49.2169769, 19.2963461 49.2169281)",Staničná,
121202481,,2246,tertiary,50,,False,True,187.13400000000001,"LINESTRING (19.2950607 49.2169905, 19.2941766 49.216117, 19.2939185 49.215871, 19.2937968 49.2157147, 19.2937241 49.2155596)",M. R. Štefánika,
158475173,,,residential,50,,False,False,11.218,"LINESTRING (19.2970612 49.2156065, 19.2970816 49.2157065)",Aleja slobody,
