osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel
838364417,3,572,Hlavná,secondary,30,False,False,44.156,"LINESTRING (17.6191682 47.992496, 17.6195597 47.9921976)",,
"[76692282, 23328892]",,,Dunajská,residential,,False,False,117.818,"LINESTRING (17.6191682 47.992496, 17.6191259 47.9924795, 17.6189415 47.9924078, 17.6184477 47.9923053, 17.6187987 47.9918212)",,
646085625,2,572,Hlavná,secondary,30,False,True,160.736,"LINESTRING (17.6191682 47.992496, 17.6189934 47.99268, 17.6187652 47.9929868, 17.6179389 47.9936775)",,
293370595,,572,Alžbetínske námestie,secondary,50,False,True,91.405,"LINESTRING (17.614336 47.9966773, 17.6137108 47.9973849)",,
868378441,,572,Alžbetínske námestie,secondary,50,False,False,3.179,"LINESTRING (17.614336 47.9966773, 17.6143524 47.9966509)",,
31059256,,,Športová,residential,,True,False,265.136,"LINESTRING (17.614336 47.9966773, 17.614419 47.996734, 17.614898 47.9971117, 17.6163019 47.9982112, 17.616591 47.9984377, 17.6166547 47.9984876)",,
302804900,2,1425,Jilemnického,tertiary,,False,True,41.989000000000004,"LINESTRING (17.6218371 47.9937978, 17.6216278 47.9939084, 17.6215231 47.9939569, 17.6214155 47.9940452)",,
"[931935013, 4378773]",,,"['Námestie Jána Kalvína', 'Biskupa Kondého']",residential,,False,True,148.259,"LINESTRING (17.6218371 47.9937978, 17.6217097 47.9937161, 17.6211668 47.9933434, 17.6205639 47.9929116, 17.6204728 47.9928276)",,
838364417,3,572,Hlavná,secondary,30,False,True,44.156,"LINESTRING (17.6195597 47.9921976, 17.6191682 47.992496)",,
4378773,,,Biskupa Kondého,residential,,False,False,97.594,"LINESTRING (17.6195597 47.9921976, 17.6196344 47.9922502, 17.6197863 47.9923574, 17.6204728 47.9928276)",,
"[838364418, 471753718]",,572,Hlavná,secondary,"['30', '50']",False,False,62.228,"LINESTRING (17.6195597 47.9921976, 17.6197703 47.9920686, 17.6200429 47.9919143, 17.6201789 47.991822)",,
76692284,,,Nemesszegská,residential,,False,True,67.576,"LINESTRING (17.6124593 47.9915529, 17.6125914 47.9915776, 17.6126698 47.9915951, 17.6129088 47.9916489, 17.6130089 47.9916704, 17.6133241 47.991738)",,
"[575095725, 302961302, 839149799]",3,,Železničná,residential,,False,True,346.53799999999995,"LINESTRING (17.6124593 47.9915529, 17.6123348 47.9916439, 17.612286 47.9916795, 17.6116108 47.9921218, 17.6113255 47.9922584, 17.6106647 47.9925097, 17.6099344 47.9927456, 17.6098455 47.9927878, 17.6097346 47.9928505, 17.609514 47.9930063, 17.6092664 47.9931765, 17.6088661 47.9934287, 17.608832 47.9934568)",,
37112374,,,Táborová,residential,,False,True,81.35300000000001,"LINESTRING (17.6115172 47.994492, 17.6115018 47.994508, 17.6114569 47.9945558, 17.6113873 47.9946228, 17.6113238 47.9946867, 17.6109406 47.9950729, 17.6109123 47.9951014)",,
646085622,,1406,Jesenského,tertiary,50,False,False,181.978,"LINESTRING (17.6115172 47.994492, 17.6114027 47.9944496, 17.6101254 47.9939771, 17.6093749 47.9937027)",,
646085622,,1406,Jesenského,tertiary,50,False,True,188.325,"LINESTRING (17.6115172 47.994492, 17.6126923 47.9949368, 17.6137185 47.9953277)",,
4316717,4,572,Hlavná,secondary,50,False,False,37.442,"LINESTRING (17.6153487 47.9959073, 17.6154387 47.9958468, 17.6154881 47.9958095, 17.6157031 47.9956684)",,
"[23328891, 839149676, 646085621]",3,572,Alžbetínske námestie,secondary,"['50', '30']",False,False,111.055,"LINESTRING (17.6153487 47.9959073, 17.6152278 47.9959943, 17.614656 47.9964209, 17.6143524 47.9966509)",,
1224531982,1,1406,,tertiary,50,True,False,32.275,"LINESTRING (17.6153487 47.9959073, 17.6152749 47.9959115, 17.6152006 47.9959081, 17.6151361 47.995899, 17.6150121 47.9958618, 17.6149364 47.9958384)",,
23328887,,,Komenského,residential,,False,True,89.914,"LINESTRING (17.6150453 47.9932195, 17.6150921 47.9931194, 17.6154247 47.9924518)",,
238003077,,,Kukučínova,residential,,False,True,88.344,"LINESTRING (17.6150453 47.9932195, 17.6148889 47.9931835, 17.6143823 47.9930718, 17.6139121 47.9929834)",,
"[76692282, 23328892]",,,Dunajská,residential,,False,True,117.81800000000001,"LINESTRING (17.6187987 47.9918212, 17.6184477 47.9923053, 17.6189415 47.9924078, 17.6191259 47.9924795, 17.6191682 47.992496)",,
302956801,2,1425,Múzejná,tertiary,50,False,False,90.924,"LINESTRING (17.621461 47.9948535, 17.6214366 47.9947465, 17.6213655 47.9944338, 17.621366 47.9943505, 17.6213669 47.99419, 17.6213716 47.99414, 17.6214155 47.9940452)",,
302956801,2,1425,Múzejná,tertiary,50,False,True,57.260000000000005,"LINESTRING (17.621461 47.9948535, 17.6215114 47.9949916, 17.6216173 47.9951713, 17.6216869 47.9952645, 17.6217325 47.9953335)",,
302956801,2,1425,Múzejná,tertiary,50,False,True,2.54,"LINESTRING (17.6217325 47.9953335, 17.6217519 47.9953523)",,
31059254,,,Trhovisko,residential,,True,False,85.87299999999999,"LINESTRING (17.6217325 47.9953335, 17.621639 47.9954006, 17.62099 47.9958169, 17.6209018 47.9958693)",,
302956801,2,1425,Múzejná,tertiary,50,False,False,57.260000000000005,"LINESTRING (17.6217325 47.9953335, 17.6216869 47.9952645, 17.6216173 47.9951713, 17.6215114 47.9949916, 17.621461 47.9948535)",,
238003073,,,M. R. Štefánika,residential,,False,True,139.484,"LINESTRING (17.6191025 47.9971058, 17.6204193 47.996213)",,
