osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,junction,access
17072729,Partizánska,residential,False,False,125.813,"LINESTRING (18.0002261 47.9139753, 18.0002376 47.9140392, 18.0002511 47.9141237, 18.0000477 47.9150963)",,,,,
"[828388673, 828388674, 115375321]",Viktora Palkovicha,secondary,False,False,150.60399999999998,"LINESTRING (18.0002261 47.9139753, 18.0001823 47.9140294, 18.0001207 47.9140883, 18.0000877 47.914119, 17.9997628 47.914379, 17.9992366 47.9148007, 17.9990867 47.9149232, 17.9989614 47.9150299)",573,50,3,,
337326846,Kostolné námestie,secondary,False,False,33.399,"LINESTRING (17.9960766 47.9170014, 17.9957873 47.9172308)",573,50,,,
337326846,Kostolné námestie,secondary,False,True,34.368,"LINESTRING (17.9960766 47.9170014, 17.9964102 47.916788)",573,50,,,
5073087,Školská,residential,False,True,240.19000000000003,"LINESTRING (17.9960766 47.9170014, 17.9959311 47.9169436, 17.9952987 47.9166103, 17.9950829 47.916399, 17.993966 47.9153961)",,,,,
115375331,Hlavná,secondary,False,False,102.083,"LINESTRING (17.9916369 47.9200731, 17.9906093 47.9206802)",573,,,,
115746948,Kostolné námestie,secondary,False,True,20.317,"LINESTRING (17.9916369 47.9200731, 17.9918377 47.9199495)",573,,,,
759640551,Hlboká,residential,False,True,13.126,"LINESTRING (17.9916369 47.9200731, 17.9917752 47.9201462)",,,,,
115746951,,secondary,True,False,40.551,"LINESTRING (17.9950949 47.9179528, 17.9951099 47.9179948, 17.9951072 47.9180273, 17.9950953 47.9180585, 17.9949031 47.9182806)",573,50,,roundabout,
337326842,,secondary,True,False,15.555,"LINESTRING (17.9946496 47.9183137, 17.9946157 47.9182857, 17.9945976 47.9182592, 17.9945882 47.9182376, 17.9945836 47.9181855)",573,50,,roundabout,
828388663,Kostolné námestie,secondary,True,False,55.183,"LINESTRING (17.9946496 47.9183137, 17.9945802 47.9183122, 17.9945259 47.9183158, 17.9944615 47.9183284, 17.9939693 47.918492)",573,,,,
115468367,Rábska,tertiary,False,False,32.077,"LINESTRING (17.993031 47.9168189, 17.9933683 47.9169981)",1455,50,,,
115468385,,residential,False,True,83.539,"LINESTRING (17.993031 47.9168189, 17.9923966 47.9174383)",,,,,
115468367,Rábska,tertiary,False,True,134.578,"LINESTRING (17.993031 47.9168189, 17.9923941 47.9164738, 17.9919403 47.9162074, 17.9916656 47.916028)",1455,50,,,
17072732,Víťazstva,residential,False,False,150.477,"LINESTRING (18.0014153 47.9198461, 18.0013189 47.9197492, 18.0012506 47.9196618, 18.0011684 47.9195411, 18.000625 47.9186039)",,,,,
404027032,Petőfiho rad,residential,False,True,121.952,"LINESTRING (18.0014153 47.9198461, 18.0019109 47.9195263, 18.0020063 47.9194605, 18.0021271 47.9193729, 18.0025255 47.9190427)",,30,2,,
1189309052,Petőfiho rad,residential,False,False,84.834,"LINESTRING (18.0014153 47.9198461, 18.001166 47.9199989, 18.0009296 47.9201533, 18.0006217 47.920345, 18.0005904 47.9203713)",,30,2,,
5073101,Mostová,residential,False,False,272.897,"LINESTRING (18.0005904 47.9203713, 18.0005343 47.9203671, 18.0004203 47.92042, 18.0002864 47.9204778, 18.000146 47.9204816, 17.999822 47.9204402, 17.9992271 47.9204891, 17.9987972 47.9205003, 17.9986018 47.9205013, 17.9982159 47.9204854, 17.998114 47.9204768, 17.9980343 47.9204405, 17.9979682 47.9203682, 17.9975757 47.9200247, 17.9973918 47.9199067)",,,,,
"[1189309050, 1189309051]",Jesenského nábrežie,residential,False,False,271.646,"LINESTRING (18.0005904 47.9203713, 18.0004894 47.920459, 18.0004342 47.9205001, 18.0003754 47.920527, 18.0003127 47.9205436, 18.0002203 47.9205564, 18.0000461 47.9205702, 17.999652 47.9205981, 17.9995078 47.9206165, 17.999403 47.9206336, 17.9991421 47.9206823, 17.9988547 47.9207477, 17.9985764 47.92082, 17.9983028 47.920897, 17.997989 47.9209931, 17.9977542 47.9210746, 17.9975283 47.9211576, 17.997272 47.9212641)",,,2,,
1189309052,Petőfiho rad,residential,False,True,84.834,"LINESTRING (18.0005904 47.9203713, 18.0006217 47.920345, 18.0009296 47.9201533, 18.001166 47.9199989, 18.0014153 47.9198461)",,30,2,,
5073100,Krátka,residential,False,False,116.066,"LINESTRING (17.997272 47.9212641, 17.9968259 47.9208665, 17.9965898 47.9206473, 17.9963848 47.9204079)",,,,,
"[1189309050, 1189309051]",Jesenského nábrežie,residential,False,True,271.64599999999996,"LINESTRING (17.997272 47.9212641, 17.9975283 47.9211576, 17.9977542 47.9210746, 17.997989 47.9209931, 17.9983028 47.920897, 17.9985764 47.92082, 17.9988547 47.9207477, 17.9991421 47.9206823, 17.999403 47.9206336, 17.9995078 47.9206165, 17.999652 47.9205981, 18.0000461 47.9205702, 18.0002203 47.9205564, 18.0003127 47.9205436, 18.0003754 47.920527, 18.0004342 47.9205001, 18.0004894 47.920459, 18.0005904 47.9203713)",,,2,,
5073100,Krátka,residential,False,True,116.066,"LINESTRING (17.9963848 47.9204079, 17.9965898 47.9206473, 17.9968259 47.9208665, 17.997272 47.9212641)",,,,,
56159289,Dlhá,residential,False,True,268.46,"LINESTRING (17.9963848 47.9204079, 17.9961862 47.9205151, 17.9958808 47.9205896, 17.9950893 47.9206363, 17.9931385 47.9213576)",,,,,
99788077,,residential,False,False,29.633000000000003,"LINESTRING (17.9963848 47.9204079, 17.9964504 47.9203174, 17.9964986 47.9201547)",,,,,
5073101,Mostová,residential,False,False,42.861,"LINESTRING (17.9968329 47.9196486, 17.9963645 47.9194249)",,,,,
5073101,Mostová,residential,False,True,50.58,"LINESTRING (17.9968329 47.9196486, 17.9973918 47.9199067)",,,,,
99788077,,residential,False,True,64.02199999999999,"LINESTRING (17.9968329 47.9196486, 17.9965907 47.9198225, 17.9964986 47.9201547)",,,,,
5073101,Mostová,residential,False,False,64.702,"LINESTRING (17.996042 47.9192568, 17.9953975 47.9188669)",,,,,
5073101,Mostová,residential,False,True,30.446,"LINESTRING (17.996042 47.9192568, 17.9963645 47.9194249)",,,,,
17072730,Remeselnícka,residential,False,True,60.597,"LINESTRING (17.996042 47.9192568, 17.9961151 47.9192029, 17.9965402 47.919025, 17.996721 47.9189627)",,,,,
828388665,Mostová,residential,False,True,39.312,"LINESTRING (17.9950473 47.9186025, 17.9953975 47.9188669)",,,,,
759640550,Mostová,residential,True,False,40.608000000000004,"LINESTRING (17.9950473 47.9186025, 17.9949564 47.9185441, 17.9948652 47.9184731, 17.9948252 47.9184236, 17.9947753 47.9183774, 17.9946923 47.9183289)",,,,,
5073087,Školská,residential,False,False,65.215,"LINESTRING (17.9931544 47.9148838, 17.9938171 47.9152668)",,,,,
115375335,Obchodný rad,residential,False,False,31.528,"LINESTRING (17.9931544 47.9148838, 17.9928962 47.9151084)",,,,,
115375335,Obchodný rad,residential,False,True,39.806,"LINESTRING (17.9916656 47.916028, 17.9917835 47.9159268, 17.9920326 47.9157692)",,,,,
115468367,Rábska,tertiary,False,False,134.578,"LINESTRING (17.9916656 47.916028, 17.9919403 47.9162074, 17.9923941 47.9164738, 17.993031 47.9168189)",1455,50,,,
17072730,Remeselnícka,residential,False,False,295.208,"LINESTRING (18.000625 47.9186039, 17.9991822 47.9186046, 17.9979182 47.9187826, 17.996721 47.9189627)",,,,,
"[17072730, 56159290]",Remeselnícka,residential,False,True,95.045,"LINESTRING (18.000625 47.9186039, 18.0013358 47.9183347, 18.0016115 47.9180888)",,,,,
17072732,Víťazstva,residential,False,True,150.47699999999998,"LINESTRING (18.000625 47.9186039, 18.0011684 47.9195411, 18.0012506 47.9196618, 18.0013189 47.9197492, 18.0014153 47.9198461)",,,,,
115468406,Obrancov mieru,residential,False,False,210.925,"LINESTRING (18.000625 47.9186039, 18.0002947 47.9185198, 17.9999369 47.9179129, 18.0005613 47.9177569, 18.0008318 47.9177923, 18.0013535 47.9176534)",,,,,
17181724,Brnenské námestie,residential,False,False,41.18,"LINESTRING (17.9971533 47.917224, 17.9968977 47.9170846, 17.9967261 47.9169891)",,,,,destination
17181724,Brnenské námestie,residential,False,True,311.431,"LINESTRING (17.9971533 47.917224, 17.9974775 47.9170202, 17.9975418 47.9169694, 17.9982758 47.9164278, 17.999166 47.9158143, 17.9994797 47.9154643, 18.0000295 47.9152229)",,,,,destination
304554618,,residential,False,False,105.77499999999999,"LINESTRING (17.9971533 47.917224, 17.9973865 47.9173289, 17.9979851 47.9176929, 17.9981487 47.9178014, 17.9982198 47.9178486)",,,,,
115746948,Kostolné námestie,secondary,False,False,50.983,"LINESTRING (17.992886 47.9192565, 17.9924192 47.9195917)",573,,,,
115746948,Kostolné námestie,secondary,False,True,117.65299999999999,"LINESTRING (17.992886 47.9192565, 17.9935575 47.9187245, 17.9937184 47.9186227, 17.9939693 47.918492)",573,,,,
328037805,Studená strana,residential,False,True,123.36,"LINESTRING (17.992886 47.9192565, 17.9927614 47.9191793, 17.9916702 47.9185036)",,,,,
56159270,Hlboká,residential,False,False,160.249,"LINESTRING (17.9931385 47.9213576, 17.9918462 47.9202057)",,,,,
56159289,Dlhá,residential,False,False,268.46,"LINESTRING (17.9931385 47.9213576, 17.9950893 47.9206363, 17.9958808 47.9205896, 17.9961862 47.9205151, 17.9963848 47.9204079)",,,,,
56159289,Dlhá,residential,False,True,107.106,"LINESTRING (17.9931385 47.9213576, 17.992806 47.9217833, 17.9926499 47.9220288, 17.9924564 47.9222014)",,,,,
304557701,Partizánska,residential,False,False,108.744,"LINESTRING (18.0016115 47.9180888, 18.0023861 47.9189176)",,,,,
304557701,Partizánska,residential,False,True,52.092,"LINESTRING (18.0016115 47.9180888, 18.0013535 47.9176534)",,,,,
"[56159290, 17072730]",Remeselnícka,residential,False,False,95.045,"LINESTRING (18.0016115 47.9180888, 18.0013358 47.9183347, 18.000625 47.9186039)",,,,,
56159289,Dlhá,residential,False,True,19.568,"LINESTRING (17.9924564 47.9222014, 17.992233 47.9222939)",,,,,
56159289,Dlhá,residential,False,False,107.106,"LINESTRING (17.9924564 47.9222014, 17.9926499 47.9220288, 17.992806 47.9217833, 17.9931385 47.9213576)",,,,,
56159289,Dlhá,residential,False,False,19.568,"LINESTRING (17.992233 47.9222939, 17.9924564 47.9222014)",,,,,
115375331,Hlavná,secondary,False,True,102.083,"LINESTRING (17.9906093 47.9206802, 17.9916369 47.9200731)",573,,,,
115468388,,residential,False,False,17.012,"LINESTRING (17.9926544 47.9197767, 17.9925091 47.9196587)",,,,,
115468392,Kostolné námestie,residential,False,True,76.83,"LINESTRING (17.9926544 47.9197767, 17.9918462 47.9202057)",,,,,
115468392,Kostolné námestie,residential,False,False,228.296,"LINESTRING (17.9926544 47.9197767, 17.9938567 47.919333, 17.9939882 47.9192845, 17.9953975 47.9188669)",,,,,
5073101,Mostová,residential,False,True,64.702,"LINESTRING (17.9953975 47.9188669, 17.996042 47.9192568)",,,,,
828388665,Mostová,residential,False,False,39.312,"LINESTRING (17.9953975 47.9188669, 17.9950473 47.9186025)",,,,,
115468392,Kostolné námestie,residential,False,True,228.296,"LINESTRING (17.9953975 47.9188669, 17.9939882 47.9192845, 17.9938567 47.919333, 17.9926544 47.9197767)",,,,,
115468401,Budovateľská,residential,False,False,155.561,"LINESTRING (17.9916702 47.9185036, 17.9927069 47.9177421, 17.9923966 47.9174383)",,,,,
328037805,Studená strana,residential,False,False,123.36,"LINESTRING (17.9916702 47.9185036, 17.9927614 47.9191793, 17.992886 47.9192565)",,,,,
115468385,,residential,False,False,83.539,"LINESTRING (17.9923966 47.9174383, 17.993031 47.9168189)",,,,,
115468401,Budovateľská,residential,False,True,155.561,"LINESTRING (17.9923966 47.9174383, 17.9927069 47.9177421, 17.9916702 47.9185036)",,,,,
5073087,Školská,residential,False,False,18.162,"LINESTRING (17.9938171 47.9152668, 17.993966 47.9153961)",,,,,
5073087,Školská,residential,False,True,65.215,"LINESTRING (17.9938171 47.9152668, 17.9931544 47.9148838)",,,,,
304557701,Partizánska,residential,False,True,17.441,"LINESTRING (18.0025255 47.9190427, 18.0024578 47.9189943, 18.0023861 47.9189176)",,,,,
404027032,Petőfiho rad,residential,False,False,121.952,"LINESTRING (18.0025255 47.9190427, 18.0021271 47.9193729, 18.0020063 47.9194605, 18.0019109 47.9195263, 18.0014153 47.9198461)",,30,2,,
56159270,Hlboká,residential,False,True,160.249,"LINESTRING (17.9918462 47.9202057, 17.9931385 47.9213576)",,,,,
115468392,Kostolné námestie,residential,False,False,76.83,"LINESTRING (17.9918462 47.9202057, 17.9926544 47.9197767)",,,,,
759640551,Hlboká,residential,False,False,8.471,"LINESTRING (17.9918462 47.9202057, 17.9917752 47.9201462)",,,,,
115468388,,residential,False,True,10.019,"LINESTRING (17.9924192 47.9195917, 17.9925091 47.9196587)",,,,,
115746948,Kostolné námestie,secondary,False,False,58.827,"LINESTRING (17.9924192 47.9195917, 17.9918377 47.9199495)",573,,,,
115746948,Kostolné námestie,secondary,False,True,50.983,"LINESTRING (17.9924192 47.9195917, 17.992886 47.9192565)",573,,,,
115468367,Rábska,tertiary,False,False,61.562,"LINESTRING (17.9933683 47.9169981, 17.9939856 47.917366)",1455,50,,,
115468367,Rábska,tertiary,False,True,32.077,"LINESTRING (17.9933683 47.9169981, 17.993031 47.9168189)",1455,50,,,
115468379,Bočná,residential,False,False,112.786,"LINESTRING (17.9933683 47.9169981, 17.9935337 47.9168811, 17.9941493 47.9164456, 17.9944092 47.9162618)",,,,,
115468377,,residential,False,True,71.83,"LINESTRING (17.99511 47.9167053, 17.9944092 47.9162618)",,,,,
115468377,,residential,False,False,71.83,"LINESTRING (17.9944092 47.9162618, 17.99511 47.9167053)",,,,,
115468379,Bočná,residential,False,True,112.786,"LINESTRING (17.9944092 47.9162618, 17.9941493 47.9164456, 17.9935337 47.9168811, 17.9933683 47.9169981)",,,,,
304563279,,residential,False,False,88.56200000000001,"LINESTRING (17.9944092 47.9162618, 17.9939978 47.9160013, 17.9935453 47.9157149)",,20,,,
115468367,Rábska,tertiary,False,True,61.562,"LINESTRING (17.9939856 47.917366, 17.9933683 47.9169981)",1455,50,,,
115468409,Tržná,residential,False,False,64.95,"LINESTRING (17.9939856 47.917366, 17.9946332 47.9169751)",,,,,
828388661,Rábska,tertiary,False,False,50.373,"LINESTRING (17.9939856 47.917366, 17.9944609 47.9176881)",1455,50,,,
304557701,Partizánska,residential,False,False,133.962,"LINESTRING (18.0006332 47.9165496, 18.0013535 47.9176534)",,,,,
336813858,Partizánska,residential,False,True,25.733,"LINESTRING (18.0006332 47.9165496, 18.0004917 47.9163385)",,,,,
115746951,,secondary,True,False,3.603,"LINESTRING (17.9946923 47.9183289, 17.9946496 47.9183137)",573,50,,roundabout,
115746944,,residential,True,False,66.06,"LINESTRING (17.9975406 47.918316, 17.996895 47.9179089)",,,,,
304557699,Brnenské námestie,residential,False,True,72.547,"LINESTRING (17.9975406 47.918316, 17.9982198 47.9178486)",,,,,
304557699,Brnenské námestie,residential,False,False,94.75300000000001,"LINESTRING (17.9975406 47.918316, 17.9970995 47.918625, 17.9968205 47.9188407, 17.996721 47.9189627)",,,,,
337326846,Kostolné námestie,secondary,False,False,47.742,"LINESTRING (17.9957873 47.9172308, 17.9953755 47.9175597)",573,50,,,
337326846,Kostolné námestie,secondary,False,True,33.399,"LINESTRING (17.9957873 47.9172308, 17.9960766 47.9170014)",573,50,,,
337326842,,secondary,True,False,2.786,"LINESTRING (17.9949043 47.9178889, 17.9949415 47.9178864)",573,50,,roundabout,
17072730,Remeselnícka,residential,False,False,60.596999999999994,"LINESTRING (17.996721 47.9189627, 17.9965402 47.919025, 17.9961151 47.9192029, 17.996042 47.9192568)",,,,,
17072730,Remeselnícka,residential,False,True,295.20799999999997,"LINESTRING (17.996721 47.9189627, 17.9979182 47.9187826, 17.9991822 47.9186046, 18.000625 47.9186039)",,,,,
304557699,Brnenské námestie,residential,False,True,94.753,"LINESTRING (17.996721 47.9189627, 17.9968205 47.9188407, 17.9970995 47.918625, 17.9975406 47.918316)",,,,,
115746951,,secondary,True,False,17.833,"LINESTRING (17.9949031 47.9182806, 17.9948645 47.9183104, 17.994829 47.9183239, 17.994778 47.9183329, 17.9947351 47.9183352, 17.9946923 47.9183289)",573,50,,roundabout,
828388666,Mostová,residential,True,False,37.711,"LINESTRING (17.9949031 47.9182806, 17.9949074 47.918341, 17.9949268 47.9184025, 17.9949644 47.918474, 17.9950473 47.9186025)",,,,,
304557701,Partizánska,residential,False,False,52.092,"LINESTRING (18.0013535 47.9176534, 18.0016115 47.9180888)",,,,,
304557701,Partizánska,residential,False,True,133.962,"LINESTRING (18.0013535 47.9176534, 18.0006332 47.9165496)",,,,,
115468406,Obrancov mieru,residential,False,True,210.92499999999998,"LINESTRING (18.0013535 47.9176534, 18.0008318 47.9177923, 18.0005613 47.9177569, 17.9999369 47.9179129, 18.0002947 47.9185198, 18.000625 47.9186039)",,,,,
264058824,,residential,False,False,77.249,"LINESTRING (17.9928402 47.9162047, 17.9920326 47.9157692)",,,,,
304563283,,residential,False,False,10.87,"LINESTRING (17.9928402 47.9162047, 17.9929752 47.9162417)",,,,,
264058825,Nová,residential,False,False,75.726,"LINESTRING (17.9928402 47.9162047, 17.9932838 47.9159131, 17.9935453 47.9157149)",,,,,
115375335,Obchodný rad,residential,False,True,97.679,"LINESTRING (17.9920326 47.9157692, 17.9928962 47.9151084)",,,,,
264058824,,residential,False,True,77.249,"LINESTRING (17.9920326 47.9157692, 17.9928402 47.9162047)",,,,,
115375335,Obchodný rad,residential,False,False,39.806,"LINESTRING (17.9920326 47.9157692, 17.9917835 47.9159268, 17.9916656 47.916028)",,,,,
