osmid,ref,highway,maxspeed,oneway,reversed,length,geometry
25953313,3837,tertiary,50,False,False,165.662,"LINESTRING (22.0381902 48.9481361, 22.0382758 48.9480902, 22.0383268 48.9480395, 22.0383722 48.9479758, 22.0392415 48.9468233)"
25953314,,residential,,False,False,221.495,"LINESTRING (22.0381902 48.9481361, 22.0382953 48.9481782, 22.0384431 48.9482075, 22.0387559 48.9481987, 22.0399421 48.9481721, 22.0411947 48.948115)"
25953313,3837,tertiary,50,False,False,287.764,"LINESTRING (22.0392415 48.9468233, 22.0394925 48.9464231, 22.0396581 48.9460108, 22.0397383 48.9456336, 22.0397745 48.945454, 22.039804 48.9452628, 22.0399077 48.9442907)"
25953313,3837,tertiary,50,False,True,165.662,"LINESTRING (22.0392415 48.9468233, 22.0383722 48.9479758, 22.0383268 48.9480395, 22.0382758 48.9480902, 22.0381902 48.9481361)"
25953321,,residential,,False,True,426.501,"LINESTRING (22.0392415 48.9468233, 22.0395113 48.9468366, 22.0437957 48.9466784, 22.0450712 48.9466211)"
25953313,3837,tertiary,50,False,True,2.631,"LINESTRING (22.0399102 48.9442671, 22.0399077 48.9442907)"
25953316,,residential,,False,True,104.158,"LINESTRING (22.0399102 48.9442671, 22.0384861 48.9443179)"
25953313,3837,tertiary,50,False,False,248.752,"LINESTRING (22.0399102 48.9442671, 22.0399401 48.94396, 22.0401276 48.9428798, 22.0403657 48.9420523)"
25953313,3837,tertiary,50,False,True,248.752,"LINESTRING (22.0403657 48.9420523, 22.0401276 48.9428798, 22.0399401 48.94396, 22.0399102 48.9442671)"
25953315,,residential,,False,True,57.689,"LINESTRING (22.0403657 48.9420523, 22.0399037 48.94197, 22.0395999 48.9419257)"
25953318,,residential,,False,False,388.44399999999996,"LINESTRING (22.0403657 48.9420523, 22.0407517 48.9420333, 22.0416883 48.9419953, 22.0428591 48.9420016, 22.043954 48.9419953, 22.0442766 48.9419648, 22.0448906 48.9419067, 22.0456563 48.9418055)"
25953314,,residential,,False,True,221.49500000000003,"LINESTRING (22.0411947 48.948115, 22.0399421 48.9481721, 22.0387559 48.9481987, 22.0384431 48.9482075, 22.0382953 48.9481782, 22.0381902 48.9481361)"
25953315,,residential,,False,False,57.689,"LINESTRING (22.0395999 48.9419257, 22.0399037 48.94197, 22.0403657 48.9420523)"
25953322,,residential,,False,False,88.072,"LINESTRING (22.0395999 48.9419257, 22.0394026 48.9417466, 22.0393193 48.9416529, 22.039262 48.9415487, 22.0388141 48.941356)"
25953319,,residential,,False,False,215.426,"LINESTRING (22.0456563 48.9418055, 22.0457449 48.943742)"
25953318,,residential,,False,False,158.9,"LINESTRING (22.0456563 48.9418055, 22.0469157 48.9415523, 22.047689 48.9413073)"
25953318,,residential,,False,True,388.444,"LINESTRING (22.0456563 48.9418055, 22.0448906 48.9419067, 22.0442766 48.9419648, 22.043954 48.9419953, 22.0428591 48.9420016, 22.0416883 48.9419953, 22.0407517 48.9420333, 22.0403657 48.9420523)"
25953318,,residential,,False,False,40.396,"LINESTRING (22.047689 48.9413073, 22.0479726 48.9409954)"
25953318,,residential,,False,True,158.9,"LINESTRING (22.047689 48.9413073, 22.0469157 48.9415523, 22.0456563 48.9418055)"
