osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,ref,junction
"[217418632, 4895745, 217418631]",1,Cintorínska,residential,,False,False,414.106,"LINESTRING (18.5792558 48.7794895, 18.5793314 48.7794631, 18.5792544 48.779378, 18.5791298 48.7792305, 18.5790971 48.7791919, 18.5790433 48.7791322, 18.578924 48.7790113, 18.5788958 48.7789303, 18.5789197 48.7788619, 18.5791025 48.7786831, 18.5795449 48.7783315, 18.5798945 48.778099, 18.580413 48.7777857, 18.5808281 48.7775696, 18.5808867 48.7775234, 18.5811173 48.7773417, 18.5812746 48.7770324, 18.5813047 48.776877, 18.5813013 48.7767468, 18.5812524 48.7766076, 18.5811858 48.7764918)",building_passage,,
25920130,,Hornoulická,residential,,False,False,111.548,"LINESTRING (18.5802084 48.7813895, 18.5802212 48.7814812, 18.5805447 48.782367)",,,
217418633,,Rekreačná,residential,,False,False,50.025000000000006,"LINESTRING (18.5802084 48.7813895, 18.5806152 48.7813667, 18.5808887 48.7813514)",,,
25920126,,Mojmírova,residential,,False,True,90.006,"LINESTRING (18.5838145 48.7842226, 18.5826278 48.7844319)",,,
25920126,,Mojmírova,residential,,False,False,128.799,"LINESTRING (18.5838145 48.7842226, 18.5854165 48.7839495, 18.5855164 48.7839324)",,,
27989875,,Sama Chalupku,residential,,False,False,260.313,"LINESTRING (18.5838145 48.7842226, 18.5837822 48.7841409, 18.5833166 48.7829626, 18.5829192 48.7819571)",,,
1009884628,,Sama Chalupku,residential,,False,False,98.656,"LINESTRING (18.5829192 48.7819571, 18.5825679 48.7811006)",,,
25920131,,Pribinova,residential,,False,False,126.05999999999999,"LINESTRING (18.5829192 48.7819571, 18.5832617 48.7818559, 18.5833665 48.7818249, 18.5844004 48.7815193, 18.584489 48.7814931)",,,
"[25920131, 1009884630]",,Pribinova,residential,,False,True,90.232,"LINESTRING (18.5829192 48.7819571, 18.5823164 48.7820612, 18.5817279 48.7821628)",,,
27989875,,Sama Chalupku,residential,,False,True,260.313,"LINESTRING (18.5829192 48.7819571, 18.5833166 48.7829626, 18.5837822 48.7841409, 18.5838145 48.7842226)",,,
1009884628,,Sama Chalupku,residential,,False,True,98.656,"LINESTRING (18.5825679 48.7811006, 18.5829192 48.7819571)",,,
"[43695973, 1009884693]",,Rekreačná,residential,,False,False,119.82699999999998,"LINESTRING (18.5825679 48.7811006, 18.583408 48.7809682, 18.5838513 48.7808983, 18.5840199 48.7808703, 18.58408 48.7808702, 18.5841618 48.7808699)",,,
1009884693,,Rekreačná,residential,,False,True,126.15899999999999,"LINESTRING (18.5825679 48.7811006, 18.5813689 48.7812829, 18.5808887 48.7813514)",,,
25920122,,Svätoplukova,residential,,False,False,260.785,"LINESTRING (18.5817279 48.7821628, 18.582595 48.7843491, 18.5826278 48.7844319)",,,
"[25920131, 1009884630]",,Pribinova,residential,,False,False,90.232,"LINESTRING (18.5817279 48.7821628, 18.5823164 48.7820612, 18.5829192 48.7819571)",,,
1009884630,,Pribinova,residential,,False,True,89.616,"LINESTRING (18.5817279 48.7821628, 18.581699 48.7821678, 18.5815025 48.7822017, 18.5805447 48.782367)",,,
25920126,,Mojmírova,residential,,False,False,90.006,"LINESTRING (18.5826278 48.7844319, 18.5838145 48.7842226)",,,
25920122,,Svätoplukova,residential,,False,True,260.785,"LINESTRING (18.5826278 48.7844319, 18.582595 48.7843491, 18.5817279 48.7821628)",,,
"[25920130, 25920126]",,"['Mojmírova', 'Hornoulická']",residential,,False,True,351.10999999999996,"LINESTRING (18.5826278 48.7844319, 18.5814367 48.7846383, 18.5805447 48.782367)",,,
25920126,,Mojmírova,residential,,False,True,128.799,"LINESTRING (18.5855164 48.7839324, 18.5854165 48.7839495, 18.5838145 48.7842226)",,,
"[666953608, 666953609]",2,Školská,residential,"['40', '50']",False,True,258.605,"LINESTRING (18.5855164 48.7839324, 18.5854621 48.7837692, 18.5854 48.7835894, 18.5851852 48.7829679, 18.5851652 48.78291, 18.5850699 48.7826728, 18.5849543 48.7823855, 18.5848563 48.782195, 18.5845874 48.7816916)",,,
"[25920130, 25920126]",,"['Mojmírova', 'Hornoulická']",residential,,False,False,351.10999999999996,"LINESTRING (18.5805447 48.782367, 18.5814367 48.7846383, 18.5826278 48.7844319)",,,
25920130,,Hornoulická,residential,,False,True,111.548,"LINESTRING (18.5805447 48.782367, 18.5802212 48.7814812, 18.5802084 48.7813895)",,,
1009884630,,Pribinova,residential,,False,False,89.61599999999999,"LINESTRING (18.5805447 48.782367, 18.5815025 48.7822017, 18.581699 48.7821678, 18.5817279 48.7821628)",,,
25975270,2,Školská,residential,50,False,False,23.22,"LINESTRING (18.584489 48.7814931, 18.5845874 48.7816916)",,,
25920131,,Pribinova,residential,,False,True,126.05999999999999,"LINESTRING (18.584489 48.7814931, 18.5844004 48.7815193, 18.5833665 48.7818249, 18.5832617 48.7818559, 18.5829192 48.7819571)",,,
25975270,2,Školská,residential,50,False,True,73.328,"LINESTRING (18.584489 48.7814931, 18.5841946 48.7809293, 18.5841618 48.7808699)",,,
43695974,2,Hviezdoslavova,residential,50,False,False,36.47,"LINESTRING (18.5813331 48.7805773, 18.5817872 48.7807116)",,,
"[741249002, 25922006]",,Hviezdoslavova,residential,,False,False,107.624,"LINESTRING (18.5813331 48.7805773, 18.581211 48.7806661, 18.5809887 48.7807463, 18.5808328 48.7807795, 18.5808827 48.7813023, 18.5808887 48.7813514)",,,
296225154,2,Hviezdoslavova,residential,50,False,True,116.97800000000001,"LINESTRING (18.5813331 48.7805773, 18.581199 48.780512, 18.5809095 48.7804578, 18.5804789 48.7804565, 18.5801845 48.7804579, 18.5800845 48.7804455, 18.5799581 48.7803955, 18.5798646 48.7803476, 18.579849 48.7803261)",,,
25922002,1,Hviezdoslavova,residential,,True,False,51.858,"LINESTRING (18.5817872 48.7807116, 18.5824562 48.7805594)",,,
43695974,2,Hviezdoslavova,residential,50,False,True,36.47,"LINESTRING (18.5817872 48.7807116, 18.5813331 48.7805773)",,,
25922002,1,Hviezdoslavova,residential,,True,False,27.975,"LINESTRING (18.5824562 48.7805594, 18.5828171 48.7804773)",,,
25922004,,Hviezdoslavova,residential,,False,False,12.504,"LINESTRING (18.5824562 48.7805594, 18.5824944 48.780669)",,,
25922005,,Hviezdoslavova,residential,,False,False,18.21,"LINESTRING (18.5828171 48.7804773, 18.5828701 48.7806373)",,,
"[1237639544, 25922002]",1,Hviezdoslavova,residential,,True,False,79.265,"LINESTRING (18.5828171 48.7804773, 18.5830884 48.7804156, 18.5837307 48.7802695, 18.5837798 48.7802583, 18.5838397 48.7802447)",,,
183249099,2,Sládkovičova,residential,50,False,False,33.22,"LINESTRING (18.5838397 48.7802447, 18.5838628 48.7802903, 18.583979 48.780529)",,,
"[183249099, 87059694]",2,Sládkovičova,residential,50,False,True,184.42499999999998,"LINESTRING (18.5838397 48.7802447, 18.5836628 48.7798956, 18.5834689 48.7796029, 18.5833608 48.7794397, 18.5832745 48.7793332, 18.5832312 48.7792799, 18.5830043 48.7789999, 18.5829713 48.7789592, 18.5828937 48.7788767, 18.5827484 48.7787596)",,,
25922004,,Hviezdoslavova,residential,,False,True,12.504,"LINESTRING (18.5824944 48.780669, 18.5824562 48.7805594)",,,
25922003,1,Hviezdoslavova,residential,,True,False,52.081,"LINESTRING (18.5824944 48.780669, 18.5820836 48.7807036, 18.5817872 48.7807116)",,,
25922003,1,Hviezdoslavova,residential,,True,False,27.753,"LINESTRING (18.5828701 48.7806373, 18.5824944 48.780669)",,,
25922005,,Hviezdoslavova,residential,,False,True,18.21,"LINESTRING (18.5828701 48.7806373, 18.5828171 48.7804773)",,,
25922003,1,Hviezdoslavova,residential,,True,False,82.232,"LINESTRING (18.583979 48.780529, 18.5839119 48.7805409, 18.583819 48.7805573, 18.5828701 48.7806373)",,,
183249099,2,Sládkovičova,residential,50,False,False,40.204,"LINESTRING (18.583979 48.780529, 18.5840975 48.7807537, 18.584127 48.780807, 18.5841618 48.7808699)",,,
183249099,2,Sládkovičova,residential,50,False,True,33.22,"LINESTRING (18.583979 48.780529, 18.5838628 48.7802903, 18.5838397 48.7802447)",,,
217418633,,Rekreačná,residential,,False,True,50.025000000000006,"LINESTRING (18.5808887 48.7813514, 18.5806152 48.7813667, 18.5802084 48.7813895)",,,
"[741249002, 25922006]",,Hviezdoslavova,residential,,False,True,107.62399999999998,"LINESTRING (18.5808887 48.7813514, 18.5808827 48.7813023, 18.5808328 48.7807795, 18.5809887 48.7807463, 18.581211 48.7806661, 18.5813331 48.7805773)",,,
1009884693,,Rekreačná,residential,,False,False,126.15899999999999,"LINESTRING (18.5808887 48.7813514, 18.5813689 48.7812829, 18.5825679 48.7811006)",,,
25922010,1,,tertiary,90,True,False,10.564,"LINESTRING (18.5886528 48.7756872, 18.5886076 48.7756764, 18.5885667 48.7756597, 18.5885321 48.7756378)",,1774,roundabout
25922636,2,,tertiary,50,False,False,34.799,"LINESTRING (18.5770433 48.777732, 18.5771305 48.7776096, 18.5772082 48.7774394)",,1774,
27304300,2,Zámok a okolie,residential,50,False,True,39.705,"LINESTRING (18.5770433 48.777732, 18.5773323 48.7777395, 18.5775673 48.7778006)",,,
23563377,2,Prievidzská,residential,50,False,True,111.875,"LINESTRING (18.5876663 48.7800788, 18.5875678 48.7800956, 18.5871544 48.7801915, 18.5868465 48.7802629, 18.5862235 48.7804073)",,,
26438874,,Športová,residential,,False,False,227.395,"LINESTRING (18.5876663 48.7800788, 18.5876397 48.7800132, 18.5876218 48.7799791, 18.5874156 48.779592, 18.5866681 48.7781885, 18.5866463 48.7781476)",,,
26954934,,Dukelská,residential,,False,True,60.467999999999996,"LINESTRING (18.5876663 48.7800788, 18.5876898 48.780134, 18.5877247 48.7801802, 18.5880191 48.7805694)",,,
25922333,,Bernolákova,residential,,False,False,109.217,"LINESTRING (18.5866463 48.7781476, 18.5880506 48.7778184)",,,
"[28002969, 25922333]",,"['Záhradná', 'Bernolákova']",residential,,False,"[False, True]",338.44599999999997,"LINESTRING (18.5866463 48.7781476, 18.5852623 48.778477, 18.5852019 48.7785186, 18.5851773 48.7785777, 18.5861809 48.7803332, 18.5861975 48.780362, 18.5862235 48.7804073)",,,
26438874,,Športová,residential,,False,False,164.409,"LINESTRING (18.5866463 48.7781476, 18.5866219 48.7781023, 18.5858941 48.7767546)",,,
26438874,,Športová,residential,,False,True,227.395,"LINESTRING (18.5866463 48.7781476, 18.5866681 48.7781885, 18.5874156 48.779592, 18.5876218 48.7799791, 18.5876397 48.7800132, 18.5876663 48.7800788)",,,
23563377,2,Prievidzská,residential,50,False,False,44.236,"LINESTRING (18.5856669 48.7805614, 18.5862235 48.7804073)",,,
23563377,2,Prievidzská,residential,50,False,True,115.666,"LINESTRING (18.5856669 48.7805614, 18.5843128 48.7808565, 18.5841618 48.7808699)",,,
183251327,,Janka Kráľa,residential,,False,True,89.745,"LINESTRING (18.5864848 48.782598, 18.5861661 48.7818187)",,,
26954934,,Dukelská,residential,,False,False,1.637,"LINESTRING (18.588366 48.7810149, 18.5883558 48.7810018)",,,
26987838,,A. Hlinku,residential,,False,True,179.304,"LINESTRING (18.588366 48.7810149, 18.5882434 48.7810434, 18.5860587 48.7815522)",,,
26438874,,Športová,residential,,False,True,164.409,"LINESTRING (18.5858941 48.7767546, 18.5866219 48.7781023, 18.5866463 48.7781476)",,,
129797025,,Rybníčky,residential,,False,False,113.826,"LINESTRING (18.5858941 48.7767546, 18.5859987 48.7767064, 18.5871668 48.7761677)",,,
"[129797025, 26954935]",,Rybníčky,residential,,False,True,284.863,"LINESTRING (18.5858941 48.7767546, 18.5857213 48.776817, 18.5852062 48.776939, 18.5845133 48.7771032, 18.5844381 48.7771852, 18.5847031 48.7776642, 18.5847416 48.7777338, 18.5849709 48.7777749, 18.5851386 48.7779653, 18.5851403 48.7780296, 18.5849378 48.7781209, 18.584603 48.7783294)",,,
111719812,,Rybníčky,residential,,False,True,104.582,"LINESTRING (18.5883387 48.7756309, 18.5871668 48.7761677)",,,
1008129217,,Janka Kráľa,residential,,True,False,23.48,"LINESTRING (18.5860587 48.7815522, 18.5859777 48.7813479)",,,
26987838,,A. Hlinku,residential,,False,False,179.304,"LINESTRING (18.5860587 48.7815522, 18.5882434 48.7810434, 18.588366 48.7810149)",,,
26954934,,Dukelská,residential,,False,True,1.637,"LINESTRING (18.5883558 48.7810018, 18.588366 48.7810149)",,,
26954934,,Dukelská,residential,,False,False,54.040000000000006,"LINESTRING (18.5883558 48.7810018, 18.5882161 48.7808225, 18.5880191 48.7805694)",,,
111719812,,Rybníčky,residential,,False,False,104.582,"LINESTRING (18.5871668 48.7761677, 18.5883387 48.7756309)",,,
129797025,,Rybníčky,residential,,False,True,113.826,"LINESTRING (18.5871668 48.7761677, 18.5859987 48.7767064, 18.5858941 48.7767546)",,,
"[741249077, 829315590]",,Kvetová,residential,,False,True,194.639,"LINESTRING (18.5871668 48.7761677, 18.5872102 48.7762488, 18.5877794 48.7773118, 18.5880275 48.7777751, 18.5880506 48.7778184)",,,
25922333,,Bernolákova,residential,,False,True,109.217,"LINESTRING (18.5880506 48.7778184, 18.5866463 48.7781476)",,,
"[741249077, 829315590]",,Kvetová,residential,,False,False,194.639,"LINESTRING (18.5880506 48.7778184, 18.5880275 48.7777751, 18.5877794 48.7773118, 18.5872102 48.7762488, 18.5871668 48.7761677)",,,
25975270,2,Školská,residential,50,False,True,23.22,"LINESTRING (18.5845874 48.7816916, 18.584489 48.7814931)",,,
27710741,,Krátka,residential,,True,False,108.8,"LINESTRING (18.5845874 48.7816916, 18.584698 48.7816643, 18.5856047 48.7814401, 18.5857351 48.7814079, 18.5859777 48.7813479)",,,
"[666953608, 666953609]",2,Školská,residential,"['40', '50']",False,False,258.605,"LINESTRING (18.5845874 48.7816916, 18.5848563 48.782195, 18.5849543 48.7823855, 18.5850699 48.7826728, 18.5851652 48.78291, 18.5851852 48.7829679, 18.5854 48.7835894, 18.5854621 48.7837692, 18.5855164 48.7839324)",,,
26312315,,Janka Kráľa,residential,,True,False,33.229,"LINESTRING (18.5859777 48.7813479, 18.5858707 48.7810575)",,,
26312315,,Janka Kráľa,residential,,True,False,57.149,"LINESTRING (18.5858707 48.7810575, 18.5857017 48.7806461, 18.5856843 48.7806038, 18.5856669 48.7805614)",,,
27710743,,Mierová,residential,,False,False,166.51,"LINESTRING (18.5858707 48.7810575, 18.5879234 48.7805911, 18.5880191 48.7805694)",,,
26954934,,Dukelská,residential,,False,False,60.467999999999996,"LINESTRING (18.5880191 48.7805694, 18.5877247 48.7801802, 18.5876898 48.780134, 18.5876663 48.7800788)",,,
26954934,,Dukelská,residential,,False,True,54.040000000000006,"LINESTRING (18.5880191 48.7805694, 18.5882161 48.7808225, 18.5883558 48.7810018)",,,
27710743,,Mierová,residential,,False,True,166.51,"LINESTRING (18.5880191 48.7805694, 18.5879234 48.7805911, 18.5858707 48.7810575)",,,
23563377,2,Prievidzská,residential,50,False,True,44.236,"LINESTRING (18.5862235 48.7804073, 18.5856669 48.7805614)",,,
23563377,2,Prievidzská,residential,50,False,False,111.875,"LINESTRING (18.5862235 48.7804073, 18.5868465 48.7802629, 18.5871544 48.7801915, 18.5875678 48.7800956, 18.5876663 48.7800788)",,,
"[28002969, 25922333]",,"['Záhradná', 'Bernolákova']",residential,,False,"[False, True]",338.44599999999997,"LINESTRING (18.5862235 48.7804073, 18.5861975 48.780362, 18.5861809 48.7803332, 18.5851773 48.7785777, 18.5852019 48.7785186, 18.5852623 48.778477, 18.5866463 48.7781476)",,,
"[129797025, 26954935]",,Rybníčky,residential,,False,False,284.863,"LINESTRING (18.584603 48.7783294, 18.5849378 48.7781209, 18.5851403 48.7780296, 18.5851386 48.7779653, 18.5849709 48.7777749, 18.5847416 48.7777338, 18.5847031 48.7776642, 18.5844381 48.7771852, 18.5845133 48.7771032, 18.5852062 48.776939, 18.5857213 48.776817, 18.5858941 48.7767546)",,,
183251327,,Janka Kráľa,residential,,False,False,89.745,"LINESTRING (18.5861661 48.7818187, 18.5864848 48.782598)",,,
1008129217,,Janka Kráľa,residential,,True,False,30.661,"LINESTRING (18.5861661 48.7818187, 18.5860587 48.7815522)",,,
4895748,2,Zámok a okolie,residential,50,True,False,48.016,"LINESTRING (18.5772082 48.7774394, 18.5774722 48.777705, 18.5775287 48.7777618, 18.5775673 48.7778006)",,,
25922636,2,,tertiary,50,False,True,34.799,"LINESTRING (18.5772082 48.7774394, 18.5771305 48.7776096, 18.5770433 48.777732)",,1774,
"[217418632, 4895745, 217418631]",1,Cintorínska,residential,,False,True,414.106,"LINESTRING (18.5811858 48.7764918, 18.5812524 48.7766076, 18.5813013 48.7767468, 18.5813047 48.776877, 18.5812746 48.7770324, 18.5811173 48.7773417, 18.5808867 48.7775234, 18.5808281 48.7775696, 18.580413 48.7777857, 18.5798945 48.778099, 18.5795449 48.7783315, 18.5791025 48.7786831, 18.5789197 48.7788619, 18.5788958 48.7789303, 18.578924 48.7790113, 18.5790433 48.7791322, 18.5790971 48.7791919, 18.5791298 48.7792305, 18.5792544 48.779378, 18.5793314 48.7794631, 18.5792558 48.7794895)",building_passage,,
296225154,2,Hviezdoslavova,residential,50,False,False,116.978,"LINESTRING (18.579849 48.7803261, 18.5798646 48.7803476, 18.5799581 48.7803955, 18.5800845 48.7804455, 18.5801845 48.7804579, 18.5804789 48.7804565, 18.5809095 48.7804578, 18.581199 48.780512, 18.5813331 48.7805773)",,,
26954937,1,Rybníčky,residential,,True,False,14.193,"LINESTRING (18.5885321 48.7756378, 18.5883387 48.7756309)",,,
25922010,1,,tertiary,90,True,False,13.312,"LINESTRING (18.5885321 48.7756378, 18.5884995 48.7756041, 18.5884814 48.775566, 18.588479 48.7755262)",,1774,roundabout
25922010,1,,tertiary,90,True,False,14.530000000000001,"LINESTRING (18.5888421 48.775663, 18.5887835 48.7756831, 18.5887186 48.7756914, 18.5886528 48.7756872)",,1774,roundabout
25922010,1,,tertiary,90,True,False,13.188,"LINESTRING (18.5889345 48.7755644, 18.5889173 48.7756023, 18.5888858 48.7756359, 18.5888421 48.775663)",,1774,roundabout
