osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed
156983336,residential,False,True,64.767,"LINESTRING (-1.4370445 12.3970033, -1.4375741 12.3967355)",,
618989921,residential,False,False,66.893,"LINESTRING (-1.4370445 12.3970033, -1.436666 12.3965287)",,
618989921,residential,False,True,133.27499999999998,"LINESTRING (-1.4370445 12.3970033, -1.4371658 12.3971554, -1.4372647 12.3972794, -1.4373829 12.3974302, -1.4375117 12.3975935, -1.4377842 12.3979595)",,
94337199,residential,False,False,125.659,"LINESTRING (-1.4392445 12.3951571, -1.4382281 12.3956971)",,
94337199,residential,False,True,139.07,"LINESTRING (-1.4392445 12.3951571, -1.4403749 12.3945695)",,
94337224,residential,False,False,63.028,"LINESTRING (-1.4392445 12.3951571, -1.4389054 12.3946971)",,
94337224,residential,False,True,67.226,"LINESTRING (-1.4392445 12.3951571, -1.4396239 12.3956348)",,
94337224,residential,False,True,124.009,"LINESTRING (-1.4406781 12.3969318, -1.4413777 12.3978132)",,
94337236,residential,False,False,65.791,"LINESTRING (-1.4406781 12.3969318, -1.4401511 12.3972236)",,
94337236,residential,False,True,65.315,"LINESTRING (-1.4406781 12.3969318, -1.4412069 12.396652)",,
94337224,residential,False,False,184.15,"LINESTRING (-1.4406781 12.3969318, -1.4402056 12.3963361, -1.4396239 12.3956348)",,
94337221,residential,False,False,73.509,"LINESTRING (-1.4387606 12.399194, -1.4381686 12.3995145)",,
94337221,residential,False,True,66.308,"LINESTRING (-1.4387606 12.399194, -1.4392978 12.3989106)",,
541547325,residential,False,False,112.174,"LINESTRING (-1.4387606 12.399194, -1.4381323 12.3983933)",,
427903828,residential,False,True,87.688,"LINESTRING (-1.4424608 12.3948231, -1.4430769 12.3943134)",,
1097869711,tertiary,True,False,140.85,"LINESTRING (-1.4424608 12.3948231, -1.4415958 12.3938793)",2,30
94337207,residential,False,False,82.589,"LINESTRING (-1.4346231 12.3939766, -1.4342195 12.3933471)",,
94337230,unclassified,False,False,21.62,"LINESTRING (-1.4346231 12.3939766, -1.4344517 12.3940755)",,
94337230,unclassified,False,True,128.136,"LINESTRING (-1.4346231 12.3939766, -1.4351068 12.3937272, -1.4356413 12.3933962)",,
94337199,residential,False,False,75.745,"LINESTRING (-1.436666 12.3965287, -1.4360526 12.3968529)",,
618989921,residential,False,False,63.458,"LINESTRING (-1.436666 12.3965287, -1.4363069 12.3960785)",,
618989921,residential,False,True,66.893,"LINESTRING (-1.436666 12.3965287, -1.4370445 12.3970033)",,
94337199,residential,False,True,130.036,"LINESTRING (-1.436666 12.3965287, -1.436888 12.3964124, -1.4377182 12.3959706)",,
94337205,residential,False,False,64.714,"LINESTRING (-1.4389054 12.3946971, -1.4383798 12.3949713)",,
94337205,residential,False,True,67.566,"LINESTRING (-1.4389054 12.3946971, -1.4394485 12.3944007)",,
94337224,residential,False,False,149.31,"LINESTRING (-1.4389054 12.3946971, -1.4380596 12.3936385)",,
94337224,residential,False,True,63.028,"LINESTRING (-1.4389054 12.3946971, -1.4392445 12.3951571)",,
94337199,residential,False,True,78.146,"LINESTRING (-1.43444 12.3977041, -1.4350725 12.397369)",,
976092252,residential,False,False,8.843,"LINESTRING (-1.43444 12.3977041, -1.4343675 12.3977403)",,
94337236,residential,False,False,4.545,"LINESTRING (-1.4429811 12.3956961, -1.4429473 12.3957202)",,
1097869712,tertiary,True,False,112.73599999999999,"LINESTRING (-1.4429811 12.3956961, -1.4428688 12.3954418, -1.4427701 12.3952619, -1.4426643 12.3951048, -1.4425605 12.394963, -1.4424608 12.3948231)",2,
94337221,residential,False,False,63.715,"LINESTRING (-1.4413777 12.3978132, -1.4408615 12.3980855)",,
94337221,residential,False,True,65.765,"LINESTRING (-1.4413777 12.3978132, -1.4419117 12.3975343)",,
94337224,residential,False,False,124.009,"LINESTRING (-1.4413777 12.3978132, -1.4406781 12.3969318)",,
541547315,residential,False,True,64.654,"LINESTRING (-1.4413777 12.3978132, -1.4417397 12.3982748)",,
1097869853,tertiary,True,False,122.356,"LINESTRING (-1.4415958 12.3938793, -1.4408546 12.3930506)",2,
427903844,residential,False,True,93.782,"LINESTRING (-1.4415958 12.3938793, -1.4418035 12.3936924, -1.4419671 12.3935154, -1.4421929 12.3932711)",,
94337230,unclassified,False,False,7.095,"LINESTRING (-1.4393939 12.3914183, -1.4393606 12.3914732)",,
619249825,residential,False,True,19.699,"LINESTRING (-1.4393939 12.3914183, -1.4395587 12.3913443)",,
94337205,residential,False,True,65.539,"LINESTRING (-1.4363069 12.3960785, -1.4368357 12.3957945)",,
618989921,residential,False,False,65.271,"LINESTRING (-1.4363069 12.3960785, -1.4359376 12.3956154)",,
618989921,residential,False,True,63.458,"LINESTRING (-1.4363069 12.3960785, -1.436666 12.3965287)",,
619249872,residential,False,False,65.561,"LINESTRING (-1.4343401 12.3912664, -1.4344387 12.3913758, -1.4345258 12.3914963, -1.4346922 12.3917441)",,
156983308,residential,False,False,114.687,"LINESTRING (-1.4359048 12.3918066, -1.4349753 12.3922961)",,
156983308,residential,False,True,58.504,"LINESTRING (-1.4359048 12.3918066, -1.4363761 12.3915518)",,
156983545,residential,False,True,144.987,"LINESTRING (-1.4359048 12.3918066, -1.4359973 12.3919818, -1.436097 12.3921322, -1.4362272 12.3922963, -1.4367045 12.392845)",,
361635987,residential,False,False,61.53,"LINESTRING (-1.4395424 12.3928138, -1.4390585 12.3931016)",,
