osmid,oneway,lanes,highway,reversed,length,geometry,ref
77383669,False,2,tertiary,True,45.87,"LINESTRING (-1.9002275 12.6669143, -1.8998058 12.6668845)",
"[77383669, 246217678]",False,2,"['residential', 'tertiary']",False,1470.8449999999996,"LINESTRING (-1.9002275 12.6669143, -1.9014902 12.6669813, -1.9022111 12.6670196, -1.9040716 12.6671279, -1.9045383 12.6671514, -1.9048762 12.6671567, -1.905241 12.6671488, -1.9060521 12.6671129, -1.9058211 12.6668991, -1.905669 12.666704, -1.9054859 12.6664209, -1.9053591 12.6662697, -1.9051563 12.666102, -1.904976 12.6658657, -1.9048369 12.6657552, -1.9046416 12.6654957, -1.9043246 12.6652803, -1.9040699 12.6651478, -1.9038464 12.6649655, -1.9036369 12.6648523, -1.9033285 12.6645431, -1.9031106 12.6643609, -1.9029266 12.6642642, -1.9026719 12.6642283, -1.9024115 12.664162, -1.9021215 12.6640829, -1.9020267 12.6640571, -1.9016893 12.6640509, -1.9015739 12.6640488, -1.9013977 12.6640407, -1.9011836 12.6640309, -1.9009335 12.6640113, -1.9007521 12.6640556, -1.9006693 12.6640758, -1.9004472 12.6641578, -1.9002511 12.6640836, -1.9001248 12.6640922, -1.899993 12.6641011, -1.8996059 12.6641594)",
258607479,False,,residential,True,315.58,"LINESTRING (-1.9002275 12.6669143, -1.9001589 12.666632, -1.9000933 12.666298, -1.8999804 12.6656549, -1.8998894 12.6648412, -1.8997874 12.6645428, -1.8996059 12.6641594)",
279533842,False,,residential,True,42.507,"LINESTRING (-1.8935939 12.659939, -1.8933451 12.6602343)",
279533848,False,,residential,False,24.874,"LINESTRING (-1.8935939 12.659939, -1.8937469 12.6597724)",
377558133,False,2,primary,True,58.651,"LINESTRING (-1.8935939 12.659939, -1.8939749 12.6603132)",N 2
377558133,False,2,primary,False,50.5,"LINESTRING (-1.8966195 12.6642098, -1.8964641 12.6637817)",N 2
377558133,False,2,primary,True,47.946,"LINESTRING (-1.8966195 12.6642098, -1.8967576 12.6646194)",N 2
258581539,False,,residential,False,122.64100000000002,"LINESTRING (-1.8966195 12.6642098, -1.8963797 12.6642917, -1.8960265 12.6644072, -1.8957606 12.6644621, -1.8955297 12.6644848)",
377558133,False,2,primary,False,80.951,"LINESTRING (-1.895273 12.6617107, -1.8948223 12.6611305)",N 2
274581217,False,,residential,False,90.212,"LINESTRING (-1.895273 12.6617107, -1.895099 12.6618612, -1.8946171 12.6622083)",
377558133,False,2,primary,True,181.60899999999998,"LINESTRING (-1.895273 12.6617107, -1.8957156 12.6623402, -1.8961506 12.6630995)",N 2
77383669,False,2,tertiary,False,16.248,"LINESTRING (-1.8974887 12.6667692, -1.8976376 12.6667535)",
377558133,False,2,primary,False,193.595,"LINESTRING (-1.8974887 12.6667692, -1.8969356 12.6651139)",N 2
274581173,False,,residential,False,137.12699999999998,"LINESTRING (-1.8974887 12.6667692, -1.8973567 12.666805, -1.8971244 12.6669587, -1.896796 12.6671147, -1.8963653 12.667227, -1.896333 12.6672407)",
232132526,False,,residential,True,80.313,"LINESTRING (-1.8988745 12.6617995, -1.8981651 12.6620059)",
274581413,False,,residential,False,275.00100000000003,"LINESTRING (-1.8988745 12.6617995, -1.8990015 12.6620532, -1.8990846 12.6623694, -1.8992339 12.6627896, -1.8992936 12.6631516, -1.8993874 12.6634491, -1.8995068 12.6638131, -1.8996059 12.6641594)",
279533845,False,,residential,False,269.083,"LINESTRING (-1.8988745 12.6617995, -1.8991199 12.6616855, -1.8993254 12.6616218, -1.8994839 12.6615904, -1.8997726 12.66158, -1.9000166 12.66155, -1.9003562 12.6614422, -1.9008787 12.6612908, -1.9011027 12.6611832, -1.9012109 12.6610899)",
279533849,False,,residential,True,53.134,"LINESTRING (-1.8988745 12.6617995, -1.8987778 12.6616002, -1.8986755 12.661363)",
274581140,False,,residential,False,68.151,"LINESTRING (-1.8990013 12.6587931, -1.8985009 12.6591636)",
279533849,False,,residential,False,76.633,"LINESTRING (-1.8990013 12.6587931, -1.8987544 12.6594388)",
279533849,False,,residential,True,18.645,"LINESTRING (-1.8990013 12.6587931, -1.8990676 12.6586384)",
