osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref
224403262,2,residential,30,False,True,163.65,"LINESTRING (0.5252616 13.4390331, 0.5254257 13.4399689, 0.5255262 13.4404821)",
224403287,2,residential,30,False,False,107.782,"LINESTRING (0.5271154 13.4391201, 0.5272487 13.4400807)",
"[648244552, 648244554, 648244550]",2,residential,50,False,"[False, True]",298.409,"LINESTRING (0.5271154 13.4391201, 0.5267041 13.4391467, 0.5262289 13.4389201, 0.5258526 13.438899, 0.5259383 13.4393634, 0.5260243 13.4399818, 0.5260713 13.4402839)",D4
224403322,,residential,,False,False,66.562,"LINESTRING (0.5235435 13.4397664, 0.5236522 13.4403556)",
224403273,2,residential,30,False,False,63.972,"LINESTRING (0.5272487 13.4400807, 0.5266684 13.4401922)",
224403287,2,residential,30,False,False,110.542,"LINESTRING (0.5272487 13.4400807, 0.5273854 13.4410659)",
224403287,2,residential,30,False,True,107.782,"LINESTRING (0.5272487 13.4400807, 0.5271154 13.4391201)",
224403247,2,residential,30,False,True,109.882,"LINESTRING (0.5266684 13.4401922, 0.5268499 13.4411645)",
224403273,2,residential,30,False,False,65.376,"LINESTRING (0.5266684 13.4401922, 0.5260713 13.4402839)",
224403273,2,residential,30,False,True,63.972,"LINESTRING (0.5266684 13.4401922, 0.5272487 13.4400807)",
224403273,2,residential,30,False,True,65.376,"LINESTRING (0.5260713 13.4402839, 0.5266684 13.4401922)",
648244550,,residential,,False,False,38.056,"LINESTRING (0.5260713 13.4402839, 0.5261239 13.4406223)",
"[648244552, 648244554, 648244550]",2,residential,50,False,"[False, True]",298.409,"LINESTRING (0.5260713 13.4402839, 0.5260243 13.4399818, 0.5259383 13.4393634, 0.5258526 13.438899, 0.5262289 13.4389201, 0.5267041 13.4391467, 0.5271154 13.4391201)",D4
224403269,2,residential,30,False,False,66.976,"LINESTRING (0.5255262 13.4404821, 0.5249272 13.4403292)",
