osmid,lanes,ref,highway,oneway,reversed,length,geometry
383159943,2,R 21,secondary,False,True,37.372,"LINESTRING (-5.1612489 10.6577408, -5.1614631 10.6580028)"
677101743,,,residential,False,True,659.2660000000001,"LINESTRING (-5.1612489 10.6577408, -5.1613104 10.657641, -5.1614891 10.6571802, -5.1615891 10.656875, -5.1616634 10.656648, -5.1617404 10.6565193, -5.1618838 10.6563602, -5.1621554 10.6561176, -5.1624076 10.6559098, -5.1626708 10.6557209, -5.1628916 10.655608, -5.1629845 10.6555333, -5.1630579 10.6554385, -5.1631543 10.6553141, -5.1632897 10.6552072, -5.1634746 10.6551115, -5.1636109 10.6550863, -5.1638197 10.6550846, -5.1639223 10.6550924, -5.1641055 10.6551246, -5.1642435 10.6551524, -5.1644196 10.6551941, -5.1648261 10.6552942, -5.1651221 10.6554124, -5.1653982 10.6555202, -5.1655663 10.6556254, -5.1656273 10.6556854, -5.1657213 10.6557895)"
85696732,,D62,tertiary,False,False,16.884,"LINESTRING (-5.16313 10.6596469, -5.1630807 10.6597908)"
400564651,,,residential,False,False,152.454,"LINESTRING (-5.16313 10.6596469, -5.1644568 10.6600707)"
85696732,,D62,tertiary,False,True,151.751,"LINESTRING (-5.16313 10.6596469, -5.1633731 10.6591819, -5.1635608 10.6589658, -5.1637137 10.6587483, -5.1638884 10.6585103)"
383159943,2,R 21,secondary,False,True,14.099,"LINESTRING (-5.1629846 10.6597062, -5.1630807 10.6597908)"
383159943,2,R 21,secondary,False,False,185.391,"LINESTRING (-5.1629846 10.6597062, -5.1627873 10.6595114, -5.1625112 10.6592177, -5.1622387 10.6589228, -5.1618468 10.6584703)"
677101739,,,residential,False,False,121.524,"LINESTRING (-5.1629846 10.6597062, -5.1627722 10.6598501, -5.1625496 10.6600149, -5.1623806 10.6601295, -5.1620641 10.660318)"
85696732,,D62,tertiary,False,False,17.917,"LINESTRING (-5.1661578 10.6552069, -5.1660565 10.6553336)"
400564650,,,residential,False,False,71.174,"LINESTRING (-5.1661578 10.6552069, -5.1666846 10.6555833)"
85696732,,D62,tertiary,False,True,245.51099999999997,"LINESTRING (-5.1661578 10.6552069, -5.1666561 10.6545558, -5.1671496 10.6538876, -5.167497 10.6534342)"
400564650,,,residential,False,False,86.791,"LINESTRING (-5.1666846 10.6555833, -5.1673252 10.6560447)"
400564650,,,residential,False,True,71.174,"LINESTRING (-5.1666846 10.6555833, -5.1661578 10.6552069)"
677098404,,,residential,False,True,335.917,"LINESTRING (-5.1666846 10.6555833, -5.1667269 10.6559264, -5.1668854 10.6569692, -5.167048 10.657976, -5.1670785 10.658034, -5.1671334 10.65805, -5.1676172 10.657984)"
400564650,,,residential,False,True,78.392,"LINESTRING (-5.1679209 10.6564375, -5.1673252 10.6560447)"
677101741,,,residential,False,False,161.136,"LINESTRING (-5.1658104 10.6574329, -5.1655631 10.6560043)"
677101741,,,residential,False,True,16.341,"LINESTRING (-5.1658104 10.6574329, -5.1658328 10.6575782)"
677098403,,,residential,False,False,281.97,"LINESTRING (-5.1658104 10.6574329, -5.1658656 10.657374, -5.1659382 10.6573388, -5.1661246 10.6572971, -5.1663636 10.6572607, -5.166208 10.6562439, -5.1660565 10.6553336)"
400564651,,,residential,False,False,26.964,"LINESTRING (-5.1663756 10.6606443, -5.1666136 10.6607083)"
400564651,,,residential,False,True,71.058,"LINESTRING (-5.1663756 10.6606443, -5.1658893 10.6604762, -5.1657597 10.6604399)"
677101741,,,residential,False,False,161.678,"LINESTRING (-5.1663756 10.6606443, -5.1662478 10.6600038, -5.1661187 10.6592126)"
85696732,,D62,tertiary,False,False,19.505,"LINESTRING (-5.1642501 10.6579193, -5.1641603 10.6580709)"
85696732,,D62,tertiary,False,True,138.698,"LINESTRING (-5.1642501 10.6579193, -5.1649261 10.6568636)"
435508142,,,residential,False,True,60.671,"LINESTRING (-5.1642501 10.6579193, -5.1645577 10.6580122, -5.1647842 10.6580676)"
85696732,,D62,tertiary,False,False,57.184,"LINESTRING (-5.1641603 10.6580709, -5.1638884 10.6585103)"
85696732,,D62,tertiary,False,True,19.505,"LINESTRING (-5.1641603 10.6580709, -5.1642501 10.6579193)"
435508149,,,residential,False,True,197.393,"LINESTRING (-5.1641603 10.6580709, -5.1643696 10.6590489, -5.1644716 10.6598182)"
435508142,,,residential,False,False,60.671,"LINESTRING (-5.1647842 10.6580676, -5.1645577 10.6580122, -5.1642501 10.6579193)"
435508142,,,residential,False,True,185.387,"LINESTRING (-5.1647842 10.6580676, -5.1648111 10.6583611, -5.1649093 10.6588542, -5.1649954 10.6593547, -5.1650604 10.6597115)"
652098231,,,residential,False,False,80.004,"LINESTRING (-5.1647842 10.6580676, -5.165084 10.658153, -5.1653171 10.6582263, -5.1653934 10.6582668, -5.1654168 10.6583216, -5.1654229 10.6583485)"
677101741,,,residential,False,False,83.113,"LINESTRING (-5.1661187 10.6592126, -5.1659714 10.6584793)"
435508146,,,residential,False,False,180.597,"LINESTRING (-5.1661187 10.6592126, -5.1663965 10.6591827, -5.1666984 10.6591487, -5.1670235 10.6591121, -5.1674826 10.6590065, -5.1677516 10.6589777)"
435508146,,,residential,False,True,61.098,"LINESTRING (-5.1661187 10.6592126, -5.1658467 10.659263, -5.1655682 10.6593085)"
677101741,,,residential,False,True,161.678,"LINESTRING (-5.1661187 10.6592126, -5.1662478 10.6600038, -5.1663756 10.6606443)"
