osmid,ref,highway,oneway,reversed,length,name,lanes,geometry,maxspeed
80276351,N 22,secondary,False,True,74.371,,,"LINESTRING (-1.6304248 14.1015143, -1.6311142 14.1014975)",
80276404,N 22,primary,False,False,57.427,N 22,,"LINESTRING (-1.6304248 14.1015143, -1.630588 14.1010227)",
820536349,N 23,primary,False,True,24.159,,2,"LINESTRING (-1.6304248 14.1015143, -1.6303874 14.1016139, -1.630362 14.1017224)",
203113196,,residential,False,True,133.637,,,"LINESTRING (-1.6275532 14.1009097, -1.6287422 14.1012482)",50
878247477,,residential,False,True,85.121,,,"LINESTRING (-1.6275532 14.1009097, -1.6276368 14.1001485)",
203113196,,residential,False,False,33.977,,,"LINESTRING (-1.6290504 14.1013116, -1.6287422 14.1012482)",50
203113196,,residential,False,True,78.755,,,"LINESTRING (-1.6290504 14.1013116, -1.6297478 14.1015217)",50
219679037,,residential,False,True,87.678,,2,"LINESTRING (-1.6290504 14.1013116, -1.62914 14.1005279)",30
203113196,,residential,False,False,69.896,,,"LINESTRING (-1.630362 14.1017224, -1.6297478 14.1015217)",50
820536349,N 23,primary,False,False,24.159,,2,"LINESTRING (-1.630362 14.1017224, -1.6303874 14.1016139, -1.6304248 14.1015143)",
820536349,N 23,primary,False,True,133.483,,2,"LINESTRING (-1.630362 14.1017224, -1.6303472 14.1017901, -1.6302782 14.1021416, -1.630168 14.1029076)",
80276404,N 22,primary,False,False,75.54,N 22,,"LINESTRING (-1.6310324 14.0988284, -1.6311176 14.0981541)",
877584177,,residential,False,True,184.459,,2,"LINESTRING (-1.6310324 14.0988284, -1.6293246 14.0987369)",30
80276404,N 22,primary,False,True,158.237,N 22,,"LINESTRING (-1.6310324 14.0988284, -1.6309476 14.0995206, -1.6308099 14.1002342)",
219679037,,residential,False,False,85.688,,2,"LINESTRING (-1.6292277 14.099762, -1.62914 14.1005279)",30
219679051,,residential,False,False,169.374,,2,"LINESTRING (-1.6292277 14.099762, -1.6277293 14.0993057)",30
219679051,,residential,False,True,178.528,,2,"LINESTRING (-1.6292277 14.099762, -1.6308099 14.1002342)",30
875923007,,residential,False,False,114.464,,,"LINESTRING (-1.6292277 14.099762, -1.6293246 14.0987369)",
219679024,,residential,False,False,167.512,,2,"LINESTRING (-1.6276368 14.1001485, -1.62914 14.1005279)",30
878247477,,residential,False,False,85.121,,,"LINESTRING (-1.6276368 14.1001485, -1.6275532 14.1009097)",
878247477,,residential,False,True,94.245,,,"LINESTRING (-1.6276368 14.1001485, -1.6277293 14.0993057)",
80276404,N 22,primary,False,True,90.885,N 22,,"LINESTRING (-1.6308099 14.1002342, -1.630588 14.1010227)",
219679051,,residential,False,False,178.528,,2,"LINESTRING (-1.6308099 14.1002342, -1.6292277 14.099762)",30
80276404,N 22,primary,False,False,158.237,N 22,,"LINESTRING (-1.6308099 14.1002342, -1.6309476 14.0995206, -1.6310324 14.0988284)",
219679024,,residential,False,True,167.512,,2,"LINESTRING (-1.62914 14.1005279, -1.6276368 14.1001485)",30
219679037,,residential,False,False,87.678,,2,"LINESTRING (-1.62914 14.1005279, -1.6290504 14.1013116)",30
219679037,,residential,False,True,85.688,,2,"LINESTRING (-1.62914 14.1005279, -1.6292277 14.099762)",30
203113196,,residential,False,False,133.637,,,"LINESTRING (-1.6287422 14.1012482, -1.6275532 14.1009097)",50
203113196,,residential,False,True,33.977,,,"LINESTRING (-1.6287422 14.1012482, -1.6290504 14.1013116)",50
219679048,,residential,False,False,63.973,,2,"LINESTRING (-1.6287422 14.1012482, -1.6286111 14.1018093)",30
219679056,,residential,False,True,149.49599999999998,,2,"LINESTRING (-1.6272762 14.1014485, -1.6277379 14.1015563, -1.6286111 14.1018093)",30
203113196,,residential,False,False,78.755,,,"LINESTRING (-1.6297478 14.1015217, -1.6290504 14.1013116)",50
203113196,,residential,False,True,69.896,,,"LINESTRING (-1.6297478 14.1015217, -1.630362 14.1017224)",50
219679053,,residential,False,False,64.352,,2,"LINESTRING (-1.6297478 14.1015217, -1.6296214 14.1020873)",30
219679046,,residential,False,False,128.227,,2,"LINESTRING (-1.629184 14.1019905, -1.6288381 14.1030938)",30
219679056,,residential,False,False,64.986,,2,"LINESTRING (-1.629184 14.1019905, -1.6286111 14.1018093)",30
219679056,,residential,False,True,48.383,,2,"LINESTRING (-1.629184 14.1019905, -1.6296214 14.1020873)",30
219679053,,residential,False,False,133.578,,2,"LINESTRING (-1.6296214 14.1020873, -1.6294879 14.1032816)",30
219679053,,residential,False,True,64.352,,2,"LINESTRING (-1.6296214 14.1020873, -1.6297478 14.1015217)",30
219679056,,residential,False,False,48.383,,2,"LINESTRING (-1.6296214 14.1020873, -1.629184 14.1019905)",30
219679041,,residential,False,False,66.542,,2,"LINESTRING (-1.6276658 14.1033747, -1.6278237 14.1027962)",30
219679041,,residential,False,True,51.023,,2,"LINESTRING (-1.6276658 14.1033747, -1.6275448 14.1038183)",30
877585223,,residential,False,False,29.912,,2,"LINESTRING (-1.6272756 14.1037535, -1.6275448 14.1038183)",30
219679041,,residential,False,False,51.023,,2,"LINESTRING (-1.6275448 14.1038183, -1.6276658 14.1033747)",30
877585223,,residential,False,False,53.575,,2,"LINESTRING (-1.6275448 14.1038183, -1.628018 14.103965)",30
877585223,,residential,False,True,29.912,,2,"LINESTRING (-1.6275448 14.1038183, -1.6272756 14.1037535)",30
219679048,,residential,False,False,10.747,,2,"LINESTRING (-1.628018 14.103965, -1.6279898 14.1040577)",30
219679048,,residential,False,True,116.613,,2,"LINESTRING (-1.628018 14.103965, -1.6282963 14.1029516)",30
877585223,,residential,False,True,53.575,,2,"LINESTRING (-1.628018 14.103965, -1.6275448 14.1038183)",30
219679048,,residential,False,False,105.494,,2,"LINESTRING (-1.6278306 14.1045569, -1.6277439 14.1049394, -1.6275987 14.1054784)",30
219679048,,residential,False,True,58.105000000000004,,2,"LINESTRING (-1.6278306 14.1045569, -1.6279354 14.1042362, -1.6279898 14.1040577)",30
219679048,,residential,False,False,59.898,,2,"LINESTRING (-1.6275987 14.1054784, -1.6273801 14.1059736)",30
219679048,,residential,False,True,105.494,,2,"LINESTRING (-1.6275987 14.1054784, -1.6277439 14.1049394, -1.6278306 14.1045569)",30
360885172,,residential,False,False,151.541,,2,"LINESTRING (-1.6275987 14.1054784, -1.6281132 14.1056381, -1.6289377 14.1058918)",30
360885172,,residential,False,True,151.541,,2,"LINESTRING (-1.6289377 14.1058918, -1.6281132 14.1056381, -1.6275987 14.1054784)",30
