osmid,lanes,highway,maxspeed,oneway,reversed,length,ref,geometry,name
221047032,2,residential,30,False,False,278.084,,"LINESTRING (-2.2646346 12.9592125, -2.2629906 12.9611328)",
688540558,,tertiary,,False,False,204.002,,"LINESTRING (-2.2646346 12.9592125, -2.2627657 12.9594333)",
688540558,,tertiary,,False,True,31.569,,"LINESTRING (-2.2646346 12.9592125, -2.2649188 12.9591501)",
306395362,,tertiary,,False,True,29.385,,"LINESTRING (-2.2649188 12.9591501, -2.2649431 12.9594133)",
688540558,,tertiary,,False,False,31.569,,"LINESTRING (-2.2649188 12.9591501, -2.2646346 12.9592125)",
306395362,,tertiary,,False,False,29.385,,"LINESTRING (-2.2649431 12.9594133, -2.2649188 12.9591501)",
306395362,,tertiary,,False,True,38.988,,"LINESTRING (-2.2649431 12.9594133, -2.2650084 12.9597581)",
377558212,,residential,,False,True,260.018,,"LINESTRING (-2.2649431 12.9594133, -2.267342 12.9593603)",
338845802,2,primary,60,False,False,66.047,N 13,"LINESTRING (-2.2653281 12.9614542, -2.2647186 12.9614512)",
338845802,2,primary,60,False,True,36.367,N 13,"LINESTRING (-2.2653281 12.9614542, -2.2656637 12.9614557)",
306395362,,tertiary,,False,False,108.20400000000001,,"LINESTRING (-2.2653281 12.9614542, -2.2652605 12.9610896, -2.2651483 12.960497)",
377690305,2,tertiary,30,False,True,266.772,,"LINESTRING (-2.2653281 12.9614542, -2.2658571 12.9635536, -2.2659118 12.9637849)",
338845802,2,primary,60,False,False,36.367,N 13,"LINESTRING (-2.2656637 12.9614557, -2.2653281 12.9614542)",
377558202,2,primary,60,False,True,295.572,N 13,"LINESTRING (-2.2656637 12.9614557, -2.267342 12.9593603)",
337257270,2,primary,,False,True,221.4,N 2,"LINESTRING (-2.2595534 12.9570906, -2.2596946 12.9576037, -2.2598664 12.9583005, -2.2600548 12.9590207)",Avenue du Yatenga
221047032,2,residential,30,False,False,46.408,,"LINESTRING (-2.2629906 12.9611328, -2.2627025 12.9614416)",
221047032,2,residential,30,False,True,278.084,,"LINESTRING (-2.2629906 12.9611328, -2.2646346 12.9592125)",
223859356,2,residential,30,False,False,191.31900000000002,,"LINESTRING (-2.2629906 12.9611328, -2.2627848 12.9601779, -2.2627657 12.9594333)",
222354679,2,residential,30,False,False,67.326,,"LINESTRING (-2.2605767 12.9612383, -2.2611936 12.9611663)",
222354679,2,residential,30,False,True,162.864,,"LINESTRING (-2.2605767 12.9612383, -2.2591 12.9615109)",
338842717,2,primary,,False,False,162.578,N 2,"LINESTRING (-2.2605767 12.9612383, -2.260395 12.9604822, -2.2602451 12.9598124)",
338842717,2,primary,,False,True,51.69,N 2,"LINESTRING (-2.2605767 12.9612383, -2.2605998 12.961339, -2.2606304 12.9614308, -2.2606892 12.9615414, -2.2607729 12.9616559)",
222354661,2,residential,30,False,True,116.225,,"LINESTRING (-2.2607729 12.9616559, -2.2605715 12.9617265, -2.2604551 12.9617568, -2.2597259 12.9618678)",
338842717,2,primary,,False,False,51.69,N 2,"LINESTRING (-2.2607729 12.9616559, -2.2606892 12.9615414, -2.2606304 12.9614308, -2.2605998 12.961339, -2.2605767 12.9612383)",
338842717,2,primary,,False,True,145.973,N 2,"LINESTRING (-2.2607729 12.9616559, -2.2609081 12.9617768, -2.26116 12.9619722, -2.2615813 12.9623017, -2.2618339 12.962462)",
