osmid,oneway,lanes,ref,highway,reversed,length,maxspeed,geometry
30909018,False,2,N 17,secondary,True,45.529,70,"LINESTRING (-0.3612073 11.7792524, -0.3616208 11.779314)"
30909018,False,2,N 17,secondary,False,59.459999999999994,70,"LINESTRING (-0.3612073 11.7792524, -0.3609798 11.7792032, -0.3606785 11.7791193)"
384519044,False,,,unclassified,True,107.87299999999999,,"LINESTRING (-0.3612073 11.7792524, -0.3611862 11.7791099, -0.3611782 11.7790037, -0.3611121 11.7788561, -0.3609931 11.7786256, -0.3608846 11.7783448)"
30909018,False,2,N 17,secondary,False,116.897,70,"LINESTRING (-0.3626871 11.7794388, -0.3616208 11.779314)"
223152068,False,2,,residential,False,84.288,30,"LINESTRING (-0.3626871 11.7794388, -0.3626585 11.7801963)"
223152068,False,2,,residential,True,86.877,30,"LINESTRING (-0.3626871 11.7794388, -0.3627128 11.7786579)"
30909018,False,2,N 17,secondary,True,117.703,70,"LINESTRING (-0.3626871 11.7794388, -0.3632864 11.7794978, -0.3637639 11.7795346)"
30909018,False,2,N 17,secondary,True,24.563,70,"LINESTRING (-0.3637639 11.7795346, -0.3639878 11.7795621)"
223152066,False,2,,residential,False,94.344,30,"LINESTRING (-0.3637639 11.7795346, -0.3637853 11.7786864)"
30909018,False,2,N 17,secondary,False,117.703,70,"LINESTRING (-0.3637639 11.7795346, -0.3632864 11.7794978, -0.3626871 11.7794388)"
30909018,False,2,N 17,secondary,False,24.563,70,"LINESTRING (-0.3639878 11.7795621, -0.3637639 11.7795346)"
30909018,False,2,N 17,secondary,True,45.638,70,"LINESTRING (-0.3639878 11.7795621, -0.3644053 11.7795997)"
668430594,False,2,,residential,False,77.294,30,"LINESTRING (-0.3639878 11.7795621, -0.3639458 11.780256)"
30909018,False,2,N 17,secondary,False,45.638,70,"LINESTRING (-0.3644053 11.7795997, -0.3639878 11.7795621)"
30909018,False,2,N 17,secondary,True,69.287,70,"LINESTRING (-0.3644053 11.7795997, -0.3650398 11.7796493)"
223152065,False,2,,residential,False,121.935,30,"LINESTRING (-0.3644053 11.7795997, -0.3637853 11.7786864)"
30909018,False,2,N 17,secondary,False,69.287,70,"LINESTRING (-0.3650398 11.7796493, -0.3644053 11.7795997)"
423892630,False,2,,unclassified,False,113.835,30,"LINESTRING (-0.3650398 11.7796493, -0.3650127 11.7806727)"
30909018,False,2,N 17,secondary,True,65.277,70,"LINESTRING (-0.3650398 11.7796493, -0.3654288 11.7796797, -0.3656379 11.7796914)"
30909018,False,2,N 17,secondary,True,120.991,70,"LINESTRING (-0.3656379 11.7796914, -0.3667478 11.7797499)"
30909018,False,2,N 17,secondary,False,65.277,70,"LINESTRING (-0.3656379 11.7796914, -0.3654288 11.7796797, -0.3650398 11.7796493)"
223152052,False,2,,residential,False,142.602,30,"LINESTRING (-0.3656379 11.7796914, -0.3656452 11.7787539, -0.3656071 11.778411)"
30909018,False,2,N 17,secondary,False,120.991,70,"LINESTRING (-0.3667478 11.7797499, -0.3656379 11.7796914)"
314243890,False,2,N 16,trunk,False,96.979,,"LINESTRING (-0.3667478 11.7797499, -0.3667478 11.7798221, -0.3667438 11.7801253, -0.3667519 11.7802986, -0.366776 11.7804339, -0.3668189 11.780615)"
314243890,False,2,N 16,trunk,True,144.969,,"LINESTRING (-0.3667478 11.7797499, -0.366769 11.7789134, -0.3667822 11.7784466)"
223152055,False,2,,residential,False,96.305,30,"LINESTRING (-0.3615622 11.7801455, -0.3606785 11.7801038)"
223152055,False,2,,residential,True,119.469,30,"LINESTRING (-0.3615622 11.7801455, -0.3626585 11.7801963)"
223152060,False,2,,residential,False,100.346,30,"LINESTRING (-0.3615622 11.7801455, -0.3615121 11.7810466)"
223152060,False,2,,residential,True,92.747,30,"LINESTRING (-0.3615622 11.7801455, -0.3615872 11.7795753, -0.3616208 11.779314)"
223152055,False,2,,residential,False,140.284,30,"LINESTRING (-0.3639458 11.780256, -0.3626585 11.7801963)"
668430594,False,2,,residential,False,95.397,30,"LINESTRING (-0.3639458 11.780256, -0.3639257 11.7811137)"
668430594,False,2,,residential,True,77.294,30,"LINESTRING (-0.3639458 11.780256, -0.3639878 11.7795621)"
223152069,False,2,,residential,False,61.168,30,"LINESTRING (-0.366257 11.7806203, -0.3665279 11.7806177, -0.3668189 11.780615)"
223152069,False,2,,residential,True,136.34500000000003,30,"LINESTRING (-0.366257 11.7806203, -0.3659204 11.7806242, -0.3651828 11.7806255, -0.3651023 11.780636, -0.3650127 11.7806727)"
223152071,False,2,,residential,False,141.977,30,"LINESTRING (-0.366257 11.7806203, -0.3663026 11.7810312, -0.3663401 11.7814487, -0.3663616 11.7818926)"
423892630,False,2,,unclassified,True,113.835,30,"LINESTRING (-0.3650127 11.7806727, -0.3650398 11.7796493)"
223152064,False,2,,unclassified,False,135.423,30,"LINESTRING (-0.3650127 11.7806727, -0.3646061 11.7808921, -0.3642681 11.7810837, -0.3639223 11.7812586)"
223152069,False,2,,residential,False,136.345,30,"LINESTRING (-0.3650127 11.7806727, -0.3651023 11.780636, -0.3651828 11.7806255, -0.3659204 11.7806242, -0.366257 11.7806203)"
223152058,False,2,,residential,True,118.949,30,"LINESTRING (-0.3615121 11.7810466, -0.3626044 11.7810773)"
223152060,False,2,,residential,False,21.005,30,"LINESTRING (-0.3615121 11.7810466, -0.3615113 11.7812355)"
223152060,False,2,,residential,True,100.346,30,"LINESTRING (-0.3615121 11.7810466, -0.3615622 11.7801455)"
223152062,False,2,,residential,True,289.526,30,"LINESTRING (-0.3682556 11.7810856, -0.3682942 11.779937, -0.3683384 11.7784831)"
679789188,False,2,N 17,secondary,False,165.51800000000003,30,"LINESTRING (-0.3682556 11.7810856, -0.3670335 11.7806452, -0.3669745 11.7806275, -0.3669154 11.780617, -0.3668189 11.780615)"
223152058,False,2,,residential,False,143.884,30,"LINESTRING (-0.3639257 11.7811137, -0.3626044 11.7810773)"
668430594,False,2,,residential,False,16.116,30,"LINESTRING (-0.3639257 11.7811137, -0.3639223 11.7812586)"
668430594,False,2,,residential,True,95.397,30,"LINESTRING (-0.3639257 11.7811137, -0.3639458 11.780256)"
668430594,False,2,,residential,False,76.229,30,"LINESTRING (-0.3639223 11.7812586, -0.3642252 11.7818767)"
668430594,False,2,,residential,True,16.116,30,"LINESTRING (-0.3639223 11.7812586, -0.3639257 11.7811137)"
223152064,False,2,,unclassified,False,164.772,30,"LINESTRING (-0.3639223 11.7812586, -0.3636056 11.7814238, -0.3629217 11.7817874, -0.362591 11.7819638)"
223152064,False,2,,unclassified,True,135.423,30,"LINESTRING (-0.3639223 11.7812586, -0.3642681 11.7810837, -0.3646061 11.7808921, -0.3650127 11.7806727)"
223152067,False,2,,residential,False,166.81,30,"LINESTRING (-0.3642252 11.7818767, -0.3628546 11.7825477)"
223152067,False,2,,residential,True,232.559,30,"LINESTRING (-0.3642252 11.7818767, -0.3663616 11.7818926)"
668430594,False,2,,residential,False,102.089,30,"LINESTRING (-0.3642252 11.7818767, -0.3646839 11.7826775)"
668430594,False,2,,residential,True,76.229,30,"LINESTRING (-0.3642252 11.7818767, -0.3639223 11.7812586)"
223152067,False,2,,residential,False,232.559,30,"LINESTRING (-0.3663616 11.7818926, -0.3642252 11.7818767)"
223152071,False,2,,residential,False,90.468,30,"LINESTRING (-0.3663616 11.7818926, -0.366428 11.7827036)"
223152071,False,2,,residential,True,141.977,30,"LINESTRING (-0.3663616 11.7818926, -0.3663401 11.7814487, -0.3663026 11.7810312, -0.366257 11.7806203)"
223152068,False,2,,residential,False,70.985,30,"LINESTRING (-0.362591 11.7819638, -0.3628546 11.7825477)"
223152068,False,2,,residential,True,27.598,30,"LINESTRING (-0.362591 11.7819638, -0.3625721 11.7817163)"
223152064,False,2,,unclassified,False,124.628,30,"LINESTRING (-0.362591 11.7819638, -0.3620499 11.782218, -0.3615564 11.7824438)"
223152064,False,2,,unclassified,True,164.772,30,"LINESTRING (-0.362591 11.7819638, -0.3629217 11.7817874, -0.3636056 11.7814238, -0.3639223 11.7812586)"
223152060,False,2,,residential,True,64.428,30,"LINESTRING (-0.3615564 11.7824438, -0.3615071 11.7818664)"
223152064,False,2,,unclassified,False,92.362,30,"LINESTRING (-0.3615564 11.7824438, -0.3611568 11.7826093, -0.3607742 11.7827657)"
223152064,False,2,,unclassified,True,124.628,30,"LINESTRING (-0.3615564 11.7824438, -0.3620499 11.782218, -0.362591 11.7819638)"
668432493,False,2,,residential,False,78.67,30,"LINESTRING (-0.3615564 11.7824438, -0.361661 11.7828009, -0.3618059 11.7831055)"
223152067,False,2,,residential,False,129.915,30,"LINESTRING (-0.3628546 11.7825477, -0.3618059 11.7831055)"
223152067,False,2,,residential,True,166.81,30,"LINESTRING (-0.3628546 11.7825477, -0.3642252 11.7818767)"
223152068,False,2,,residential,False,105.278,30,"LINESTRING (-0.3628546 11.7825477, -0.3633338 11.7833701)"
223152068,False,2,,residential,True,70.985,30,"LINESTRING (-0.3628546 11.7825477, -0.362591 11.7819638)"
223152078,False,2,,residential,False,99.084,30,"LINESTRING (-0.3646839 11.7826775, -0.3638823 11.7830997)"
668430594,False,2,,residential,False,81.7,30,"LINESTRING (-0.3646839 11.7826775, -0.3650513 11.7833182)"
668430594,False,2,,residential,True,102.089,30,"LINESTRING (-0.3646839 11.7826775, -0.3642252 11.7818767)"
223152078,False,2,,residential,True,189.872,30,"LINESTRING (-0.3646839 11.7826775, -0.3649956 11.7826843, -0.3658582 11.7826957, -0.366428 11.7827036)"
223152071,False,2,,residential,False,72.684,30,"LINESTRING (-0.366428 11.7827036, -0.3664823 11.7833551)"
223152071,False,2,,residential,True,90.468,30,"LINESTRING (-0.366428 11.7827036, -0.3663616 11.7818926)"
223152078,False,2,,residential,True,120.256,30,"LINESTRING (-0.366428 11.7827036, -0.3674508 11.7822948)"
223152078,False,2,,residential,False,189.872,30,"LINESTRING (-0.366428 11.7827036, -0.3658582 11.7826957, -0.3649956 11.7826843, -0.3646839 11.7826775)"
223152074,False,2,,residential,False,69.762,30,"LINESTRING (-0.3607742 11.7827657, -0.3608197 11.7833915)"
223152064,False,2,,unclassified,True,92.362,30,"LINESTRING (-0.3607742 11.7827657, -0.3611568 11.7826093, -0.3615564 11.7824438)"
223152059,False,2,,residential,False,127.466,30,"LINESTRING (-0.3638823 11.7830997, -0.3644236 11.7841162)"
223152078,False,2,,residential,False,66.849,30,"LINESTRING (-0.3638823 11.7830997, -0.3633338 11.7833701)"
223152078,False,2,,residential,True,99.084,30,"LINESTRING (-0.3638823 11.7830997, -0.3646839 11.7826775)"
223152067,False,2,,residential,True,129.915,30,"LINESTRING (-0.3618059 11.7831055, -0.3628546 11.7825477)"
668432493,False,2,,residential,False,66.349,30,"LINESTRING (-0.3618059 11.7831055, -0.362071 11.7836428)"
668432493,False,2,,residential,True,78.67,30,"LINESTRING (-0.3618059 11.7831055, -0.361661 11.7828009, -0.3615564 11.7824438)"
668430594,False,2,,residential,False,99.661,30,"LINESTRING (-0.3650513 11.7833182, -0.3654134 11.7841414)"
668430594,False,2,,residential,True,81.7,30,"LINESTRING (-0.3650513 11.7833182, -0.3646839 11.7826775)"
223152063,False,2,,residential,True,155.897,30,"LINESTRING (-0.3650513 11.7833182, -0.365966 11.7833628, -0.3664823 11.7833551)"
223152063,False,2,,residential,True,143.316,30,"LINESTRING (-0.3664823 11.7833551, -0.36771 11.7828895)"
223152071,False,2,,residential,True,72.684,30,"LINESTRING (-0.3664823 11.7833551, -0.366428 11.7827036)"
223152063,False,2,,residential,False,155.897,30,"LINESTRING (-0.3664823 11.7833551, -0.365966 11.7833628, -0.3650513 11.7833182)"
223152071,False,2,,residential,False,84.909,30,"LINESTRING (-0.3664823 11.7833551, -0.3664907 11.7834743, -0.3665613 11.7841147)"
223152068,False,2,,residential,True,105.278,30,"LINESTRING (-0.3633338 11.7833701, -0.3628546 11.7825477)"
223152078,False,2,,residential,True,66.849,30,"LINESTRING (-0.3633338 11.7833701, -0.3638823 11.7830997)"
223152078,False,2,,residential,False,136.712,30,"LINESTRING (-0.3633338 11.7833701, -0.3627259 11.7836753, -0.3622143 11.7839274)"
223152050,False,2,,residential,False,39.899,30,"LINESTRING (-0.3622125 11.7840145, -0.3618461 11.7840044)"
223152050,False,2,,residential,True,79.792,30,"LINESTRING (-0.3622125 11.7840145, -0.3629452 11.7840362)"
668432493,False,2,,residential,True,9.687,30,"LINESTRING (-0.3622125 11.7840145, -0.3622143 11.7839274)"
668432494,False,2,,residential,False,182.064,30,"LINESTRING (-0.3622125 11.7840145, -0.3623503 11.784786, -0.3625391 11.7856199)"
223152050,False,2,,residential,False,68.447,30,"LINESTRING (-0.3614773 11.7839942, -0.36085 11.7839516)"
223152050,False,2,,residential,True,40.16,30,"LINESTRING (-0.3614773 11.7839942, -0.3618461 11.7840044)"
223152049,False,2,,residential,False,109.15299999999999,30,"LINESTRING (-0.3614773 11.7839942, -0.3615671 11.7844656, -0.3616744 11.7849566)"
223152050,False,2,,residential,True,68.447,30,"LINESTRING (-0.36085 11.7839516, -0.3614773 11.7839942)"
223152074,False,2,,residential,True,62.368,30,"LINESTRING (-0.36085 11.7839516, -0.3608197 11.7833915)"
223152074,False,2,,residential,False,128.434,30,"LINESTRING (-0.36085 11.7839516, -0.3608912 11.7842845, -0.3609395 11.7846783, -0.361024 11.7850932)"
223152050,False,2,,residential,False,79.792,30,"LINESTRING (-0.3629452 11.7840362, -0.3622125 11.7840145)"
223152050,False,2,,residential,True,93.928,30,"LINESTRING (-0.3629452 11.7840362, -0.3633186 11.7840586, -0.3638068 11.7840823)"
223152076,False,2,,residential,False,144.084,30,"LINESTRING (-0.3629452 11.7840362, -0.3630719 11.7846232, -0.3631738 11.7850695, -0.3632443 11.7852978)"
223152050,False,2,,residential,True,67.245,30,"LINESTRING (-0.3638068 11.7840823, -0.3644236 11.7841162)"
223152050,False,2,,residential,False,93.928,30,"LINESTRING (-0.3638068 11.7840823, -0.3633186 11.7840586, -0.3629452 11.7840362)"
223152051,False,2,,residential,False,99.59700000000001,30,"LINESTRING (-0.3638068 11.7840823, -0.3638256 11.7843055, -0.363906 11.7846749, -0.3639897 11.7849573)"
223152050,False,2,,residential,False,67.245,30,"LINESTRING (-0.3644236 11.7841162, -0.3638068 11.7840823)"
223152050,False,2,,residential,True,107.778,30,"LINESTRING (-0.3644236 11.7841162, -0.3654134 11.7841414)"
223152059,False,2,,residential,True,127.466,30,"LINESTRING (-0.3644236 11.7841162, -0.3638823 11.7830997)"
223152050,False,2,,residential,False,110.691,30,"LINESTRING (-0.3664299 11.7841136, -0.3654134 11.7841414)"
223152050,False,2,,residential,True,14.304,30,"LINESTRING (-0.3664299 11.7841136, -0.3665613 11.7841147)"
668432489,False,2,,residential,False,59.43899999999999,30,"LINESTRING (-0.3664299 11.7841136, -0.3663227 11.7842713, -0.3662074 11.7844157, -0.366084 11.7845234)"
223152050,False,2,,residential,False,189.673,30,"LINESTRING (-0.3683004 11.7842211, -0.3665613 11.7841147)"
223152050,False,2,,residential,True,7.488,30,"LINESTRING (-0.3683004 11.7842211, -0.3683639 11.7841952)"
689054821,True,2,N 16,trunk,False,183.275,,"LINESTRING (-0.3683004 11.7842211, -0.3687842 11.7854046, -0.3689281 11.7857505)"
223152050,False,2,,residential,False,107.778,30,"LINESTRING (-0.3654134 11.7841414, -0.3644236 11.7841162)"
223152050,False,2,,residential,True,110.691,30,"LINESTRING (-0.3654134 11.7841414, -0.3664299 11.7841136)"
234240334,False,2,,residential,False,27.0,30,"LINESTRING (-0.3654134 11.7841414, -0.3654161 11.7843842)"
668430594,False,2,,residential,True,99.661,30,"LINESTRING (-0.3654134 11.7841414, -0.3650513 11.7833182)"
223152070,False,2,,residential,False,89.537,30,"LINESTRING (-0.3639897 11.7849573, -0.3632443 11.7852978)"
223152051,False,2,,residential,False,106.449,30,"LINESTRING (-0.3639897 11.7849573, -0.3641474 11.7852166, -0.3643915 11.7855028, -0.3645837 11.7857138)"
223152051,False,2,,residential,True,99.59700000000001,30,"LINESTRING (-0.3639897 11.7849573, -0.363906 11.7846749, -0.3638256 11.7843055, -0.3638068 11.7840823)"
223152070,False,2,,residential,True,159.645,30,"LINESTRING (-0.3639897 11.7849573, -0.364136 11.7848904, -0.3653498 11.7844208)"
223152070,False,2,,residential,False,84.706,30,"LINESTRING (-0.3632443 11.7852978, -0.3625391 11.7856199)"
223152070,False,2,,residential,True,89.537,30,"LINESTRING (-0.3632443 11.7852978, -0.3639897 11.7849573)"
223152076,False,2,,residential,False,152.857,30,"LINESTRING (-0.3632443 11.7852978, -0.3634179 11.7855632, -0.3638417 11.7860463, -0.3641518 11.7863405)"
223152076,False,2,,residential,True,144.084,30,"LINESTRING (-0.3632443 11.7852978, -0.3631738 11.7850695, -0.3630719 11.7846232, -0.3629452 11.7840362)"
223152070,False,2,,residential,False,76.23,30,"LINESTRING (-0.3625391 11.7856199, -0.3619153 11.7859315)"
223152070,False,2,,residential,True,84.706,30,"LINESTRING (-0.3625391 11.7856199, -0.3632443 11.7852978)"
668432494,False,2,,residential,True,182.064,30,"LINESTRING (-0.3625391 11.7856199, -0.3623503 11.784786, -0.3622125 11.7840145)"
668432495,False,2,,residential,False,197.343,30,"LINESTRING (-0.3625391 11.7856199, -0.3631362 11.7863377, -0.3634286 11.7866738, -0.3637213 11.7869637)"
223152053,False,2,,residential,False,84.061,30,"LINESTRING (-0.3645837 11.7857138, -0.3641518 11.7863405)"
223152051,False,2,,residential,False,67.62100000000001,30,"LINESTRING (-0.3645837 11.7857138, -0.3648797 11.7858546, -0.3651613 11.7859307)"
223152051,False,2,,residential,True,106.449,30,"LINESTRING (-0.3645837 11.7857138, -0.3643915 11.7855028, -0.3641474 11.7852166, -0.3639897 11.7849573)"
223152053,False,2,,residential,True,166.579,30,"LINESTRING (-0.3645837 11.7857138, -0.3648689 11.7853032, -0.3651559 11.7848332, -0.3653498 11.7844208)"
234780517,False,2,,residential,False,92.556,30,"LINESTRING (-0.366438 11.7856997, -0.3667949 11.7864552)"
234780517,False,2,,residential,True,134.891,30,"LINESTRING (-0.366438 11.7856997, -0.3657997 11.7846599)"
668432496,False,2,,residential,False,94.528,30,"LINESTRING (-0.366438 11.7856997, -0.3669181 11.7854739, -0.367114 11.7853977, -0.3672293 11.7853505)"
668432496,False,2,,residential,True,79.638,30,"LINESTRING (-0.366438 11.7856997, -0.3661296 11.7858178, -0.3657508 11.785945)"
223152049,False,2,,residential,True,111.53,30,"LINESTRING (-0.3619153 11.7859315, -0.3616744 11.7849566)"
223152070,False,2,,residential,False,73.157,30,"LINESTRING (-0.3619153 11.7859315, -0.3613137 11.7862248)"
223152070,False,2,,residential,True,76.23,30,"LINESTRING (-0.3619153 11.7859315, -0.3625391 11.7856199)"
223152049,False,2,,residential,False,115.138,30,"LINESTRING (-0.3619153 11.7859315, -0.362286 11.7863955, -0.3625569 11.7867546)"
234240334,False,2,,residential,False,90.078,30,"LINESTRING (-0.3651613 11.7859307, -0.3650468 11.786733)"
223152051,False,2,,residential,True,67.62100000000001,30,"LINESTRING (-0.3651613 11.7859307, -0.3648797 11.7858546, -0.3645837 11.7857138)"
234240334,False,2,,residential,True,134.50799999999998,30,"LINESTRING (-0.3651613 11.7859307, -0.365223 11.785403, -0.3652579 11.785298, -0.365341 11.7851168, -0.3653732 11.7849986, -0.3654268 11.7847571)"
668432496,False,2,,residential,False,64.252,30,"LINESTRING (-0.3651613 11.7859307, -0.3654993 11.7859518, -0.3657508 11.785945)"
223152070,False,2,,residential,True,73.157,30,"LINESTRING (-0.3613137 11.7862248, -0.3619153 11.7859315)"
223152074,False,2,,residential,False,54.341,30,"LINESTRING (-0.3613137 11.7862248, -0.361594 11.7866292)"
223152074,False,2,,residential,True,11.562,30,"LINESTRING (-0.3613137 11.7862248, -0.3612694 11.7861303)"
223152053,False,2,,residential,True,84.061,30,"LINESTRING (-0.3641518 11.7863405, -0.3645837 11.7857138)"
223152053,False,2,,residential,False,83.654,30,"LINESTRING (-0.3641518 11.7863405, -0.3638542 11.7867724, -0.3637213 11.7869637)"
223152076,False,2,,residential,False,106.84700000000001,30,"LINESTRING (-0.3641518 11.7863405, -0.3645498 11.7865373, -0.3650468 11.786733)"
223152076,False,2,,residential,True,152.857,30,"LINESTRING (-0.3641518 11.7863405, -0.3638417 11.7860463, -0.3634179 11.7855632, -0.3632443 11.7852978)"
234240334,False,2,,residential,True,90.078,30,"LINESTRING (-0.3650468 11.786733, -0.3651613 11.7859307)"
223152076,False,2,,residential,True,106.84700000000001,30,"LINESTRING (-0.3650468 11.786733, -0.3645498 11.7865373, -0.3641518 11.7863405)"
234780456,False,2,,residential,True,87.434,30,"LINESTRING (-0.3650468 11.786733, -0.365459 11.7867762, -0.3658475 11.7867643)"
223152056,False,2,,residential,False,8.866,30,"LINESTRING (-0.369532 11.7870152, -0.3694521 11.7870307)"
689054823,True,2,N 16,trunk,False,155.00900000000001,,"LINESTRING (-0.369532 11.7870152, -0.3693911 11.7866843, -0.368992 11.7857253)"
223152060,False,2,,residential,False,54.798,30,"LINESTRING (-0.3615113 11.7812355, -0.3615079 11.7817283)"
223152060,False,2,,residential,True,21.005,30,"LINESTRING (-0.3615113 11.7812355, -0.3615121 11.7810466)"
223152068,False,2,,residential,False,27.598,30,"LINESTRING (-0.3625721 11.7817163, -0.362591 11.7819638)"
223152068,False,2,,residential,True,71.141,30,"LINESTRING (-0.3625721 11.7817163, -0.3626044 11.7810773)"
234240325,False,2,,residential,False,115.849,30,"LINESTRING (-0.3625721 11.7817163, -0.3615079 11.7817283)"
223152060,False,2,,residential,False,15.356,30,"LINESTRING (-0.3615079 11.7817283, -0.3615071 11.7818664)"
223152060,False,2,,residential,True,54.798,30,"LINESTRING (-0.3615079 11.7817283, -0.3615113 11.7812355)"
234240325,False,2,,residential,True,115.849,30,"LINESTRING (-0.3615079 11.7817283, -0.3625721 11.7817163)"
223152060,False,2,,residential,False,64.428,30,"LINESTRING (-0.3615071 11.7818664, -0.3615564 11.7824438)"
223152060,False,2,,residential,True,15.356,30,"LINESTRING (-0.3615071 11.7818664, -0.3615079 11.7817283)"
234240337,False,2,,residential,False,91.708,30,"LINESTRING (-0.3657508 11.785945, -0.3658475 11.7867643)"
668432496,False,2,,residential,False,79.638,30,"LINESTRING (-0.3657508 11.785945, -0.3661296 11.7858178, -0.366438 11.7856997)"
668432496,False,2,,residential,True,64.252,30,"LINESTRING (-0.3657508 11.785945, -0.3654993 11.7859518, -0.3651613 11.7859307)"
223152074,False,2,,residential,False,62.368,30,"LINESTRING (-0.3608197 11.7833915, -0.36085 11.7839516)"
223152074,False,2,,residential,True,69.762,30,"LINESTRING (-0.3608197 11.7833915, -0.3607742 11.7827657)"
668432489,False,2,,residential,False,34.468,30,"LINESTRING (-0.366084 11.7845234, -0.3657997 11.7846599)"
668432489,False,2,,residential,True,59.43899999999999,30,"LINESTRING (-0.366084 11.7845234, -0.3662074 11.7844157, -0.3663227 11.7842713, -0.3664299 11.7841136)"
668432492,False,,,residential,False,128.05599999999998,,"LINESTRING (-0.366084 11.7845234, -0.3662556 11.7846415, -0.3664729 11.7847676, -0.3667089 11.784891, -0.367114 11.7850748)"
234780517,False,2,,residential,False,134.891,30,"LINESTRING (-0.3657997 11.7846599, -0.366438 11.7856997)"
668432489,False,2,,residential,False,42.005,30,"LINESTRING (-0.3657997 11.7846599, -0.3654268 11.7847571)"
668432489,False,2,,residential,True,34.468,30,"LINESTRING (-0.3657997 11.7846599, -0.366084 11.7845234)"
234240334,False,2,,residential,True,41.481,30,"LINESTRING (-0.3654268 11.7847571, -0.3654161 11.7843842)"
668432489,False,2,,residential,True,42.005,30,"LINESTRING (-0.3654268 11.7847571, -0.3657997 11.7846599)"
234240334,False,2,,residential,False,134.508,30,"LINESTRING (-0.3654268 11.7847571, -0.3653732 11.7849986, -0.365341 11.7851168, -0.3652579 11.785298, -0.365223 11.785403, -0.3651613 11.7859307)"
223152074,False,2,,residential,False,11.562,30,"LINESTRING (-0.3612694 11.7861303, -0.3613137 11.7862248)"
223152074,False,2,,residential,True,118.41900000000001,30,"LINESTRING (-0.3612694 11.7861303, -0.3611434 11.7856629, -0.361024 11.7850932)"
234780446,False,2,,residential,False,108.702,30,"LINESTRING (-0.3667949 11.7864552, -0.3658475 11.7867643)"
234780517,False,2,,residential,True,92.556,30,"LINESTRING (-0.3667949 11.7864552, -0.366438 11.7856997)"
223152074,False,2,,residential,True,54.341,30,"LINESTRING (-0.361594 11.7866292, -0.3613137 11.7862248)"
234780523,False,2,,residential,False,69.973,30,"LINESTRING (-0.361594 11.7866292, -0.360969 11.7867764)"
223152074,False,2,,residential,False,80.566,30,"LINESTRING (-0.361594 11.7866292, -0.3618836 11.7869731, -0.3620606 11.7871916)"
234240337,False,2,,residential,True,91.708,30,"LINESTRING (-0.3658475 11.7867643, -0.3657508 11.785945)"
234780446,False,2,,residential,True,108.702,30,"LINESTRING (-0.3658475 11.7867643, -0.3667949 11.7864552)"
234780456,False,2,,residential,False,87.434,30,"LINESTRING (-0.3658475 11.7867643, -0.365459 11.7867762, -0.3650468 11.786733)"
234780523,False,2,,residential,True,69.973,30,"LINESTRING (-0.360969 11.7867764, -0.361594 11.7866292)"
235842270,False,2,,residential,True,109.472,30,"LINESTRING (-0.3606785 11.7791193, -0.3606785 11.7801038)"
30909018,False,2,N 17,secondary,True,59.459999999999994,70,"LINESTRING (-0.3606785 11.7791193, -0.3609798 11.7792032, -0.3612073 11.7792524)"
