osmid,oneway,highway,reversed,length,name,maxspeed,geometry,lanes
421212459,True,residential,False,101.691,,,"LINESTRING (-76.2573962 -10.6834764, -76.2565001 -10.6832295)",
640372465,True,tertiary,False,83.572,Jirón Lima,40,"LINESTRING (-76.2573962 -10.6834764, -76.2574059 -10.6831928, -76.2573855 -10.6828839, -76.2573696 -10.6827264)",
107472208,True,residential,False,147.314,,,"LINESTRING (-76.2560834 -10.680515, -76.2558366 -10.6805414, -76.2557092 -10.680523, -76.2553619 -10.6805585, -76.2547597 -10.6807114)",
107472218,False,tertiary,False,127.395,Huancavelica,40,"LINESTRING (-76.2560834 -10.680515, -76.2559834 -10.6801974, -76.2559654 -10.6800346, -76.2559539 -10.6795653, -76.2559998 -10.679391)",
107472218,False,tertiary,True,26.983999999999998,Huancavelica,40,"LINESTRING (-76.2560834 -10.680515, -76.2561124 -10.6806088, -76.2561968 -10.6807273)",
640372470,False,tertiary,False,57.104,Avenida Alfonso Rivera,,"LINESTRING (-76.2576375 -10.6875375, -76.2581437 -10.6874098)",
640372471,False,residential,True,37.235,,,"LINESTRING (-76.2576375 -10.6875375, -76.2573165 -10.6876499)",
107472218,False,tertiary,False,44.167,Huancavelica,40,"LINESTRING (-76.2564534 -10.6810342, -76.2561968 -10.6807273)",
107472218,False,tertiary,True,77.43599999999999,Huancavelica,40,"LINESTRING (-76.2564534 -10.6810342, -76.2569495 -10.6813376, -76.2570434 -10.6814177)",
1085939151,False,residential,True,48.388999999999996,,,"LINESTRING (-76.2564534 -10.6810342, -76.2561527 -10.6812442, -76.256097 -10.681292)",
1085939146,True,tertiary,False,37.376,Jirón Bolognesi,50,"LINESTRING (-76.2562212 -10.6828346, -76.2565536 -10.6827553)",
107472220,True,residential,False,44.832,Jirón Libertad,,"LINESTRING (-76.2562212 -10.6828346, -76.2562298 -10.6825615, -76.2562502 -10.6824331)",
107472202,False,residential,True,132.631,,,"LINESTRING (-76.252427 -10.6821305, -76.2522974 -10.6823792, -76.2521512 -10.6825877, -76.251972 -10.6827498, -76.2518102 -10.6828651, -76.2516397 -10.6830144)",
1085939147,False,tertiary,False,110.745,Jirón Bolognesi,50,"LINESTRING (-76.252427 -10.6821305, -76.2528086 -10.6815613, -76.2529138 -10.6814329, -76.2530488 -10.681364)",
