osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,maxspeed
238377696,José Carlos Mariátegui,residential,False,True,83.182,,"LINESTRING (-79.6359895 -6.7336943, -79.6353264 -6.7340492)",,
575047534,Avenida Trapiche,residential,False,True,67.905,,"LINESTRING (-79.6359895 -6.7336943, -79.6362925 -6.7342257)",,
238377696,José Carlos Mariátegui,residential,False,False,83.182,,"LINESTRING (-79.6353264 -6.7340492, -79.6359895 -6.7336943)",,
250908370,Javier Heraud,residential,False,False,67.678,,"LINESTRING (-79.6353264 -6.7340492, -79.6356302 -6.7345778)",,
250908370,Javier Heraud,residential,False,True,23.167,,"LINESTRING (-79.6353264 -6.7340492, -79.6352218 -6.7338686)",,
662256071,La Florida,secondary,False,True,28.742,LA-735,"LINESTRING (-79.6403273 -6.7345198, -79.6404527 -6.7347463)",,
238377694,El Hospital,residential,False,False,89.195,,"LINESTRING (-79.6403273 -6.7345198, -79.6408198 -6.7342454, -79.6409606 -6.7344421)",,
238377694,El Hospital,residential,False,True,69.41799999999999,,"LINESTRING (-79.6403273 -6.7345198, -79.6398893 -6.7347546, -79.6398637 -6.7347985, -79.6398376 -6.7348734)",,
"[575047531, 575047532, 662256071]",La Florida,secondary,False,False,92.983,LA-735,"LINESTRING (-79.6403273 -6.7345198, -79.6401116 -6.7341229, -79.6400187 -6.7339509, -79.6399187 -6.7337889)",yes,
238377689,,residential,False,False,66.915,,"LINESTRING (-79.6406026 -6.735017, -79.6400727 -6.7353089)",,
662256071,La Florida,secondary,False,False,32.359,LA-735,"LINESTRING (-79.6406026 -6.735017, -79.6404614 -6.734762)",,
662256071,La Florida,secondary,False,True,13.163,LA-735,"LINESTRING (-79.6406026 -6.735017, -79.6406624 -6.7351194)",,
238377694,El Hospital,residential,False,True,15.796,,"LINESTRING (-79.6397041 -6.7352826, -79.6397599 -6.7354134)",,
238377694,El Hospital,residential,False,False,49.232,,"LINESTRING (-79.6397041 -6.7352826, -79.6396876 -6.7352183, -79.6397115 -6.7351394, -79.6398376 -6.7348734)",,
238377686,Avenida San Martín,residential,True,False,69.954,,"LINESTRING (-79.6397599 -6.7354134, -79.6392054 -6.7357176)",,
238377694,El Hospital,residential,False,False,15.796,,"LINESTRING (-79.6397599 -6.7354134, -79.6397041 -6.7352826)",,
238377689,,residential,False,True,37.326,,"LINESTRING (-79.6397599 -6.7354134, -79.6398155 -6.7354198, -79.6398751 -6.7354076, -79.6400727 -6.7353089)",,
250908367,La Rivera,residential,False,False,121.259,,"LINESTRING (-79.637187 -6.7357991, -79.6362381 -6.7363479)",,
575047534,Avenida Trapiche,residential,False,False,39.697,,"LINESTRING (-79.637187 -6.7357991, -79.6370103 -6.7354882)",,
"[238490634, 250908367]",La Rivera,residential,False,True,175.827,,"LINESTRING (-79.637187 -6.7357991, -79.6382814 -6.7351619, -79.6381213 -6.7348826)",,
"[238377698, 575047533, 575047534]",Avenida Trapiche,residential,False,True,84.519,,"LINESTRING (-79.637187 -6.7357991, -79.6372461 -6.7359207, -79.6373898 -6.7361431, -79.6374362 -6.7361913, -79.6375916 -6.7364417)",yes,
662256071,La Florida,secondary,False,False,93.299,LA-735,"LINESTRING (-79.6411863 -6.7359673, -79.6407463 -6.735251)",,
662256072,,secondary,False,True,36.37,LA-735,"LINESTRING (-79.6411863 -6.7359673, -79.6408987 -6.7361267)",,
1181258247,La Florida,residential,False,True,86.036,,"LINESTRING (-79.6411863 -6.7359673, -79.6415709 -6.7366402)",,
662256070,,residential,False,False,79.78800000000001,,"LINESTRING (-79.6411863 -6.7359673, -79.6416226 -6.7357294, -79.6416578 -6.7356903, -79.6416625 -6.7356469, -79.641606 -6.7355328)",,
238377685,Avenida San Martín,residential,False,True,84.872,,"LINESTRING (-79.6375916 -6.7364417, -79.6369119 -6.736798)",,
238377688,Avenida San Martín,residential,True,False,87.43,,"LINESTRING (-79.6375916 -6.7364417, -79.6382808 -6.7360547)",,
238377698,Avenida Trapiche,residential,False,True,16.138,,"LINESTRING (-79.6375916 -6.7364417, -79.6376677 -6.7365656)",,
"[238377698, 575047533, 575047534]",Avenida Trapiche,residential,False,False,84.51899999999999,,"LINESTRING (-79.6375916 -6.7364417, -79.6374362 -6.7361913, -79.6373898 -6.7361431, -79.6372461 -6.7359207, -79.637187 -6.7357991)",yes,
238377698,Avenida Trapiche,residential,False,False,16.138,,"LINESTRING (-79.6376677 -6.7365656, -79.6375916 -6.7364417)",,
238377698,Avenida Trapiche,residential,False,True,38.036,,"LINESTRING (-79.6376677 -6.7365656, -79.6378384 -6.7368627)",,
238377685,Avenida San Martín,residential,False,False,84.872,,"LINESTRING (-79.6369119 -6.736798, -79.6375916 -6.7364417)",,
238377687,Avenida Real,residential,False,False,41.285,,"LINESTRING (-79.6418229 -6.7370995, -79.6414991 -6.7372851)",,
1181258247,La Florida,residential,False,False,51.513,,"LINESTRING (-79.6418229 -6.7370995, -79.6415997 -6.7366927)",,
1181258247,La Florida,residential,False,True,167.176,,"LINESTRING (-79.6418229 -6.7370995, -79.6425629 -6.7384111)",,
238377692,Avenida Real,secondary,True,False,31.597,LA-735,"LINESTRING (-79.6404733 -6.7378882, -79.6402157 -6.7380119)",,
250852756,,residential,False,True,141.908,,"LINESTRING (-79.6404733 -6.7378882, -79.6398381 -6.7367788)",,
662256069,Avenida Real,secondary,False,True,48.05,LA-735,"LINESTRING (-79.6404733 -6.7378882, -79.6408471 -6.737667)",,
238490640,,residential,False,False,8.451,,"LINESTRING (-79.6401713 -6.73795, -79.6402157 -6.7380119)",,
238490640,,residential,False,True,92.401,,"LINESTRING (-79.6401713 -6.73795, -79.6397551 -6.7372291)",,
238377695,Avenida Real,secondary,True,False,35.699999999999996,LA-735,"LINESTRING (-79.6401713 -6.73795, -79.6403416 -6.7378685, -79.6404062 -6.7378697, -79.6404733 -6.7378882)",,
238377692,Avenida Real,secondary,True,False,79.15,LA-735,"LINESTRING (-79.6402157 -6.7380119, -79.6395843 -6.7383488)",,
238490640,,residential,False,True,8.451,,"LINESTRING (-79.6402157 -6.7380119, -79.6401713 -6.73795)",,
238490640,,residential,False,False,89.648,,"LINESTRING (-79.6402157 -6.7380119, -79.6403212 -6.7381792, -79.640453 -6.7383807, -79.6404518 -6.7384191, -79.6404304 -6.7384444, -79.6401729 -6.7385956)",,
238377698,Avenida Trapiche,residential,False,False,58.289,,"LINESTRING (-79.6387518 -6.7384022, -79.6384688 -6.7379597)",,
238377697,Avenida Trapiche,residential,True,False,32.04,,"LINESTRING (-79.6387518 -6.7384022, -79.6388606 -6.7384688, -79.6389577 -6.738598)",,
238377695,Avenida Real,secondary,True,False,78.628,LA-735,"LINESTRING (-79.6395381 -6.7382734, -79.6401713 -6.73795)",,
238490637,El Cinto,residential,False,False,89.296,,"LINESTRING (-79.6395381 -6.7382734, -79.6391377 -6.7375757)",,
238490637,El Cinto,residential,False,True,9.814,,"LINESTRING (-79.6395381 -6.7382734, -79.6395843 -6.7383488)",,
238377692,Avenida Real,secondary,True,False,73.338,LA-735,"LINESTRING (-79.6395843 -6.7383488, -79.6390118 -6.7386831)",,
238490637,El Cinto,residential,False,False,9.814,,"LINESTRING (-79.6395843 -6.7383488, -79.6395381 -6.7382734)",,
238490637,El Cinto,residential,False,True,79.315,,"LINESTRING (-79.6395843 -6.7383488, -79.6399806 -6.7389437)",,
698856647,Carretera Tumán - Pátapo,trunk,False,False,41.395,PE-06A,"LINESTRING (-79.6426223 -6.7385163, -79.6422994 -6.7387054)",,
698856647,Carretera Tumán - Pátapo,trunk,False,True,75.413,PE-06A,"LINESTRING (-79.6426223 -6.7385163, -79.6432128 -6.7381756)",,
1181258247,La Florida,residential,False,False,13.411,,"LINESTRING (-79.6426223 -6.7385163, -79.6425629 -6.7384111)",,
238377695,Avenida Real,secondary,True,False,73.556,LA-735,"LINESTRING (-79.6389577 -6.738598, -79.6395381 -6.7382734)",,
662256067,Avenida Trapiche,secondary,True,False,11.191,,"LINESTRING (-79.6389577 -6.738598, -79.6390118 -6.7386831)",,
662256073,Avenida Real,secondary,True,False,12.093,,"LINESTRING (-79.6390118 -6.7386831, -79.638916 -6.7387358)",,
662256074,Avenida Trapiche,secondary,True,False,135.765,LA-735,"LINESTRING (-79.6390118 -6.7386831, -79.639543 -6.739627, -79.6395736 -6.7397633)",,
238377695,Avenida Real,secondary,True,False,12.021,LA-735,"LINESTRING (-79.6388641 -6.7386532, -79.6389577 -6.738598)",,
662256068,Avenida Trapiche,residential,True,False,30.842999999999996,,"LINESTRING (-79.6388641 -6.7386532, -79.6387836 -6.7385206, -79.6387518 -6.7384022)",,
662256076,Avenida Trapiche,secondary,False,True,5.977,LA-735,"LINESTRING (-79.6395736 -6.7397633, -79.6396021 -6.739809)",,
