osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,width
82994165,False,2,Mantas,tertiary,40,True,6.951,"LINESTRING (-71.9788731 -13.5176772, -71.9789258 -13.517713)",,
640961233,False,2,Santa Catalina Angosta,residential,40,False,30.387999999999998,"LINESTRING (-71.9788731 -13.5176772, -71.9787174 -13.517562, -71.9786492 -13.517512)",,
82994165,False,2,Mantas,tertiary,40,False,6.951,"LINESTRING (-71.9789258 -13.517713, -71.9788731 -13.5176772)",,
4819788,True,2,Avenida El Sol,tertiary,40,False,126.367,"LINESTRING (-71.9789258 -13.517713, -71.9788891 -13.5177562, -71.9781797 -13.5185878)",,
"[37530300, 4821047]",False,2,"['Espinar', 'Calle Mantas']",residential,40,"[False, True]",140.442,"LINESTRING (-71.9789258 -13.517713, -71.978969 -13.5177433, -71.9792802 -13.5179438, -71.9793083 -13.5179447, -71.9793461 -13.5179209, -71.979727 -13.517307, -71.979759 -13.5172555)",,
23887286,False,,Santa Clara,residential,30,True,62.583000000000006,"LINESTRING (-71.9812561 -13.5191954, -71.9813473 -13.519254, -71.9815852 -13.5194141, -71.9817334 -13.5195138)",,
529715389,True,,Santa Clara,residential,20,False,58.085,"LINESTRING (-71.9812561 -13.5191954, -71.9809976 -13.5190326, -71.9808007 -13.5189184)",,
"[788304432, 4819786]",False,2,Puente Rosario,tertiary,30,"[False, True]",104.37800000000001,"LINESTRING (-71.9768415 -13.5214767, -71.976562 -13.5207162, -71.9765184 -13.5206736, -71.9764607 -13.5206301)",,
4820912,True,1,San Andrés,residential,30,False,128.495,"LINESTRING (-71.9768415 -13.5214767, -71.9775634 -13.5207279, -71.9776532 -13.5206326)",,
4820129,True,2,Hauqaypata,residential,40,False,151.187,"LINESTRING (-71.979612 -13.5165284, -71.9795329 -13.5165839, -71.9792477 -13.516879, -71.9787419 -13.5174178, -71.9786492 -13.517512)",discouraged,
"[1131262363, 670144231]",True,1,Espaderos,residential,30,False,55.739000000000004,"LINESTRING (-71.979612 -13.5165284, -71.9796286 -13.516534, -71.9796457 -13.5165347, -71.9796608 -13.5165375, -71.979846 -13.5166806, -71.9800417 -13.5167961)",,4
172247915,True,,Tigre,residential,,False,58.976,"LINESTRING (-71.9808726 -13.5153038, -71.9804317 -13.5149915)",,
270272048,False,,Siete Cuartones,residential,30,False,58.88,"LINESTRING (-71.9808726 -13.5153038, -71.9813086 -13.5156211)",,
"[670144230, 15708263]",True,2,Plateros,tertiary,40,False,192.66199999999998,"LINESTRING (-71.9808726 -13.5153038, -71.9808002 -13.5153717, -71.9805831 -13.5155803, -71.9800147 -13.5161342, -71.9796794 -13.5164599, -71.9796377 -13.5165022, -71.979612 -13.5165284)",,
1129578319,False,,Saphi,tertiary,60,False,157.53300000000002,"LINESTRING (-71.9808726 -13.5153038, -71.9813369 -13.5147785, -71.9818421 -13.5142465)",,
4820915,True,,Mesón de la Estrella,residential,,False,171.231,"LINESTRING (-71.9808007 -13.5189184, -71.9799954 -13.5202444)",,
4820179,True,,Plaza San Francisco,residential,20,False,113.565,"LINESTRING (-71.9808007 -13.5189184, -71.9808561 -13.5188166, -71.981266 -13.518057, -71.9812889 -13.5180141)",,
82995964,False,2,Plaza San Francisco,residential,30,True,14.8,"LINESTRING (-71.9814049 -13.5177885, -71.9813442 -13.5179078)",,
267926174,False,2,Calle Granada,residential,30,False,83.947,"LINESTRING (-71.9814049 -13.5177885, -71.9817719 -13.5171232)",,
270272048,False,,Siete Cuartones,residential,30,True,58.88,"LINESTRING (-71.9813086 -13.5156211, -71.9808726 -13.5153038)",,
267926176,True,2,Siete Cuartones,residential,30,False,129.596,"LINESTRING (-71.9813086 -13.5156211, -71.9815895 -13.515809, -71.9820824 -13.5161284, -71.9822995 -13.5162768)",,
23887288,False,,Calle Cruz Verde,residential,30,False,102.062,"LINESTRING (-71.9799954 -13.5202444, -71.9807164 -13.5208369)",,
23887291,True,,Matará,residential,30,False,162.34599999999998,"LINESTRING (-71.9799954 -13.5202444, -71.9795192 -13.5207001, -71.9792687 -13.5209398, -71.9789407 -13.5212832)",,
23887280,False,,Ayacucho,residential,,False,166.286,"LINESTRING (-71.9789407 -13.5212832, -71.9782937 -13.5199265)",,
23887280,False,,Ayacucho,residential,,True,166.286,"LINESTRING (-71.9782937 -13.5199265, -71.9789407 -13.5212832)",,
82996281,False,2,Calle Ayacucho,residential,,False,105.057,"LINESTRING (-71.9782937 -13.5199265, -71.9776619 -13.5194204, -71.9776167 -13.5193876, -71.97758 -13.5193631, -71.9775724 -13.519358, -71.9775366 -13.5193349)",,
86462736,True,1,San Andrés,residential,,False,105.741,"LINESTRING (-71.9782937 -13.5199265, -71.978911 -13.5192695, -71.9789554 -13.5192263)",,6
651654476,False,,Santa Clara,residential,30,True,122.118,"LINESTRING (-71.9817334 -13.5195138, -71.9826828 -13.5201088)",,
23887286,False,,Santa Clara,residential,30,False,62.583000000000006,"LINESTRING (-71.9817334 -13.5195138, -71.9815852 -13.5194141, -71.9813473 -13.519254, -71.9812561 -13.5191954)",,
23887292,False,,Concebidayoc,residential,,True,185.14600000000002,"LINESTRING (-71.9817334 -13.5195138, -71.9809996 -13.5206116, -71.9807164 -13.5208369)",,
4821011,False,2,Teqte,residential,,False,78.127,"LINESTRING (-71.9801449 -13.5212669, -71.9807164 -13.5208369)",,
