osmid,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[289879153, 289879243, 289879166]",unclassified,30,False,True,94.649,yes,"LINESTRING (-70.5976853 -15.2337688, -70.597749 -15.2337849, -70.5979296 -15.2339164, -70.5979876 -15.2340585, -70.5979675 -15.234292, -70.5979367 -15.2344719)"
289879127,residential,15,False,False,61.418,,"LINESTRING (-70.598305 -15.236783, -70.5979326 -15.2372025)"
289879127,residential,15,False,True,114.569,,"LINESTRING (-70.598305 -15.236783, -70.5989951 -15.2359967)"
289879247,residential,15,False,False,66.227,,"LINESTRING (-70.598305 -15.236783, -70.597832 -15.2364003)"
289879247,residential,15,False,True,114.239,,"LINESTRING (-70.598305 -15.236783, -70.5991392 -15.2374215)"
289879127,residential,15,False,False,114.388,,"LINESTRING (-70.5979326 -15.2372025, -70.5972528 -15.237995)"
289879127,residential,15,False,True,61.418,,"LINESTRING (-70.5979326 -15.2372025, -70.598305 -15.236783)"
289879243,unclassified,30,False,False,62.063,,"LINESTRING (-70.5979326 -15.2372025, -70.5974922 -15.2368406)"
289879243,unclassified,30,False,True,93.548,,"LINESTRING (-70.5979326 -15.2372025, -70.5982093 -15.2374028, -70.5986051 -15.2377371)"
289879133,unclassified,30,False,True,68.719,,"LINESTRING (-70.5974922 -15.2368406, -70.5970996 -15.2373289)"
289879216,residential,15,False,False,54.209,,"LINESTRING (-70.5974922 -15.2368406, -70.5971078 -15.2365242)"
289879243,unclassified,30,False,False,61.041,,"LINESTRING (-70.5974922 -15.2368406, -70.597832 -15.2364003)"
289879243,unclassified,30,False,True,62.063,,"LINESTRING (-70.5974922 -15.2368406, -70.5979326 -15.2372025)"
289879176,residential,15,False,True,70.185,,"LINESTRING (-70.5985835 -15.2342623, -70.5991795 -15.2345225)"
289879236,residential,15,False,False,36.963,,"LINESTRING (-70.5985835 -15.2342623, -70.5987193 -15.2339568)"
289879236,residential,15,False,True,48.342,,"LINESTRING (-70.5985835 -15.2342623, -70.598406 -15.2346619)"
289879222,residential,15,False,True,54.603,,"LINESTRING (-70.5979367 -15.2344719, -70.598406 -15.2346619)"
289879243,unclassified,30,False,True,41.011,,"LINESTRING (-70.5979367 -15.2344719, -70.5978495 -15.234831)"
"[289879153, 289879243, 289879166]",unclassified,30,False,False,94.649,yes,"LINESTRING (-70.5979367 -15.2344719, -70.5979675 -15.234292, -70.5979876 -15.2340585, -70.5979296 -15.2339164, -70.597749 -15.2337849, -70.5976853 -15.2337688)"
289879176,residential,15,False,False,70.185,,"LINESTRING (-70.5991795 -15.2345225, -70.5985835 -15.2342623)"
289879241,residential,15,False,False,47.123,,"LINESTRING (-70.5991795 -15.2345225, -70.5989797 -15.2348999)"
"[289879241, 289879149, 289879174]",residential,15,False,True,127.702,yes,"LINESTRING (-70.5991795 -15.2345225, -70.5992173 -15.2343627, -70.5992476 -15.234271, -70.5993629 -15.2333897)"
289879127,residential,15,False,False,63.192,,"LINESTRING (-70.5996991 -15.2345415, -70.5996981 -15.234811, -70.5996971 -15.2351098)"
289879222,residential,15,False,False,54.603,,"LINESTRING (-70.598406 -15.2346619, -70.5979367 -15.2344719)"
289879222,residential,15,False,True,66.999,,"LINESTRING (-70.598406 -15.2346619, -70.5989797 -15.2348999)"
289879236,residential,15,False,False,48.342,,"LINESTRING (-70.598406 -15.2346619, -70.5985835 -15.2342623)"
289879236,residential,15,False,True,51.278,,"LINESTRING (-70.598406 -15.2346619, -70.5981284 -15.2350373)"
"[289879241, 289879149, 289879174]",residential,15,False,False,127.702,yes,"LINESTRING (-70.5993629 -15.2333897, -70.5992476 -15.234271, -70.5992173 -15.2343627, -70.5991795 -15.2345225)"
289879236,residential,15,False,True,36.963,,"LINESTRING (-70.5987193 -15.2339568, -70.5985835 -15.2342623)"
289879243,unclassified,30,False,False,41.011,,"LINESTRING (-70.5978495 -15.234831, -70.5979367 -15.2344719)"
289879243,unclassified,30,False,True,50.349,,"LINESTRING (-70.5978495 -15.234831, -70.5977214 -15.2352666)"
289879253,residential,15,False,True,37.704,,"LINESTRING (-70.5978495 -15.234831, -70.5981284 -15.2350373)"
289879222,residential,15,False,False,66.999,,"LINESTRING (-70.5989797 -15.2348999, -70.598406 -15.2346619)"
289879222,residential,15,False,True,80.429,,"LINESTRING (-70.5989797 -15.2348999, -70.5996971 -15.2351098)"
289879241,residential,15,False,False,51.138,,"LINESTRING (-70.5989797 -15.2348999, -70.5987531 -15.2353045)"
289879241,residential,15,False,True,47.123,,"LINESTRING (-70.5989797 -15.2348999, -70.5991795 -15.2345225)"
289879236,residential,15,False,False,51.278,,"LINESTRING (-70.5981284 -15.2350373, -70.598406 -15.2346619)"
289879236,residential,15,False,True,73.729,,"LINESTRING (-70.5981284 -15.2350373, -70.597693 -15.2355503)"
289879253,residential,15,False,False,37.704,,"LINESTRING (-70.5981284 -15.2350373, -70.5978495 -15.234831)"
289879253,residential,15,False,True,19.187,,"LINESTRING (-70.5981284 -15.2350373, -70.5982711 -15.2351413)"
289879222,residential,15,False,False,80.429,,"LINESTRING (-70.5996971 -15.2351098, -70.5989797 -15.2348999)"
289879127,residential,15,False,False,54.027,,"LINESTRING (-70.5996971 -15.2351098, -70.5996966 -15.2352383, -70.599437 -15.2354932)"
289879127,residential,15,False,True,63.192,,"LINESTRING (-70.5996971 -15.2351098, -70.5996981 -15.234811, -70.5996991 -15.2345415)"
289879177,residential,15,False,True,54.804,,"LINESTRING (-70.5982711 -15.2351413, -70.5987531 -15.2353045)"
289879253,residential,15,False,False,19.187,,"LINESTRING (-70.5982711 -15.2351413, -70.5981284 -15.2350373)"
289879253,residential,15,False,True,52.851,,"LINESTRING (-70.5982711 -15.2351413, -70.5985772 -15.2355137)"
289879243,unclassified,30,False,False,50.349,,"LINESTRING (-70.5977214 -15.2352666, -70.5978495 -15.234831)"
289879243,unclassified,30,False,True,31.693,,"LINESTRING (-70.5977214 -15.2352666, -70.597693 -15.2355503)"
289879118,residential,15,False,False,132.512,,"LINESTRING (-70.5977214 -15.2352666, -70.5975806 -15.2353101, -70.5968631 -15.2360983)"
289879177,residential,15,False,False,54.804,,"LINESTRING (-70.5987531 -15.2353045, -70.5982711 -15.2351413)"
289879241,residential,15,False,False,29.954,,"LINESTRING (-70.5987531 -15.2353045, -70.5985772 -15.2355137)"
289879241,residential,15,False,True,51.138,,"LINESTRING (-70.5987531 -15.2353045, -70.5989797 -15.2348999)"
289879210,residential,15,False,True,43.859,,"LINESTRING (-70.5990454 -15.23538, -70.599437 -15.2354932)"
289879127,residential,15,False,False,73.364,,"LINESTRING (-70.599437 -15.2354932, -70.5989951 -15.2359967)"
289879210,residential,15,False,False,43.859,,"LINESTRING (-70.599437 -15.2354932, -70.5990454 -15.23538)"
289879210,residential,15,False,True,61.651,,"LINESTRING (-70.599437 -15.2354932, -70.5999875 -15.2356522)"
289879127,residential,15,False,True,54.027,,"LINESTRING (-70.599437 -15.2354932, -70.5996966 -15.2352383, -70.5996971 -15.2351098)"
289879241,residential,15,False,False,126.93,,"LINESTRING (-70.5985772 -15.2355137, -70.597832 -15.2364003)"
