osmid,name,highway,oneway,reversed,length,geometry,junction,ref,lanes
703153535,شارع الملك عبدالله,secondary,False,True,4.093,"LINESTRING (35.7930896 31.712589, 35.793126 31.7125691)",,,
703351477,شارع الملك عبدالله,secondary,False,False,292.48,"LINESTRING (35.7930896 31.712589, 35.7924534 31.7128943, 35.7921267 31.7130473, 35.7920571 31.7130855, 35.7919912 31.7131318, 35.7918678 31.7132356, 35.7917893 31.7133379, 35.7917295 31.7134457, 35.7916841 31.7135436, 35.7916546 31.7136315, 35.7916291 31.7137238, 35.791613 31.713822, 35.791607 31.7139412, 35.7916157 31.7140759, 35.7916331 31.7142179, 35.791662 31.7143456, 35.7917035 31.7144745, 35.7917533 31.7145741)",,,
93046080,,residential,False,False,40.063,"LINESTRING (35.7938104 31.7135402, 35.7942301 31.7135886)",,,
106357154,,residential,True,False,134.59,"LINESTRING (35.7938104 31.7135402, 35.7938037 31.7132413, 35.7937916 31.7131757, 35.7937762 31.7131346, 35.7937514 31.7130947, 35.7934356 31.7128534, 35.7930896 31.712589)",,,
246350199,Prince Hassan Street,residential,True,False,105.46000000000001,"LINESTRING (35.7941428 31.7142152, 35.7941445 31.7143312, 35.7941716 31.7145097, 35.7942074 31.7146761, 35.7944239 31.7151229)",,,
246350200,,residential,False,False,162.743,"LINESTRING (35.7941428 31.7142152, 35.7949984 31.714107, 35.795407 31.7140627, 35.7958472 31.7140163)",,,
35201353,Al-Hussein Bin Ali Street,residential,False,False,117.529,"LINESTRING (35.7952337 31.716567, 35.7952022 31.7165875, 35.7946828 31.7169251, 35.7942657 31.717229)",,,
35201361,,residential,True,False,144.594,"LINESTRING (35.7952337 31.716567, 35.7954118 31.7169672, 35.7959488 31.7177105)",,,
106193206,,residential,False,False,108.916,"LINESTRING (35.7956387 31.7187146, 35.7961071 31.7196094)",,,
35201344,شارع الملك حسين,secondary,True,False,91.80199999999999,"LINESTRING (35.7956387 31.7187146, 35.7961164 31.7185897, 35.7965696 31.7184812)",,,
35201341,شارع القدس,primary,False,False,92.548,"LINESTRING (35.7965812 31.7206229, 35.7956839 31.7209548)",,,
35201341,شارع القدس,primary,False,True,64.872,"LINESTRING (35.7965812 31.7206229, 35.7972075 31.7203851)",,,
106193206,,residential,False,True,113.242,"LINESTRING (35.7965812 31.7206229, 35.7961002 31.7196903)",,,
32444611,شارع فلسطين,residential,False,False,23.1,"LINESTRING (35.7904443 31.7201136, 35.790623 31.719972)",,,
32444611,شارع فلسطين,residential,False,True,36.511,"LINESTRING (35.7904443 31.7201136, 35.790168 31.7203429)",,,
32444611,شارع فلسطين,residential,False,False,56.063,"LINESTRING (35.790623 31.719972, 35.7910626 31.7196338)",,,
32444611,شارع فلسطين,residential,False,True,23.1,"LINESTRING (35.790623 31.719972, 35.7904443 31.7201136)",,,
106193198,,unclassified,True,False,102.619,"LINESTRING (35.790623 31.719972, 35.7907169 31.7199952, 35.7907534 31.7200081, 35.7907797 31.7200278, 35.7908 31.720064, 35.7908106 31.7201138, 35.7908479 31.7203057, 35.7909235 31.7207925)",,,
666823121,شارع الملك طلال,unclassified,True,False,54.932,"LINESTRING (35.7935586 31.7179263, 35.7934345 31.7184089)",,,
35201351,شارع الملك طلال,residential,False,True,59.51,"LINESTRING (35.7935586 31.7179263, 35.7936564 31.7176746, 35.7937117 31.7175188, 35.7937362 31.7174135)",,,
136038462,شارع الملك عبدالله,secondary,False,False,114.787,"LINESTRING (35.7917533 31.7145741, 35.7917821 31.7146167, 35.7917994 31.7146468, 35.7918091 31.7146735, 35.7918244 31.7147569, 35.7918287 31.7148091, 35.791836 31.7148967, 35.7918457 31.7150148, 35.7918522 31.7150932, 35.7918942 31.7155921)",,,
137745961,Dakhlallah Al-Ljailat Street,tertiary,False,True,67.744,"LINESTRING (35.7917533 31.7145741, 35.7915144 31.7145588, 35.791039 31.7145301)",,,
137745984,,residential,True,False,124.459,"LINESTRING (35.7917533 31.7145741, 35.7918343 31.7145681, 35.7919114 31.7145498, 35.792014 31.7144928, 35.7921474 31.7143987, 35.7924574 31.7141873, 35.7925304 31.7141465, 35.7926457 31.7140821, 35.7927462 31.7140388, 35.7928623 31.7140034)",,,
703351477,شارع الملك عبدالله,secondary,False,True,292.48,"LINESTRING (35.7917533 31.7145741, 35.7917035 31.7144745, 35.791662 31.7143456, 35.7916331 31.7142179, 35.7916157 31.7140759, 35.791607 31.7139412, 35.791613 31.713822, 35.7916291 31.7137238, 35.7916546 31.7136315, 35.7916841 31.7135436, 35.7917295 31.7134457, 35.7917893 31.7133379, 35.7918678 31.7132356, 35.7919912 31.7131318, 35.7920571 31.7130855, 35.7921267 31.7130473, 35.7924534 31.7128943, 35.7930896 31.712589)",,,
40021188,شارع خالد بن الوليد,residential,False,True,119.25,"LINESTRING (35.7920337 31.7181311, 35.7909855 31.718727)",,,
136038462,شارع الملك عبدالله,secondary,False,False,53.032,"LINESTRING (35.7920337 31.7181311, 35.7923472 31.7185265)",,,
136038462,شارع الملك عبدالله,secondary,False,True,93.787,"LINESTRING (35.7920337 31.7181311, 35.7917636 31.717807, 35.7917072 31.7177171, 35.7916624 31.7176217, 35.7916459 31.7175089, 35.7916398 31.7174481, 35.7916478 31.7173816)",,,
703379084,شارع الملك عبدالله,secondary,True,False,15.229,"LINESTRING (35.7925954 31.718804, 35.7925115 31.7187574, 35.7924624 31.7187269)",,,
703423052,شارع الملك عبدالله,secondary,True,False,14.553,"LINESTRING (35.7925954 31.718804, 35.7925624 31.7187286, 35.7925352 31.7186838)",,,
32444615,شارع الملك طلال,residential,True,False,47.147000000000006,"LINESTRING (35.7937362 31.7174135, 35.793736 31.7173643, 35.7936286 31.7170008)",,,
35201351,شارع الملك طلال,residential,False,False,59.510000000000005,"LINESTRING (35.7937362 31.7174135, 35.7937117 31.7175188, 35.7936564 31.7176746, 35.7935586 31.7179263)",,,
703365922,,residential,False,True,46.334,"LINESTRING (35.795723 31.7152115, 35.795572 31.7148151)",,,
"[703419468, 93045439]",,residential,True,False,77.309,"LINESTRING (35.795723 31.7152115, 35.7963581 31.7149001, 35.7964294 31.7148619)",,,
106357155,Gharnatah Street,residential,False,True,37.07,"LINESTRING (35.7907856 31.7131564, 35.7910522 31.7130022, 35.7910779 31.7129795, 35.7910917 31.7129545)",,,
137745970,Abdul Qadar Al-Husseini Street,tertiary,True,False,154.817,"LINESTRING (35.7907856 31.7131564, 35.7908358 31.7133514, 35.7908593 31.7134449, 35.7908808 31.7135482, 35.7909854 31.7140387, 35.7910229 31.7143171, 35.791039 31.7145301)",,,
137745961,Dakhlallah Al-Ljailat Street,tertiary,False,False,67.744,"LINESTRING (35.791039 31.7145301, 35.7915144 31.7145588, 35.7917533 31.7145741)",,,
