osmid,oneway,ref,name,highway,reversed,length,lanes,geometry,junction,maxspeed,bridge
220737816,True,РҶ098,кӯчаи Айнӣ,secondary,False,46.853,,"LINESTRING (68.7772348 37.836147, 68.77764 37.8364211)",,,
220737825,False,,хиёбони Ваҳдат,tertiary,True,124.029,2,"LINESTRING (68.7831868 37.8324561, 68.7829182 37.8326524, 68.7825314 37.832935, 68.7821484 37.8332121)",,,
242983210,False,,кӯчаи Б. Ғафуров,tertiary,True,164.917,,"LINESTRING (68.7831868 37.8324561, 68.7832571 37.8325144, 68.7833692 37.8326073, 68.7838314 37.8329902, 68.7844658 37.8335419)",,,
220737825,False,,хиёбони Ваҳдат,tertiary,False,10.122,2,"LINESTRING (68.7780174 37.8362871, 68.7780408 37.8362694, 68.7781006 37.8362241)",,,
897492486,True,,,tertiary,False,29.469,,"LINESTRING (68.7780174 37.8362871, 68.7779835 37.8363282, 68.7778343 37.8365092)",,,
220737812,True,РҶ098,,secondary,False,9.337,,"LINESTRING (68.77764 37.8364211, 68.7776932 37.8364207, 68.7777441 37.8364327)",roundabout,,
220737812,True,РҶ098,,secondary,False,11.879,,"LINESTRING (68.7777441 37.8364327, 68.7777822 37.8364518, 68.7778129 37.8364779, 68.7778343 37.8365092)",roundabout,,
220737823,True,,,tertiary,False,28.951,,"LINESTRING (68.7777441 37.8364327, 68.7779668 37.836314, 68.7780174 37.8362871)",,,
220737812,True,РҶ098,,secondary,False,8.355,,"LINESTRING (68.7778343 37.8365092, 68.7778453 37.8365458, 68.7778436 37.8365833)",roundabout,,
220737816,True,РҶ098,кӯчаи Айнӣ,secondary,False,35.552,,"LINESTRING (68.7774963 37.8365244, 68.777302 37.8362439)",,,
220737812,True,РҶ098,,secondary,False,17.991,,"LINESTRING (68.7774963 37.8365244, 68.7775162 37.8364871, 68.7775487 37.8364559, 68.7775912 37.8364332, 68.77764 37.8364211)",roundabout,,
220737812,True,РҶ098,,secondary,False,15.514999999999999,,"LINESTRING (68.7778436 37.8365833, 68.7778242 37.8366272, 68.7777877 37.8366637, 68.7777381 37.8366888)",roundabout,,
220737821,True,РҶ098,,secondary,False,35.112,,"LINESTRING (68.7778436 37.8365833, 68.7779519 37.8366949, 68.7780867 37.836834)",,,
220737812,True,РҶ098,,secondary,False,9.193000000000001,,"LINESTRING (68.7775007 37.8366061, 68.7774908 37.8365655, 68.7774963 37.8365244)",roundabout,,
220737812,True,РҶ098,,secondary,False,10.284,,"LINESTRING (68.7777381 37.8366888, 68.7776812 37.8366997, 68.7776229 37.8366954)",roundabout,,
220737812,True,РҶ098,,secondary,False,15.15,,"LINESTRING (68.7776229 37.8366954, 68.7775704 37.8366768, 68.7775282 37.836646, 68.7775007 37.8366061)",roundabout,,
220737819,True,,хиёбони Ваҳдат,secondary,False,19.843,,"LINESTRING (68.7776229 37.8366954, 68.7775172 37.8367445, 68.7774275 37.836785)",,,
24987976,False,РҶ098,кӯчаи Айнӣ,secondary,False,4.896,2,"LINESTRING (68.7780867 37.836834, 68.778117 37.8368543, 68.7781292 37.8368625)",,,
220737821,True,РҶ098,,secondary,False,34.61,,"LINESTRING (68.7780867 37.836834, 68.777896 37.8367546, 68.7777381 37.8366888)",,,
28127631,False,,хиёбони Ваҳдат,secondary,False,20.166,,"LINESTRING (68.7774275 37.836785, 68.7773877 37.8368342, 68.777304 37.8369379)",,,
220737819,True,,хиёбони Ваҳдат,secondary,False,20.906,,"LINESTRING (68.7774275 37.836785, 68.7774449 37.8367425, 68.7774526 37.8367236, 68.7774586 37.8367089, 68.7775007 37.8366061)",,,
24987976,False,РҶ098,кӯчаи Айнӣ,secondary,False,223.361,2,"LINESTRING (68.7810425 37.8376439, 68.7820556 37.83767, 68.7820965 37.8376711, 68.7835704 37.8378378)",,,
24987976,False,РҶ098,кӯчаи Айнӣ,secondary,True,136.959,2,"LINESTRING (68.7810425 37.8376439, 68.7808429 37.8376323, 68.7804247 37.8375832, 68.7798241 37.8375217, 68.7795036 37.8374563)",,,
304634718,False,,кӯчаи Н. Ҳувайдуллоев,residential,False,217.742,,"LINESTRING (68.7810425 37.8376439, 68.7811592 37.8377937, 68.781207 37.837855, 68.7812995 37.8379769, 68.7820899 37.8386016, 68.7827206 37.839072)",,30,
230856072,False,,кӯчаи Логинов,residential,True,72.172,1,"LINESTRING (68.7860445 37.8323413, 68.785478 37.8318711)",,,
304634674,False,,кучаи А. Каххоров,residential,True,7.67,,"LINESTRING (68.7860445 37.8323413, 68.7860021 37.8324016)",,,
337344202,False,,ул.М.Осимй,residential,False,180.883,,"LINESTRING (68.7774894 37.8321092, 68.7775729 37.8321807, 68.7788852 37.8333054)",,,
304634674,False,,кучаи А. Каххоров,residential,False,7.67,,"LINESTRING (68.7860021 37.8324016, 68.7860445 37.8323413)",,,
878062645,False,,,residential,False,65.808,,"LINESTRING (68.7860021 37.8324016, 68.7865183 37.8328306)",,,
304634674,False,,кучаи А. Каххоров,residential,True,185.151,,"LINESTRING (68.7860021 37.8324016, 68.7856762 37.8326435, 68.7849698 37.8331678, 68.7846756 37.8333862, 68.7844658 37.8335419)",,,
878062645,False,,,residential,False,74.188,,"LINESTRING (68.7865183 37.8328306, 68.7870879 37.8333233)",,,
878062645,False,,,residential,True,65.808,,"LINESTRING (68.7865183 37.8328306, 68.7860021 37.8324016)",,,
220737825,False,,хиёбони Ваҳдат,tertiary,False,124.029,2,"LINESTRING (68.7821484 37.8332121, 68.7825314 37.832935, 68.7829182 37.8326524, 68.7831868 37.8324561)",,,
220737825,False,,хиёбони Ваҳдат,tertiary,True,220.53400000000002,2,"LINESTRING (68.7821484 37.8332121, 68.7820527 37.8332818, 68.7813522 37.8338038, 68.7807031 37.8342689, 68.7804516 37.8344473, 68.7802977 37.8345524)",,,
242983203,False,,кӯчаи А. Кахоров,residential,False,167.376,1,"LINESTRING (68.7821484 37.8332121, 68.7822037 37.833268, 68.7827965 37.8337566, 68.7834599 37.8343038)",,,
230856073,False,,кӯчаи Норинов,tertiary,True,179.101,,"LINESTRING (68.7788852 37.8333054, 68.7787156 37.8334293, 68.7773877 37.8343988)",,,
337344202,False,,ул.М.Осимй,residential,True,180.883,,"LINESTRING (68.7788852 37.8333054, 68.7775729 37.8321807, 68.7774894 37.8321092)",,,
878062645,False,,,residential,False,4.288,,"LINESTRING (68.7870879 37.8333233, 68.7871208 37.8333518)",,,
878062645,False,,,residential,True,74.188,,"LINESTRING (68.7870879 37.8333233, 68.7865183 37.8328306)",,,
265950328,False,,кӯчаи Лохутӣ,residential,True,185.93,,"LINESTRING (68.7870879 37.8333233, 68.7856107 37.8343867, 68.7855232 37.8344497)",,,
878062645,False,,,residential,True,4.288,,"LINESTRING (68.7871208 37.8333518, 68.7870879 37.8333233)",,,
"[878062645, 878062646]",False,,кучаи Восит Убайдуллоев,residential,False,58.774,,"LINESTRING (68.7871208 37.8333518, 68.7873465 37.833547, 68.7875721 37.8337421)",,,
878062646,False,,кучаи Восит Убайдуллоев,residential,False,28.178,,"LINESTRING (68.7875721 37.8337421, 68.7877885 37.8339292)",,,
265950331,False,,кучаи Восит Убайдуллоев,residential,True,185.29500000000002,,"LINESTRING (68.7875721 37.8337421, 68.7861227 37.834817, 68.786034 37.8348828)",,,
"[878062645, 878062646]",False,,кучаи Восит Убайдуллоев,residential,True,58.774,,"LINESTRING (68.7875721 37.8337421, 68.7873465 37.833547, 68.7871208 37.8333518)",,,
878062646,False,,кучаи Восит Убайдуллоев,residential,True,28.178,,"LINESTRING (68.7877885 37.8339292, 68.7875721 37.8337421)",,,
242983203,False,,кӯчаи А. Кахоров,residential,False,122.40100000000001,1,"LINESTRING (68.7834599 37.8343038, 68.7842224 37.833721, 68.7844658 37.8335419)",,,
242983203,False,,кӯчаи А. Кахоров,residential,True,167.376,1,"LINESTRING (68.7834599 37.8343038, 68.7827965 37.8337566, 68.7822037 37.833268, 68.7821484 37.8332121)",,,
304637719,False,,,residential,False,81.951,,"LINESTRING (68.7834599 37.8343038, 68.7834037 37.8343482, 68.7828107 37.8348332)",,,
230856073,False,,кӯчаи Норинов,tertiary,False,179.101,,"LINESTRING (68.7773877 37.8343988, 68.7787156 37.8334293, 68.7788852 37.8333054)",,,
733526688,False,,кӯчаи 1 Май,residential,True,189.95,1,"LINESTRING (68.7773877 37.8343988, 68.7774456 37.8344521, 68.7780954 37.835051, 68.7787056 37.835578, 68.7788211 37.8356778)",,,
242983210,False,,кӯчаи Б. Ғафуров,tertiary,False,137.16,,"LINESTRING (68.7855232 37.8344497, 68.7844658 37.8335419)",,,
242983210,False,,кӯчаи Б. Ғафуров,tertiary,True,65.814,,"LINESTRING (68.7855232 37.8344497, 68.7856971 37.8345971, 68.786034 37.8348828)",,,
265950328,False,,кӯчаи Лохутӣ,residential,False,185.93,,"LINESTRING (68.7855232 37.8344497, 68.7856107 37.8343867, 68.7870879 37.8333233)",,,
242983210,False,,кӯчаи Б. Ғафуров,tertiary,False,65.814,,"LINESTRING (68.786034 37.8348828, 68.7856971 37.8345971, 68.7855232 37.8344497)",,,
265950331,False,,кучаи Восит Убайдуллоев,residential,False,185.29500000000002,,"LINESTRING (68.786034 37.8348828, 68.7861227 37.834817, 68.7875721 37.8337421)",,,
220737825,False,,хиёбони Ваҳдат,tertiary,True,87.713,2,"LINESTRING (68.7788211 37.8356778, 68.7781006 37.8362241)",,,
220737825,False,,хиёбони Ваҳдат,tertiary,False,180.21099999999998,2,"LINESTRING (68.7788211 37.8356778, 68.7790367 37.835513, 68.7801644 37.8346502, 68.7802977 37.8345524)",,,
733526688,False,,кӯчаи 1 Май,residential,False,189.95000000000002,1,"LINESTRING (68.7788211 37.8356778, 68.7787056 37.835578, 68.7780954 37.835051, 68.7774456 37.8344521, 68.7773877 37.8343988)",,,
230856072,False,,кӯчаи Логинов,residential,False,86.735,1,"LINESTRING (68.784809 37.8312973, 68.785478 37.8318711)",,,
230856072,False,,кӯчаи Логинов,residential,False,72.172,1,"LINESTRING (68.785478 37.8318711, 68.7860445 37.8323413)",,,
230856072,False,,кӯчаи Логинов,residential,True,86.735,1,"LINESTRING (68.785478 37.8318711, 68.784809 37.8312973)",,,
242983210,False,,кӯчаи Б. Ғафуров,tertiary,True,137.16,,"LINESTRING (68.7844658 37.8335419, 68.7855232 37.8344497)",,,
242983203,False,,кӯчаи А. Кахоров,residential,True,122.40100000000001,1,"LINESTRING (68.7844658 37.8335419, 68.7842224 37.833721, 68.7834599 37.8343038)",,,
242983210,False,,кӯчаи Б. Ғафуров,tertiary,False,164.917,,"LINESTRING (68.7844658 37.8335419, 68.7838314 37.8329902, 68.7833692 37.8326073, 68.7832571 37.8325144, 68.7831868 37.8324561)",,,
304634674,False,,кучаи А. Каххоров,residential,False,185.151,,"LINESTRING (68.7844658 37.8335419, 68.7846756 37.8333862, 68.7849698 37.8331678, 68.7856762 37.8326435, 68.7860021 37.8324016)",,,
220737825,False,,хиёбони Ваҳдат,tertiary,False,220.534,2,"LINESTRING (68.7802977 37.8345524, 68.7804516 37.8344473, 68.7807031 37.8342689, 68.7813522 37.8338038, 68.7820527 37.8332818, 68.7821484 37.8332121)",,,
220737825,False,,хиёбони Ваҳдат,tertiary,True,180.21099999999998,2,"LINESTRING (68.7802977 37.8345524, 68.7801644 37.8346502, 68.7790367 37.835513, 68.7788211 37.8356778)",,,
304634675,False,,кӯчаи Сино,residential,False,348.29900000000004,1,"LINESTRING (68.7802977 37.8345524, 68.7803801 37.8346208, 68.7811154 37.8352222, 68.7812469 37.8353298, 68.7820827 37.8360134, 68.7830814 37.8352437)",,,
304634675,False,,кӯчаи Сино,residential,True,348.299,1,"LINESTRING (68.7830814 37.8352437, 68.7820827 37.8360134, 68.7812469 37.8353298, 68.7811154 37.8352222, 68.7803801 37.8346208, 68.7802977 37.8345524)",,,
304634722,False,,,residential,False,66.258,,"LINESTRING (68.784626 37.839745, 68.7850051 37.8392298)",,,
304634722,False,,,residential,True,61.053999999999995,,"LINESTRING (68.784626 37.839745, 68.7844292 37.8399323, 68.7842326 37.8401195, 68.7841821 37.8401676)",,,
304634718,False,,кӯчаи Н. Ҳувайдуллоев,residential,True,176.955,,"LINESTRING (68.7841821 37.8401676, 68.7837042 37.8398057, 68.7827206 37.839072)",,30,
304634722,False,,,residential,False,61.054,,"LINESTRING (68.7841821 37.8401676, 68.7842326 37.8401195, 68.7844292 37.8399323, 68.784626 37.839745)",,,
304634722,False,,,residential,True,66.258,,"LINESTRING (68.7850051 37.8392298, 68.784626 37.839745)",,,
304634718,False,,кӯчаи Н. Ҳувайдуллоев,residential,False,176.955,,"LINESTRING (68.7827206 37.839072, 68.7837042 37.8398057, 68.7841821 37.8401676)",,30,
304634718,False,,кӯчаи Н. Ҳувайдуллоев,residential,True,217.74199999999996,,"LINESTRING (68.7827206 37.839072, 68.7820899 37.8386016, 68.7812995 37.8379769, 68.781207 37.837855, 68.7811592 37.8377937, 68.7810425 37.8376439)",,30,
304637716,False,,,living_street,False,112.551,,"LINESTRING (68.7827206 37.839072, 68.78276 37.839036, 68.7830442 37.8387763, 68.7830889 37.838452, 68.7831313 37.838432, 68.783453 37.8384646)",,,
24987976,False,РҶ098,кӯчаи Айнӣ,secondary,False,89.666,2,"LINESTRING (68.7835704 37.8378378, 68.7845828 37.8379426)",,,
24987976,False,РҶ098,кӯчаи Айнӣ,secondary,True,223.361,2,"LINESTRING (68.7835704 37.8378378, 68.7820965 37.8376711, 68.7820556 37.83767, 68.7810425 37.8376439)",,,
304637716,False,,,living_street,True,70.45599999999999,,"LINESTRING (68.7835704 37.8378378, 68.7835608 37.8378941, 68.783453 37.8384646)",,,
304637719,False,,,residential,True,81.951,,"LINESTRING (68.7828107 37.8348332, 68.7834037 37.8343482, 68.7834599 37.8343038)",,,
"[244834707, 244834708, 28127631]",False,,хиёбони Ваҳдат,secondary,True,118.03399999999999,,"LINESTRING (68.7765652 37.8378528, 68.7768775 37.8374664, 68.7771595 37.8371168, 68.7772778 37.8369703, 68.7772879 37.8369578)",,,yes
