osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,ref
26289679,residential,60,False,True,4.78,,"LINESTRING (69.020847 38.5616772, 69.0208199 38.5617146)",,
"[26290088, 26283505, 269586670, 268152310]",residential,"['60', '30']",False,False,543.915,"['кӯчаи Умари Хайём', 'кӯчаи Бохтар']","LINESTRING (69.020847 38.5616772, 69.02122 38.561196, 69.021432 38.5609251, 69.0216259 38.5606772, 69.0217488 38.5605066, 69.0218487 38.5603646, 69.0221724 38.5598604, 69.0221747 38.5598231, 69.0212023 38.5593755, 69.0191472 38.5584019)",,
242692127,trunk,40,True,False,79.91799999999999,хиёбони Сомониён,"LINESTRING (69.020847 38.5616772, 69.0209818 38.5617221, 69.0211041 38.5617608, 69.0213054 38.5618092, 69.0215427 38.5618553, 69.0217248 38.5618833)",2,РБ07
26289712,tertiary,60,True,False,24.552,кӯчаи Абдулқосим Фирдавсӣ,"LINESTRING (69.0203149 38.5650938, 69.0200568 38.5650042)",2,
26290088,residential,60,False,False,289.949,кӯчаи Умари Хайём,"LINESTRING (69.0191472 38.5584019, 69.0162734 38.5570793)",,
291373427,tertiary,60,False,False,41.288,кӯчаи 20-солагии Истиқлолият,"LINESTRING (69.0191472 38.5584019, 69.0189112 38.5587241)",4,
291373427,tertiary,60,False,True,104.902,кӯчаи 20-солагии Истиқлолият,"LINESTRING (69.0191472 38.5584019, 69.0197471 38.5575834)",4,
"[26290088, 26283505, 268152310, 269586670]",residential,"['60', '30']",False,True,543.9150000000001,"['кӯчаи Умари Хайём', 'кӯчаи Бохтар']","LINESTRING (69.0191472 38.5584019, 69.0212023 38.5593755, 69.0221747 38.5598231, 69.0221724 38.5598604, 69.0218487 38.5603646, 69.0217488 38.5605066, 69.0216259 38.5606772, 69.021432 38.5609251, 69.02122 38.561196, 69.020847 38.5616772)",,
26290088,residential,60,False,True,289.949,кӯчаи Умари Хайём,"LINESTRING (69.0162734 38.5570793, 69.0191472 38.5584019)",,
26290107,residential,,False,True,88.736,,"LINESTRING (69.0162734 38.5570793, 69.0152901 38.5572928)",,
26290107,residential,,False,False,88.736,,"LINESTRING (69.0152901 38.5572928, 69.0162734 38.5570793)",,
26290101,residential,60,False,True,170.57,кӯчаи Садриддин Айнӣ,"LINESTRING (69.0152901 38.5572928, 69.0148453 38.5578982, 69.0145718 38.5582333, 69.0142567 38.5585957)",,
26290148,residential,60,False,False,240.265,кӯчаи Кишоварзон,"LINESTRING (69.0211872 38.5599494, 69.0189112 38.5587241)",,
26290152,residential,60,False,False,255.78500000000003,кӯчаи Василий Захватов,"LINESTRING (69.0209211 38.5605736, 69.019527 38.5597938, 69.0185352 38.559228)",,
26291652,residential,60,False,False,152.667,кӯчаи Камоли Хуҷандӣ,"LINESTRING (69.0160973 38.5648668, 69.0165499 38.5644041, 69.0170715 38.563727)",,
26291685,residential,,False,False,54.11800000000001,кӯчаи Тағой Эшмуродов,"LINESTRING (69.0162688 38.5655324, 69.0162742 38.5655576, 69.016297 38.5655817, 69.0163238 38.5655974, 69.0165357 38.5657117, 69.0166699 38.5657928, 69.0167417 38.5658364)",,
293441732,tertiary,60,False,False,5.586,кӯчаи 20-солагии Истиқлолият,"LINESTRING (69.017801 38.5602508, 69.01777 38.5602948)",,
242692127,trunk,40,True,False,165.686,хиёбони Сомониён,"LINESTRING (69.017801 38.5602508, 69.0180437 38.5603664, 69.0185749 38.5606184, 69.018776 38.5607108, 69.0191784 38.5609048, 69.0194283 38.561026)",2,РБ07
291373427,tertiary,60,False,True,130.433,кӯчаи 20-солагии Истиқлолият,"LINESTRING (69.017801 38.5602508, 69.0179195 38.5600741, 69.0179973 38.5599672, 69.0184608 38.5593302, 69.0185352 38.559228)",4,
26289752,residential,60,False,False,6.15,кӯчаи Бӯстон,"LINESTRING (69.0164606 38.5596244, 69.0164288 38.5596738)",2,
242692127,trunk,40,True,False,135.776,хиёбони Сомониён,"LINESTRING (69.0164606 38.5596244, 69.0169642 38.5598572, 69.0172162 38.5599738, 69.017801 38.5602508)",2,РБ07
26289712,tertiary,60,True,False,132.584,кӯчаи Абдулқосим Фирдавсӣ,"LINESTRING (69.0156741 38.5631544, 69.0155507 38.5630894, 69.0153415 38.5630034, 69.014333 38.5625882)",2,
369357231,tertiary,60,False,True,141.89499999999998,кӯчаи 20-солагии Истиқлолият,"LINESTRING (69.0156741 38.5631544, 69.0158636 38.5629043, 69.01627 38.5623613, 69.0164945 38.5620513)",4,
26289696,residential,60,False,False,6.009,кӯчаи Қурбон Ёров,"LINESTRING (69.0201169 38.5613439, 69.0200828 38.5613909)",,
242692127,trunk,40,True,False,73.507,хиёбони Сомониён,"LINESTRING (69.0201169 38.5613439, 69.020847 38.5616772)",2,РБ07
26289696,residential,60,False,True,104.738,кӯчаи Қурбон Ёров,"LINESTRING (69.0180559 38.5641485, 69.0181708 38.5639942, 69.0186649 38.5633358)",,
26289712,tertiary,60,True,False,97.638,кӯчаи Абдулқосим Фирдавсӣ,"LINESTRING (69.0180559 38.5641485, 69.0176992 38.5640122, 69.0170715 38.563727)",2,
26291662,residential,60,False,True,219.739,,"LINESTRING (69.0180559 38.5641485, 69.0174062 38.5649835, 69.0170397 38.5654657, 69.0167417 38.5658364)",,
26289679,residential,60,False,False,350.055,,"LINESTRING (69.0188636 38.5644661, 69.0208199 38.5617146)",,
26289712,tertiary,60,True,False,78.605,кӯчаи Абдулқосим Фирдавсӣ,"LINESTRING (69.0188636 38.5644661, 69.0180559 38.5641485)",2,
26289712,tertiary,60,True,False,47.956,кӯчаи Абдулқосим Фирдавсӣ,"LINESTRING (69.014333 38.5625882, 69.0140487 38.5624393, 69.0139736 38.5623931, 69.0138797 38.5623428)",2,
26289752,residential,60,False,True,371.80299999999994,кӯчаи Бӯстон,"LINESTRING (69.014333 38.5625882, 69.0147829 38.5619642, 69.0148644 38.5618511, 69.0155795 38.5608303, 69.015987 38.5602818, 69.0164288 38.5596738)",2,
26289712,tertiary,60,True,False,163.782,кӯчаи Абдулқосим Фирдавсӣ,"LINESTRING (69.0138797 38.5623428, 69.0137476 38.5622481, 69.0136644 38.5621432, 69.0135249 38.5618978, 69.0132494 38.5612522, 69.0131314 38.5610089)",2,
26290148,residential,60,False,True,240.265,кӯчаи Кишоварзон,"LINESTRING (69.0189112 38.5587241, 69.0211872 38.5599494)",,
291373427,tertiary,60,False,False,64.872,кӯчаи 20-солагии Истиқлолият,"LINESTRING (69.0189112 38.5587241, 69.0185352 38.559228)",4,
291373427,tertiary,60,False,True,41.288,кӯчаи 20-солагии Истиқлолият,"LINESTRING (69.0189112 38.5587241, 69.0191472 38.5584019)",4,
291373427,tertiary,60,False,True,64.872,кӯчаи 20-солагии Истиқлолият,"LINESTRING (69.0185352 38.559228, 69.0189112 38.5587241)",4,
