osmid,oneway,ref,highway,reversed,length,bridge,lanes,name,access,geometry
275101906,False,,residential,True,192.047,,,,,"LINESTRING (69.7775456 37.9060008, 69.7783378 37.9060947, 69.779294 37.9063691, 69.779482 37.9063889, 69.7796627 37.906391)"
275101906,False,,residential,True,97.262,,,,,"LINESTRING (69.7796627 37.906391, 69.7807213 37.9066507)"
275101906,False,,residential,False,192.04700000000003,,,,,"LINESTRING (69.7796627 37.906391, 69.779482 37.9063889, 69.779294 37.9063691, 69.7783378 37.9060947, 69.7775456 37.9060008)"
"[926911352, 926911363]",False,,residential,False,229.38799999999998,,,,,"LINESTRING (69.7796627 37.906391, 69.7797529 37.9059709, 69.7798522 37.9058661, 69.7799219 37.9057603, 69.7800238 37.9055614, 69.780044 37.9055021, 69.7800453 37.9054418, 69.7799849 37.9052863, 69.7798951 37.9050847, 69.7798994 37.9050024, 69.7799441 37.9049453, 69.7799494 37.9049125, 69.7799207 37.9048588, 69.7795498 37.9045392)"
23092715,False,РБ04,primary,False,204.56,,2,хиёбони Исмоили Сомонӣ,yes,"LINESTRING (69.7733016 37.9065898, 69.7746651 37.9080821)"
"[32621370, 23092715]",False,РБ04,primary,"[False, True]",42.995000000000005,yes,2,хиёбони Исмоили Сомонӣ,yes,"LINESTRING (69.7733016 37.9065898, 69.7732413 37.9065384, 69.7730085 37.9062805)"
275101962,False,,residential,True,661.66,,,,,"LINESTRING (69.7733016 37.9065898, 69.7736074 37.9064745, 69.774193 37.9063722, 69.7752345 37.9062445, 69.775512 37.9063155, 69.7758055 37.9064288, 69.7766643 37.9067835, 69.7769384 37.9067976, 69.7782266 37.906835, 69.7794568 37.9068959, 69.7800835 37.9070013, 69.7805009 37.9072512)"
745487938,False,,residential,True,175.383,,,,,"LINESTRING (69.7733016 37.9065898, 69.7730267 37.9066447, 69.7727853 37.9066362, 69.772147 37.9066426, 69.7717688 37.906668, 69.7716186 37.906687, 69.7715193 37.9067569, 69.7714467 37.9068788)"
275101906,False,,residential,False,97.262,,,,,"LINESTRING (69.7807213 37.9066507, 69.7796627 37.906391)"
275101964,False,,tertiary,False,37.658,,,,,"LINESTRING (69.7807213 37.9066507, 69.7806019 37.906976)"
275101964,False,,tertiary,True,190.952,,,,,"LINESTRING (69.7807213 37.9066507, 69.7810197 37.9058378, 69.7812447 37.9051178, 69.7812442 37.9049884)"
275621343,False,,tertiary,False,165.473,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7805009 37.9072512, 69.7799486 37.9086741)"
275101962,False,,residential,False,661.6600000000001,,,,,"LINESTRING (69.7805009 37.9072512, 69.7800835 37.9070013, 69.7794568 37.9068959, 69.7782266 37.906835, 69.7769384 37.9067976, 69.7766643 37.9067835, 69.7758055 37.9064288, 69.775512 37.9063155, 69.7752345 37.9062445, 69.774193 37.9063722, 69.7736074 37.9064745, 69.7733016 37.9065898)"
275101962,False,,residential,True,122.221,,,,,"LINESTRING (69.7805009 37.9072512, 69.7812596 37.907671, 69.7816755 37.9078376)"
275621357,False,,tertiary,True,31.857999999999997,yes,,,,"LINESTRING (69.7805009 37.9072512, 69.7805398 37.9071453, 69.7806019 37.906976)"
275101962,False,,residential,False,122.221,,,,,"LINESTRING (69.7816755 37.9078376, 69.7812596 37.907671, 69.7805009 37.9072512)"
275102020,False,,residential,False,214.803,,,,,"LINESTRING (69.7816755 37.9078376, 69.7813038 37.9082565, 69.7801378 37.9089347, 69.7800534 37.9089778, 69.7799447 37.9089876, 69.7798039 37.9089746)"
275621343,False,,tertiary,False,35.744,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7799486 37.9086741, 69.7798039 37.9089746)"
275621343,False,,tertiary,True,165.473,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7799486 37.9086741, 69.7805009 37.9072512)"
"[926911356, 926911357, 926911359]",False,,residential,False,241.66499999999996,,,,,"LINESTRING (69.7799486 37.9086741, 69.7793868 37.9085496, 69.779022 37.9084512, 69.7789255 37.9084195, 69.7788718 37.9083835, 69.7787029 37.9082258, 69.7786693 37.9082258, 69.7786278 37.9082491, 69.7785822 37.9082829, 69.7785486 37.9082882, 69.7784092 37.9082861, 69.7782844 37.9082967, 69.7781 37.9083221, 69.7778667 37.9083623, 69.7777587 37.9084337, 69.7775858 37.9086308, 69.7775562 37.90864)"
275621343,False,,tertiary,True,35.744,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7798039 37.9089746, 69.7799486 37.9086741)"
275102020,False,,residential,True,214.803,,,,,"LINESTRING (69.7798039 37.9089746, 69.7799447 37.9089876, 69.7800534 37.9089778, 69.7801378 37.9089347, 69.7813038 37.9082565, 69.7816755 37.9078376)"
275621343,False,,tertiary,False,55.956,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7798039 37.9089746, 69.7797543 37.9090405, 69.7796738 37.9091015, 69.7793346 37.9093088)"
275621343,False,,tertiary,False,85.963,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7793346 37.9093088, 69.7785521 37.9097741)"
275621343,False,,tertiary,True,55.956,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7793346 37.9093088, 69.7796738 37.9091015, 69.7797543 37.9090405, 69.7798039 37.9089746)"
23092715,False,РБ04,primary,True,355.556,,2,хиёбони Исмоили Сомонӣ,yes,"LINESTRING (69.7770352 37.9106759, 69.7746651 37.9080821)"
275621343,False,,tertiary,True,166.628,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7770352 37.9106759, 69.7785521 37.9097741)"
275101964,False,,tertiary,True,37.658,,,,,"LINESTRING (69.7806019 37.906976, 69.7807213 37.9066507)"
275621357,False,,tertiary,False,31.857999999999997,yes,,,,"LINESTRING (69.7806019 37.906976, 69.7805398 37.9071453, 69.7805009 37.9072512)"
495465061,False,,primary_link,True,32.455999999999996,,,,,"LINESTRING (69.7714584 37.9030744, 69.7713328 37.9030642, 69.77125 37.9030711, 69.7711727 37.9031012, 69.7711139 37.9031369)"
666211453,True,,secondary,False,47.842999999999996,,,,,"LINESTRING (69.7714584 37.9030744, 69.7717636 37.9032741, 69.7718782 37.903349)"
495999949,False,,residential,False,253.012,,,,,"LINESTRING (69.7714467 37.9068788, 69.7716277 37.9071236, 69.7717642 37.9071973, 69.7718978 37.9074058, 69.7721635 37.9079011, 69.7723 37.9080621, 69.7729752 37.9087829)"
745487938,False,,residential,False,175.38299999999998,,,,,"LINESTRING (69.7714467 37.9068788, 69.7715193 37.9067569, 69.7716186 37.906687, 69.7717688 37.906668, 69.772147 37.9066426, 69.7727853 37.9066362, 69.7730267 37.9066447, 69.7733016 37.9065898)"
495999944,False,,residential,True,230.489,,,,,"LINESTRING (69.77254 37.9088271, 69.7724307 37.9091864, 69.7723747 37.9092567, 69.772063 37.9094879, 69.7717168 37.9097713, 69.7715358 37.9098415, 69.7712025 37.9098982, 69.7706192 37.9099254)"
495999950,False,,residential,False,38.778999999999996,,,,,"LINESTRING (69.77254 37.9088271, 69.7726936 37.9088317, 69.7729752 37.9087829)"
495999949,False,,residential,False,216.035,,,,,"LINESTRING (69.7729752 37.9087829, 69.7730183 37.9090323, 69.7730068 37.909565, 69.7734772 37.9106623)"
495999949,False,,residential,True,253.01200000000003,,,,,"LINESTRING (69.7729752 37.9087829, 69.7723 37.9080621, 69.7721635 37.9079011, 69.7718978 37.9074058, 69.7717642 37.9071973, 69.7716277 37.9071236, 69.7714467 37.9068788)"
"[1253739210, 495999950]",False,,residential,False,167.87800000000001,,,,,"LINESTRING (69.7729752 37.9087829, 69.7734162 37.9086254, 69.7736776 37.9085154, 69.7738968 37.9084441, 69.7740546 37.9083773, 69.774247 37.9082901, 69.7744579 37.9081984, 69.7746172 37.9081112, 69.7746651 37.9080821)"
495999950,False,,residential,True,38.778999999999996,,,,,"LINESTRING (69.7729752 37.9087829, 69.7726936 37.9088317, 69.77254 37.9088271)"
495999944,False,,residential,False,230.48899999999998,,,,,"LINESTRING (69.7706192 37.9099254, 69.7712025 37.9098982, 69.7715358 37.9098415, 69.7717168 37.9097713, 69.772063 37.9094879, 69.7723747 37.9092567, 69.7724307 37.9091864, 69.77254 37.9088271)"
275101910,False,,tertiary,True,112.19200000000001,,,,,"LINESTRING (69.7714007 37.906346, 69.7714451 37.906325, 69.7716563 37.9062249, 69.772497 37.9058266)"
1240661049,False,,residential,False,16.946,,,Улица Нон Бои Поён,,"LINESTRING (69.7709763 37.9031218, 69.7707848 37.9031416)"
32621398,True,РБ04,primary,False,94.05099999999999,,,,,"LINESTRING (69.7709763 37.9031218, 69.7709387 37.9030113, 69.7709005 37.9028099, 69.7708818 37.9025188, 69.7709031 37.9022831)"
1240661049,False,,residential,True,16.946,,,Улица Нон Бои Поён,,"LINESTRING (69.7707848 37.9031416, 69.7709763 37.9031218)"
495999949,False,,residential,True,216.035,,,,,"LINESTRING (69.7734772 37.9106623, 69.7730068 37.909565, 69.7730183 37.9090323, 69.7729752 37.9087829)"
533012987,False,,residential,False,173.466,,,,,"LINESTRING (69.7734772 37.9106623, 69.7730721 37.9107512, 69.7728656 37.9107788, 69.7727341 37.9107788, 69.7726858 37.9107301, 69.7726242 37.9106772, 69.7725035 37.9106497, 69.7722781 37.9106264, 69.7721038 37.9106306, 69.7718892 37.9106454, 69.7716344 37.9106708, 69.7715888 37.9106793)"
533012987,False,,residential,True,173.466,,,,,"LINESTRING (69.7715888 37.9106793, 69.7716344 37.9106708, 69.7718892 37.9106454, 69.7721038 37.9106306, 69.7722781 37.9106264, 69.7725035 37.9106497, 69.7726242 37.9106772, 69.7726858 37.9107301, 69.7727341 37.9107788, 69.7728656 37.9107788, 69.7730721 37.9107512, 69.7734772 37.9106623)"
32621398,True,РБ04,primary,False,4.197,,,,,"LINESTRING (69.770988 37.9031584, 69.7709763 37.9031218)"
629618279,False,,primary_link,False,11.302,,,,,"LINESTRING (69.770988 37.9031584, 69.7711139 37.9031369)"
745476401,False,,living_street,False,100.031,,,,,"LINESTRING (69.7762573 37.9022423, 69.7765709 37.9031072)"
275101908,False,,secondary,False,64.841,,,кӯчаи Куйбышев,,"LINESTRING (69.7762573 37.9022423, 69.7762054 37.9022539, 69.7755698 37.9024556)"
745476401,False,,living_street,True,100.031,,,,,"LINESTRING (69.7765709 37.9031072, 69.7762573 37.9022423)"
926911358,False,,residential,True,46.026,,,,,"LINESTRING (69.7770627 37.908512, 69.777455 37.9086342, 69.7775193 37.9086443, 69.7775562 37.90864)"
"[926911356, 926911357, 926911359]",False,,residential,True,241.66499999999996,,,,,"LINESTRING (69.7775562 37.90864, 69.7775858 37.9086308, 69.7777587 37.9084337, 69.7778667 37.9083623, 69.7781 37.9083221, 69.7782844 37.9082967, 69.7784092 37.9082861, 69.7785486 37.9082882, 69.7785822 37.9082829, 69.7786278 37.9082491, 69.7786693 37.9082258, 69.7787029 37.9082258, 69.7788718 37.9083835, 69.7789255 37.9084195, 69.779022 37.9084512, 69.7793868 37.9085496, 69.7799486 37.9086741)"
926911358,False,,residential,False,46.026,,,,,"LINESTRING (69.7775562 37.90864, 69.7775193 37.9086443, 69.777455 37.9086342, 69.7770627 37.908512)"
1253745141,False,,residential,True,181.79899999999998,,,,,"LINESTRING (69.7775562 37.90864, 69.7775575 37.9087241, 69.7777096 37.9087631, 69.7781731 37.9088776, 69.7781625 37.9090088, 69.7780493 37.9092126, 69.7785521 37.9097741)"
926911360,False,,residential,True,57.472,,,,,"LINESTRING (69.7773725 37.9038387, 69.7774623 37.9040249, 69.7775528 37.9043344)"
926911361,False,,residential,True,51.661,,,,,"LINESTRING (69.7775528 37.9043344, 69.7781333 37.9042566)"
926911360,False,,residential,False,57.472,,,,,"LINESTRING (69.7775528 37.9043344, 69.7774623 37.9040249, 69.7773725 37.9038387)"
926911361,False,,residential,False,249.74699999999999,,,,,"LINESTRING (69.7775528 37.9043344, 69.7775013 37.9043659, 69.7773949 37.9044059, 69.7773425 37.9044632, 69.7769876 37.9045979, 69.7768829 37.9047005, 69.7766345 37.9050405, 69.7763033 37.9053045, 69.776207 37.9054245, 69.7759316 37.9058791, 69.7758453 37.9060443)"
926911362,False,,residential,True,48.213,,,,,"LINESTRING (69.7781535 37.9038233, 69.7781333 37.9042566)"
926911361,False,,residential,False,51.661,,,,,"LINESTRING (69.7781333 37.9042566, 69.7775528 37.9043344)"
926911362,False,,residential,False,48.213,,,,,"LINESTRING (69.7781333 37.9042566, 69.7781535 37.9038233)"
926911362,False,,residential,True,108.881,,,,,"LINESTRING (69.7781333 37.9042566, 69.7782228 37.9043312, 69.7782279 37.9044366, 69.7782414 37.9046365, 69.7782144 37.9047619, 69.7782194 37.9049018, 69.7782752 37.9050258, 69.77832 37.9051942)"
23092715,False,РБ04,primary,False,355.556,,2,хиёбони Исмоили Сомонӣ,yes,"LINESTRING (69.7746651 37.9080821, 69.7770352 37.9106759)"
23092715,False,РБ04,primary,True,204.56,,2,хиёбони Исмоили Сомонӣ,yes,"LINESTRING (69.7746651 37.9080821, 69.7733016 37.9065898)"
"[1253739210, 495999950]",False,,residential,True,167.87800000000001,,,,,"LINESTRING (69.7746651 37.9080821, 69.7746172 37.9081112, 69.7744579 37.9081984, 69.774247 37.9082901, 69.7740546 37.9083773, 69.7738968 37.9084441, 69.7736776 37.9085154, 69.7734162 37.9086254, 69.7729752 37.9087829)"
275621343,False,,tertiary,False,166.628,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7785521 37.9097741, 69.7770352 37.9106759)"
275621343,False,,tertiary,True,85.963,,,Кӯчаи Худоёр Назаров,,"LINESTRING (69.7785521 37.9097741, 69.7793346 37.9093088)"
1253745141,False,,residential,False,181.799,,,,,"LINESTRING (69.7785521 37.9097741, 69.7780493 37.9092126, 69.7781625 37.9090088, 69.7781731 37.9088776, 69.7777096 37.9087631, 69.7775575 37.9087241, 69.7775562 37.90864)"
