osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry
438780974,False,Strada Ștefan cel Mare și Sfînt,residential,True,259.496,,,"LINESTRING (28.1932861 45.9071973, 28.1900521 45.906579)"
40484549,False,Bulevardul Republicii,secondary,True,130.822,L664,50,"LINESTRING (28.1932861 45.9071973, 28.1934823 45.9066912, 28.1937265 45.9060614)"
157660636,False,Strada Ștefan cel Mare și Sfînt,secondary,False,256.62199999999996,L664,50,"LINESTRING (28.1932861 45.9071973, 28.1946388 45.907458, 28.1964808 45.9078176)"
157660636,False,Strada Ștefan cel Mare și Sfînt,secondary,True,117.847,L664,50,"LINESTRING (28.1997163 45.9084737, 28.1982538 45.9081776)"
40484312,False,Strada Vasile Stroiescu,residential,False,132.998,,50,"LINESTRING (28.1997163 45.9084737, 28.1998485 45.9081378, 28.2001703 45.9073201)"
658375463,False,Strada 31 August 1989,residential,True,125.427,,50,"LINESTRING (28.2006263 45.9062198, 28.1990704 45.9059032)"
40484312,False,Strada Vasile Stroiescu,residential,False,128.346,,50,"LINESTRING (28.2006263 45.9062198, 28.2008692 45.9055992, 28.2010621 45.9051061)"
40484312,False,Strada Vasile Stroiescu,residential,True,127.333,,50,"LINESTRING (28.2006263 45.9062198, 28.2004647 45.9066097, 28.2004247 45.9067063, 28.2001703 45.9073201)"
42145784,False,Strada Alexei Șciusev,residential,True,18.503,,50,"LINESTRING (28.2005907 45.9025632, 28.2004784 45.9025839, 28.200356 45.902592)"
319233966,False,Strada Alexandr Pușkin,residential,False,189.623,,50,"LINESTRING (28.2005907 45.9025632, 28.2001463 45.9020701, 28.1996308 45.9015079, 28.1994614 45.9013551, 28.1992898 45.9012139, 28.1992134 45.9011562)"
40615339,False,Strada Mihail Frunze,residential,False,125.926,,50,"LINESTRING (28.1992134 45.9011562, 28.1987613 45.9022441)"
319233966,False,Strada Alexandr Pușkin,residential,False,41.003,,50,"LINESTRING (28.1992134 45.9011562, 28.1991046 45.9010807, 28.1990033 45.9010354, 28.1988798 45.900997, 28.1987649 45.9009716)"
