osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,junction
83250816,улица Ленина,residential,False,False,65.881,"LINESTRING (29.1453905 47.2696402, 29.1461366 47.2696154, 29.1462627 47.2696127)",,,,
239663403,улица Ленина,tertiary,False,False,97.233,"LINESTRING (29.1453905 47.2696402, 29.1450467 47.2699405, 29.144949 47.2700461, 29.14465 47.2703549)",L423,,,
471363224,улица Котовского,tertiary,False,True,46.962,"LINESTRING (29.1453905 47.2696402, 29.1456863 47.2693642, 29.1457604 47.2693006)",L423,,,
83250767,улица Дзержинского,trunk,False,True,120.602,"LINESTRING (29.1500272 47.27051, 29.1507688 47.2714708)",M4,2,,
83250767,улица Дзержинского,trunk,False,False,119.83100000000002,"LINESTRING (29.1500272 47.27051, 29.1496087 47.2698795, 29.149451 47.2696475, 29.1493734 47.2695279)",M4,2,,
239703799,улица Дзержинского,residential,False,False,205.62499999999997,"LINESTRING (29.1500272 47.27051, 29.1503987 47.2708067, 29.1511047 47.2713002, 29.1516787 47.2717096, 29.1517443 47.2717364, 29.1517982 47.271725, 29.1518496 47.271711, 29.1519364 47.271658)",,,,
49590414,улица Ленина,tertiary,False,True,281.95799999999997,"LINESTRING (29.1544021 47.2678654, 29.1532436 47.2682261, 29.1527446 47.2683925, 29.1517242 47.2687415, 29.1515828 47.2687898, 29.1510363 47.2689663)",L709,,,
239703805,улица Свердлова,tertiary,False,False,118.97399999999999,"LINESTRING (29.1544021 47.2678654, 29.1543594 47.2677601, 29.1543113 47.2676592, 29.1541697 47.2672837, 29.1540617 47.2669247, 29.1540553 47.2668241)",,,70,
"[470924573, 49590438]","['улица Космодемьянской', 'улица Зои Космодемьянской']",residential,False,True,196.362,"LINESTRING (29.1544021 47.2678654, 29.1544676 47.2679544, 29.1546947 47.2682245, 29.1548106 47.2683324, 29.1548295 47.2683564, 29.155023 47.2685821, 29.1552581 47.2688425, 29.155698 47.2693953)",,,,
83250705,улица Карла Маркса,residential,False,True,207.124,"LINESTRING (29.1540553 47.2668241, 29.1529912 47.2670397, 29.1521178 47.2672306, 29.1516253 47.2673316, 29.1514361 47.2673804)",,,,
239703805,улица Свердлова,tertiary,False,False,24.67,"LINESTRING (29.1540553 47.2668241, 29.1540632 47.2667287, 29.1540762 47.2666027)",,,70,
239703805,улица Свердлова,tertiary,False,True,118.97399999999999,"LINESTRING (29.1540553 47.2668241, 29.1540617 47.2669247, 29.1541697 47.2672837, 29.1543113 47.2676592, 29.1543594 47.2677601, 29.1544021 47.2678654)",,,70,
239703805,улица Свердлова,tertiary,False,True,103.694,"LINESTRING (29.1541718 47.2645591, 29.1541403 47.2654914)",,,70,
49616915,улица Калинина,residential,False,True,198.224,"LINESTRING (29.1541718 47.2645591, 29.1536862 47.2645804, 29.1531605 47.264584, 29.1518615 47.2645751, 29.1515464 47.2645642)",,,,
83250767,улица Дзержинского,trunk,False,False,120.602,"LINESTRING (29.1507688 47.2714708, 29.1500272 47.27051)",M4,2,,
83250693,переулок Свердлова,residential,False,False,17.013,"LINESTRING (29.1515464 47.2645642, 29.1513644 47.2644739)",,,,
49616915,улица Калинина,residential,False,False,198.224,"LINESTRING (29.1515464 47.2645642, 29.1518615 47.2645751, 29.1531605 47.264584, 29.1536862 47.2645804, 29.1541718 47.2645591)",,,,
83250693,переулок Свердлова,residential,False,True,221.23999999999998,"LINESTRING (29.1515464 47.2645642, 29.1520554 47.2647569, 29.1541403 47.2654914)",,,,
