osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry
125945960,True,2,Avenida Túpac Amaru,tertiary,50,False,26.25,,"LINESTRING (-76.153303 -13.7129806, -76.1530643 -13.7130248)"
514905745,False,2,Antigua Carretera Panamericana Sur,primary,30,True,43.425,PE-1S,"LINESTRING (-76.153303 -13.7129806, -76.1534036 -13.7133587)"
1046538886,False,2,Antigua Carretera Panamericana Sur,trunk,30,False,8.536,PE-1S,"LINESTRING (-76.153303 -13.7129806, -76.1532871 -13.7129054)"
190931645,False,,Calle Miramar,unclassified,,False,43.851,,"LINESTRING (-76.145701 -13.709273, -76.1461037 -13.7092234)"
507662285,False,,,unclassified,,False,37.318,,"LINESTRING (-76.145701 -13.709273, -76.14539 -13.7094191)"
513999944,False,,Jirón Los Hermanos Ayar,residential,,True,50.052,,"LINESTRING (-76.145701 -13.709273, -76.1456532 -13.7094543, -76.1456532 -13.7095449, -76.1456624 -13.709612, -76.1456749 -13.7096587, -76.1456977 -13.7097106)"
507662290,True,2,Avenida Pachacutec,tertiary,,False,40.776,,"LINESTRING (-76.1452866 -13.7120323, -76.1454983 -13.7123359)"
190931391,False,,Avenida Inca Roca,residential,,True,114.619,,"LINESTRING (-76.1452866 -13.7120323, -76.1459137 -13.7116833, -76.1462163 -13.7115363)"
190931375,False,,Avenida Mayta Capac,residential,,False,71.742,,"LINESTRING (-76.1463206 -13.7135527, -76.146966 -13.7134006)"
190931526,False,,Calle 1,residential,,True,138.573,,"LINESTRING (-76.1463206 -13.7135527, -76.1474435 -13.7129502)"
507662290,True,2,Avenida Pachacutec,tertiary,,False,113.04299999999999,,"LINESTRING (-76.1463206 -13.7135527, -76.1464227 -13.7139235, -76.1465802 -13.7145375)"
125945960,True,2,Avenida Túpac Amaru,tertiary,50,False,72.86,,"LINESTRING (-76.1530643 -13.7130248, -76.1524113 -13.7131888)"
190931629,False,,Avenida Diez Canseco,residential,,False,9.708,,"LINESTRING (-76.1530643 -13.7130248, -76.1530421 -13.7129402)"
190931629,False,,Avenida Diez Canseco,residential,,True,114.124,,"LINESTRING (-76.1530643 -13.7130248, -76.1533306 -13.714018)"
125945960,True,2,Avenida Túpac Amaru,tertiary,50,False,15.067,,"LINESTRING (-76.146601 -13.7146303, -76.1464662 -13.7146651)"
1160108924,True,2,Avenida Pachacutec,residential,,False,113.612,,"LINESTRING (-76.146601 -13.7146303, -76.1466922 -13.7150331, -76.1468337 -13.7156267)"
507662290,True,2,Avenida Pachacutec,tertiary,,False,38.52,,"LINESTRING (-76.1457089 -13.7126381, -76.1459066 -13.7129264)"
511574959,False,,Calle 4,residential,,False,148.718,,"LINESTRING (-76.1457089 -13.7126381, -76.14691 -13.7119845)"
1046538886,False,2,Antigua Carretera Panamericana Sur,trunk,30,False,86.363,PE-1S,"LINESTRING (-76.1532146 -13.7126353, -76.1530183 -13.7118824)"
1046538886,False,2,Antigua Carretera Panamericana Sur,trunk,30,True,31.038,PE-1S,"LINESTRING (-76.1532146 -13.7126353, -76.1532871 -13.7129054)"
190802085,True,2,Túpac Amaru,trunk_link,60,False,52.58100000000001,,"LINESTRING (-76.1532146 -13.7126353, -76.1533055 -13.7127251, -76.1533781 -13.7127876, -76.1534537 -13.7128376, -76.153529 -13.7128742, -76.1536088 -13.712901)"
190802329,True,1,,trunk_link,,False,12.344,,"LINESTRING (-76.1536105 -13.7129768, -76.1536913 -13.7128983)"
656098341,True,2,Avenida Fermín Tangüis,trunk,60,False,33.221,PE-1SB,"LINESTRING (-76.1536105 -13.7129768, -76.153303 -13.7129806)"
514905745,False,2,Antigua Carretera Panamericana Sur,primary,30,False,43.425,PE-1S,"LINESTRING (-76.1534036 -13.7133587, -76.153303 -13.7129806)"
