osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,bridge
817610522,unclassified,False,False,10.497,,,,"LINESTRING (-71.5676845 -13.6080848, -71.5676223 -13.6080123)",
320419720,trunk,False,False,244.651,PE-30C,Carretera Interocéanica Sur,30,"LINESTRING (-71.5676845 -13.6080848, -71.5675962 -13.6080918, -71.5674469 -13.6081225, -71.565467 -13.608524)",
320419720,trunk,False,True,20.607,PE-30C,Carretera Interocéanica Sur,30,"LINESTRING (-71.5676845 -13.6080848, -71.5677812 -13.6080859, -71.5678288 -13.6080898, -71.5678746 -13.6080957)",
"[186707257, 186707249, 186707247]",trunk,False,False,115.675,PE-30C,"['Avenida Desamparados', 'Carretera Interocéanica Sur']",30,"LINESTRING (-71.5617973 -13.607147, -71.5617523 -13.6072602, -71.5617212 -13.6073636, -71.5616965 -13.6075303, -71.5616778 -13.6078396, -71.5616596 -13.6080855, -71.5616383 -13.6081694)",yes
186707247,trunk,False,True,183.649,PE-30C,Avenida Desamparados,30,"LINESTRING (-71.5617973 -13.607147, -71.5618609 -13.6070529, -71.5619158 -13.6069854, -71.5620643 -13.6068513, -71.5631383 -13.6061529)",
1189012580,residential,False,True,49.536,,,,"LINESTRING (-71.5617973 -13.607147, -71.5617216 -13.607076, -71.5615122 -13.6067996)",
186707247,trunk,False,False,78.061,PE-30C,Avenida Desamparados,30,"LINESTRING (-71.5637386 -13.6057625, -71.5631383 -13.6061529)",
320427328,residential,False,False,77.144,,Calle Francisco Pizarro,,"LINESTRING (-71.5637386 -13.6057625, -71.564122 -13.6063477)",
980225593,residential,False,True,40.088,,Calle Francisco Pizarro,,"LINESTRING (-71.5637386 -13.6057625, -71.5635267 -13.6054666)",
186707247,trunk,False,True,278.837,PE-30C,Avenida Desamparados,30,"LINESTRING (-71.5637386 -13.6057625, -71.5650607 -13.6049796, -71.5653525 -13.6048068, -71.5654888 -13.6046771, -71.5656601 -13.6044173, -71.5657434 -13.6043228, -71.5657838 -13.6042881)",
186707247,trunk,False,False,278.837,PE-30C,Avenida Desamparados,30,"LINESTRING (-71.5657838 -13.6042881, -71.5657434 -13.6043228, -71.5656601 -13.6044173, -71.5654888 -13.6046771, -71.5653525 -13.6048068, -71.5650607 -13.6049796, -71.5637386 -13.6057625)",
"[186707256, 320419720, 186707247]",trunk,False,True,62.903,PE-30C,"['Avenida Desamparados', 'Carretera Interocéanica Sur']",30,"LINESTRING (-71.5657838 -13.6042881, -71.5658232 -13.6042628, -71.5658809 -13.6042374, -71.5659287 -13.6042269, -71.5659761 -13.6042205, -71.5660135 -13.6042222, -71.566161 -13.6042733, -71.5663196 -13.6043572)",yes
628625151,secondary,False,True,203.122,CU-1036,,,"LINESTRING (-71.5657838 -13.6042881, -71.5657859 -13.6042166, -71.5658544 -13.6041208, -71.5659338 -13.6040089, -71.5658708 -13.6038651, -71.5657694 -13.6037719, -71.5656324 -13.603748, -71.56549 -13.6038092, -71.5653332 -13.6038934, -71.565062 -13.6040433, -71.5646687 -13.6042744)",
628625151,secondary,False,False,203.122,CU-1036,,,"LINESTRING (-71.5646687 -13.6042744, -71.565062 -13.6040433, -71.5653332 -13.6038934, -71.56549 -13.6038092, -71.5656324 -13.603748, -71.5657694 -13.6037719, -71.5658708 -13.6038651, -71.5659338 -13.6040089, -71.5658544 -13.6041208, -71.5657859 -13.6042166, -71.5657838 -13.6042881)",
"[320427330, 1189012579]",residential,False,True,129.50900000000001,,Avenida Bolívar,,"LINESTRING (-71.5646687 -13.6042744, -71.5647091 -13.6043411, -71.564694 -13.6044032, -71.5646739 -13.6044555, -71.5646906 -13.6045099, -71.5647691 -13.6045881, -71.5646859 -13.6046797, -71.56458 -13.6047577, -71.5644828 -13.6048305, -71.5641107 -13.605065)",
1189012583,residential,False,True,32.955,,Avenida Matias Troncoso,,"LINESTRING (-71.5646687 -13.6042744, -71.5644481 -13.6043506, -71.5643959 -13.6043971)",
320419720,trunk,False,True,9.642,PE-30C,Carretera Interocéanica Sur,30,"LINESTRING (-71.5663196 -13.6043572, -71.566401 -13.6043927)",
"[320419720, 186707256, 186707247]",trunk,False,False,62.90299999999999,PE-30C,"['Avenida Desamparados', 'Carretera Interocéanica Sur']",30,"LINESTRING (-71.5663196 -13.6043572, -71.566161 -13.6042733, -71.5660135 -13.6042222, -71.5659761 -13.6042205, -71.5659287 -13.6042269, -71.5658809 -13.6042374, -71.5658232 -13.6042628, -71.5657838 -13.6042881)",yes
980225593,residential,False,False,40.141,,Calle Francisco Pizarro,,"LINESTRING (-71.5633116 -13.6051723, -71.5635267 -13.6054666)",
980225593,residential,False,True,37.112,,Calle Francisco Pizarro,,"LINESTRING (-71.5633116 -13.6051723, -71.5631145 -13.604899)",
1189012582,residential,False,True,76.98,,Avenida Miguel Grau,,"LINESTRING (-71.5633116 -13.6051723, -71.562715 -13.6055505)",
1189012583,residential,False,False,79.017,,Avenida Matias Troncoso,,"LINESTRING (-71.5633116 -13.6051723, -71.5636773 -13.6049065, -71.5639073 -13.6047609)",
226267540,residential,False,False,52.706,,,,"LINESTRING (-71.5611245 -13.6064684, -71.5613618 -13.6068825)",
1189012582,residential,False,False,22.392,,Avenida Miguel Grau,,"LINESTRING (-71.5611245 -13.6064684, -71.5612995 -13.6063606)",
1189012581,residential,False,True,18.686,,Avenida Bolívar,,"LINESTRING (-71.5615122 -13.6067996, -71.5613618 -13.6068825)",
320427325,residential,False,False,102.16499999999999,,Avenida Bolívar,,"LINESTRING (-71.5615122 -13.6067996, -71.5615471 -13.6067649, -71.5618213 -13.6065654, -71.5618954 -13.6065104, -71.5619942 -13.6064415, -71.562278 -13.606263)",
1189012580,residential,False,False,49.536,,,,"LINESTRING (-71.5615122 -13.6067996, -71.5617216 -13.607076, -71.5617973 -13.607147)",
226267540,residential,False,True,52.706,,,,"LINESTRING (-71.5613618 -13.6068825, -71.5611245 -13.6064684)",
1189012581,residential,False,False,18.686,,Avenida Bolívar,,"LINESTRING (-71.5613618 -13.6068825, -71.5615122 -13.6067996)",
226267533,residential,False,False,169.9,,Avenida Bolívar,,"LINESTRING (-71.5613618 -13.6068825, -71.5610842 -13.6070987, -71.5608403 -13.6072954, -71.5607049 -13.607461, -71.5605828 -13.60768, -71.5605466 -13.6080319, -71.5605466 -13.6080918)",
320419720,trunk,False,False,20.607,PE-30C,Carretera Interocéanica Sur,30,"LINESTRING (-71.5678746 -13.6080957, -71.5678288 -13.6080898, -71.5677812 -13.6080859, -71.5676845 -13.6080848)",
817610349,residential,False,False,147.782,,,,"LINESTRING (-71.5678746 -13.6080957, -71.5676826 -13.6083669, -71.567468 -13.6086523, -71.5673527 -13.6088087, -71.5672444 -13.6089107, -71.5670429 -13.6091476)",
320419720,trunk,False,False,380.194,PE-30C,Carretera Interocéanica Sur,30,"LINESTRING (-71.5646619 -13.6086779, -71.5645599 -13.6086809, -71.5644643 -13.6086743, -71.5643842 -13.6086457, -71.5643055 -13.6086013, -71.5642421 -13.6085376, -71.5641917 -13.6084737, -71.5641602 -13.6083994, -71.5641374 -13.6083186, -71.5641281 -13.6082286, -71.5641316 -13.6081431, -71.5641602 -13.6080475, -71.5641954 -13.6079584, -71.564473 -13.6073567, -71.5646068 -13.6071343, -71.5648182 -13.6068827, -71.5656414 -13.6061144)",
