osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref
518974850,True,2,Jirón R Saenz Peña,residential,False,61.037,,"LINESTRING (-78.5954187 -9.0711841, -78.5952653 -9.0706565)",
1116449185,True,,Jirón Alfonso Ugarte,residential,False,120.758,40,"LINESTRING (-78.5954187 -9.0711841, -78.5943689 -9.0715077)",
94765520,True,,Jirón Elías Aguirre,residential,False,7.288,,"LINESTRING (-78.5926416 -9.0769897, -78.5926233 -9.0769267)",
519771436,True,2,Avenida Francisco Bolognesi,primary,False,113.017,40,"LINESTRING (-78.5926416 -9.0769897, -78.591728 -9.0772654, -78.5916574 -9.0772872)",
94765647,True,2,Jirón Ladislao Espinar,residential,False,115.971,,"LINESTRING (-78.5906221 -9.0738453, -78.59163 -9.0735336)",
519774975,True,2,Jirón Manuel Ruiz,residential,False,115.406,,"LINESTRING (-78.5906221 -9.0738453, -78.5909214 -9.0748402)",
94765520,True,,Jirón Elías Aguirre,residential,False,116.437,,"LINESTRING (-78.5919285 -9.0745384, -78.59163 -9.0735336)",
519471014,True,2,Jirón Leoncio Prado,residential,False,115.563,,"LINESTRING (-78.5919285 -9.0745384, -78.5909214 -9.0748402)",
94762439,True,,Jirón Leoncio Prado,residential,False,52.371,,"LINESTRING (-78.5970877 -9.0729921, -78.5975447 -9.0728573)",
94763145,True,2,Jirón Leoncio Prado,residential,False,117.774,,"LINESTRING (-78.5970877 -9.0729921, -78.5960619 -9.0733015)",
519828060,False,2,Jirón Guillermo Moore,secondary,False,122.787,40,"LINESTRING (-78.5970877 -9.0729921, -78.5967712 -9.071933)",
519828060,False,2,Jirón Guillermo Moore,secondary,True,58.862,40,"LINESTRING (-78.5970877 -9.0729921, -78.5972455 -9.073498)",
519828056,True,2,Prolongación Miguel Grau,residential,False,119.947,,"LINESTRING (-78.5981458 -9.0764376, -78.5970901 -9.0767148)",
566074745,False,,,residential,False,123.412,,"LINESTRING (-78.5981458 -9.0764376, -78.5979435 -9.0757309, -78.5978282 -9.0753731)",
94763410,True,,Jirón Ladislao Espinar,residential,False,91.999,,"LINESTRING (-78.5972469 -9.0717827, -78.5980553 -9.0715653)",
566074767,False,,,residential,False,64.355,,"LINESTRING (-78.5972469 -9.0717827, -78.5974032 -9.0723405)",
94765647,True,2,Jirón Ladislao Espinar,residential,False,12.837,,"LINESTRING (-78.5894814 -9.0741963, -78.589593 -9.0741619)",
459668909,True,3,Avenida José Gálvez,primary,False,111.603,50,"LINESTRING (-78.5894814 -9.0741963, -78.5891933 -9.0732338)",PE-1N
515875843,True,,Jirón Manuel Ruiz,residential,False,118.19,,"LINESTRING (-78.5896584 -9.0707394, -78.5899919 -9.07175)",
519828060,False,2,Jirón Guillermo Moore,secondary,False,58.862,40,"LINESTRING (-78.5972455 -9.073498, -78.5970877 -9.0729921)",
519828060,False,2,Jirón Guillermo Moore,secondary,True,62.434,40,"LINESTRING (-78.5972455 -9.073498, -78.5974129 -9.0740346)",
519828056,True,2,Prolongación Miguel Grau,residential,False,137.388,,"LINESTRING (-78.5908417 -9.0785457, -78.5896518 -9.0789278)",
639452724,False,,,residential,False,99.88,,"LINESTRING (-78.5908417 -9.0785457, -78.590827 -9.0784924, -78.590618 -9.0777371, -78.5906003 -9.0776797)",
128137345,True,,Jirón Manuel Villavicencio,residential,False,119.579,,"LINESTRING (-78.5916712 -9.0701236, -78.5919819 -9.0711543)",
94774490,True,2,Jirón Francisco Pizarro,tertiary,False,112.52199999999999,40,"LINESTRING (-78.5916712 -9.0701236, -78.5912279 -9.0702576, -78.5912105 -9.0702628, -78.5906913 -9.0704197)",
519828056,True,2,Prolongación Miguel Grau,residential,False,116.999,,"LINESTRING (-78.5960208 -9.0770087, -78.5949991 -9.0773074)",
520350569,True,2,Prolongación Jirón Alfonso Ugarte,trunk,False,12.998,40,"LINESTRING (-78.58916 -9.0731301, -78.5892782 -9.0731237)",
94769344,True,,Jirón Enrique Palacios,residential,False,51.117,,"LINESTRING (-78.593357 -9.0718121, -78.5932252 -9.0713712)",
1116449185,True,,Jirón Alfonso Ugarte,residential,False,124.122,40,"LINESTRING (-78.593357 -9.0718121, -78.5922856 -9.072168)",
1230270391,True,3,Avenida José Pardo,primary,False,13.389,50,"LINESTRING (-78.5902974 -9.0764895, -78.5901801 -9.0765224)",
459668911,True,2,Avenida José Gálvez,primary,False,118.307,40,"LINESTRING (-78.5902974 -9.0764895, -78.5905934 -9.0774644, -78.5906066 -9.0775087)",PE-1N
892713925,True,2,Jirón Leoncio Prado,residential,False,13.879,,"LINESTRING (-78.5898797 -9.0751111, -78.5897537 -9.0751012)",
892713921,True,2,Avenida José Gálvez,primary,False,121.245,50,"LINESTRING (-78.5898797 -9.0751111, -78.5901076 -9.0758626, -78.5901963 -9.0761557)",PE-1N
94773421,True,3,Avenida José Pardo,primary,False,118.962,50,"LINESTRING (-78.5963769 -9.0743476, -78.5974129 -9.0740346)",
518974850,True,2,Jirón R Saenz Peña,residential,False,121.355,,"LINESTRING (-78.5963769 -9.0743476, -78.5960619 -9.0733015)",
520044008,True,,Jirón Tumbes,residential,False,117.221,,"LINESTRING (-78.5896518 -9.0789278, -78.589635 -9.0788756, -78.5893898 -9.0781155, -78.5893365 -9.0779208)",
518974850,True,2,Jirón R Saenz Peña,residential,False,5.788,,"LINESTRING (-78.5967793 -9.0757112, -78.5967643 -9.0756613)",
519771436,True,2,Avenida Francisco Bolognesi,primary,False,119.552,40,"LINESTRING (-78.5967793 -9.0757112, -78.5957396 -9.0760304)",
519506444,False,,Pasaje 12,residential,False,54.89,,"LINESTRING (-78.5979013 -9.0709913, -78.5977536 -9.0705197)",
519506444,False,,Pasaje 12,residential,True,66.028,,"LINESTRING (-78.5979013 -9.0709913, -78.5980553 -9.0715653)",
566074768,False,,,residential,False,149.196,,"LINESTRING (-78.5979013 -9.0709913, -78.5966023 -9.0713848)",
94765647,True,2,Jirón Ladislao Espinar,residential,False,120.657,,"LINESTRING (-78.5946936 -9.0725646, -78.5957492 -9.0722632)",
94772922,True,,Jirón Carlos de los Heros,residential,False,120.114,,"LINESTRING (-78.5946936 -9.0725646, -78.5950128 -9.0735978)",
519828060,False,2,Jirón Guillermo Moore,secondary,False,62.434,40,"LINESTRING (-78.5974129 -9.0740346, -78.5972455 -9.073498)",
459668893,False,4,Jirón Guillermo Moore,secondary,True,38.033,40,"LINESTRING (-78.5974129 -9.0740346, -78.5974572 -9.0741768, -78.5975148 -9.0743615)",
94773421,True,3,Avenida José Pardo,primary,False,113.705,50,"LINESTRING (-78.5912264 -9.0758542, -78.5922193 -9.0755638)",
519774975,True,2,Jirón Manuel Ruiz,residential,False,38.522000000000006,,"LINESTRING (-78.5912264 -9.0758542, -78.5912763 -9.0760202, -78.5913263 -9.0761863)",
