osmid,name,highway,oneway,reversed,length,geometry,junction,ref,maxspeed
25917487,Kibo Road,secondary,False,True,278.754,"LINESTRING (37.3435735 -3.3483854, 37.343665 -3.348052, 37.3437034 -3.3478998, 37.343752 -3.3477048, 37.3437894 -3.3475683, 37.3441837 -3.3459538)",,,
25917673,Clock Tower Roundabout,secondary,True,False,45.67,"LINESTRING (37.3435735 -3.3483854, 37.343628 -3.3484269, 37.3437182 -3.3485204, 37.3437616 -3.3486044, 37.3437722 -3.3486689, 37.3437729 -3.3487215)",roundabout,,
25917673,Clock Tower Roundabout,secondary,True,False,23.734,"LINESTRING (37.3432337 -3.3485206, 37.3432626 -3.3484637, 37.3433048 -3.3484236, 37.3433839 -3.3483774)",roundabout,,
25917674,Boma Road,unclassified,False,False,126.238,"LINESTRING (37.3432337 -3.3485206, 37.3431415 -3.3484858, 37.3430268 -3.3484537, 37.3427828 -3.3483988, 37.3425628 -3.348362, 37.3421195 -3.3483101)",,,
449004624,Rindi Lane,residential,False,False,113.083,"LINESTRING (37.3421195 -3.3483101, 37.3426064 -3.3474168)",,,
936353428,Rindi Lane,residential,False,True,81.751,"LINESTRING (37.3421195 -3.3483101, 37.3417626 -3.3489532)",,,
25917674,Boma Road,unclassified,False,False,214.69,"LINESTRING (37.3421195 -3.3483101, 37.3411614 -3.3481478, 37.3402118 -3.3479925)",,,
25917674,Boma Road,unclassified,False,True,126.238,"LINESTRING (37.3421195 -3.3483101, 37.3425628 -3.348362, 37.3427828 -3.3483988, 37.3430268 -3.3484537, 37.3431415 -3.3484858, 37.3432337 -3.3485206)",,,
37877257,Aga Khan Road,residential,False,True,9.572,"LINESTRING (37.3430815 -3.3508328, 37.3430127 -3.3507809)",,,
56670801,Kaunda Street,residential,False,True,168.376,"LINESTRING (37.3430815 -3.3508328, 37.343346 -3.3510021, 37.3435306 -3.3511158, 37.3436236 -3.351148, 37.3436989 -3.3511496, 37.3438205 -3.3510684, 37.3441637 -3.350499)",,,
75738728,Mtaa wa Kilima,unclassified,False,False,58.57,"LINESTRING (37.3406269 -3.3529348, 37.3401833 -3.3526496)",,,
935799451,Hill Street,unclassified,False,True,37.65,"LINESTRING (37.3406269 -3.3529348, 37.3409046 -3.3531292)",,,
667113171,Market Street,tertiary,False,True,343.43100000000004,"LINESTRING (37.3406269 -3.3529348, 37.3407988 -3.352679, 37.3411686 -3.3521234, 37.3415295 -3.3515811, 37.3418897 -3.3510392, 37.3420284 -3.3508397, 37.3421492 -3.3506481, 37.3423326 -3.3503583)",,,
37877257,Aga Khan Road,residential,False,False,88.976,"LINESTRING (37.3423326 -3.3503583, 37.342503 -3.3504774, 37.3428141 -3.3506584, 37.3430127 -3.3507809)",,,
37877257,Aga Khan Road,residential,False,True,136.80900000000003,"LINESTRING (37.3423326 -3.3503583, 37.3421956 -3.3502615, 37.3419904 -3.350068, 37.341735 -3.3497964, 37.3415823 -3.3496426, 37.341513 -3.349568, 37.341451 -3.3495024)",,,
449001621,Market Street,tertiary,True,False,168.81199999999998,"LINESTRING (37.3423326 -3.3503583, 37.3429199 -3.3494966, 37.3429809 -3.3494096, 37.3430399 -3.3493574, 37.3431378 -3.3493226, 37.3433251 -3.349312)",,,
667113171,Market Street,tertiary,False,False,343.43100000000004,"LINESTRING (37.3423326 -3.3503583, 37.3421492 -3.3506481, 37.3420284 -3.3508397, 37.3418897 -3.3510392, 37.3415295 -3.3515811, 37.3411686 -3.3521234, 37.3407988 -3.352679, 37.3406269 -3.3529348)",,,
449001626,Station Road,unclassified,False,True,20.53,"LINESTRING (37.3437729 -3.3487215, 37.3439457 -3.3487873)",,,
25917673,Clock Tower Roundabout,secondary,True,False,20.644,"LINESTRING (37.3437729 -3.3487215, 37.3437319 -3.3488108, 37.3436729 -3.3488754)",roundabout,,
25917673,Clock Tower Roundabout,secondary,True,False,44.729,"LINESTRING (37.3436729 -3.3488754, 37.343573 -3.3489076, 37.3435147 -3.3489055, 37.3434295 -3.3488785, 37.3433712 -3.34886, 37.3433026 -3.3488033)",roundabout,,
37877254,Nyerere Road,secondary,True,False,231.224,"LINESTRING (37.3436729 -3.3488754, 37.3435677 -3.3489426, 37.3435368 -3.349, 37.3434967 -3.349097, 37.3433233 -3.3498011, 37.3432397 -3.3501406, 37.343104 -3.3507344, 37.3430815 -3.3508328)",,,
25917673,Clock Tower Roundabout,secondary,True,False,22.035000000000004,"LINESTRING (37.3433839 -3.3483774, 37.3434422 -3.3483567, 37.3435324 -3.3483646, 37.3435735 -3.3483854)",roundabout,,
56670834,Renguo Street,residential,False,True,138.194,"LINESTRING (37.3433839 -3.3483774, 37.3433233 -3.3482616, 37.3432663 -3.3481649, 37.3431337 -3.3480025, 37.3430308 -3.347872, 37.3428597 -3.3476506, 37.3427271 -3.3475179, 37.3426064 -3.3474168)",,,
56670793,,residential,False,True,179.476,"LINESTRING (37.3467108 -3.3497442, 37.3460898 -3.3506709, 37.345899 -3.3509881, 37.3458193 -3.3510898)",,,
56670834,Renguo Street,residential,False,False,113.113,"LINESTRING (37.3404304 -3.345896, 37.3408476 -3.3462841, 37.3411947 -3.346568)",,,
