osmid,oneway,highway,reversed,length,ref,name,geometry,junction
60252400,True,tertiary,False,86.944,,,"LINESTRING (43.0689603 25.8606715, 43.0685906 25.8599639)",
207478583,True,trunk,False,15.545,414,طريق الملك عبدالعزيز,"LINESTRING (43.0689603 25.8606715, 43.0690849 25.860588)",
60252408,True,tertiary,False,16.342,,,"LINESTRING (43.0680493 25.8589154, 43.0682126 25.8589132)",
60252400,True,tertiary,False,129.26999999999998,,,"LINESTRING (43.0680493 25.8589154, 43.0677312 25.8578695, 43.0677082 25.8577941)",
60252401,True,tertiary,False,115.637,,,"LINESTRING (43.0657462 25.8613327, 43.0646294 25.8616002)",
60252407,True,tertiary,False,13.487,,,"LINESTRING (43.0657462 25.8613327, 43.0657115 25.8612155)",
60252404,False,residential,False,13.499,,,"LINESTRING (43.0623213 25.862153, 43.0622808 25.8620372)",
60252402,True,tertiary,False,42.775999999999996,,,"LINESTRING (43.0652976 25.8603197, 43.0652627 25.8602987, 43.0652233 25.8603027, 43.0648874 25.8603769)",
288287480,True,tertiary,False,16.579,,,"LINESTRING (43.0652976 25.8603197, 43.0652877 25.8602632, 43.065286 25.8602174, 43.0653035 25.8601741)",roundabout
60252403,True,tertiary,False,71.283,,,"LINESTRING (43.0620545 25.8609861, 43.0619358 25.860354)",
288287495,True,tertiary,False,11.038,,,"LINESTRING (43.0620545 25.8609861, 43.0621371 25.8609203)",
60252408,True,tertiary,False,68.053,,,"LINESTRING (43.0657109 25.8601563, 43.0658428 25.8601676, 43.0663132 25.8599153)",
288287480,True,tertiary,False,17.301000000000002,,,"LINESTRING (43.0657109 25.8601563, 43.0657345 25.8602114, 43.0657396 25.8602703, 43.0657307 25.8603069)",roundabout
207478582,True,trunk,False,75.742,414,طريق الملك عبدالعزيز,"LINESTRING (43.0709444 25.8595075, 43.0708698 25.8595622, 43.0703437 25.8599219)",
207478584,True,primary,False,16.861,414,,"LINESTRING (43.0664259 25.8626024, 43.0664015 25.862673, 43.0663404 25.8627279)",roundabout
207478583,True,trunk,False,329.179,414,طريق الملك عبدالعزيز,"LINESTRING (43.0662707 25.8623717, 43.0664446 25.8622771, 43.0667059 25.8621431, 43.0670249 25.8619599, 43.067909 25.8613666, 43.0689603 25.8606715)",
207478584,True,primary,False,32.644,414,,"LINESTRING (43.0662707 25.8623717, 43.0663404 25.8624078, 43.0664015 25.8624611, 43.0664259 25.8625317, 43.0664259 25.8626024)",roundabout
207478583,True,trunk,False,132.091,414,طريق الملك عبدالعزيز,"LINESTRING (43.0701665 25.8598593, 43.070759 25.8594528, 43.0712023 25.8591232)",
207478587,True,primary_link,False,91.47200000000001,,,"LINESTRING (43.0701665 25.8598593, 43.0704168 25.8597595, 43.0707876 25.8595211, 43.0708478 25.8594843, 43.0708911 25.8594756, 43.0709128 25.8594778, 43.0709444 25.8595075)",
302789391,True,tertiary,False,10.168,,,"LINESTRING (43.0663404 25.8627279, 43.0663435 25.8628193)",
207478584,True,primary,False,21.296999999999997,414,,"LINESTRING (43.0663404 25.8627279, 43.0662719 25.8627558, 43.0662063 25.8627689, 43.0661368 25.8627584)",roundabout
207478584,True,primary,False,36.447,414,,"LINESTRING (43.0661368 25.8627584, 43.0661051 25.8627514, 43.0660388 25.8627043, 43.0659935 25.8626384, 43.0659795 25.8625678, 43.0659935 25.8624957)",roundabout
207478588,True,trunk,False,163.796,414,طريق الملك عبدالعزيز,"LINESTRING (43.0661368 25.8627584, 43.0658876 25.8628779, 43.0654423 25.8631588, 43.0647888 25.8635907)",
207478584,True,primary,False,8.475,414,,"LINESTRING (43.0659935 25.8624957, 43.0660388 25.8624313)",roundabout
60252407,True,tertiary,False,125.827,,,"LINESTRING (43.0660388 25.8624313, 43.0660238 25.8622801, 43.0657462 25.8613327)",
207478584,True,primary,False,25.262999999999998,414,,"LINESTRING (43.0660388 25.8624313, 43.0661051 25.8623843, 43.0661835 25.862367, 43.0662707 25.8623717)",roundabout
288287499,False,tertiary,False,38.251,,,"LINESTRING (43.0654971 25.8569111, 43.0653218 25.8572168)",
288287499,False,tertiary,False,33.516,,,"LINESTRING (43.0653218 25.8572168, 43.0652012 25.857498)",
288287499,False,tertiary,True,38.251,,,"LINESTRING (43.0653218 25.8572168, 43.0654971 25.8569111)",
297438476,False,residential,False,90.237,,,"LINESTRING (43.0653218 25.8572168, 43.0644849 25.8569145)",
302789781,False,residential,True,244.28199999999998,,,"LINESTRING (43.0653218 25.8572168, 43.0660231 25.8573683, 43.0658223 25.8574863, 43.0657671 25.8576113, 43.0656108 25.8579646, 43.0655329 25.8582599, 43.0656367 25.8587651)",
288287499,False,tertiary,True,33.516,,,"LINESTRING (43.0652012 25.857498, 43.0653218 25.8572168)",
302757838,False,residential,True,76.431,,,"LINESTRING (43.0652012 25.857498, 43.0644722 25.8572928)",
288287499,False,tertiary,False,84.12,,,"LINESTRING (43.0652012 25.857498, 43.0651043 25.8578168, 43.0649794 25.8582277)",
288287472,True,tertiary,False,96.86699999999999,,,"LINESTRING (43.0678211 25.8576456, 43.0678778 25.857843, 43.0680739 25.8584865)",
288287481,True,tertiary,False,179.523,,,"LINESTRING (43.0621085 25.857724, 43.0619921 25.8584996, 43.0619325 25.8589623, 43.061939 25.8593283)",
302757838,False,residential,False,254.23199999999997,,,"LINESTRING (43.0621085 25.857724, 43.0633289 25.8571478, 43.0636341 25.8571323, 43.0644722 25.8572928)",
297438479,False,residential,False,112.818,,,"LINESTRING (43.0677082 25.8577941, 43.0666234 25.8580706)",
288287499,False,tertiary,False,64.80000000000001,,,"LINESTRING (43.0649794 25.8582277, 43.0650751 25.85844, 43.0651299 25.8587902)",
288287499,False,tertiary,True,84.12,,,"LINESTRING (43.0649794 25.8582277, 43.0651043 25.8578168, 43.0652012 25.857498)",
297438527,False,residential,True,264.903,,,"LINESTRING (43.0649794 25.8582277, 43.0646947 25.8580853, 43.0642306 25.8581907, 43.0637824 25.8584234, 43.0631101 25.858925, 43.0627079 25.8591111)",
288287472,True,tertiary,False,49.435,,,"LINESTRING (43.0680739 25.8584865, 43.0682126 25.8589132)",
302758846,False,residential,False,154.75,,,"LINESTRING (43.0680739 25.8584865, 43.0688219 25.8578645, 43.0691874 25.8582075)",
288287499,False,tertiary,False,11.441,,,"LINESTRING (43.0651299 25.8587902, 43.0651369 25.8588929)",
297438499,False,residential,False,50.788,,,"LINESTRING (43.0651299 25.8587902, 43.0656367 25.8587651)",
288287499,False,tertiary,True,64.80000000000001,,,"LINESTRING (43.0651299 25.8587902, 43.0650751 25.85844, 43.0649794 25.8582277)",
288287472,True,tertiary,False,40.969,,,"LINESTRING (43.0682126 25.8589132, 43.0683864 25.8592468)",
291227620,True,tertiary,False,17.153,,,"LINESTRING (43.0682126 25.8589132, 43.0681042 25.8590327)",
288287472,True,tertiary,False,77.413,,,"LINESTRING (43.0683864 25.8592468, 43.0687147 25.8598772)",
302758847,False,residential,False,137.863,,,"LINESTRING (43.0683864 25.8592468, 43.0694009 25.8584079)",
288287499,False,tertiary,False,36.985,,,"LINESTRING (43.0651628 25.8592735, 43.0652286 25.8596008)",
288287499,False,tertiary,True,42.4,,,"LINESTRING (43.0651628 25.8592735, 43.0651369 25.8588929)",
1064860395,False,residential,False,108.223,,,"LINESTRING (43.0651628 25.8592735, 43.0656004 25.859144, 43.0662213 25.8591403)",
288287492,True,tertiary,False,5.52,,,"LINESTRING (43.0652437 25.8596423, 43.0652931 25.8596644)",
288287499,False,tertiary,True,4.856,,,"LINESTRING (43.0652437 25.8596423, 43.0652286 25.8596008)",
302758888,False,residential,False,10.418,,,"LINESTRING (43.0654273 25.8597245, 43.0654802 25.8596438)",
288287492,True,tertiary,False,41.63,,,"LINESTRING (43.0654273 25.8597245, 43.065512 25.8599728, 43.0655398 25.860023, 43.0655867 25.8600636)",
288287472,True,tertiary,False,87.287,,,"LINESTRING (43.0687147 25.8598772, 43.0690849 25.860588)",
302758846,False,residential,True,166.554,,,"LINESTRING (43.0687147 25.8598772, 43.0699984 25.8590299, 43.069951 25.8589805)",
60252400,True,tertiary,False,114.413,,,"LINESTRING (43.0685906 25.8599639, 43.0681042 25.8590327)",
297438502,False,residential,False,178.529,,,"LINESTRING (43.0685906 25.8599639, 43.0671317 25.8608882)",
288287480,True,tertiary,False,16.468,,,"LINESTRING (43.0655867 25.8600636, 43.0656361 25.860085, 43.0656783 25.8601166, 43.0657109 25.8601563)",roundabout
288287480,True,tertiary,False,27.290999999999997,,,"LINESTRING (43.0653391 25.8601269, 43.0653899 25.860086, 43.0654519 25.8600605, 43.0655196 25.8600528, 43.0655867 25.8600636)",roundabout
288287492,True,tertiary,False,55.601,,,"LINESTRING (43.0653391 25.8601269, 43.0653591 25.8600619, 43.0653533 25.8600204, 43.0652437 25.8596423)",
297438523,False,residential,False,23.371,,,"LINESTRING (43.0620117 25.8601678, 43.0622216 25.8600756)",
288287481,True,tertiary,False,60.05,,,"LINESTRING (43.0620117 25.8601678, 43.0620251 25.8603444, 43.0620946 25.860702)",
288287480,True,tertiary,False,6.3580000000000005,,,"LINESTRING (43.0653035 25.8601741, 43.0653098 25.8601682, 43.0653391 25.8601269)",roundabout
302788952,False,residential,False,8.982,,,"LINESTRING (43.0648645 25.8602988, 43.0648874 25.8603769)",
288287495,True,tertiary,False,46.31,,,"LINESTRING (43.0648645 25.8602988, 43.0652233 25.8602148, 43.0653035 25.8601741)",
288287495,True,tertiary,False,40.084,,,"LINESTRING (43.0644756 25.8603853, 43.0648645 25.8602988)",
302788905,False,residential,False,69.836,,,"LINESTRING (43.0644756 25.8603853, 43.0641847 25.8598144)",
302788952,False,residential,False,111.327,,,"LINESTRING (43.0648874 25.8603769, 43.0651715 25.8613449)",
302788952,False,residential,True,8.982,,,"LINESTRING (43.0648874 25.8603769, 43.0648645 25.8602988)",
60252402,True,tertiary,False,161.628,,,"LINESTRING (43.0648874 25.8603769, 43.06412 25.860544, 43.0633221 25.8607354)",
288287490,True,tertiary,False,59.774,,,"LINESTRING (43.0656469 25.860421, 43.0658113 25.8609378)",
288287480,True,tertiary,False,18.541,,,"LINESTRING (43.0656469 25.860421, 43.0655925 25.8604473, 43.0655322 25.8604593, 43.0654705 25.8604562)",roundabout
288287480,True,tertiary,False,24.019000000000002,,,"LINESTRING (43.0654705 25.8604562, 43.0654116 25.860438, 43.0653605 25.8604061, 43.0653209 25.8603628, 43.0652976 25.8603197)",roundabout
207478583,True,trunk,False,135.19899999999998,414,طريق الملك عبدالعزيز,"LINESTRING (43.0690849 25.860588, 43.0699022 25.8600406, 43.0701665 25.8598593)",
288287495,True,tertiary,False,120.816,,,"LINESTRING (43.0633046 25.8606502, 43.0644756 25.8603853)",
302788729,False,residential,True,9.634,,,"LINESTRING (43.0633046 25.8606502, 43.0633221 25.8607354)",
60252402,True,tertiary,False,120.716,,,"LINESTRING (43.0633221 25.8607354, 43.062154 25.8610069)",
302788729,False,residential,False,9.634,,,"LINESTRING (43.0633221 25.8607354, 43.0633046 25.8606502)",
302788729,False,residential,True,117.19,,,"LINESTRING (43.0633221 25.8607354, 43.0639085 25.8616477)",
288287481,True,tertiary,False,9.777,,,"LINESTRING (43.0621371 25.8609203, 43.062154 25.8610069)",
288287495,True,tertiary,False,120.619,,,"LINESTRING (43.0621371 25.8609203, 43.0633046 25.8606502)",
60252402,True,tertiary,False,10.221,,,"LINESTRING (43.062154 25.8610069, 43.0620545 25.8609861)",
288287481,True,tertiary,False,114.47099999999999,,,"LINESTRING (43.062154 25.8610069, 43.0623249 25.8619101, 43.0623575 25.8620195)",
60252407,True,tertiary,False,87.807,,,"LINESTRING (43.0657115 25.8612155, 43.0654705 25.8604562)",
288287489,True,tertiary,False,35.967,,,"LINESTRING (43.0621084 25.8613059, 43.0620545 25.8609861)",
297438474,False,residential,False,64.411,,,"LINESTRING (43.0621084 25.8613059, 43.0620344 25.8613146, 43.0615019 25.8614953)",
297438502,False,residential,True,136.085,,,"LINESTRING (43.0660196 25.8615927, 43.0671317 25.8608882)",
288287490,True,tertiary,False,90.196,,,"LINESTRING (43.0660196 25.8615927, 43.0660525 25.861706, 43.0662707 25.8623717)",
60252404,False,residential,True,13.499,,,"LINESTRING (43.0622808 25.8620372, 43.0623213 25.862153)",
288287471,True,tertiary,False,7.923,,,"LINESTRING (43.0622808 25.8620372, 43.0623575 25.8620195)",
288287489,True,tertiary,False,83.127,,,"LINESTRING (43.0622808 25.8620372, 43.0621084 25.8613059)",
60252400,True,tertiary,False,14.153,,,"LINESTRING (43.0681042 25.8590327, 43.0680493 25.8589154)",
291227620,True,tertiary,False,193.123,,,"LINESTRING (43.0681042 25.8590327, 43.0664671 25.8599526)",
288287480,True,tertiary,False,15.538,,,"LINESTRING (43.0657307 25.8603069, 43.0657256 25.860328, 43.0656938 25.8603797, 43.0656469 25.860421)",roundabout
294672886,True,tertiary,False,36.228,,,"LINESTRING (43.0711847 25.8632145, 43.0711803 25.863106, 43.0712098 25.8630007, 43.0712707 25.8629069)",
302757837,False,residential,True,10.454,,,"LINESTRING (43.0643833 25.8568926, 43.0644849 25.8569145)",
302757837,False,residential,False,193.389,,,"LINESTRING (43.0643833 25.8568926, 43.0637931 25.856765, 43.0624712 25.856855)",
297438476,False,residential,True,90.237,,,"LINESTRING (43.0644849 25.8569145, 43.0653218 25.8572168)",
302757837,False,residential,False,10.454,,,"LINESTRING (43.0644849 25.8569145, 43.0643833 25.8568926)",
302757839,False,residential,False,42.084,,,"LINESTRING (43.0644849 25.8569145, 43.0644722 25.8572928)",
297438479,False,residential,True,112.818,,,"LINESTRING (43.0666234 25.8580706, 43.0677082 25.8577941)",
297438487,False,residential,False,110.66,,,"LINESTRING (43.0669889 25.85832, 43.067567 25.8591684)",
297438488,False,residential,True,68.272,,,"LINESTRING (43.0645984 25.8590594, 43.0647988 25.8596463)",
297438523,False,residential,True,49.331,,,"LINESTRING (43.0645984 25.8590594, 43.0641387 25.8592197)",
302758885,False,residential,False,57.735,,,"LINESTRING (43.0645984 25.8590594, 43.0647252 25.8589811, 43.0651369 25.8588929)",
297438494,False,residential,False,74.754,,,"LINESTRING (43.0627079 25.8591111, 43.0629859 25.8597351)",
297438527,False,residential,False,264.903,,,"LINESTRING (43.0627079 25.8591111, 43.0631101 25.858925, 43.0637824 25.8584234, 43.0642306 25.8581907, 43.0646947 25.8580853, 43.0649794 25.8582277)",
297438527,False,residential,True,80.923,,,"LINESTRING (43.0627079 25.8591111, 43.0624493 25.8592146, 43.061939 25.8593283)",
60252408,True,tertiary,False,55.861,,,"LINESTRING (43.067567 25.8591684, 43.0680493 25.8589154)",
297438487,False,residential,True,110.66,,,"LINESTRING (43.067567 25.8591684, 43.0669889 25.85832)",
297438523,False,residential,False,49.331,,,"LINESTRING (43.0641387 25.8592197, 43.0645984 25.8590594)",
302758886,False,residential,False,43.609,,,"LINESTRING (43.0641387 25.8592197, 43.0640592 25.8588341)",
297438523,False,residential,True,128.83100000000002,,,"LINESTRING (43.0641387 25.8592197, 43.0635641 25.8594628, 43.0629859 25.8597351)",
288287481,True,tertiary,False,93.652,,,"LINESTRING (43.061939 25.8593283, 43.0619406 25.8594178, 43.0620117 25.8601678)",
297438527,False,residential,False,80.923,,,"LINESTRING (43.061939 25.8593283, 43.0624493 25.8592146, 43.0627079 25.8591111)",
288287499,False,tertiary,False,4.856,,,"LINESTRING (43.0652286 25.8596008, 43.0652437 25.8596423)",
288287499,False,tertiary,True,36.985,,,"LINESTRING (43.0652286 25.8596008, 43.0651628 25.8592735)",
297438524,False,residential,False,43.303,,,"LINESTRING (43.0652286 25.8596008, 43.0647988 25.8596463)",
297438488,False,residential,False,68.272,,,"LINESTRING (43.0647988 25.8596463, 43.0645984 25.8590594)",
297438524,False,residential,True,43.303,,,"LINESTRING (43.0647988 25.8596463, 43.0652286 25.8596008)",
297438524,False,residential,False,64.603,,,"LINESTRING (43.0647988 25.8596463, 43.0646271 25.8596644, 43.0641847 25.8598144)",
297438494,False,residential,True,74.754,,,"LINESTRING (43.0629859 25.8597351, 43.0627079 25.8591111)",
