osmid,highway,junction,oneway,reversed,length,ref,name,geometry
321647404,primary,roundabout,True,False,6.272,,,"LINESTRING (41.9581119 19.5632419, 41.9581315 19.5632952)"
321647392,primary,,True,False,48.495999999999995,30,King Khalid Ibn Abdulaziz,"LINESTRING (41.9578583 19.5632198, 41.9579169 19.5630887, 41.9579377 19.5629654, 41.9579448 19.5627965)"
321647404,primary,roundabout,True,False,30.547,,,"LINESTRING (41.9578583 19.5632198, 41.957907 19.5631885, 41.9579597 19.5631738, 41.9580202 19.5631775, 41.9580749 19.5632014, 41.9581119 19.5632419)"
321647392,primary,,True,False,18.708,30,King Khalid Ibn Abdulaziz,"LINESTRING (41.9576598 19.5596819, 41.9576271 19.5595165)"
612056985,residential,,True,False,160.48399999999998,,,"LINESTRING (41.9576598 19.5596819, 41.9572713 19.5597339, 41.9568207 19.5597895, 41.9561408 19.5598666)"
321647404,primary,roundabout,True,False,24.875,,,"LINESTRING (41.9580202 19.563468, 41.9579597 19.5634717, 41.957907 19.5634589, 41.9578583 19.5634276, 41.9578231 19.5633779)"
321647405,primary,,True,False,61.681,30,King Khalid Ibn Abdulaziz,"LINESTRING (41.9580202 19.563468, 41.9579053 19.56363, 41.9578736 19.5636844, 41.9577382 19.5639172, 41.9577178 19.5639432)"
321647404,primary,roundabout,True,False,18.842000000000002,,,"LINESTRING (41.9578231 19.5633779, 41.9578153 19.5633228, 41.9578231 19.5632676, 41.9578583 19.5632198)"
321647404,primary,roundabout,True,False,24.735999999999997,,,"LINESTRING (41.9581315 19.5632952, 41.9581315 19.5633504, 41.9581119 19.5634037, 41.9580749 19.563446, 41.9580202 19.563468)"
612763564,residential,,False,False,37.128,,,"LINESTRING (41.9581315 19.5632952, 41.9581524 19.5634498, 41.9581738 19.5636267)"
321647405,primary,,True,False,238.693,30,King Khalid Ibn Abdulaziz,"LINESTRING (41.9569674 19.5646731, 41.956702 19.5649269, 41.9565663 19.5650844, 41.9564542 19.5652511, 41.9563284 19.565466, 41.9561908 19.5657476, 41.9560807 19.5660144, 41.9560177 19.5662571, 41.9559843 19.5664683, 41.9559745 19.5665528)"
612763328,residential,,False,False,150.361,,,"LINESTRING (41.9569674 19.5646731, 41.9576082 19.5650339, 41.9576886 19.5648873, 41.9576216 19.5648342, 41.9578068 19.5644728)"
609798094,secondary,,True,False,66.637,,King Fahad Ibn Abdulaziz,"LINESTRING (41.9538665 19.5654664, 41.9544108 19.5657764)"
609798094,secondary,,True,False,17.398,,King Fahad Ibn Abdulaziz,"LINESTRING (41.9558184 19.5665603, 41.9559651 19.5666336)"
321647406,primary,,True,False,140.311,30,الملك خالد بن عبدالعزيز,"LINESTRING (41.9558184 19.5665603, 41.9558308 19.5664542, 41.955882 19.5662164, 41.9559648 19.5659787, 41.9560811 19.5657242, 41.9562289 19.5654308, 41.9562583 19.5653771)"
609798093,secondary,,True,False,17.671,,King Fahad Ibn Abdulaziz,"LINESTRING (41.9559538 19.5667316, 41.9558077 19.5666522)"
321647405,primary,,True,False,58.322,30,King Khalid Ibn Abdulaziz,"LINESTRING (41.9559538 19.5667316, 41.9559469 19.5667907, 41.9559312 19.5671075, 41.9559298 19.5672554)"
321647405,primary,,True,False,10.961,30,King Khalid Ibn Abdulaziz,"LINESTRING (41.9559651 19.5666336, 41.9559538 19.5667316)"
612051466,residential,,False,False,8.821,,Hassan Bin Thabet,"LINESTRING (41.9542492 19.5640455, 41.9543325 19.564057)"
612051925,tertiary,,True,False,59.723,,Ibn Khaldon,"LINESTRING (41.9542492 19.5640455, 41.9543276 19.5638755, 41.9543464 19.5635242)"
612051925,tertiary,,True,False,14.021,,Ibn Khaldon,"LINESTRING (41.9536151 19.5654889, 41.9536749 19.5653761)"
612051925,tertiary,,True,False,10.711,,Ibn Khaldon,"LINESTRING (41.9543464 19.5635242, 41.9543517 19.563428)"
612057509,residential,,False,False,212.044,,,"LINESTRING (41.9545475 19.5618182, 41.9565524 19.562078)"
612052219,tertiary,,True,False,99.061,,Ibn Khaldon,"LINESTRING (41.9545475 19.5618182, 41.9545422 19.5620103, 41.9545234 19.5622175, 41.9545019 19.5624349, 41.9544716 19.5627058)"
612051466,residential,,False,True,8.821,,Hassan Bin Thabet,"LINESTRING (41.9543325 19.564057, 41.9542492 19.5640455)"
612052219,tertiary,,True,False,46.891999999999996,,Ibn Khaldon,"LINESTRING (41.9543325 19.564057, 41.9543383 19.5643329, 41.954287 19.5644704)"
612052332,tertiary,,True,False,10.136,,Abu Ther,"LINESTRING (41.9543517 19.563428, 41.9544452 19.5634514)"
612051925,tertiary,,True,False,82.083,,Ibn Khaldon,"LINESTRING (41.9543517 19.563428, 41.9543624 19.5632007, 41.9543759 19.5627483, 41.954383 19.5626906)"
321647406,primary,,True,False,56.135999999999996,30,الملك خالد بن عبدالعزيز,"LINESTRING (41.9570234 19.5644596, 41.957317 19.5641919, 41.9574104 19.5641105)"
321647406,primary,,True,False,7.153,30,الملك خالد بن عبدالعزيز,"LINESTRING (41.9569743 19.5645043, 41.9570234 19.5644596)"
612052444,tertiary,,True,False,94.066,,Abu Ther,"LINESTRING (41.9569743 19.5645043, 41.9561775 19.5641145)"
612054195,residential,,False,True,18.55,,Old Souq,"LINESTRING (41.9612289 19.5668097, 41.9612986 19.5668148, 41.9613979 19.5667769)"
612760888,residential,,False,True,410.887,,,"LINESTRING (41.9612289 19.5668097, 41.9611444 19.5669452, 41.9611516 19.5670097, 41.9611804 19.5670402, 41.9612596 19.567159, 41.9611957 19.5672213, 41.9611552 19.5672608, 41.9610976 19.567349, 41.9610472 19.5674474, 41.9610436 19.567556, 41.9610796 19.5676782, 41.9611372 19.5677867, 41.9612272 19.5678987, 41.9613064 19.5679971, 41.9614253 19.5680718, 41.9615333 19.568126, 41.9616738 19.5681532, 41.9618322 19.5681702, 41.9619654 19.5681702, 41.9620483 19.5680887, 41.9621023 19.5679326, 41.9620915 19.5677867, 41.9620375 19.5675933, 41.9619258 19.5673965, 41.9618214 19.5671726, 41.961737 19.5671134, 41.9616521 19.5670538, 41.9613979 19.5667769)"
798406414,residential,,False,False,79.02600000000001,,,"LINESTRING (41.9612289 19.5668097, 41.9610411 19.5665231, 41.960822 19.5662114)"
321647405,primary,,True,False,55.744,30,King Khalid Ibn Abdulaziz,"LINESTRING (41.9573525 19.5643272, 41.9569674 19.5646731)"
612054195,residential,,False,False,50.277,,Old Souq,"LINESTRING (41.9573525 19.5643272, 41.9578068 19.5644728)"
612054195,residential,,False,False,9.228,,Old Souq,"LINESTRING (41.9583597 19.5646552, 41.958401 19.5647285)"
