osmid,oneway,highway,reversed,length,geometry,junction
145603073,True,secondary,False,45.04900000000001,"LINESTRING (49.7238409 25.41351, 49.7238082 25.4135595, 49.7237598 25.4136853, 49.7237405 25.413775, 49.7237435 25.4138979)",
145603085,True,residential,False,21.131,"LINESTRING (49.7238409 25.41351, 49.7238892 25.4135836, 49.723991 25.4136332)",
145603086,False,residential,False,39.443,"LINESTRING (49.723991 25.4136332, 49.7238605 25.4137301, 49.723804 25.4137801, 49.7237692 25.4138304, 49.7237435 25.4138979)",
145603094,False,residential,False,60.471,"LINESTRING (49.723991 25.4136332, 49.7241462 25.4136282, 49.7243116 25.4136228, 49.724547 25.413664, 49.7245878 25.4136709)",
785188016,False,living_street,False,44.8,"LINESTRING (49.7249636 25.4136894, 49.7253911 25.4138044)",
145603094,False,residential,False,62.522,"LINESTRING (49.7249636 25.4136894, 49.725179 25.4135175, 49.7253678 25.4134278, 49.7254821 25.4133899)",
145603094,False,residential,True,38.114,"LINESTRING (49.7249636 25.4136894, 49.7248303 25.4137018, 49.724711 25.4136943, 49.7245878 25.4136709)",
785188014,False,living_street,False,128.654,"LINESTRING (49.7249636 25.4136894, 49.7249665 25.414108, 49.7248958 25.4144804, 49.7247827 25.4148262)",
331089989,True,secondary,False,9.487,"LINESTRING (49.7231875 25.4203058, 49.723095 25.4203231)",
331089989,True,secondary,False,156.754,"LINESTRING (49.7211089 25.4207352, 49.720709 25.4208188, 49.7197058 25.4210382, 49.7195903 25.4210608)",
146825524,False,residential,True,46.38,"LINESTRING (49.7223751 25.4208937, 49.7222657 25.4206587, 49.7222385 25.4204984)",
146825524,False,residential,False,46.38,"LINESTRING (49.7222385 25.4204984, 49.7222657 25.4206587, 49.7223751 25.4208937)",
331089989,True,secondary,False,116.46,"LINESTRING (49.7222385 25.4204984, 49.7220182 25.4205452, 49.7217698 25.4205971, 49.7214062 25.4206731, 49.7211089 25.4207352)",
331089989,True,secondary,False,141.806,"LINESTRING (49.7245225 25.4199098, 49.724441 25.4199497, 49.7241539 25.4200751, 49.7238795 25.4201549, 49.7234599 25.4202546, 49.7231875 25.4203058)",
331089989,True,secondary,False,88.205,"LINESTRING (49.723095 25.4203231, 49.7228226 25.4203743, 49.7222385 25.4204984)",
328480639,True,secondary,False,19.634,"LINESTRING (49.7228005 25.4202005, 49.7229911 25.4201612)",
146825486,True,secondary_link,False,47.393,"LINESTRING (49.7228005 25.4202005, 49.7229173 25.4202481, 49.7230459 25.4202301, 49.7231473 25.420217, 49.723178 25.4202464, 49.7231875 25.4203058)",
331089954,True,secondary,False,18.078000000000003,"LINESTRING (49.7238102 25.4140974, 49.7237974 25.4141364, 49.7237735 25.4141708, 49.7237404 25.4141983, 49.7237003 25.4142168)",roundabout
331089957,True,secondary,False,69.693,"LINESTRING (49.7238102 25.4140974, 49.7238865 25.4141671, 49.724032 25.4142735, 49.7240511 25.4142875, 49.7243464 25.4144942)",
331089954,True,secondary,False,7.978,"LINESTRING (49.7237003 25.4142168, 49.7236615 25.4142245, 49.7236218 25.4142237)",roundabout
331089954,True,secondary,False,18.214,"LINESTRING (49.7236218 25.4142237, 49.7235782 25.4142126, 49.7235395 25.4141912, 49.7235086 25.4141613, 49.7234877 25.4141249)",roundabout
331089958,True,secondary,False,54.997,"LINESTRING (49.7236218 25.4142237, 49.7234844 25.4142819, 49.7233801 25.4143792, 49.7232845 25.4144499, 49.7231784 25.4145049)",
331089954,True,secondary,False,8.059999999999999,"LINESTRING (49.7234877 25.4141249, 49.7234789 25.4140895, 49.7234797 25.4140533)",roundabout
331089954,True,secondary,False,16.057000000000002,"LINESTRING (49.7234797 25.4140533, 49.723494 25.41401, 49.7235152 25.4139724, 49.7235568 25.4139295)",roundabout
331089960,True,unclassified,False,153.417,"LINESTRING (49.7234797 25.4140533, 49.7233554 25.4139478, 49.7232336 25.4138459, 49.7222943 25.4131846)",
145603046,True,secondary,False,169.54899999999998,"LINESTRING (49.7235568 25.4139295, 49.7236446 25.4136807, 49.7237136 25.4135401, 49.7238214 25.413377, 49.7239126 25.413255, 49.7240085 25.4131646, 49.7241212 25.413078, 49.7243523 25.4129496, 49.724617 25.4128268)",
331089954,True,secondary,False,22.551,"LINESTRING (49.7235568 25.4139295, 49.7236217 25.4139167, 49.7236673 25.4139187, 49.7237199 25.4139394, 49.7237644 25.4139687)",roundabout
