osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,junction,tunnel
131480452,residential,False,True,78.727,,,"LINESTRING (43.518211 17.6598885, 43.5187597 17.6603659)",,,
706233211,trunk,True,False,8.698,15,طريق الملك خالد,"LINESTRING (43.518211 17.6598885, 43.5181484 17.6599391)",,,
1209984187,trunk,False,True,14.09,,,"LINESTRING (43.518211 17.6598885, 43.5180907 17.6598345)",,,
135589151,residential,True,False,14.555,,,"LINESTRING (43.5167719 17.6632928, 43.5168823 17.6632149)",,,
131480455,residential,True,False,225.74,,,"LINESTRING (43.5167719 17.6632928, 43.5156951 17.6623823, 43.515617 17.6623673, 43.5155374 17.6623974, 43.5154625 17.6624397, 43.5153958 17.6625312, 43.5152987 17.6626616, 43.5151938 17.6627688)",,,
131480452,residential,False,False,99.388,,,"LINESTRING (43.5234806 17.6642205, 43.5227693 17.6636378)",,,
141273557,residential,False,False,49.842,,,"LINESTRING (43.5234806 17.6642205, 43.523788 17.6638812)",,,
141273557,residential,False,True,9.263,,,"LINESTRING (43.5234806 17.6642205, 43.5234193 17.6642799)",,,
135589147,residential,False,False,8.667,,,"LINESTRING (43.5190647 17.6607128, 43.5191197 17.6606551)",,,
135589147,residential,False,True,126.233,,,"LINESTRING (43.5190647 17.6607128, 43.5182909 17.661576)",,,
135589150,residential,False,False,54.783,,,"LINESTRING (43.5190647 17.6607128, 43.5186713 17.6603931)",,,
135589150,residential,False,True,248.135,,,"LINESTRING (43.5190647 17.6607128, 43.5208408 17.6621673)",,,
131480452,residential,False,False,49.89,,,"LINESTRING (43.5191197 17.6606551, 43.5187597 17.6603659)",,,
131480452,residential,False,True,65.009,,,"LINESTRING (43.5191197 17.6606551, 43.5195807 17.6610409)",,,
135589147,residential,False,True,8.667,,,"LINESTRING (43.5191197 17.6606551, 43.5190647 17.6607128)",,,
135164682,trunk,True,False,57.991,15,طريق الملك خالد,"LINESTRING (43.5162301 17.6614618, 43.516637 17.661113)",,,
135164682,trunk,True,False,9.953,15,طريق الملك خالد,"LINESTRING (43.516159 17.6615203, 43.5162301 17.6614618)",,,
135589154,residential,True,False,65.092,,,"LINESTRING (43.5155201 17.6621998, 43.5157116 17.6622073, 43.5160137 17.662489)",,,
166516781,trunk,True,False,14.759,,,"LINESTRING (43.5155201 17.6621998, 43.5155153 17.6622211, 43.5154956 17.6622525, 43.5154658 17.6622765, 43.5154294 17.6622899)",1,roundabout,
131480452,residential,False,False,182.172,,,"LINESTRING (43.5208923 17.6621002, 43.5195807 17.6610409)",,,
131480452,residential,False,True,41.637,,,"LINESTRING (43.5208923 17.6621002, 43.5211903 17.6623443)",,,
135589145,residential,False,True,9.244,,,"LINESTRING (43.5208923 17.6621002, 43.5208408 17.6621673)",,,
135589147,residential,False,False,47.161,,,"LINESTRING (43.5168403 17.6631776, 43.5171311 17.6628565)",,,
135589154,residential,True,False,6.083,,,"LINESTRING (43.5168403 17.6631776, 43.5168823 17.6632149)",,,
131480455,residential,True,False,12.005,,,"LINESTRING (43.5168633 17.6633566, 43.5167719 17.6632928)",,,
135589152,residential,True,False,288.679,,,"LINESTRING (43.5168633 17.6633566, 43.5164988 17.6638818, 43.5163562 17.6642455, 43.5162223 17.6646212, 43.5160758 17.6657944)",,,
135589145,residential,False,False,86.72,,,"LINESTRING (43.519066 17.664194, 43.5195821 17.6635887)",,,
135589145,residential,False,True,10.309,,,"LINESTRING (43.519066 17.664194, 43.5190262 17.6642786)",,,
135589154,residential,True,False,108.644,,,"LINESTRING (43.519066 17.664194, 43.5200005 17.6645962)",,,
135589153,residential,False,False,104.226,,,"LINESTRING (43.5160758 17.6657944, 43.5170523 17.6659077)",,,
135589153,residential,False,True,13.626,,,"LINESTRING (43.5160758 17.6657944, 43.5159582 17.665844)",,,
135589153,residential,False,False,13.626,,,"LINESTRING (43.5159582 17.665844, 43.5160758 17.6657944)",,,
135589153,residential,False,True,63.348,,,"LINESTRING (43.5159582 17.665844, 43.5153633 17.665787)",,,
135589151,residential,True,False,301.793,,,"LINESTRING (43.5159582 17.665844, 43.5159807 17.6651962, 43.5161143 17.6646295, 43.5162596 17.6642161, 43.5164247 17.6638137, 43.5167719 17.6632928)",,,
135589153,residential,False,False,62.297,,,"LINESTRING (43.5176634 17.6659764, 43.5182446 17.6660612)",,,
135589153,residential,False,True,43.682,,,"LINESTRING (43.5176634 17.6659764, 43.5172539 17.6659308)",,,
135164682,trunk,True,False,111.774,15,طريق الملك خالد,"LINESTRING (43.516637 17.661113, 43.5174206 17.66044)",,,
166503987,residential,False,False,54.623,,,"LINESTRING (43.516637 17.661113, 43.5162623 17.6607756)",,,
135589152,residential,True,False,15.884,,,"LINESTRING (43.5168823 17.6632149, 43.5168633 17.6633566)",,,
135589154,residential,True,False,47.905,,,"LINESTRING (43.5168823 17.6632149, 43.5169484 17.6632737, 43.5172775 17.6634167)",,,
135589150,residential,False,False,114.626,,,"LINESTRING (43.5234193 17.6642799, 43.52259 17.6636179)",,,
141273557,residential,False,False,9.263,,,"LINESTRING (43.5234193 17.6642799, 43.5234806 17.6642205)",,,
141273557,residential,False,True,51.17,,,"LINESTRING (43.5234193 17.6642799, 43.5231055 17.6646297)",,,
131480455,residential,True,False,360.831,,,"LINESTRING (43.5221581 17.6654978, 43.522031 17.6655207, 43.5219446 17.6654978, 43.5190262 17.6642786)",,,
141273557,residential,False,False,39.556000000000004,,,"LINESTRING (43.5221581 17.6654978, 43.5222757 17.6654635, 43.5224293 17.6653789, 43.5224805 17.6653294)",,,
1209984187,trunk,False,False,14.09,,,"LINESTRING (43.5180907 17.6598345, 43.518211 17.6598885)",,,
1209984187,trunk,False,True,13.14,,,"LINESTRING (43.5180907 17.6598345, 43.5181484 17.6599391)",,,
135164682,trunk,True,False,106.703,15,طريق الملك خالد,"LINESTRING (43.5180907 17.6598345, 43.5184906 17.6594743, 43.5188047 17.6591583)",,,
166503975,residential,False,True,56.8,,,"LINESTRING (43.5172139 17.6574321, 43.516898 17.6578448)",,,
166503996,residential,False,True,104.981,,,"LINESTRING (43.5172139 17.6574321, 43.517983 17.6580273)",,,
166504001,residential,False,False,82.431,,,"LINESTRING (43.5147941 17.657652, 43.5153934 17.6581247)",,,
166503975,residential,False,False,56.8,,,"LINESTRING (43.516898 17.6578448, 43.5172139 17.6574321)",,,
166504009,residential,False,False,3.092,,,"LINESTRING (43.516898 17.6578448, 43.5169223 17.6578602)",,,
166504009,residential,False,True,54.122,,,"LINESTRING (43.516898 17.6578448, 43.5164834 17.6575605)",,,
166503981,residential,False,True,72.109,,,"LINESTRING (43.5169223 17.6578602, 43.5165205 17.6583836)",,,
166504009,residential,False,False,64.187,,,"LINESTRING (43.5169223 17.6578602, 43.5174133 17.6581983)",,,
166504009,residential,False,True,3.092,,,"LINESTRING (43.5169223 17.6578602, 43.516898 17.6578448)",,,
166503996,residential,False,False,104.981,,,"LINESTRING (43.517983 17.6580273, 43.5172139 17.6574321)",,,
166503996,residential,False,True,83.691,,,"LINESTRING (43.517983 17.6580273, 43.5185957 17.6585023)",,,
166504026,residential,False,True,50.772,,,"LINESTRING (43.517983 17.6580273, 43.5176832 17.6583835)",,,
131480454,residential,False,True,59.564,,,"LINESTRING (43.5153934 17.6581247, 43.5150593 17.6585555)",,,
166504001,residential,False,True,82.431,,,"LINESTRING (43.5153934 17.6581247, 43.5147941 17.657652)",,,
166504009,residential,False,False,90.168,,,"LINESTRING (43.5176832 17.6583835, 43.5183739 17.6588572)",,,
166504009,residential,False,True,35.241,,,"LINESTRING (43.5176832 17.6583835, 43.5174133 17.6581983)",,,
166504026,residential,False,False,50.772,,,"LINESTRING (43.5176832 17.6583835, 43.517983 17.6580273)",,,
166503996,residential,False,False,83.691,,,"LINESTRING (43.5185957 17.6585023, 43.517983 17.6580273)",,,
166503999,residential,False,False,45.931,,,"LINESTRING (43.5185957 17.6585023, 43.5183739 17.6588572)",,,
131480454,residential,False,False,59.564,,,"LINESTRING (43.5150593 17.6585555, 43.5153934 17.6581247)",,,
166503997,residential,False,False,57.506,,,"LINESTRING (43.5150593 17.6585555, 43.5154878 17.6588729)",,,
166503999,residential,False,False,73.302,,,"LINESTRING (43.5183739 17.6588572, 43.5178743 17.6593132)",,,
