osmid,oneway,name,highway,reversed,length,junction,geometry
157470807,True,طريق الملك خالد,secondary,False,127.332,,"LINESTRING (43.6560922 26.143789, 43.6569202 26.1429179)"
295316022,False,,residential,True,57.111,,"LINESTRING (43.6560922 26.143789, 43.6558348 26.1433303)"
157470807,True,طريق الملك خالد,secondary,False,78.025,,"LINESTRING (43.6598407 26.1399252, 43.6604151 26.1394493)"
295315855,False,,residential,False,231.109,,"LINESTRING (43.6598407 26.1399252, 43.658432 26.1382758)"
295069806,True,,secondary,False,68.9,,"LINESTRING (43.6605741 26.1395326, 43.6600714 26.1399572)"
776425797,False,,residential,False,111.522,,"LINESTRING (43.6605741 26.1395326, 43.6613784 26.1402287)"
288634571,True,طريق الملك سعود,residential,False,9.968,roundabout,"LINESTRING (43.6535563 26.1363412, 43.6535195 26.1363109, 43.6534907 26.1362743)"
230099259,True,,residential,False,33.315,,"LINESTRING (43.6535843 26.1359829, 43.653599 26.1358022, 43.6535878 26.1356842)"
288634571,True,طريق الملك سعود,residential,False,26.972,roundabout,"LINESTRING (43.6535843 26.1359829, 43.6536476 26.1359618, 43.653715 26.1359577, 43.653781 26.1359707, 43.6538402 26.1359999)"
288634571,True,طريق الملك سعود,residential,False,9.705,roundabout,"LINESTRING (43.6535105 26.136039, 43.6535442 26.1360075, 43.6535843 26.1359829)"
288634571,True,طريق الملك سعود,residential,False,27.71,roundabout,"LINESTRING (43.6534907 26.1362743, 43.6534659 26.1362161, 43.653461 26.136154, 43.6534763 26.1360932, 43.6535105 26.136039)"
229683598,True,,residential,False,110.804,,"LINESTRING (43.6539007 26.1362801, 43.6538371 26.1364264, 43.6538363 26.136667, 43.6538999 26.1372631)"
288634571,True,طريق الملك سعود,residential,False,39.269000000000005,roundabout,"LINESTRING (43.6539007 26.1362801, 43.6538494 26.1363337, 43.6537815 26.1363693, 43.6537043 26.136383, 43.6536264 26.1363733, 43.6535563 26.1363412)"
288634571,True,طريق الملك سعود,residential,False,30.728,roundabout,"LINESTRING (43.6538402 26.1359999, 43.6538934 26.1360498, 43.6539259 26.1361125, 43.6539344 26.1361811, 43.653918 26.1362486)"
229683690,True,,residential,False,14.579,,"LINESTRING (43.6544028 26.1419372, 43.6543674 26.14181)"
229761035,True,,residential,False,67.05000000000001,,"LINESTRING (43.6544028 26.1419372, 43.6542839 26.1419781, 43.6538006 26.142203)"
229683690,True,,residential,False,280.094,,"LINESTRING (43.6543674 26.14181, 43.6542493 26.1413528, 43.6541742 26.1408279, 43.6540348 26.139908, 43.653974 26.1393185)"
229767820,True,طريق الملك سعود,residential,False,61.494,,"LINESTRING (43.6551538 26.1352098, 43.6547132 26.1355963)"
295316052,False,,residential,True,164.956,,"LINESTRING (43.6551538 26.1352098, 43.6562361 26.1363308)"
288634571,True,طريق الملك سعود,residential,False,3.905,roundabout,"LINESTRING (43.653918 26.1362486, 43.6539007 26.1362801)"
230107026,False,,tertiary,False,74.531,,"LINESTRING (43.6579107 26.1420655, 43.6584796 26.1424996)"
295069806,True,,secondary,False,145.635,,"LINESTRING (43.6579107 26.1420655, 43.6569617 26.1430603)"
157470807,True,طريق الملك خالد,secondary,False,71.733,,"LINESTRING (43.6605123 26.13937, 43.6610535 26.1389456)"
157470807,True,طريق الملك خالد,secondary,False,13.111,,"LINESTRING (43.6604151 26.1394493, 43.6605123 26.13937)"
230110438,True,,residential,False,209.86999999999998,,"LINESTRING (43.6604151 26.1394493, 43.6590815 26.1380945, 43.6590206 26.1380369)"
