osmid,oneway,name,highway,maxspeed,access,reversed,length,geometry,lanes,ref,width,junction,bridge
184399020,False,Dobračevska ulica,residential,50,yes,False,91.998,"LINESTRING (14.1110642 46.0533785, 14.1114377 46.0535516, 14.1118591 46.0537406, 14.1120614 46.0538319)",,,,,
498842694,False,Žiri,secondary,50,,False,30.212,"LINESTRING (14.1110642 46.0533785, 14.111043 46.0533076, 14.110962 46.0531164)",2,408,,,
498842694,False,Žiri,secondary,50,,True,86.648,"LINESTRING (14.1110642 46.0533785, 14.1110648 46.0534617, 14.1109037 46.0541487)",2,408,,,
498842694,False,Žiri,secondary,50,,False,71.092,"LINESTRING (14.110362 46.0514723, 14.1101513 46.0508499)",2,408,,,
185320652,False,Slovenska pot,living_street,,yes,False,134.096,"LINESTRING (14.110362 46.0514723, 14.110468 46.051453, 14.1106477 46.051442, 14.1107191 46.0514542, 14.1107804 46.0515103, 14.1110356 46.0520538, 14.1106304 46.0521881)",,,4.5,,
498842694,False,Žiri,secondary,50,,True,82.246,"LINESTRING (14.110362 46.0514723, 14.1105533 46.0519911, 14.1106304 46.0521881)",2,408,,,
184396407,False,Mladinska ulica,residential,50,yes,False,32.669,"LINESTRING (14.1099258 46.0502852, 14.1103365 46.050214)",,,,,
498842694,False,Žiri,secondary,50,,False,83.564,"LINESTRING (14.1099258 46.0502852, 14.1095333 46.0495848)",2,408,,,
498842694,False,Žiri,secondary,50,,True,8.372,"LINESTRING (14.1099258 46.0502852, 14.1099535 46.050358)",2,408,,,
184617200,False,Partizanska cesta,residential,50,yes,True,161.451,"LINESTRING (14.1140598 46.0477021, 14.1141914 46.0477945, 14.1143448 46.0478437, 14.1153363 46.0480771, 14.1159827 46.0482423)",,,,,
184759742,False,Novovaška cesta,tertiary,50,yes,False,116.691,"LINESTRING (14.1140598 46.0477021, 14.1138511 46.0477021, 14.1136996 46.0476677, 14.1131305 46.0474914, 14.1126445 46.0473617)",,,10,,
184759742,False,Novovaška cesta,tertiary,50,yes,False,96.66900000000001,"LINESTRING (14.1126445 46.0473617, 14.1115167 46.0471368, 14.1114414 46.0471199)",,,10,,
184759742,False,Novovaška cesta,tertiary,50,yes,True,116.691,"LINESTRING (14.1126445 46.0473617, 14.1131305 46.0474914, 14.1136996 46.0476677, 14.1138511 46.0477021, 14.1140598 46.0477021)",,,10,,
1023903247,False,,living_street,,,False,28.755000000000003,"LINESTRING (14.1126445 46.0473617, 14.1125917 46.0474505, 14.1125139 46.0476038)",,,,,
184396407,False,Mladinska ulica,residential,50,yes,True,27.439,"LINESTRING (14.1106881 46.0501773, 14.1103365 46.050214)",,,,,
184396407,False,Mladinska ulica,residential,50,yes,False,215.881,"LINESTRING (14.1106881 46.0501773, 14.1118566 46.0500773, 14.1119024 46.0489534)",,,,,
184396684,False,Ob potoku,residential,50,yes,False,89.116,"LINESTRING (14.1106881 46.0501773, 14.1107704 46.0500548, 14.1108816 46.0498493, 14.1110921 46.0494271)",,,6,,
184396407,False,Mladinska ulica,residential,50,yes,False,27.439,"LINESTRING (14.1103365 46.050214, 14.1106881 46.0501773)",,,,,
184396407,False,Mladinska ulica,residential,50,yes,True,32.669,"LINESTRING (14.1103365 46.050214, 14.1099258 46.0502852)",,,,,
184398435,False,Čevljarska ulica,residential,50,yes,False,106.20700000000001,"LINESTRING (14.1103365 46.050214, 14.1105099 46.0502518, 14.1105483 46.0503516, 14.1106716 46.0505016, 14.110861 46.05066, 14.1112081 46.05091)",,,6,,
184396407,False,Mladinska ulica,residential,50,yes,True,215.881,"LINESTRING (14.1119024 46.0489534, 14.1118566 46.0500773, 14.1106881 46.0501773)",,,,,
184396684,False,Ob potoku,residential,50,yes,False,98.179,"LINESTRING (14.1110921 46.0494271, 14.1111812 46.0491241, 14.1112195 46.0489967, 14.1112127 46.0489275, 14.1111705 46.0488802, 14.1110731 46.0487782, 14.1110351 46.0486601, 14.1109817 46.0485947)",,,6,,
184396684,False,Ob potoku,residential,50,yes,True,89.11599999999999,"LINESTRING (14.1110921 46.0494271, 14.1108816 46.0498493, 14.1107704 46.0500548, 14.1106881 46.0501773)",,,6,,
242886322,False,Ob potoku,residential,,,False,77.682,"LINESTRING (14.1110921 46.0494271, 14.110803 46.0494856, 14.1107114 46.049487, 14.110478 46.0494833, 14.110098 46.0494717)",,,,,
184396684,False,Ob potoku,residential,50,yes,True,98.179,"LINESTRING (14.1109817 46.0485947, 14.1110351 46.0486601, 14.1110731 46.0487782, 14.1111705 46.0488802, 14.1112127 46.0489275, 14.1112195 46.0489967, 14.1111812 46.0491241, 14.1110921 46.0494271)",,,6,,
1078916613,False,Jezerska ulica,residential,50,yes,False,66.811,"LINESTRING (14.1109817 46.0485947, 14.111134 46.0485847, 14.1114846 46.0486127, 14.1118429 46.0486356)",,,,,
1078916613,False,Jezerska ulica,residential,50,yes,True,68.22,"LINESTRING (14.1109817 46.0485947, 14.1107863 46.0485816, 14.1105222 46.0485287, 14.1102995 46.0484813, 14.1101204 46.04847)",,,,,
1078916613,False,Jezerska ulica,residential,50,yes,False,63.659,"LINESTRING (14.1157298 46.0500506, 14.1162603 46.050489)",,,,,
184473363,False,Triglavska ulica,residential,50,yes,False,161.723,"LINESTRING (14.1157298 46.0500506, 14.1154502 46.0502121, 14.1149788 46.0504957, 14.1146295 46.050662, 14.1143661 46.0507261, 14.1139798 46.0508112)",,,,,
1078916613,False,Jezerska ulica,residential,50,yes,True,103.67,"LINESTRING (14.1157298 46.0500506, 14.1153033 46.0496649, 14.1150408 46.0494189, 14.1149207 46.0493064)",,,,,
189080083,False,Starovaška cesta,residential,50,yes,False,20.066,"LINESTRING (14.1118429 46.0486356, 14.1118654 46.0485602, 14.1119355 46.0484689)",,,,,
1078916613,False,Jezerska ulica,residential,50,yes,False,260.34400000000005,"LINESTRING (14.1118429 46.0486356, 14.1119347 46.0486406, 14.1121263 46.0486509, 14.1132394 46.0487544, 14.113942 46.04883, 14.1143335 46.0488854, 14.1144941 46.0489448, 14.1145866 46.0490151, 14.1149207 46.0493064)",,,,,
1078916613,False,Jezerska ulica,residential,50,yes,True,66.81099999999999,"LINESTRING (14.1118429 46.0486356, 14.1114846 46.0486127, 14.111134 46.0485847, 14.1109817 46.0485947)",,,,,
184397523,False,Jezerska ulica,residential,50,yes,False,20.0,"LINESTRING (14.1096271 46.0484473, 14.109886 46.0484553)",,,8,,
242886358,False,Loška cesta,secondary,50,,False,64.18900000000001,"LINESTRING (14.1096271 46.0484473, 14.1096064 46.0483117, 14.1095347 46.0480754, 14.1094745 46.0478804)",2,408,,,
498842694,False,Žiri,secondary,50,,True,128.26500000000001,"LINESTRING (14.1096271 46.0484473, 14.1096184 46.0485115, 14.1095634 46.0487675, 14.1094788 46.0490628, 14.1094506 46.0492634, 14.1094691 46.0494104, 14.1095333 46.0495848)",2,408,,,
185033167,False,Pod griči,residential,50,yes,True,163.77700000000004,"LINESTRING (14.1169656 46.0537249, 14.116638 46.0538376, 14.1165144 46.0539028, 14.116387 46.0539925, 14.1162557 46.0540793, 14.1161077 46.0542224, 14.1158808 46.0544285, 14.1156953 46.0546053, 14.1156268 46.0546611, 14.1155754 46.0547029, 14.1155182 46.0547243, 14.1154738 46.0547331)",,,,,
184398435,False,Čevljarska ulica,residential,50,yes,True,49.384,"LINESTRING (14.1136729 46.0524692, 14.1131784 46.0521873)",,,6,,
184398435,False,Čevljarska ulica,residential,50,yes,False,90.134,"LINESTRING (14.1136729 46.0524692, 14.1140727 46.0527801, 14.1144483 46.0530754)",,,6,,
