osmid,name,highway,oneway,reversed,length,geometry,access,tunnel
330094629,Trg bratstva,living_street,False,False,17.1,"LINESTRING (13.5686497 45.5264076, 13.5688689 45.5263994)",,
150716689,Cankarjevo nabrežje,living_street,False,False,192.097,"LINESTRING (13.5686497 45.5264076, 13.5686969 45.5266653, 13.5686753 45.5267394, 13.5686532 45.5268308, 13.5685962 45.5269275, 13.5683779 45.5271261, 13.5683496 45.5271485, 13.5681959 45.5272475, 13.5681529 45.5272725, 13.567971 45.5273773, 13.5679274 45.5274544, 13.5680675 45.5277845, 13.5681203 45.5279159)",,
150716689,Cankarjevo nabrežje,living_street,False,True,88.19399999999999,"LINESTRING (13.5686497 45.5264076, 13.5685899 45.5262512, 13.5685591 45.5262073, 13.5684142 45.5260584, 13.5683383 45.5259949, 13.5681099 45.525819, 13.5680409 45.5257534)",,
536184204,Stjenkova ulica,living_street,False,True,13.047,"LINESTRING (13.5666197 45.5283283, 13.566728 45.5282388)",,
330133097,Tomažičev trg,living_street,False,True,35.292,"LINESTRING (13.5666197 45.5283283, 13.5668565 45.5285058, 13.5669019 45.5285731)",,
536184204,Stjenkova ulica,living_street,False,False,46.878,"LINESTRING (13.5666197 45.5283283, 13.566502 45.5284218, 13.5664134 45.5284758, 13.5662007 45.5286303)",,
330133097,Tomažičev trg,living_street,False,False,35.292,"LINESTRING (13.5669019 45.5285731, 13.5668565 45.5285058, 13.5666197 45.5283283)",,
150716689,Cankarjevo nabrežje,living_street,False,True,18.21,"LINESTRING (13.5681323 45.5280746, 13.5681537 45.527986, 13.5681203 45.5279159)",,
150716696,Cankarjevo nabrežje,living_street,False,True,17.614,"LINESTRING (13.5681323 45.5280746, 13.5681157 45.5280907, 13.5680735 45.5281315, 13.5679809 45.5281912)",,
"[1056354330, 974401500, 155784069]",,busway,True,False,31.604,"LINESTRING (13.5681323 45.5280746, 13.5681605 45.5281013, 13.5681692 45.5281209, 13.5681773 45.5281377, 13.5681792 45.5281642, 13.5681621 45.5282, 13.5681361 45.5282209, 13.5680856 45.5282257, 13.5680354 45.5282173, 13.5680033 45.5282115, 13.5679809 45.5281912)",no,
150716696,Cankarjevo nabrežje,living_street,False,False,17.614,"LINESTRING (13.5679809 45.5281912, 13.5680735 45.5281315, 13.5681157 45.5280907, 13.5681323 45.5280746)",,
"[536184204, 155784068, 238835901]","['Kidričevo nabrežje', 'Stjenkova ulica']",living_street,False,False,143.996,"LINESTRING (13.5679809 45.5281912, 13.5679516 45.5282051, 13.5678675 45.5282189, 13.5677626 45.5281826, 13.567538 45.5280513, 13.5674858 45.5280015, 13.567434 45.5279136, 13.5673847 45.5278598, 13.5673384 45.5278129, 13.5672575 45.5277905, 13.5672283 45.5278057, 13.5671931 45.527824, 13.5669686 45.5280089, 13.566728 45.5282388)",,
330094629,Trg bratstva,living_street,False,True,17.1,"LINESTRING (13.5688689 45.5263994, 13.5686497 45.5264076)",,
238732215,Župančičeva ulica,living_street,True,False,64.826,"LINESTRING (13.5688689 45.5263994, 13.5688629 45.5263833, 13.5687929 45.5261971, 13.5686644 45.5258796, 13.5686472 45.5258375)",,
"[330094629, 536184202, 467214060, 238796557, 548270798, 548270797, 238796563]","['Gortanova ulica', 'Alma Vivoda ulica', 'Gradnikov trg', 'Marušičeva ulica', 'Trg bratstva']",living_street,False,"[False, True]",219.31800000000004,"LINESTRING (13.5688689 45.5263994, 13.5692342 45.5263319, 13.5693346 45.5264226, 13.5694075 45.5264326, 13.5697274 45.5264476, 13.5697499 45.5264455, 13.5697736 45.5264433, 13.5698884 45.5263548, 13.5700428 45.5262613, 13.570208 45.5261976, 13.5702342 45.5261731, 13.5702697 45.5261574, 13.5702922 45.5261475, 13.5702722 45.5259359, 13.57026 45.5257864, 13.5703497 45.5257892, 13.570374 45.5257877, 13.5705525 45.5257765, 13.5706672 45.5257756, 13.5707751 45.5257693, 13.5708878 45.5257334)",,yes
330094742,Župančičeva ulica,living_street,False,False,192.385,"LINESTRING (13.5688689 45.5263994, 13.5689924 45.5266719, 13.5689814 45.5267794, 13.5689639 45.52693, 13.5689457 45.5270385, 13.5688657 45.527224, 13.568812 45.5272993, 13.5686428 45.5275354, 13.5685876 45.5276119, 13.5684861 45.5276833, 13.5682302 45.527826, 13.5681203 45.5279159)",,
150716689,Cankarjevo nabrežje,living_street,False,False,18.21,"LINESTRING (13.5681203 45.5279159, 13.5681537 45.527986, 13.5681323 45.5280746)",,
150716689,Cankarjevo nabrežje,living_street,False,True,192.09699999999998,"LINESTRING (13.5681203 45.5279159, 13.5680675 45.5277845, 13.5679274 45.5274544, 13.567971 45.5273773, 13.5681529 45.5272725, 13.5681959 45.5272475, 13.5683496 45.5271485, 13.5683779 45.5271261, 13.5685962 45.5269275, 13.5686532 45.5268308, 13.5686753 45.5267394, 13.5686969 45.5266653, 13.5686497 45.5264076)",,
330094742,Župančičeva ulica,living_street,False,True,192.385,"LINESTRING (13.5681203 45.5279159, 13.5682302 45.527826, 13.5684861 45.5276833, 13.5685876 45.5276119, 13.5686428 45.5275354, 13.568812 45.5272993, 13.5688657 45.527224, 13.5689457 45.5270385, 13.5689639 45.52693, 13.5689814 45.5267794, 13.5689924 45.5266719, 13.5688689 45.5263994)",,
"[330094629, 536184202, 467214060, 238796557, 548270797, 548270798, 238796563]","['Gortanova ulica', 'Alma Vivoda ulica', 'Gradnikov trg', 'Marušičeva ulica', 'Trg bratstva']",living_street,False,"[False, True]",219.31799999999998,"LINESTRING (13.5708878 45.5257334, 13.5707751 45.5257693, 13.5706672 45.5257756, 13.5705525 45.5257765, 13.570374 45.5257877, 13.5703497 45.5257892, 13.57026 45.5257864, 13.5702722 45.5259359, 13.5702922 45.5261475, 13.5702697 45.5261574, 13.5702342 45.5261731, 13.570208 45.5261976, 13.5700428 45.5262613, 13.5698884 45.5263548, 13.5697736 45.5264433, 13.5697499 45.5264455, 13.5697274 45.5264476, 13.5694075 45.5264326, 13.5693346 45.5264226, 13.5692342 45.5263319, 13.5688689 45.5263994)",,yes
"[620918338, 238821564]","['Vodnikov trg', 'Prežihova ulica']",living_street,False,"[False, True]",59.593,"LINESTRING (13.5695179 45.5257253, 13.5696858 45.5255774, 13.5696709 45.5255658, 13.5695061 45.5254385, 13.5693263 45.5253547, 13.5693147 45.5253536)",,
536184201,Matteottijeva ulica,living_street,False,False,15.718,"LINESTRING (13.5693147 45.5253536, 13.5691852 45.525462)",,
620918332,Matteottijeva ulica,living_street,False,True,11.586,"LINESTRING (13.5693147 45.5253536, 13.569355 45.5252533)",,
"[620918338, 238821564]","['Vodnikov trg', 'Prežihova ulica']",living_street,False,"[False, True]",59.593,"LINESTRING (13.5693147 45.5253536, 13.5693263 45.5253547, 13.5695061 45.5254385, 13.5696709 45.5255658, 13.5696858 45.5255774, 13.5695179 45.5257253)",,
406955061,Partizanska ulica,living_street,False,False,28.266,"LINESTRING (13.5670145 45.5283948, 13.566728 45.5282388)",,
536184204,Stjenkova ulica,living_street,False,False,16.232,"LINESTRING (13.5662007 45.5286303, 13.5660539 45.5287339)",,
536184204,Stjenkova ulica,living_street,False,True,46.878,"LINESTRING (13.5662007 45.5286303, 13.5664134 45.5284758, 13.566502 45.5284218, 13.5666197 45.5283283)",,
536184206,Kosovelova ulica,living_street,False,True,19.305,"LINESTRING (13.5662007 45.5286303, 13.5662239 45.5286913, 13.566234 45.5287126, 13.5662738 45.5287961)",,
536184204,Stjenkova ulica,living_street,False,True,16.232,"LINESTRING (13.5660539 45.5287339, 13.5662007 45.5286303)",,
536184203,Matteottijeva ulica,living_street,False,True,10.542,"LINESTRING (13.5686472 45.5258375, 13.5685396 45.525895)",,
"[238823639, 536184199]","['Župančičeva ulica', 'Grudnova ulica']",living_street,True,False,68.952,"LINESTRING (13.5686472 45.5258375, 13.5685758 45.5257627, 13.5682611 45.5255717, 13.5680701 45.5257318, 13.5680409 45.5257534)",,
