osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,bridge
26705519,Glavna ulica / Fő utca,secondary,50,False,False,9.515,"LINESTRING (16.4530716 46.5642318, 16.4530738 46.5642767, 16.4530766 46.5643173)",,,
369214664,Glavna ulica / Fő utca,secondary,50,False,False,65.629,"LINESTRING (16.4530716 46.5642318, 16.4530456 46.5641551, 16.4530126 46.5641101, 16.452912 46.5640216, 16.4528027 46.5639165, 16.4527309 46.5638173, 16.4527153 46.5637683, 16.4527216 46.5637099)",,,
733910656,,tertiary,,True,False,25.508000000000003,"LINESTRING (16.4530716 46.5642318, 16.4532247 46.5642274, 16.4532875 46.5642186, 16.4534017 46.5642034)",,,
304493913,,secondary,30,True,False,21.128,"LINESTRING (16.4535571 46.5624965, 16.4535478 46.5623066)",,,
369214664,Glavna ulica / Fő utca,secondary,50,False,True,149.31900000000002,"LINESTRING (16.4535571 46.5624965, 16.4533036 46.5628689, 16.4531212 46.5631336, 16.4529663 46.5633658, 16.4528711 46.5634896, 16.4527457 46.5636656, 16.4527216 46.5637099)",,,
318918828,,secondary,30,True,False,5.039,"LINESTRING (16.4535478 46.5623066, 16.4534979 46.562277)",roundabout,,
318918828,,secondary,30,True,False,10.068,"LINESTRING (16.4536095 46.5620632, 16.4536753 46.5620621, 16.4537378 46.5620764)",roundabout,,
318918824,,secondary,30,True,False,18.205,"LINESTRING (16.4534939 46.5621125, 16.4533302 46.5619936)",,,
318918828,,secondary,30,True,False,10.573,"LINESTRING (16.4534939 46.5621125, 16.4535451 46.5620806, 16.4536095 46.5620632)",roundabout,,
318915461,,secondary,,True,False,24.552,"LINESTRING (16.4523342 46.5615274, 16.4520335 46.5614499)",,,
318918826,Trg ljudske pravice / Ljudska pravica tér,secondary,,False,True,92.127,"LINESTRING (16.4523342 46.5615274, 16.452444 46.5615796, 16.45269 46.5616904, 16.4529249 46.5617982, 16.4533302 46.5619936)",,,
