osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,bridge,width,lanes,junction
160505994,residential,True,False,41.946,"LINESTRING (14.3625517 45.7962715, 14.3628333 45.7963335, 14.3630565 45.7964052)",,,,,,,
160506011,residential,False,True,100.459,"LINESTRING (14.3625517 45.7962715, 14.3623871 45.7962939, 14.3621931 45.7963433, 14.3620122 45.7963404, 14.3615869 45.7962261, 14.3614096 45.7960707)",,,,,,,
160505978,residential,False,False,21.686,"LINESTRING (14.3638442 45.7935651, 14.3637766 45.7934846, 14.3637558 45.7934415, 14.3637681 45.7933859)",Gerbičeva ulica,,30,,,,
160505978,residential,False,True,196.74699999999999,"LINESTRING (14.3638442 45.7935651, 14.3638472 45.793591, 14.3638662 45.7936216, 14.3638998 45.7936763, 14.363915 45.7937087, 14.3639238 45.7939523, 14.363938 45.7940702, 14.3639667 45.7941543, 14.3639903 45.794224, 14.3639841 45.7942889, 14.3639537 45.7943505, 14.3636635 45.7946719, 14.3635576 45.7948172, 14.3634644 45.7950074, 14.3633592 45.7952174)",Gerbičeva ulica,,30,,,,
160506030,residential,False,False,133.04299999999998,"LINESTRING (14.3638442 45.7935651, 14.3640047 45.7936353, 14.3643316 45.7938109, 14.3646696 45.7940038, 14.3648252 45.7940169, 14.3648977 45.7940427, 14.3649954 45.7941464, 14.3650031 45.7942945, 14.3650154 45.7943272)",Gerbičeva ulica,,,,,,
160506030,residential,False,True,133.04299999999998,"LINESTRING (14.3650154 45.7943272, 14.3650031 45.7942945, 14.3649954 45.7941464, 14.3648977 45.7940427, 14.3648252 45.7940169, 14.3646696 45.7940038, 14.3643316 45.7938109, 14.3640047 45.7936353, 14.3638442 45.7935651)",Gerbičeva ulica,,,,,,
160505980,residential,False,False,68.53699999999999,"LINESTRING (14.3576664 45.7953623, 14.357716 45.7954066, 14.3582103 45.7958482)",Kovačeva ulica,,,,,,
299847707,secondary,False,False,221.029,"LINESTRING (14.3576664 45.7953623, 14.3579421 45.795222, 14.3580626 45.7951607, 14.3584269 45.7949702, 14.359676 45.7943136, 14.3597991 45.7942542, 14.3598939 45.7942097, 14.3599601 45.7941826)",Cesta 4. maja,212,50,,,,
299847707,secondary,False,True,80.6,"LINESTRING (14.3576664 45.7953623, 14.3571372 45.7956376, 14.356968 45.7957147, 14.356819 45.7957816)",Cesta 4. maja,212,50,,,,
476300022,residential,False,False,80.108,"LINESTRING (14.3576664 45.7953623, 14.3575731 45.795292, 14.3569996 45.7948121)",,,,,,,
160505980,residential,False,False,21.373,"LINESTRING (14.3582103 45.7958482, 14.3583747 45.7960025)",Kovačeva ulica,,,,,,
476018336,residential,False,True,82.224,"LINESTRING (14.3582103 45.7958482, 14.3573718 45.796301)",Kovačeva ulica,,,,,,
160505980,residential,False,True,68.53699999999999,"LINESTRING (14.3582103 45.7958482, 14.357716 45.7954066, 14.3576664 45.7953623)",Kovačeva ulica,,,,,,
126049030,residential,False,False,77.968,"LINESTRING (14.3614096 45.7960707, 14.361523 45.7960116, 14.3617663 45.7958555, 14.3618864 45.7956859, 14.3620154 45.7955768, 14.3620646 45.7955536)",,,,,,,
126049030,residential,False,True,161.59799999999998,"LINESTRING (14.3614096 45.7960707, 14.361365 45.7960915, 14.3611607 45.7961559, 14.3609244 45.7962263, 14.3608542 45.796252, 14.3608136 45.7962932, 14.3607865 45.7963361, 14.3607803 45.7963996, 14.3607976 45.7964897, 14.360848 45.796591, 14.3608924 45.7966966, 14.3609108 45.7967789, 14.3609241 45.796871, 14.3609144 45.796959, 14.3607982 45.7970899, 14.3606979 45.7972093)",,,,,,,
160506011,residential,False,False,100.459,"LINESTRING (14.3614096 45.7960707, 14.3615869 45.7962261, 14.3620122 45.7963404, 14.3621931 45.7963433, 14.3623871 45.7962939, 14.3625517 45.7962715)",,,,,,,
160506008,residential,False,False,15.473,"LINESTRING (14.3590499 45.7961882, 14.3588978 45.7962783)",,,,,,,
160506017,residential,False,False,24.943,"LINESTRING (14.3590499 45.7961882, 14.3591202 45.7964071)",,,,,,,
305186083,residential,False,False,214.574,"LINESTRING (14.3590499 45.7961882, 14.3602963 45.7953381, 14.3604793 45.7952133, 14.3610284 45.7948388)",Videm,,,,,,
160505980,residential,False,True,49.732,"LINESTRING (14.3587571 45.7963616, 14.3583747 45.7960025)",Kovačeva ulica,,,,,,
160506008,residential,False,False,83.22,"LINESTRING (14.3587571 45.7963616, 14.35792 45.7968301)",,,,,,,
160506008,residential,False,True,14.31,"LINESTRING (14.3587571 45.7963616, 14.3588978 45.7962783)",,,,,,,
"[385777826, 160505996]",residential,False,True,43.195,"LINESTRING (14.3640696 45.7963698, 14.363998 45.7963472, 14.363912 45.7963382, 14.3637805 45.7963343, 14.3635208 45.7963428)",Cesta pod Slivnico,,,yes,,,
462076677,residential,False,False,237.017,"LINESTRING (14.3640696 45.7963698, 14.3641779 45.7962935, 14.3642792 45.7962851, 14.3643845 45.7962796, 14.3646046 45.7970104, 14.3658619 45.796899, 14.366065 45.7966941)",Cesta pod Slivnico,,,,,,
"[385777826, 160505996]",residential,False,False,43.19499999999999,"LINESTRING (14.3635208 45.7963428, 14.3637805 45.7963343, 14.363912 45.7963382, 14.363998 45.7963472, 14.3640696 45.7963698)",Cesta pod Slivnico,,,yes,,,
160506001,residential,False,True,36.707,"LINESTRING (14.3635208 45.7963428, 14.3634296 45.7963482, 14.3630565 45.7964052)",,,,,,,
462076676,residential,False,False,164.04000000000002,"LINESTRING (14.3635208 45.7963428, 14.3639751 45.7958207, 14.3647031 45.7951208)",Gerbičeva ulica,,,,,,
160505978,residential,False,False,134.96,"LINESTRING (14.3630565 45.7964052, 14.3630538 45.7963248, 14.3630797 45.7961552, 14.3631057 45.7960103, 14.363097 45.7959283, 14.3631233 45.7958359, 14.3631848 45.7957008, 14.3632415 45.7955325, 14.3632754 45.7954318, 14.3633592 45.7952174)",Gerbičeva ulica,,30,,,,
160505979,residential,False,False,46.472,"LINESTRING (14.3630565 45.7964052, 14.3630313 45.7964325, 14.3629948 45.7964782, 14.36297 45.7965124, 14.3628994 45.7966143, 14.3628399 45.7967018, 14.362783 45.7967768)",Gerbičeva ulica,,,,,,
160506001,residential,False,False,36.707,"LINESTRING (14.3630565 45.7964052, 14.3634296 45.7963482, 14.3635208 45.7963428)",,,,,,,
160506017,residential,False,True,46.195,"LINESTRING (14.3592504 45.7968125, 14.3591202 45.7964071)",,,,,,,
160506017,residential,False,False,121.471,"LINESTRING (14.3592504 45.7968125, 14.3597834 45.7970279, 14.3606979 45.7972093)",,,,,,,
305186084,residential,False,False,130.637,"LINESTRING (14.3592504 45.7968125, 14.3582028 45.7973891, 14.3579041 45.7975168)",,,,,,,
160506008,residential,False,True,83.22,"LINESTRING (14.35792 45.7968301, 14.3587571 45.7963616)",,,,,,,
476018335,residential,True,False,72.578,"LINESTRING (14.35792 45.7968301, 14.3573718 45.796301)",Kovačeva ulica,,,,,,
305186082,residential,False,False,182.654,"LINESTRING (14.35792 45.7968301, 14.3566906 45.7974772, 14.3560397 45.7978199)",,,,,,,
299847707,secondary,False,True,2.974,"LINESTRING (14.361044 45.7938266, 14.3610086 45.7938369)",Cesta 4. maja,212,50,,,,
216655574,residential,False,True,80.351,"LINESTRING (14.361044 45.7938266, 14.3611984 45.7940281, 14.3612294 45.7940702, 14.3612784 45.7941415, 14.3613284 45.7942263, 14.3614091 45.7944966)",Tabor,,,,,,
299847707,secondary,False,False,144.677,"LINESTRING (14.361044 45.7938266, 14.3611836 45.7937895, 14.3614874 45.7937103, 14.3615317 45.7936988, 14.362096 45.7935542, 14.3621879 45.7935307, 14.3626756 45.7934054, 14.3627934 45.7933738)",Cesta 4. maja,212,50,,,,
216655908,residential,False,False,31.109,"LINESTRING (14.3668392 45.7923341, 14.3670976 45.7924083, 14.3672027 45.7924512)",,,,,,,
216655908,residential,False,True,16.228,"LINESTRING (14.3668392 45.7923341, 14.3667011 45.792298, 14.3666432 45.7922829)",,,,,,,
"[394297032, 454080836]",residential,False,True,229.30199999999996,"LINESTRING (14.3668392 45.7923341, 14.3669715 45.7921735, 14.3670779 45.7920402, 14.3671485 45.7919852, 14.367278 45.7919396, 14.3674423 45.7918804, 14.3675362 45.7918185, 14.36757 45.7917764, 14.3675917 45.7917142, 14.3676147 45.7916597, 14.3676199 45.7915881, 14.367592 45.791464, 14.3675917 45.7913137, 14.3676061 45.7912245, 14.3676423 45.7910798, 14.3676954 45.7909907, 14.3677895 45.7908813, 14.3678716 45.7907955, 14.3678909 45.790708, 14.3678933 45.7906424, 14.3678368 45.7905552)","['Peščenk', 'Brestova ulica']",,,,,,
385777822,residential,False,False,223.96400000000003,"LINESTRING (14.3681417 45.7938001, 14.368029 45.7941445, 14.3680247 45.7943074, 14.3680514 45.7945966, 14.3681192 45.7949903, 14.3682061 45.7953489, 14.3681958 45.7957968)",Cesta pod Slivnico,,,,,,
385777822,residential,False,True,101.55999999999999,"LINESTRING (14.3681417 45.7938001, 14.3681927 45.7936843, 14.36818 45.7935679, 14.3681534 45.7935136, 14.3681059 45.7934746, 14.3678986 45.7933606, 14.3677891 45.7932892, 14.3676471 45.7931344, 14.3675832 45.793051)",Cesta pod Slivnico,,,,,,
394550884,residential,False,False,407.847,"LINESTRING (14.3681417 45.7938001, 14.3679912 45.7939539, 14.3679581 45.7940755, 14.3679029 45.7942926, 14.3677129 45.7951002, 14.3676219 45.7956669, 14.3676026 45.796141, 14.3677676 45.7966483, 14.3678335 45.7969175, 14.3679091 45.7970231, 14.3681084 45.7971571, 14.3682785 45.7972791)",Cesta pod Slivnico,,,,,,
293246119,residential,False,True,76.03099999999999,"LINESTRING (14.3667625 45.7897699, 14.366964 45.7900975, 14.3671098 45.7902722, 14.3671773 45.7903135, 14.3672448 45.7903547)",Cesta 4. maja,,,,5,,
845945695,residential,False,False,62.647999999999996,"LINESTRING (14.3667625 45.7897699, 14.3660222 45.7899454, 14.3659979 45.789952)",Cesta 4. maja,,,,5,,
293246119,residential,False,False,76.031,"LINESTRING (14.3672448 45.7903547, 14.3671773 45.7903135, 14.3671098 45.7902722, 14.366964 45.7900975, 14.3667625 45.7897699)",Cesta 4. maja,,,,5,,
1227280956,secondary,False,True,101.285,"LINESTRING (14.3672448 45.7903547, 14.3671647 45.7904351, 14.3671532 45.7904509, 14.367121 45.7904952, 14.3670782 45.7905797, 14.3670536 45.790674, 14.367042 45.7907461, 14.36704 45.790844, 14.367047 45.7909887, 14.3670541 45.7911183, 14.3670526 45.7912335)",Cesta 4. maja,212,50,,,,
394053425,residential,False,True,184.841,"LINESTRING (14.3641506 45.7916414, 14.364148 45.7914216, 14.3643181 45.7912818, 14.3643174 45.7911723, 14.3642845 45.7911157, 14.3639767 45.7911182, 14.3635741 45.7913528, 14.3633906 45.7913883, 14.3633971 45.7917636)",Cesta na jezero,,,,,,
462068256,residential,False,False,61.879,"LINESTRING (14.3641506 45.7916414, 14.3639455 45.7917319, 14.3638151 45.7917617, 14.3634677 45.7917603, 14.3633971 45.7917636)",Cesta na Jezero,,,,5,,
"[462068256, 845945699, 845945700]",residential,False,True,294.47700000000003,"LINESTRING (14.3641506 45.7916414, 14.3642898 45.791606, 14.3652007 45.791611, 14.3652843 45.7915899, 14.365339 45.7915522, 14.3653473 45.7913217, 14.3653481 45.7912527, 14.365365 45.7909724, 14.365411 45.7906837, 14.365435 45.7905843, 14.365442 45.7905269, 14.3654742 45.7903154, 14.3654986 45.790223, 14.3655547 45.7901392, 14.3656238 45.790084, 14.3657834 45.790019, 14.3659756 45.7899583, 14.3659979 45.789952)","['Cesta 4. maja', 'Cesta na Jezero']",,,,5,,
305186090,residential,False,False,26.665,"LINESTRING (14.3560397 45.7978199, 14.3558144 45.7980011)",Loško,,,,,,
126049034,tertiary,False,True,83.08800000000001,"LINESTRING (14.3560397 45.7978199, 14.3569974 45.7978423, 14.3571108 45.7978461)",Notranjska cesta,643,50,,,,
305186082,residential,False,True,182.654,"LINESTRING (14.3560397 45.7978199, 14.3566906 45.7974772, 14.35792 45.7968301)",,,,,,,
216655574,residential,False,False,80.351,"LINESTRING (14.3614091 45.7944966, 14.3613284 45.7942263, 14.3612784 45.7941415, 14.3612294 45.7940702, 14.3611984 45.7940281, 14.361044 45.7938266)",Tabor,,,,,,
216655574,residential,False,True,129.198,"LINESTRING (14.3614091 45.7944966, 14.361745 45.795223, 14.3620646 45.7955536)",Tabor,,,,,,
305186083,residential,False,True,48.196,"LINESTRING (14.3614091 45.7944966, 14.3612318 45.7946702, 14.361171 45.7947206, 14.3610284 45.7948388)",Videm,,,,,,
305186084,residential,False,True,130.637,"LINESTRING (14.3579041 45.7975168, 14.3582028 45.7973891, 14.3592504 45.7968125)",,,,,,,
126049034,tertiary,False,False,139.031,"LINESTRING (14.3588986 45.7977503, 14.3583464 45.7977742, 14.357982 45.7978029, 14.3571108 45.7978461)",Notranjska cesta,643,50,,,,
126049034,tertiary,False,True,157.631,"LINESTRING (14.3588986 45.7977503, 14.3594422 45.7977301, 14.3596159 45.7977092, 14.3597708 45.7976778, 14.3599118 45.797632, 14.3600457 45.7975729, 14.360228 45.797459, 14.360364 45.7973717, 14.3605084 45.7972935, 14.3605902 45.7972542, 14.3606979 45.7972093)",Notranjska cesta,643,50,,,,
126049034,tertiary,False,False,83.08800000000001,"LINESTRING (14.3571108 45.7978461, 14.3569974 45.7978423, 14.3560397 45.7978199)",Notranjska cesta,643,50,,,,
126049034,tertiary,False,True,139.03099999999998,"LINESTRING (14.3571108 45.7978461, 14.357982 45.7978029, 14.3583464 45.7977742, 14.3588986 45.7977503)",Notranjska cesta,643,50,,,,
305186090,residential,False,True,26.665,"LINESTRING (14.3558144 45.7980011, 14.3560397 45.7978199)",Loško,,,,,,
305186095,residential,False,True,106.49100000000001,"LINESTRING (14.3627276 45.7979486, 14.3624823 45.7980203, 14.3621818 45.7980699, 14.3616519 45.7980755, 14.361383 45.7980755)",Kamna gorica,,,,,,
430617777,tertiary,False,False,93.70300000000002,"LINESTRING (14.3627276 45.7979486, 14.3627119 45.7977693, 14.3626818 45.7974186, 14.362661 45.7972279, 14.3626314 45.7971092)",,643,,,,,
305186095,residential,False,False,106.491,"LINESTRING (14.361383 45.7980755, 14.3616519 45.7980755, 14.3621818 45.7980699, 14.3624823 45.7980203, 14.3627276 45.7979486)",Kamna gorica,,,,,,
305186095,residential,False,True,14.264,"LINESTRING (14.361383 45.7980755, 14.361296 45.7980755, 14.3612101 45.7980441)",Kamna gorica,,,,,,
299847707,secondary,False,True,9.053,"LINESTRING (14.356819 45.7957816, 14.3567177 45.7958221)",Cesta 4. maja,212,50,,,,
299847707,secondary,False,False,80.6,"LINESTRING (14.356819 45.7957816, 14.356968 45.7957147, 14.3571372 45.7956376, 14.3576664 45.7953623)",Cesta 4. maja,212,50,,,,
320545376,residential,False,True,99.457,"LINESTRING (14.3678368 45.7905552, 14.3675983 45.790663, 14.3674808 45.7907555, 14.3673849 45.7908737, 14.3672438 45.7910946, 14.3671493 45.7911856, 14.3671361 45.7911921, 14.3670526 45.7912335)",Peščenk,,,,,,
"[394297032, 454080836]",residential,False,False,229.302,"LINESTRING (14.3678368 45.7905552, 14.3678933 45.7906424, 14.3678909 45.790708, 14.3678716 45.7907955, 14.3677895 45.7908813, 14.3676954 45.7909907, 14.3676423 45.7910798, 14.3676061 45.7912245, 14.3675917 45.7913137, 14.367592 45.791464, 14.3676199 45.7915881, 14.3676147 45.7916597, 14.3675917 45.7917142, 14.36757 45.7917764, 14.3675362 45.7918185, 14.3674423 45.7918804, 14.367278 45.7919396, 14.3671485 45.7919852, 14.3670779 45.7920402, 14.3669715 45.7921735, 14.3668392 45.7923341)","['Peščenk', 'Brestova ulica']",,,,,,
320545376,residential,False,False,99.457,"LINESTRING (14.3670526 45.7912335, 14.3671361 45.7911921, 14.3671493 45.7911856, 14.3672438 45.7910946, 14.3673849 45.7908737, 14.3674808 45.7907555, 14.3675983 45.790663, 14.3678368 45.7905552)",Peščenk,,,,,,
1227280956,secondary,False,False,101.285,"LINESTRING (14.3670526 45.7912335, 14.3670541 45.7911183, 14.367047 45.7909887, 14.36704 45.790844, 14.367042 45.7907461, 14.3670536 45.790674, 14.3670782 45.7905797, 14.367121 45.7904952, 14.3671532 45.7904509, 14.3671647 45.7904351, 14.3672448 45.7903547)",Cesta 4. maja,212,50,,,,
1227280956,secondary,False,True,121.36699999999999,"LINESTRING (14.3670526 45.7912335, 14.3670364 45.7913447, 14.3670061 45.7914898, 14.3669529 45.7916435, 14.3668487 45.7918739, 14.3666432 45.7922829)",Cesta 4. maja,212,50,,,,
299847707,secondary,False,False,2.974,"LINESTRING (14.3610086 45.7938369, 14.361044 45.7938266)",Cesta 4. maja,212,50,,,,
299847707,secondary,False,True,90.04,"LINESTRING (14.3610086 45.7938369, 14.3606959 45.7939273, 14.3604967 45.793989, 14.3603043 45.794048, 14.3601038 45.7941237, 14.3599601 45.7941826)",Cesta 4. maja,212,50,,,,
327784100,residential,False,True,36.899,"LINESTRING (14.3610086 45.7938369, 14.3609073 45.7936493, 14.3608149 45.7935348)",Cesta 4. maja,,,,,,
126049034,tertiary,False,False,65.453,"LINESTRING (14.3615184 45.7970736, 14.3610569 45.797141, 14.3608437 45.7971738, 14.3606979 45.7972093)",Notranjska cesta,643,50,,,,
126049034,tertiary,False,True,78.43199999999999,"LINESTRING (14.3615184 45.7970736, 14.3616791 45.7970527, 14.3619025 45.7970249, 14.3621403 45.797006, 14.3623134 45.7969984, 14.3624172 45.7970022, 14.3625178 45.7970221)",Notranjska cesta,643,50,,,,
