osmid,ref,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,bridge
19790233,685,Rogaška Slatina,secondary,roundabout,True,False,26.345000000000002,"LINESTRING (15.637628 46.2343494, 15.6375906 46.2343276, 15.6375653 46.2342986, 15.6375548 46.2342655, 15.6375602 46.2342319, 15.6375809 46.2342013, 15.6376148 46.2341768, 15.6376582 46.2341612)",,,
45044507,,Mladinska ulica,residential,,False,False,286.99199999999996,"LINESTRING (15.6382576 46.2303618, 15.6384583 46.2303572, 15.6388061 46.2303406, 15.6388519 46.2301929, 15.6389076 46.2300231, 15.638974 46.2299256, 15.6391223 46.2298151, 15.6393842 46.2297529, 15.6397021 46.2297669, 15.639848 46.2297838, 15.6400327 46.229743, 15.6400358 46.2296236, 15.639937 46.2294586, 15.6398585 46.2292236, 15.6399042 46.2291077, 15.6400449 46.2289734, 15.6401441 46.2289859, 15.6402351 46.2290245)",,,
269001842,685,Kidričeva ulica,secondary,,False,False,96.746,"LINESTRING (15.6382576 46.2303618, 15.6383172 46.2299755, 15.6383253 46.2297103, 15.6383385 46.2294942)",2,,
"[1242510336, 269280553, 269280555, 269001842, 847741304]",685,Kidričeva ulica,secondary,,False,True,289.927,"LINESTRING (15.6382576 46.2303618, 15.6381671 46.2307175, 15.6380074 46.231348, 15.6379495 46.2315481, 15.6379307 46.2316129, 15.6379115 46.2316791, 15.6378414 46.2319186, 15.637802 46.2321486, 15.6377739 46.2323964, 15.6377799 46.2326049, 15.6377953 46.2328086, 15.637797 46.2328333, 15.6378138 46.2329393)",2,,
"[1242532977, 1242532978]",,Zdraviliški trg,residential,roundabout,True,False,30.952,"LINESTRING (15.6387475 46.235858, 15.6387176 46.235869, 15.6386845 46.2358742, 15.6386507 46.2358729, 15.6386186 46.2358654, 15.6385937 46.2358542, 15.6385735 46.2358393, 15.6385588 46.2358214, 15.6385507 46.2358017, 15.6385496 46.2357812, 15.6385554 46.2357611, 15.6385679 46.2357425, 15.6385865 46.2357265, 15.6386099 46.2357139)",,,
110498106,,Zdraviliški trg,residential,roundabout,True,False,14.493,"LINESTRING (15.6387792 46.2357413, 15.6387945 46.2357651, 15.6387989 46.235791, 15.638792 46.2358166, 15.6387743 46.2358396, 15.6387475 46.235858)",,,
623704349,,,unclassified,,False,False,276.17800000000005,"LINESTRING (15.6387792 46.2357413, 15.6388616 46.2357064, 15.6390584 46.2356842, 15.6391747 46.2356696, 15.6392876 46.2356656, 15.6394213 46.2356708, 15.6394802 46.2356893, 15.639511 46.2357155, 15.639526 46.2357751, 15.6394809 46.2358498, 15.6394288 46.2359102, 15.6393861 46.2359788, 15.6393686 46.2360419, 15.6393779 46.2361049, 15.6394257 46.2361659, 15.639487 46.2361983, 15.6395326 46.2362087, 15.6395816 46.2362145, 15.6396745 46.2362133, 15.6397568 46.2361937, 15.6398948 46.2361442, 15.6399594 46.2361019, 15.6400107 46.2360793, 15.6403359 46.2359623, 15.6404993 46.2358846, 15.6405327 46.2357812, 15.6404576 46.235696, 15.6404095 46.2355977, 15.6403845 46.2355124, 15.6403698 46.2353997, 15.6403845 46.2352927)",,,
19790233,685,Rogaška Slatina,secondary,roundabout,True,False,19.642000000000003,"LINESTRING (15.6378434 46.2343006, 15.6378157 46.2343303, 15.6377753 46.2343519, 15.6377268 46.2343629, 15.6376757 46.234362, 15.637628 46.2343494)",,,
"[45044739, 1242510339, 1242510341]",,Kidričeva ulica,residential,,False,False,176.574,"LINESTRING (15.6378434 46.2343006, 15.6379638 46.2342996, 15.6379908 46.2343035, 15.6380629 46.2343899, 15.6381046 46.2344682, 15.6382234 46.2346575, 15.6382316 46.2346705, 15.6383232 46.2348565, 15.6383887 46.2349916, 15.6385173 46.235242, 15.6385633 46.2354151, 15.6385839 46.2355727, 15.6385951 46.2356771, 15.6386099 46.2357139)",,,
163736098,,Strma cesta,residential,,False,False,165.79799999999997,"LINESTRING (15.634688 46.2326132, 15.6349234 46.2326232, 15.6351702 46.2325847, 15.6353365 46.2325643, 15.6354411 46.2325661, 15.6355242 46.2326014, 15.6355966 46.2326756, 15.6356583 46.2327665, 15.6357111 46.2328579, 15.6357754 46.2329372, 15.6358093 46.2330554, 15.6358311 46.2331772, 15.635804 46.2332845, 15.6357519 46.2333795, 15.635781 46.2334394)",,,
163736098,,Strma cesta,residential,,False,False,156.70000000000005,"LINESTRING (15.635781 46.2334394, 15.6357754 46.2334479, 15.6359329 46.233467, 15.6360831 46.2334503, 15.636303 46.2334132, 15.6364988 46.2333928, 15.6366759 46.2333742, 15.6369334 46.2333501, 15.637097 46.2333222, 15.6371458 46.2332828, 15.6371732 46.2332075, 15.6371945 46.2331164, 15.6372311 46.2330722, 15.637355 46.2330162, 15.6374761 46.232971)",,,
