osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,junction,bridge,lanes
83834530,679,Kvedrova cesta,tertiary,False,False,139.21800000000002,"LINESTRING (15.2982681 46.0127707, 15.2983929 46.0126768, 15.2984807 46.0126062, 15.2985742 46.0125307, 15.2987485 46.0123297, 15.2987878 46.0122448, 15.2988718 46.0120469, 15.29896 46.0118752, 15.2990426 46.0117558, 15.2991093 46.0116828)",,,,
1073094111,424,,secondary,True,False,16.827,"LINESTRING (15.2982681 46.0127707, 15.2982787 46.0127773, 15.2982895 46.0127933, 15.2982961 46.0128104, 15.2982982 46.012828, 15.2982959 46.0128456, 15.2982892 46.0128627, 15.2982783 46.0128786, 15.2982635 46.012893, 15.2982453 46.0129054)",50,roundabout,,
24619758,424,,secondary,True,False,35.989000000000004,"LINESTRING (15.2980426 46.0128926, 15.298028 46.0128782, 15.2980173 46.0128623, 15.2980107 46.0128454, 15.2980084 46.0128279, 15.2980106 46.0128105, 15.298017 46.0127935, 15.2980277 46.0127776, 15.2980421 46.0127632, 15.2980599 46.0127507, 15.2980806 46.0127406, 15.2981034 46.0127332, 15.2981278 46.0127286, 15.298153 46.012727, 15.2981781 46.0127285, 15.2982026 46.012733, 15.2982255 46.0127404, 15.2982462 46.0127504, 15.2982681 46.0127707)",50,roundabout,,
83802199,424,Šmarska cesta,secondary,False,True,45.489,"LINESTRING (15.2980426 46.0128926, 15.2979811 46.0129107, 15.297851 46.0129691, 15.2975357 46.0131)",50,,,
817871611,679,,tertiary,True,False,19.622,"LINESTRING (15.3045467 46.0075553, 15.3044157 46.0074041)",,,,
143965609,679,Kvedrova cesta,tertiary,False,True,96.909,"LINESTRING (15.3045467 46.0075553, 15.3045825 46.0077565, 15.3045906 46.0079691, 15.3045749 46.0080392, 15.3045546 46.008119, 15.3045197 46.0082084, 15.3044672 46.0082996, 15.3043987 46.0084024)",,,,
817871181,679,,tertiary,True,False,22.225,"LINESTRING (15.3045925 46.0070354, 15.3045748 46.0072349)",,,,
1073094109,679,Glavni trg,tertiary,False,False,43.673,"LINESTRING (15.3045925 46.0070354, 15.3046364 46.0069668, 15.304778 46.0067698, 15.3048546 46.0066881)",,,,
143727689,,Prvomajska ulica,residential,False,False,149.68300000000002,"LINESTRING (15.3019415 46.0126225, 15.3018397 46.0129388, 15.3017997 46.0132694, 15.3018053 46.0133619, 15.3018338 46.0134971, 15.3018769 46.0136807, 15.3019822 46.0139458)",,,,
143727689,,Prvomajska ulica,residential,False,True,59.498999999999995,"LINESTRING (15.3019415 46.0126225, 15.3020158 46.0123747, 15.3020902 46.0120975)",,,,
144115448,,Naselje heroja Maroka,residential,False,True,231.35,"LINESTRING (15.3019415 46.0126225, 15.3017473 46.0126135, 15.3013333 46.0125944, 15.3010438 46.0125851, 15.3007881 46.0125758, 15.3005256 46.0125722, 15.3002991 46.0125615, 15.3002093 46.0125504, 15.300084 46.0124682, 15.3000181 46.0123677, 15.2999894 46.0123011, 15.2999688 46.0122156, 15.2999493 46.0121649, 15.2999214 46.0120922, 15.2998413 46.0119864, 15.2997948 46.0119574, 15.2997109 46.0119006, 15.2995691 46.0118385)",,,,
83834543,679,,tertiary,True,False,3.965,"LINESTRING (15.3045748 46.0072349, 15.3045939 46.007268)",,roundabout,,
83834576,,Cesta na dobravo,residential,False,False,100.809,"LINESTRING (15.3044784 46.0102104, 15.3042676 46.0099726, 15.3040051 46.0097555, 15.3038405 46.0096262, 15.3036772 46.0094979)",,,,
83834576,,Cesta na dobravo,residential,False,True,74.02199999999999,"LINESTRING (15.3044784 46.0102104, 15.3047198 46.0104767, 15.3050244 46.0107568)",,,,
143731888,,Trg svobode,residential,False,True,131.885,"LINESTRING (15.3044784 46.0102104, 15.3034212 46.0107425, 15.3030956 46.0109064)",,,,
83834519,,Naselje heroja Maroka,residential,False,False,11.075,"LINESTRING (15.301823 46.0105075, 15.301734 46.0104294)",,,,
83834519,,Naselje heroja Maroka,residential,False,True,95.961,"LINESTRING (15.301823 46.0105075, 15.3023029 46.0109341, 15.3025206 46.0111394, 15.3025794 46.0111921)",,,,
143965608,,Cesta na dobravo,residential,False,False,24.494999999999997,"LINESTRING (15.3090679 46.0075821, 15.3091034 46.0074412, 15.3091462 46.0073699)",,,,
143965608,,Cesta na dobravo,residential,False,True,31.711000000000002,"LINESTRING (15.3090679 46.0075821, 15.309007 46.007589, 15.3088735 46.0076488, 15.3087898 46.0076812, 15.3086986 46.0076976)",,,,
144073874,,Trubarjeva ulica,residential,False,False,223.021,"LINESTRING (15.3090679 46.0075821, 15.3091666 46.0076095, 15.3092511 46.0076747, 15.3092873 46.0077222, 15.3093073 46.0078029, 15.3092994 46.0079328, 15.3092618 46.008105, 15.3091581 46.0083462, 15.3089172 46.008798, 15.3087252 46.0091232, 15.3085717 46.0092354, 15.3083349 46.0092302)",,,,
83834530,679,Kvedrova cesta,tertiary,False,False,246.145,"LINESTRING (15.2991093 46.0116828, 15.299183 46.0115986, 15.2993403 46.0114577, 15.2994945 46.0113367, 15.2998936 46.0110897, 15.300786 46.010528, 15.3014101 46.0101617)",,,,
83834530,679,Kvedrova cesta,tertiary,False,True,139.218,"LINESTRING (15.2991093 46.0116828, 15.2990426 46.0117558, 15.29896 46.0118752, 15.2988718 46.0120469, 15.2987878 46.0122448, 15.2987485 46.0123297, 15.2985742 46.0125307, 15.2984807 46.0126062, 15.2983929 46.0126768, 15.2982681 46.0127707)",,,,
83834564,,Naselje heroja Maroka,residential,False,True,39.541,"LINESTRING (15.2991093 46.0116828, 15.2992973 46.0117456, 15.299427 46.0117834, 15.2995691 46.0118385)",,,,
143727689,,Prvomajska ulica,residential,False,False,9.636,"LINESTRING (15.3025794 46.0111921, 15.3025174 46.0112673)",,,,
83834519,,Naselje heroja Maroka,residential,False,False,95.961,"LINESTRING (15.3025794 46.0111921, 15.3025206 46.0111394, 15.3023029 46.0109341, 15.301823 46.0105075)",,,,
143731888,,Trg svobode,residential,False,False,51.07600000000001,"LINESTRING (15.3025794 46.0111921, 15.3026837 46.0111192, 15.3028433 46.0110344, 15.3030956 46.0109064)",,,,
83834543,679,,tertiary,True,False,6.864,"LINESTRING (15.3044157 46.0074041, 15.3043728 46.0073961, 15.3043347 46.0073802)",,roundabout,,
"[170199498, 170199497, 143731890]",,Prvomajska ulica,residential,False,False,179.597,"LINESTRING (15.2996934 46.0141318, 15.2997787 46.014152, 15.2998868 46.0141606, 15.2999551 46.0141626, 15.3002102 46.0141672, 15.300535 46.0141353, 15.300584 46.0141243, 15.3010608 46.0140379, 15.3014915 46.0139969, 15.3019822 46.0139458)",,,yes,
"[83834585, 1240387739]",424,Orešje nad Sevnico,secondary,False,True,190.253,"LINESTRING (15.2996934 46.0141318, 15.2996877 46.0138929, 15.2996505 46.0137601, 15.2995956 46.0136667, 15.2995149 46.0135977, 15.2994137 46.0135523, 15.2990168 46.0134499, 15.2989189 46.0134065, 15.2988052 46.0133527, 15.2984933 46.013119, 15.2982453 46.0129054)",50,,,
83834576,,Cesta na dobravo,residential,False,False,3.222,"LINESTRING (15.3036772 46.0094979, 15.3036486 46.0094768)",,,,
83834548,,Trg svobode,residential,True,False,181.95800000000003,"LINESTRING (15.3036772 46.0094979, 15.3030802 46.009823, 15.3027148 46.0100219, 15.301823 46.0105075)",,,,
83834576,,Cesta na dobravo,residential,False,True,100.809,"LINESTRING (15.3036772 46.0094979, 15.3038405 46.0096262, 15.3040051 46.0097555, 15.3042676 46.0099726, 15.3044784 46.0102104)",,,,
83834564,,Naselje heroja Maroka,residential,False,False,39.541,"LINESTRING (15.2995691 46.0118385, 15.299427 46.0117834, 15.2992973 46.0117456, 15.2991093 46.0116828)",,,,
