osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction,bridge
27765956,705,Mariborska cesta,tertiary,50,False,True,71.74000000000001,"LINESTRING (15.5141348 46.5384732, 15.5142461 46.5384642, 15.5144179 46.5384711, 15.5145675 46.5384888, 15.5147365 46.5385137, 15.5148877 46.5385522, 15.5150412 46.538599)",,,
28176527,,Areška cesta,unclassified,,False,False,47.254000000000005,"LINESTRING (15.5141348 46.5384732, 15.5141933 46.5383624, 15.5144784 46.5381261)",,,
"[153196000, 153195999]",705,Falska cesta,tertiary,50,False,False,114.599,"LINESTRING (15.5141348 46.5384732, 15.5140263 46.5385041, 15.5139158 46.5385409, 15.5137786 46.5385931, 15.5136034 46.5386622, 15.513428 46.538724, 15.5132846 46.5387633, 15.5131167 46.5387864, 15.5129384 46.5387981, 15.5127409 46.5388016)",,,
50234713,,Mali Beograd,residential,,False,False,125.648,"LINESTRING (15.5127409 46.5388016, 15.5125585 46.5394418, 15.512411 46.5399085)",,,
153195999,705,Falska cesta,tertiary,50,False,False,61.792,"LINESTRING (15.5127409 46.5388016, 15.5124018 46.5387503, 15.511948 46.5386958)",,,
"[153196000, 153195999]",705,Falska cesta,tertiary,50,False,True,114.59900000000002,"LINESTRING (15.5127409 46.5388016, 15.5129384 46.5387981, 15.5131167 46.5387864, 15.5132846 46.5387633, 15.513428 46.538724, 15.5136034 46.5386622, 15.5137786 46.5385931, 15.5139158 46.5385409, 15.5140263 46.5385041, 15.5141348 46.5384732)",,,
27826007,,Kolodvorska ulica,residential,30,False,False,82.637,"LINESTRING (15.5100926 46.5392523, 15.5105708 46.5391476, 15.5111357 46.5390616)",,,
27826007,,Kolodvorska ulica,residential,30,False,True,76.38499999999999,"LINESTRING (15.5100926 46.5392523, 15.50993 46.5392849, 15.5091602 46.5394971)",,,
54989772,,Košeninova ulica,residential,,False,False,45.828,"LINESTRING (15.5100926 46.5392523, 15.5100769 46.5393503, 15.5099602 46.5396534)",,,
"[506195115, 27765949]",,Šarhova pot,residential,,False,False,119.046,"LINESTRING (15.5116845 46.5389813, 15.5115488 46.5392467, 15.5114643 46.5394511, 15.5114084 46.5396555, 15.5118143 46.539743, 15.5118147 46.5398192)",,,
27826007,,Kolodvorska ulica,residential,30,False,True,42.971999999999994,"LINESTRING (15.5116845 46.5389813, 15.5115376 46.5390116, 15.5113849 46.5390326, 15.5111357 46.5390616)",,,
506195114,,Kolodvorska ulica,residential,30,False,False,38.865,"LINESTRING (15.5116845 46.5389813, 15.5117778 46.5389393, 15.5118535 46.5388714, 15.511948 46.5386958)",,,
"[1239916857, 28176524]",705,Falska cesta,tertiary,"['50', '30']",False,False,270.15700000000004,"LINESTRING (15.511948 46.5386958, 15.5115716 46.5386474, 15.5110269 46.5385793, 15.5107695 46.5385506, 15.5104417 46.5385173, 15.510048 46.5384639, 15.5093006 46.5383632, 15.5087095 46.5382757, 15.5084777 46.5382457)",,,
153195999,705,Falska cesta,tertiary,50,False,True,61.792,"LINESTRING (15.511948 46.5386958, 15.5124018 46.5387503, 15.5127409 46.5388016)",,,
506195114,,Kolodvorska ulica,residential,30,False,True,38.865,"LINESTRING (15.511948 46.5386958, 15.5118535 46.5388714, 15.5117778 46.5389393, 15.5116845 46.5389813)",,,
34437831,,Ulica Ruške čete,residential,,False,False,23.955,"LINESTRING (15.5167682 46.5406834, 15.5164638 46.5406327)",,,
26504720,435,Industrijska ulica,secondary,50,False,False,13.919,"LINESTRING (15.5167682 46.5406834, 15.5168232 46.5406096, 15.5168523 46.5405724)",,,
26504720,435,Industrijska ulica,secondary,50,False,True,158.358,"LINESTRING (15.5167682 46.5406834, 15.5162828 46.5419601, 15.5162466 46.5420616)",,,
201009768,,Industrijska ulica,residential,,False,False,38.757,"LINESTRING (15.5167682 46.5406834, 15.5168326 46.5407019, 15.5168621 46.5407517, 15.5169198 46.5408642, 15.516968 46.540927, 15.5170324 46.540962)",,,
26504720,435,Industrijska ulica,secondary,50,False,False,63.434999999999995,"LINESTRING (15.5168523 46.5405724, 15.5168815 46.5405396, 15.5169684 46.5404763, 15.5170473 46.5404171, 15.5171474 46.5403604, 15.5173589 46.5402768, 15.5174979 46.5402273)",,,
26504720,435,Industrijska ulica,secondary,50,False,True,13.919,"LINESTRING (15.5168523 46.5405724, 15.5168232 46.5406096, 15.5167682 46.5406834)",,,
54989803,,Industrijska ulica,residential,,False,False,156.32000000000002,"LINESTRING (15.5168523 46.5405724, 15.5168192 46.540534, 15.5168125 46.540498, 15.5168514 46.5403209, 15.5169439 46.5400967, 15.5170995 46.5398255, 15.5171397 46.5397591, 15.5171558 46.5396964, 15.5171477 46.5396479, 15.5170968 46.5395086, 15.5170445 46.5393661, 15.5170058 46.5392224)",destination,,
288767413,435,,secondary,30,True,False,15.297,"LINESTRING (15.5179119 46.5400223, 15.5179509 46.5400286, 15.5179861 46.5400416, 15.5180153 46.5400604, 15.5180364 46.5400838, 15.518048 46.5401101)",,roundabout,
288767413,435,,secondary,30,True,False,15.194,"LINESTRING (15.5179783 46.5402166, 15.5179325 46.5402299, 15.517883 46.5402324, 15.5178349 46.5402238, 15.5177933 46.5402052)",,roundabout,
