osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,bridge,junction
"[172705877, 673991255]",True,"['Calle 4', 'Carrera 6']",tertiary,False,201.34,,"LINESTRING (-76.6048365 2.4419036, -76.6056921 2.4421983, -76.6053993 2.4430563)",,,
673991134,True,Carrera 4,secondary,False,63.544,,"LINESTRING (-76.603054 2.4442572, -76.6032212 2.4437107)",,,
36950690,True,Calle 6,residential,False,100.328,,"LINESTRING (-76.6054714 2.4401661, -76.6063319 2.4404399)",,,
65583233,True,Carrera 5,residential,False,104.053,,"LINESTRING (-76.6054714 2.4401661, -76.6051423 2.4410422)",,,
65583233,True,Carrera 5,residential,False,99.075,,"LINESTRING (-76.605785 2.439332, -76.6054714 2.4401661)",,,
36950691,True,Calle 7,tertiary,False,105.751,,"LINESTRING (-76.605785 2.439332, -76.6052093 2.4391182, -76.6048963 2.4389915)",,,
36950691,True,Calle 7,tertiary,False,101.15,,"LINESTRING (-76.6048963 2.4389915, -76.6040392 2.4386846)",,,
939618107,True,Carrera 4,residential,False,100.242,,"LINESTRING (-76.6048963 2.4389915, -76.6052259 2.4381523)",,,
36950690,True,Calle 6,residential,False,83.93,,"LINESTRING (-76.6029876 2.439376, -76.6037055 2.4396111)",,,
36979231,True,Carrera 2,residential,False,35.819,,"LINESTRING (-76.6029876 2.439376, -76.6028804 2.4390722)",,,
36950690,True,Calle 6,residential,False,103.122,,"LINESTRING (-76.6089662 2.4412993, -76.6098445 2.4415994)",,,
531822132,True,Carrera 9,secondary,False,85.973,1,"LINESTRING (-76.6089662 2.4412993, -76.6092585 2.4405834)",,,
238678590,True,Calle 8,tertiary,False,103.945,,"LINESTRING (-76.609558 2.4396733, -76.6104452 2.4399702)",,,
531822132,True,Carrera 9,secondary,False,99.669,1,"LINESTRING (-76.609558 2.4396733, -76.6099016 2.4388453)",,,
36978726,True,Calle 9,residential,False,104.419,,"LINESTRING (-76.6099016 2.4388453, -76.6090204 2.4385186)",,,
531822132,True,Carrera 9,secondary,False,13.004,1,"LINESTRING (-76.6099016 2.4388453, -76.6099427 2.4387358)",,,
36979231,True,Carrera 2,residential,False,53.777,,"LINESTRING (-76.6027764 2.4398102, -76.6028642 2.4396614, -76.6029876 2.439376)",,,
36979231,True,Carrera 2,residential,False,42.223,,"LINESTRING (-76.6028804 2.4390722, -76.6027705 2.4387087)",,,
"[36979368, 94967631]",False,"['Calle 6A', 'Carrera 2A']",residential,"[False, True]",103.637,,"LINESTRING (-76.6027705 2.4387087, -76.602849 2.4386994, -76.603358 2.4387912, -76.6033923 2.4387908, -76.6034122 2.4387714, -76.603503 2.4385126)",,,
36950691,True,Calle 7,tertiary,False,40.09,,"LINESTRING (-76.603503 2.4385126, -76.6031625 2.4383932)",,,
"[36979368, 94967631]",False,"['Carrera 2A', 'Calle 6A']",residential,"[False, True]",103.63699999999999,,"LINESTRING (-76.603503 2.4385126, -76.6034122 2.4387714, -76.6033923 2.4387908, -76.603358 2.4387912, -76.602849 2.4386994, -76.6027705 2.4387087)",,,
95911396,False,Calle 9,residential,True,48.104,,"LINESTRING (-76.6113717 2.4392761, -76.6109645 2.439129)",,,
791854850,True,Carrera 10A,residential,False,106.08,,"LINESTRING (-76.6113717 2.4392761, -76.6111831 2.440087, -76.6111479 2.4402033)",,,
36950691,True,Calle 7,tertiary,False,46.035,,"LINESTRING (-76.6101232 2.4408767, -76.6097313 2.4407422)",,,
39558970,True,Carrera 10,residential,False,86.119,,"LINESTRING (-76.6101232 2.4408767, -76.6098445 2.4415994)",,,
172705870,True,Calle 4,secondary,False,82.907,,"LINESTRING (-76.6091967 2.4433518, -76.609685 2.4435067, -76.6098774 2.4435677, -76.609908 2.4435774)",,,
32405482,True,Calle 5,secondary,False,100.662,,"LINESTRING (-76.6095178 2.4424543, -76.6086542 2.4421803)",,,
39558970,True,Carrera 10,residential,False,105.981,,"LINESTRING (-76.6095178 2.4424543, -76.6091967 2.4433518)",,,
36950690,True,Calle 6,residential,False,108.635,,"LINESTRING (-76.6098445 2.4415994, -76.6107748 2.4419004)",,,
39558970,True,Carrera 10,residential,False,101.754,,"LINESTRING (-76.6098445 2.4415994, -76.6095178 2.4424543)",,,
66334253,False,Calle 1,residential,False,106.169,,"LINESTRING (-76.6101953 2.4458753, -76.6093042 2.4455303)",,,
66334253,False,Calle 1,residential,True,47.557,,"LINESTRING (-76.6101953 2.4458753, -76.6103848 2.4462588)",,,
673991134,True,Carrera 4,secondary,False,41.509,,"LINESTRING (-76.6032212 2.4437107, -76.6033551 2.4433622)",,,
"[37055304, 95912873]",True,"['Calle 1A', 'Carrera 4A']",residential,False,106.894,,"LINESTRING (-76.6032212 2.4437107, -76.6035251 2.4438112, -76.603575 2.4438484, -76.6036026 2.4438998, -76.6036177 2.443969, -76.6036033 2.4440482, -76.6034814 2.4443972)",,,
350309002,True,Calle 4,secondary,False,101.619,,"LINESTRING (-76.6030851 2.4413552, -76.6039555 2.4416362)",,,
566815060,True,Carrera 3,secondary,False,102.804,,"LINESTRING (-76.6030851 2.4413552, -76.6027819 2.4422287)",,,
39649708,True,Carrera 8,secondary,False,100.149,,"LINESTRING (-76.6074569 2.4427639, -76.6071422 2.4436079)",,,
172705870,True,Calle 4,secondary,False,101.805,,"LINESTRING (-76.6074569 2.4427639, -76.6083198 2.4430721)",,,
39649708,True,Carrera 8,secondary,False,102.685,,"LINESTRING (-76.6077864 2.4419011, -76.6074569 2.4427639)",,,
"[673991258, 673991259]",True,"['Carrera 7', 'Calle 5']",tertiary,False,205.685,,"LINESTRING (-76.6077864 2.4419011, -76.6073264 2.4417339, -76.606915 2.441591, -76.607243 2.4407254)",,,
566815060,True,Carrera 3,secondary,False,101.458,,"LINESTRING (-76.6033888 2.4404947, -76.6030851 2.4413552)",,,
36950690,True,Calle 6,residential,False,100.469,,"LINESTRING (-76.6037055 2.4396111, -76.6045686 2.4398809)",,,
36978727,True,Carrera 3,residential,False,104.362,,"LINESTRING (-76.6037055 2.4396111, -76.6033888 2.4404947)",,,
36950691,True,Calle 7,tertiary,False,62.564,,"LINESTRING (-76.6040392 2.4386846, -76.603503 2.4385126)",,,
36978727,True,Carrera 3,residential,False,109.489,,"LINESTRING (-76.6040392 2.4386846, -76.6037055 2.4396111)",,,
36979218,True,Calle 3,tertiary,False,102.623,,"LINESTRING (-76.6071422 2.4436079, -76.6062681 2.4433094)",,,
"[39649708, 531822134, 531822135]",True,Carrera 8,secondary,False,161.131,,"LINESTRING (-76.6071422 2.4436079, -76.6069319 2.4442216, -76.6067601 2.4446828, -76.6067484 2.4447165, -76.6066783 2.4449184, -76.6066612 2.4449748)",,yes,
36950691,True,Calle 7,tertiary,False,103.418,,"LINESTRING (-76.6092585 2.4405834, -76.6083809 2.4402732)",,,
531822132,True,Carrera 9,secondary,False,106.528,1,"LINESTRING (-76.6092585 2.4405834, -76.609558 2.4396733)",,,
36978725,True,Calle 8,tertiary,False,99.101,,"LINESTRING (-76.6087153 2.439381, -76.609558 2.4396733)",,,
39649708,True,Carrera 8,secondary,False,105.936,,"LINESTRING (-76.6087153 2.439381, -76.6083809 2.4402732)",,,
36950691,True,Calle 7,tertiary,False,66.021,,"LINESTRING (-76.6115003 2.4413592, -76.6109369 2.4411703)",,,
556761233,False,Carrera 11,residential,False,86.536,,"LINESTRING (-76.6115003 2.4413592, -76.6113936 2.4421301)",,,
556761233,False,Carrera 11,residential,True,53.913,,"LINESTRING (-76.6115003 2.4413592, -76.6115735 2.4408799)",,,
556761233,False,Carrera 11,residential,False,58.373,,"LINESTRING (-76.6116707 2.440364, -76.6115735 2.4408799)",,,
556761233,False,Carrera 11,residential,False,38.427,,"LINESTRING (-76.6113936 2.4421301, -76.6113075 2.4424648)",,,
556761233,False,Carrera 11,residential,True,86.536,,"LINESTRING (-76.6113936 2.4421301, -76.6115003 2.4413592)",,,
37054642,True,Carrera 12,residential,False,63.412,,"LINESTRING (-76.6105306 2.4449434, -76.610343 2.445482)",,,
95911406,True,Calle 3,residential,False,105.451,,"LINESTRING (-76.6105306 2.4449434, -76.6096486 2.4445929)",,,
531822132,True,Carrera 9,secondary,False,100.139,1,"LINESTRING (-76.6080043 2.4439157, -76.6083198 2.4430721)",,,
36979218,True,Calle 3,tertiary,False,101.777,,"LINESTRING (-76.6080043 2.4439157, -76.6078465 2.4438606, -76.6077797 2.4438461, -76.6071422 2.4436079)",,,
673991134,True,Carrera 4,secondary,False,100.069,,"LINESTRING (-76.6033551 2.4433622, -76.6036422 2.4425092)",,,
39649676,True,Calle 2,residential,False,98.352,,"LINESTRING (-76.6033551 2.4433622, -76.6036372 2.4434492, -76.6041953 2.4436406)",,,
713170436,True,Carrera 5,residential,False,106.535,,"LINESTRING (-76.6041953 2.4436406, -76.6038605 2.4445384)",,,
713170435,False,Calle 2,residential,False,81.028,,"LINESTRING (-76.6041953 2.4436406, -76.604713 2.4437941, -76.6048937 2.4438506)",,,
531822132,True,Carrera 9,secondary,False,81.538,1,"LINESTRING (-76.6077595 2.444607, -76.6080043 2.4439157)",,,
556832993,False,Calle 2,residential,True,88.0,,"LINESTRING (-76.6077595 2.444607, -76.6070404 2.4442751)",,,
66334253,False,Calle 1,residential,True,106.169,,"LINESTRING (-76.6093042 2.4455303, -76.6101953 2.4458753)",,,
239222620,False,Carrera 11,residential,True,45.897,2,"LINESTRING (-76.6093042 2.4455303, -76.6094529 2.4451452)",,,
95911392,True,Calle 2,residential,False,95.15299999999999,,"LINESTRING (-76.6093042 2.4455303, -76.6088689 2.4452816, -76.608569 2.4450917)",,,
"[531822130, 531822131, 239222620]",False,Carrera 11,residential,False,82.75099999999999,2,"LINESTRING (-76.6093042 2.4455303, -76.6092311 2.4457173, -76.6091584 2.4459694, -76.6091532 2.4459862, -76.6090808 2.4462091, -76.6090717 2.4462368)",,yes,
39649679,False,,residential,False,55.114,,"LINESTRING (-76.608569 2.4450917, -76.6083704 2.4455459)",,,
95911392,True,Calle 2,residential,False,42.436,,"LINESTRING (-76.608569 2.4450917, -76.608511 2.4450619, -76.6082296 2.4449166)",,,
39649679,False,,residential,True,55.114,,"LINESTRING (-76.6083704 2.4455459, -76.608569 2.4450917)",,,
"[39649680, 673991254]",True,"['Carrera 10', 'Calle 3']",residential,False,152.493,,"LINESTRING (-76.6082296 2.4449166, -76.6084715 2.4440902, -76.6084713 2.4440738, -76.6084582 2.4440624, -76.6080043 2.4439157)",,,
39649681,True,Calle 2,residential,False,105.739,,"LINESTRING (-76.6094529 2.4451452, -76.610343 2.445482)",,,
239222620,False,Carrera 11,residential,False,45.897,2,"LINESTRING (-76.6094529 2.4451452, -76.6093042 2.4455303)",,,
239222620,False,Carrera 11,residential,True,65.149,2,"LINESTRING (-76.6094529 2.4451452, -76.6095085 2.4449865, -76.6095288 2.4449334, -76.6096486 2.4445929)",,,
37054642,True,Carrera 12,residential,False,46.71,,"LINESTRING (-76.610343 2.445482, -76.6101953 2.4458753)",,,
39649681,True,Calle 2,residential,False,93.502,,"LINESTRING (-76.610343 2.445482, -76.6111293 2.4457819)",,,
239222620,False,Carrera 11,residential,False,65.149,2,"LINESTRING (-76.6096486 2.4445929, -76.6095288 2.4449334, -76.6095085 2.4449865, -76.6094529 2.4451452)",,,
239222620,False,Carrera 11,residential,True,94.695,2,"LINESTRING (-76.6096486 2.4445929, -76.6097903 2.4442431, -76.6099684 2.4438035)",,,
39649684,True,Carrera 13,residential,False,68.394,,"LINESTRING (-76.6111293 2.4457819, -76.6113549 2.4452096)",,,
95911406,True,Calle 3,residential,False,96.24,,"LINESTRING (-76.6113549 2.4452096, -76.6105306 2.4449434)",,,
39649684,True,Carrera 13,residential,False,50.829,,"LINESTRING (-76.6109665 2.4462091, -76.6111293 2.4457819)",,,
237888132,True,Calle 1,secondary,False,64.859,,"LINESTRING (-76.6109665 2.4462091, -76.6103848 2.4462588)",,,
237888132,True,Calle 1,secondary,False,61.491,,"LINESTRING (-76.6115188 2.4461726, -76.6109665 2.4462091)",,,
1010950853,False,,residential,True,6.568,,"LINESTRING (-76.6115188 2.4461726, -76.6114975 2.4462277)",,,
556761233,False,Carrera 11,residential,True,38.427,,"LINESTRING (-76.6113075 2.4424648, -76.6113936 2.4421301)",,,
556761233,False,Carrera 11,residential,False,91.188,,"LINESTRING (-76.6113075 2.4424648, -76.6111084 2.4429442, -76.6110007 2.44313, -76.61095 2.4431999)",,,
556761233,False,Carrera 11,residential,False,53.913,,"LINESTRING (-76.6115735 2.4408799, -76.6115003 2.4413592)",,,
556761233,False,Carrera 11,residential,True,58.373,,"LINESTRING (-76.6115735 2.4408799, -76.6116707 2.440364)",,,
36978726,True,Calle 9,residential,False,100.941,,"LINESTRING (-76.6090204 2.4385186, -76.6081561 2.4382386)",,,
39649708,True,Carrera 8,secondary,False,44.157,,"LINESTRING (-76.6090204 2.4385186, -76.6088879 2.438893)",,,
1007199084,True,Calle 1,residential,False,49.968,,"LINESTRING (-76.6034814 2.4443972, -76.603054 2.4442572)",,,
105958925,True,,residential,False,55.24699999999999,,"LINESTRING (-76.6033453 2.4463071, -76.6034443 2.4462975, -76.6035363 2.4462597, -76.6036135 2.446197, -76.6036693 2.4461148, -76.6036991 2.44602)",,,roundabout
65582888,True,Carrera 5a,residential,False,72.94800000000001,,"LINESTRING (-76.6046578 2.4458698, -76.6044301 2.4461609, -76.6042213 2.4463574)",,,
65582889,True,Calle 1A,residential,False,68.252,,"LINESTRING (-76.6036991 2.44602, -76.604158 2.4464281)",,,
105958925,True,,residential,False,12.365,,"LINESTRING (-76.6036991 2.44602, -76.6036983 2.4459088)",,,roundabout
105958925,True,,residential,False,125.079,,"LINESTRING (-76.6034369 2.4456339, -76.6033226 2.4456278, -76.6032127 2.4456599, -76.6031196 2.4457265, -76.6030538 2.4458201, -76.6030226 2.4459301, -76.6030297 2.4460443, -76.6030741 2.4461497, -76.6031459 2.4462305, -76.6032394 2.4462848, -76.6033453 2.4463071)",,,roundabout
65583228,True,Calle 1,residential,False,17.785,,"LINESTRING (-76.6036847 2.4458234, -76.6038013 2.4457138)",,,
105958925,True,,residential,False,35.472,,"LINESTRING (-76.6036847 2.4458234, -76.6036042 2.4457263, -76.6035272 2.4456682, -76.6034369 2.4456339)",,,roundabout
65583234,False,,residential,True,46.595,,"LINESTRING (-76.6037288 2.4449149, -76.6033312 2.4447815)",,,
"[713170436, 486247885, 486247886]",True,Carrera 5,residential,False,71.485,,"LINESTRING (-76.6037288 2.4449149, -76.6036998 2.4450395, -76.6036422 2.445195, -76.6035886 2.4453284, -76.6035433 2.4454386, -76.6035105 2.4455184)",,yes,
713170436,True,Carrera 5,residential,False,44.348,,"LINESTRING (-76.6038605 2.4445384, -76.6037288 2.4449149)",,,
1007199084,True,Calle 1,residential,False,44.947,,"LINESTRING (-76.6038605 2.4445384, -76.6034814 2.4443972)",,,
531822132,True,Carrera 9,secondary,False,7.39,1,"LINESTRING (-76.6077338 2.4446683, -76.6077595 2.444607)",,,
1065671695,True,Calle 2,residential,False,61.613,,"LINESTRING (-76.6077338 2.4446683, -76.6082296 2.4449166)",,,
39649708,True,Carrera 8,secondary,False,87.695,,"LINESTRING (-76.6083809 2.4402732, -76.6081015 2.4410108)",,,
36950691,True,Calle 7,tertiary,False,101.88900000000001,,"LINESTRING (-76.6083809 2.4402732, -76.6077491 2.4400644, -76.607515 2.4399721)",,,
36950690,True,Calle 6,residential,False,101.278,,"LINESTRING (-76.6081015 2.4410108, -76.6089662 2.4412993)",,,
39649708,True,Carrera 8,secondary,False,105.004,,"LINESTRING (-76.6081015 2.4410108, -76.6077864 2.4419011)",,,
36978725,True,Calle 8,tertiary,False,100.928,,"LINESTRING (-76.6061046 2.4384788, -76.606959 2.4387873)",,,
65583233,True,Carrera 5,residential,False,101.298,,"LINESTRING (-76.6061046 2.4384788, -76.605785 2.439332)",,,
36978726,True,Calle 9,residential,False,104.971,,"LINESTRING (-76.6081561 2.4382386, -76.6072688 2.4379141)",,,
36978725,True,Calle 8,tertiary,False,102.275,,"LINESTRING (-76.6043697 2.4378143, -76.6052259 2.4381523)",,,
36978727,True,Carrera 3,residential,False,103.504,,"LINESTRING (-76.6043697 2.4378143, -76.6040392 2.4386846)",,,
36978725,True,Calle 8,tertiary,False,104.151,,"LINESTRING (-76.6052259 2.4381523, -76.6061046 2.4384788)",,,
36978725,True,Calle 8,tertiary,False,102.451,,"LINESTRING (-76.6078347 2.4391074, -76.6087153 2.439381)",,,
172705879,True,Carrera 7,residential,False,102.994,,"LINESTRING (-76.6078347 2.4391074, -76.6081561 2.4382386)",,,
95708171,True,Calle 10,residential,False,40.596,,"LINESTRING (-76.6102451 2.4380044, -76.6105843 2.4381402)",,,
1012341037,True,Carrera 2,tertiary,False,54.502,,"LINESTRING (-76.6031625 2.4383932, -76.6033158 2.4379276)",,,
95708171,True,Calle 10,residential,False,9.505,,"LINESTRING (-76.611572 2.4384684, -76.6116565 2.4384818)",,,
791854850,True,Carrera 10A,residential,False,48.749,,"LINESTRING (-76.611572 2.4384684, -76.6114545 2.4388908)",,,
95708171,True,Calle 10,residential,False,40.181,,"LINESTRING (-76.6112266 2.4383612, -76.611572 2.4384684)",,,
95911398,False,Carrera 10,residential,False,51.591,,"LINESTRING (-76.6112266 2.4383612, -76.6110925 2.4388054)",,,
238678590,True,Calle 8,tertiary,False,6.258,,"LINESTRING (-76.6111479 2.4402033, -76.6112016 2.4402203)",,,
1008842412,True,Carrera 10A,residential,False,8.01,,"LINESTRING (-76.6111479 2.4402033, -76.6111502 2.4402753)",,,
95911391,False,Calle 9A,residential,False,42.356,,"LINESTRING (-76.6107337 2.4386766, -76.6110925 2.4388054)",,,
36950691,True,Calle 7,tertiary,False,96.112,,"LINESTRING (-76.6109369 2.4411703, -76.6101232 2.4408767)",,,
1008842411,True,Carrera 10A,residential,False,83.157,,"LINESTRING (-76.6109369 2.4411703, -76.6107748 2.4419004)",,,
95911391,False,Calle 9A,residential,False,26.504,,"LINESTRING (-76.6110925 2.4388054, -76.6113178 2.4388838)",,,
95911391,False,Calle 9A,residential,True,42.356,,"LINESTRING (-76.6110925 2.4388054, -76.6107337 2.4386766)",,,
95911398,False,Carrera 10,residential,False,38.691,,"LINESTRING (-76.6110925 2.4388054, -76.6109645 2.439129)",,,
95911398,False,Carrera 10,residential,True,51.591,,"LINESTRING (-76.6110925 2.4388054, -76.6112266 2.4383612)",,,
531822132,True,Carrera 9,secondary,False,87.994,1,"LINESTRING (-76.6099427 2.4387358, -76.6102451 2.4380044)",,,
95911396,False,Calle 9,residential,False,121.65,,"LINESTRING (-76.6099427 2.4387358, -76.610607 2.4389967, -76.6109645 2.439129)",,,
39558970,True,Carrera 10,residential,False,106.958,,"LINESTRING (-76.6104452 2.4399702, -76.6101232 2.4408767)",,,
238678590,True,Calle 8,tertiary,False,82.256,,"LINESTRING (-76.6104452 2.4399702, -76.6111479 2.4402033)",,,
36950690,True,Calle 6,residential,False,73.337,,"LINESTRING (-76.6107748 2.4419004, -76.6113936 2.4421301)",,,
39649699,False,Calle 9,residential,False,11.668,,"LINESTRING (-76.6114545 2.4388908, -76.6115507 2.4389329)",,,
791854850,True,Carrera 10A,residential,False,43.82,,"LINESTRING (-76.6114545 2.4388908, -76.6113717 2.4392761)",,,
713170432,False,Calle 1,residential,True,56.902,,"LINESTRING (-76.6057971 2.4448509, -76.6052928 2.4447614)",,,
713170434,True,Calle 1,residential,False,44.021,,"LINESTRING (-76.6057971 2.4448509, -76.6061901 2.4449015)",,,
"[531822136, 713170433, 531822137]",True,Carrera 7,tertiary,False,179.285,,"LINESTRING (-76.6057971 2.4448509, -76.6058207 2.444747, -76.6059188 2.4444056, -76.605923 2.4443909, -76.606001 2.444116, -76.6062681 2.4433094)",,yes,
629955262,True,Carrera 8,secondary,False,70.636,,"LINESTRING (-76.6066612 2.4449748, -76.6064431 2.4455715)",,,
238677952,False,Calle 1,residential,True,62.522,,"LINESTRING (-76.6066612 2.4449748, -76.6070281 2.4452825, -76.607093 2.4453354)",,,
65583234,False,,residential,False,46.595,,"LINESTRING (-76.6033312 2.4447815, -76.6037288 2.4449149)",,,
32405482,True,Calle 5,secondary,False,182.284,,"LINESTRING (-76.61095 2.4431999, -76.6108539 2.4430947, -76.610493 2.4428192, -76.6102406 2.4426891, -76.6095178 2.4424543)",,,
556761233,False,Carrera 11,residential,True,91.188,,"LINESTRING (-76.61095 2.4431999, -76.6110007 2.44313, -76.6111084 2.4429442, -76.6113075 2.4424648)",,,
713160687,True,Carrera 11,residential,False,111.90100000000001,,"LINESTRING (-76.61095 2.4431999, -76.6101825 2.4435599, -76.610039 2.4436292)",,,
95708171,True,Calle 10,residential,False,36.646,,"LINESTRING (-76.6109142 2.4382554, -76.6112266 2.4383612)",,,
95911396,False,Calle 9,residential,False,48.104,,"LINESTRING (-76.6109645 2.439129, -76.6113717 2.4392761)",,,
95911398,False,Carrera 10,residential,True,38.691,,"LINESTRING (-76.6109645 2.439129, -76.6110925 2.4388054)",,,
95911396,False,Calle 9,residential,True,121.65,,"LINESTRING (-76.6109645 2.439129, -76.610607 2.4389967, -76.6099427 2.4387358)",,,
95708171,True,Calle 10,residential,False,38.824,,"LINESTRING (-76.6105843 2.4381402, -76.6109142 2.4382554)",,,
39649699,False,Calle 9,residential,True,11.668,,"LINESTRING (-76.6115507 2.4389329, -76.6114545 2.4388908)",,,
96028307,True,Carrera 10A,residential,False,51.519,,"LINESTRING (-76.6115507 2.4389329, -76.6116565 2.4384818)",,,
238677952,False,Calle 1,residential,False,44.275,,"LINESTRING (-76.6074498 2.4455128, -76.607093 2.4453354)",,,
"[238677952, 833958161]",False,Calle 1,residential,True,125.88900000000001,,"LINESTRING (-76.6074498 2.4455128, -76.6082027 2.4458539, -76.6082185 2.4458823, -76.6082173 2.4459111, -76.6081473 2.4461458)",,,
"[939634610, 531822132, 531822133]",True,Carrera 9,secondary,False,99.075,1,"LINESTRING (-76.6074498 2.4455128, -76.6075663 2.4451478, -76.6076361 2.4449399, -76.6077338 2.4446683)",,yes,
65583228,True,Calle 1,residential,False,63.698,,"LINESTRING (-76.6047665 2.4449142, -76.6048262 2.4448735, -76.6048832 2.4448296, -76.6049463 2.4447847, -76.6050328 2.4447572, -76.6051422 2.4447485, -76.6052928 2.4447614)",,,
172717191,True,,residential,False,48.81100000000001,,"LINESTRING (-76.6047665 2.4449142, -76.6047875 2.4449713, -76.6048137 2.445055, -76.6048387 2.44516, -76.6048559 2.4453417)",30,,
36950691,True,Calle 7,tertiary,False,100.298,,"LINESTRING (-76.6066255 2.4396613, -76.605785 2.439332)",,,
673991257,True,Carrera 6,tertiary,False,92.517,,"LINESTRING (-76.6066255 2.4396613, -76.6063319 2.4404399)",,,
36950691,True,Calle 7,tertiary,False,104.687,,"LINESTRING (-76.607515 2.4399721, -76.6066255 2.4396613)",,,
172705879,True,Carrera 7,residential,False,102.5,,"LINESTRING (-76.607515 2.4399721, -76.6078347 2.4391074)",,,
36950690,True,Calle 6,residential,False,106.08,,"LINESTRING (-76.6063319 2.4404399, -76.607243 2.4407254)",,,
"[172705872, 673991257]",True,"['Carrera 6', 'Calle 5']",tertiary,False,206.67700000000002,,"LINESTRING (-76.6063319 2.4404399, -76.6060167 2.4413258, -76.6060156 2.4413254, -76.6051423 2.4410422)",,,
36950690,True,Calle 6,residential,False,100.516,,"LINESTRING (-76.607243 2.4407254, -76.6081015 2.4410108)",,,
673991258,True,Carrera 7,tertiary,False,89.047,,"LINESTRING (-76.607243 2.4407254, -76.607515 2.4399721)",,,
939618107,True,Carrera 4,residential,False,103.938,,"LINESTRING (-76.6042608 2.4407636, -76.6045686 2.4398809)",,,
673991256,True,Calle 5,secondary,False,101.384,,"LINESTRING (-76.6042608 2.4407636, -76.6041163 2.4407187, -76.6033888 2.4404947)",,,
37054642,True,Carrera 12,residential,False,76.782,,"LINESTRING (-76.6111962 2.4433127, -76.6109205 2.4439459)",,,
32405482,True,Calle 5,secondary,False,30.097,,"LINESTRING (-76.6111962 2.4433127, -76.6110258 2.4432375, -76.61095 2.4431999)",,,
939618107,True,Carrera 4,residential,False,105.385,,"LINESTRING (-76.6045686 2.4398809, -76.6048963 2.4389915)",,,
36950690,True,Calle 6,residential,False,105.19,,"LINESTRING (-76.6045686 2.4398809, -76.6048014 2.439954, -76.6054714 2.4401661)",,,
673991134,True,Carrera 4,secondary,False,102.786,,"LINESTRING (-76.6039555 2.4416362, -76.6042608 2.4407636)",,,
673991255,True,Calle 4,tertiary,False,102.291,,"LINESTRING (-76.6039555 2.4416362, -76.6048365 2.4419036)",,,
238678497,True,Calle 1,secondary,False,71.886,,"LINESTRING (-76.6065162 2.4460093, -76.6071556 2.4461086)",,,
238678498,True,,residential,False,53.171,,"LINESTRING (-76.6065162 2.4460093, -76.6065056 2.4460556, -76.606418 2.4464773)",,,
238678497,True,Calle 1,secondary,False,61.843,,"LINESTRING (-76.6078517 2.4462017, -76.6084034 2.4462759)",,,
39649684,True,Carrera 13,residential,False,5.058,,"LINESTRING (-76.6109764 2.4462535, -76.6109665 2.4462091)",,,
531822127,True,Calle 1,secondary,False,57.962,,"LINESTRING (-76.6109764 2.4462535, -76.6114975 2.4462277)",,,
238678497,True,Calle 1,secondary,False,68.096,,"LINESTRING (-76.6084034 2.4462759, -76.6089281 2.4463556, -76.6090102 2.4463601)",,,
713170432,False,Calle 1,residential,False,56.902,,"LINESTRING (-76.6052928 2.4447614, -76.6057971 2.4448509)",,,
108833819,True,Carrera 6,residential,False,83.843,,"LINESTRING (-76.6052928 2.4447614, -76.6052157 2.4447913, -76.6051725 2.4448138, -76.6051236 2.4448512, -76.6050864 2.4448979, -76.6050587 2.4449429, -76.6049833 2.4450817, -76.6049329 2.4451561, -76.6048559 2.4453417)",,,
