osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,ref,junction
"[576531819, 576531820]",True,2,Carrera 49,secondary,False,45.364999999999995,"LINESTRING (-75.6112627 6.1701749, -75.6112321 6.1701892, -75.6110463 6.170275, -75.6108891 6.1703436)",,,,
725828978,True,2,Carrera 47,residential,False,100.764,"LINESTRING (-75.6101602 6.1688327, -75.6093347 6.1692169)",30,,,
1015743518,False,2,Calle 49,residential,False,66.076,"LINESTRING (-75.6088339 6.1681703, -75.6091028 6.168701)",,,,
"[1015743517, 43117831]",True,,Carrera 45,residential,False,122.875,"LINESTRING (-75.6088339 6.1681703, -75.6088891 6.168168, -75.6089712 6.1681808, -75.6099279 6.1683578)",,,,
383858384,True,2,Carrera 49,secondary,False,95.595,"LINESTRING (-75.6100664 6.1707278, -75.6100395 6.1707397, -75.609331 6.1710534, -75.6092765 6.1710776)",,,,
566772046,True,2,Calle 49,residential,False,44.158,"LINESTRING (-75.6100664 6.1707278, -75.6100779 6.1707538, -75.6102293 6.1710904)",,,,
296710849,False,2,Calle 49,residential,False,136.52700000000002,"LINESTRING (-75.6110839 6.1730378, -75.6112553 6.1734236, -75.6112777 6.1734783, -75.6112843 6.1735364, -75.6112907 6.1737096, -75.6113182 6.1740844, -75.6113074 6.1741528, -75.6112549 6.1741997)",,,,
908618321,True,2,Carrera 52,tertiary,False,127.757,"LINESTRING (-75.6110839 6.1730378, -75.6117235 6.1727524, -75.6118465 6.1726975, -75.6118895 6.1726779, -75.6121383 6.1725675)",30,,,
43086669,True,2,Calle 46,residential,False,83.23,"LINESTRING (-75.6125904 6.1709655, -75.6126045 6.1710084, -75.6128239 6.1716771)",,,,
406081730,True,2,Carrera 50A,secondary,False,91.2,"LINESTRING (-75.6125904 6.1709655, -75.6131948 6.170699, -75.6132834 6.1706589, -75.6133439 6.1706316)",,,,
1015860537,False,,Carrera 55,residential,False,31.613,"LINESTRING (-75.6136713 6.1744147, -75.613587 6.1744181, -75.6133862 6.1744358)",,,,
406081731,True,2,Carrera 49,residential,False,52.381,"LINESTRING (-75.6056674 6.1727507, -75.6052333 6.1729395)",,,,
406081732,True,2,Calle 55A,secondary,False,45.265,"LINESTRING (-75.6056674 6.1727507, -75.6058394 6.173085, -75.6058539 6.1731131)",,,,
375277322,True,2,Calle 50,tertiary,False,90.18,"LINESTRING (-75.6092765 6.1710776, -75.6092634 6.1710462, -75.6089615 6.1703295)",,,,
383858384,True,2,Carrera 49,secondary,False,44.083,"LINESTRING (-75.6092765 6.1710776, -75.6092404 6.1710944, -75.6089155 6.171246)",,,,
43086651,True,2,Calle 46,residential,False,92.432,"LINESTRING (-75.6120894 6.1697526, -75.612108 6.1698058, -75.6123633 6.1704992, -75.6123754 6.1705337)",,,,
576531822,True,2,Carrera 49,secondary,False,56.145,"LINESTRING (-75.6120894 6.1697526, -75.6120318 6.1697827, -75.6116376 6.1699832)",,,,
"[576531827, 576531828]",True,2,Carrera 49,secondary,False,93.555,"LINESTRING (-75.6128571 6.1693986, -75.6123369 6.1696364, -75.6121601 6.1697194, -75.6120894 6.1697526)",,,,
1015769121,True,2,Calle 45,residential,False,92.312,"LINESTRING (-75.6128571 6.1693986, -75.6128428 6.1693623, -75.6125518 6.1686259)",,,,
43086605,True,,Calle 44,residential,False,91.85600000000001,"LINESTRING (-75.6133431 6.1691617, -75.6133575 6.1691956, -75.6136542 6.1698965, -75.6136654 6.1699231)",,,,
"[576531829, 576531830]",True,2,Carrera 49,secondary,False,59.839,"LINESTRING (-75.6133431 6.1691617, -75.6130848 6.1692857, -75.6128571 6.1693986)",,,,
"[576531832, 576531831]",True,2,Carrera 49,secondary,False,61.394000000000005,"LINESTRING (-75.6138443 6.1689239, -75.6135622 6.169057, -75.6133431 6.1691617)",,,,
1015812911,True,,Calle 43,residential,False,89.76400000000001,"LINESTRING (-75.6138443 6.1689239, -75.6138307 6.1688907, -75.6135377 6.1681764)",,,,
573785629,True,2,Carrera 51,secondary,False,95.992,"LINESTRING (-75.6049983 6.1749787, -75.6050315 6.174943, -75.6050932 6.1749022, -75.605768 6.1745876)",,,,
566772046,True,2,Calle 49,residential,False,90.986,"LINESTRING (-75.6107597 6.1722857, -75.6107713 6.172313, -75.6110839 6.1730378)",,,,
573785617,True,2,Carrera 51,secondary,False,133.091,"LINESTRING (-75.6107597 6.1722857, -75.611469 6.1719665, -75.6118565 6.1717922)",20,,,
375277322,True,2,Calle 50,tertiary,False,48.94,"LINESTRING (-75.6086321 6.1695491, -75.6084521 6.169147)",,,,
566772044,True,2,Carrera 47,residential,False,62.202,"LINESTRING (-75.6086321 6.1695491, -75.6081216 6.1697843)",30,,,
566772046,True,2,Calle 49,residential,False,95.92500000000001,"LINESTRING (-75.6104116 6.1714955, -75.6104248 6.1715254, -75.6107386 6.1722384, -75.6107597 6.1722857)",,,,
573785614,True,2,Carrera 50,residential,False,97.33999999999999,"LINESTRING (-75.6104116 6.1714955, -75.6103576 6.1715215, -75.6099698 6.171708, -75.6096607 6.1718624, -75.6096216 6.171882)",,,,
283012989,True,2,Carrera 50,residential,False,54.238,"LINESTRING (-75.6123754 6.1705337, -75.6119322 6.1707429)",,,,
43086651,True,2,Calle 46,residential,False,53.498000000000005,"LINESTRING (-75.6123754 6.1705337, -75.6123899 6.1705712, -75.6125344 6.170945, -75.612549 6.1709828)",,,,
283012989,True,2,Carrera 50,residential,False,95.243,"LINESTRING (-75.6131537 6.1701664, -75.6130163 6.1702313, -75.6123754 6.1705337)",,,,
1015769122,True,2,Calle 45,residential,False,91.46300000000001,"LINESTRING (-75.6131537 6.1701664, -75.6131407 6.1701364, -75.6129506 6.1696313, -75.6128718 6.1694352, -75.6128571 6.1693986)",,,,
283012989,True,2,Carrera 50,residential,False,62.705,"LINESTRING (-75.6136654 6.1699231, -75.6131537 6.1701664)",,,,
43086605,True,,Calle 44,residential,False,35.899,"LINESTRING (-75.6136654 6.1699231, -75.6136864 6.1699787, -75.6137794 6.1702254)",,,,
43117295,True,3,Carrera 55,tertiary,False,102.502,"LINESTRING (-75.6094077 6.1751852, -75.6093103 6.1753183, -75.6092258 6.1753983, -75.6091265 6.1754663, -75.6090099 6.1755263, -75.6088925 6.1755693, -75.6087846 6.1756089, -75.608639 6.1756555)",50,,,
43117298,True,2,Calle 52,residential,False,47.248000000000005,"LINESTRING (-75.6094077 6.1751852, -75.6093597 6.1751601, -75.6093257 6.1751357, -75.6093062 6.1751076, -75.6092928 6.175083, -75.6092767 6.175053, -75.6091703 6.1748452)",,,,
575736742,True,3,Carrera 55,tertiary,False,47.184999999999995,"LINESTRING (-75.608639 6.1756555, -75.6085204 6.175685, -75.6084029 6.1756962, -75.6082857 6.1756896, -75.6082178 6.1756766)",50,,,
43117176,True,2,Carrera 51,secondary,False,95.02799999999999,"LINESTRING (-75.6084709 6.1733419, -75.6092188 6.1729875, -75.6092469 6.1729743)",20,,,
575736732,True,2,Calle 52,residential,False,94.028,"LINESTRING (-75.6084709 6.1733419, -75.6084537 6.173305, -75.6081299 6.1726073, -75.6081143 6.1725742)",20,,,
153514564,True,2,Carrera 50,residential,False,95.85700000000001,"LINESTRING (-75.6081143 6.1725742, -75.6080682 6.1725906, -75.6077646 6.1726543, -75.6075792 6.1726702, -75.607532 6.1726757, -75.6072592 6.1727035)",,,,
575736733,True,2,Calle 52,residential,False,95.787,"LINESTRING (-75.6081143 6.1725742, -75.6080971 6.1725377, -75.6077819 6.1718276, -75.6077636 6.1717865)",20,,,
383858384,True,2,Carrera 49,secondary,False,90.833,"LINESTRING (-75.6077636 6.1717865, -75.6077391 6.1717976, -75.6070193 6.1721325)",,,,
405018499,True,2,Calle 52,residential,False,91.98700000000001,"LINESTRING (-75.6077636 6.1717865, -75.607752 6.1717614, -75.6075482 6.1713223, -75.6074151 6.1710353)",,,,
42488592,True,2,Carrera 52,tertiary,False,46.117,"LINESTRING (-75.608814 6.174093, -75.6091923 6.1739182)",30,,,
575736732,True,2,Calle 52,residential,False,91.728,"LINESTRING (-75.608814 6.174093, -75.6084855 6.1733736, -75.6084709 6.1733419)",20,,,
383865083,False,,Carrera 46,residential,True,94.274,"LINESTRING (-75.6068136 6.1696629, -75.6060204 6.1699742)",,,,
383865083,False,,Carrera 46,residential,False,83.65899999999999,"LINESTRING (-75.6068136 6.1696629, -75.6073462 6.169467, -75.6074351 6.1694199, -75.6074778 6.1694017, -75.6075139 6.169381)",,,,
406172401,True,2,Calle 45,residential,False,81.794,"LINESTRING (-75.6136156 6.1713158, -75.6133688 6.1706944, -75.6133439 6.1706316)",,,,
406172401,True,2,Calle 45,residential,False,61.596,"LINESTRING (-75.6138246 6.1718293, -75.6136156 6.1713158)",,,,
43086669,True,2,Calle 46,residential,False,18.085,"LINESTRING (-75.6134983 6.1738641, -75.6135456 6.1740198)",,,,
43117672,True,2,Carrera 54,residential,False,38.889,"LINESTRING (-75.6134983 6.1738641, -75.6138156 6.1737131)",,,,
1015860533,True,2,Carrera 54,residential,False,87.033,"LINESTRING (-75.6134983 6.1738641, -75.6128381 6.1741784, -75.612786 6.1741968)",,,,
405018498,False,1,Calle 47,residential,False,102.45,"LINESTRING (-75.612786 6.1741968, -75.6124609 6.173334)",,,,
626519939,False,,,residential,False,59.977999999999994,"LINESTRING (-75.612786 6.1741968, -75.6127335 6.1742047, -75.6122441 6.1741984)",,,,
43119741,False,2,Carrera 46,residential,False,67.016,"LINESTRING (-75.6099279 6.1683578, -75.6104957 6.1681467)",,,,
1015812910,True,2,Calle 48,residential,False,58.72,"LINESTRING (-75.6099279 6.1683578, -75.6101602 6.1688327)",,,,
1116196411,False,2,Carrera 46,residential,True,98.877,"LINESTRING (-75.6099279 6.1683578, -75.6091028 6.168701)",,,,
43119836,True,2,Carrera 48,residential,False,69.89,"LINESTRING (-75.6101988 6.1697198, -75.6103043 6.1696729, -75.610776 6.1694634)",60,,,
43117837,True,,Calle 48A,residential,False,95.063,"LINESTRING (-75.6105831 6.1704846, -75.610558 6.1704336, -75.6101988 6.1697198)",,,,
383858384,True,2,Carrera 49,secondary,False,63.2,"LINESTRING (-75.6105831 6.1704846, -75.6101017 6.1707112, -75.6100664 6.1707278)",,,,
43119836,True,2,Carrera 48,residential,False,22.379,"LINESTRING (-75.610776 6.1694634, -75.6109582 6.1693757)",60,,,
43117840,True,,Calle 48,residential,False,98.731,"LINESTRING (-75.610776 6.1694634, -75.6108734 6.1702843, -75.6108891 6.1703436)",,,,
383858384,True,2,Carrera 49,secondary,False,34.334,"LINESTRING (-75.6108648 6.1703546, -75.6105831 6.1704846)",,,,
566763283,True,,Calle 48,residential,False,54.63,"LINESTRING (-75.6108648 6.1703546, -75.6108672 6.1703845, -75.6109538 6.1708377)",,,,
573785614,True,2,Carrera 50,residential,False,75.419,"LINESTRING (-75.6110213 6.1711912, -75.6104595 6.1714716, -75.6104116 6.1714955)",,,,
43119836,True,2,Carrera 48,residential,False,47.445,"LINESTRING (-75.608585 6.1705343, -75.6089615 6.1703295)",60,,,
43117876,True,,Calle 50A,residential,False,87.165,"LINESTRING (-75.608585 6.1705343, -75.6089022 6.1712172, -75.6089155 6.171246)",,,,
383858384,True,2,Carrera 49,secondary,False,49.352000000000004,"LINESTRING (-75.6089155 6.171246, -75.6085429 6.1714221, -75.6085122 6.1714363)",,,,
43117882,True,2,Calle 53,residential,False,94.999,"LINESTRING (-75.6063124 6.1706082, -75.6066747 6.1713829)",,,,
574657754,True,2,Carrera 47,residential,False,59.265,"LINESTRING (-75.6063124 6.1706082, -75.6058305 6.1708417)",30,,,
383858384,True,2,Carrera 49,secondary,False,65.976,"LINESTRING (-75.6070193 6.1721325, -75.6067703 6.1722467, -75.606477 6.1723802)",,,,
566772035,True,2,Carrera 46,residential,False,76.75399999999999,"LINESTRING (-75.6058745 6.1709565, -75.6058636 6.1710003, -75.6058442 6.1710557, -75.605799 6.1711558, -75.6055853 6.1715826)",,,,
"[574255309, 43117886]",True,2,Calle 54,residential,False,80.659,"LINESTRING (-75.6058745 6.1709565, -75.6059703 6.1711836, -75.6061681 6.1716205)",,,,
383858384,True,2,Carrera 49,secondary,False,48.716,"LINESTRING (-75.606477 6.1723802, -75.6064555 6.1723899, -75.6061181 6.1725421, -75.6060757 6.1725612)",,,,
566772035,True,2,Carrera 46,residential,False,48.809,"LINESTRING (-75.6055853 6.1715826, -75.6053671 6.1719642)",,,,
574657760,False,2,Calle 55,residential,True,29.9,"LINESTRING (-75.6055853 6.1715826, -75.6057106 6.1718209)",,,,
574255308,True,2,Carrera 48,residential,False,41.182,"LINESTRING (-75.6057106 6.1718209, -75.6053671 6.1719642)",60,,,
574657760,False,2,Calle 55,residential,False,29.9,"LINESTRING (-75.6057106 6.1718209, -75.6055853 6.1715826)",,,,
1203307076,True,2,Carrera 48,residential,False,55.268,"LINESTRING (-75.6057106 6.1718209, -75.6061681 6.1716205)",60,,,
383858384,True,2,Carrera 49,secondary,False,49.813,"LINESTRING (-75.6060757 6.1725612, -75.6060506 6.1725728, -75.6057094 6.1727312, -75.6056674 6.1727507)",,,,
566772040,True,2,Calle 55,residential,False,91.68100000000001,"LINESTRING (-75.6060757 6.1725612, -75.6060729 6.172556, -75.6057106 6.1718209)",,,,
153514564,True,2,Carrera 50,residential,False,50.463,"LINESTRING (-75.6062465 6.1728816, -75.6058881 6.1730921, -75.6058539 6.1731131)",,,,
566767181,True,2,Calle 55,residential,False,40.324999999999996,"LINESTRING (-75.6062465 6.1728816, -75.6062264 6.1728412, -75.6061026 6.1726131, -75.6060757 6.1725612)",,,,
43117176,True,2,Carrera 51,secondary,False,51.295,"LINESTRING (-75.6068883 6.1740684, -75.6073071 6.1738698)",20,,,
566767181,True,2,Calle 55,residential,False,149.833,"LINESTRING (-75.6068883 6.1740684, -75.6068744 6.1740423, -75.6062685 6.1729194, -75.6062465 6.1728816)",,,,
42488592,True,2,Carrera 52,tertiary,False,53.308,"LINESTRING (-75.6072546 6.1748176, -75.6076928 6.1746175)",30,,,
1015782701,True,2,Calle 55,residential,False,92.628,"LINESTRING (-75.6072546 6.1748176, -75.6069069 6.1741061, -75.6068883 6.1740684)",,,,
43117894,True,2,Calle 55,residential,False,84.81,"LINESTRING (-75.6075932 6.175502, -75.6072546 6.1748176)",,,,
574255319,True,3,Carrera 55,tertiary,False,62.94499999999999,"LINESTRING (-75.6075932 6.175502, -75.6073366 6.175453, -75.6071821 6.1754412, -75.607029 6.1754444)",50,,,
573785612,True,2,Calle 53,residential,False,93.618,"LINESTRING (-75.6080712 6.17444, -75.6084307 6.1752023)",,,,
42488592,True,2,Carrera 52,tertiary,False,90.73499999999999,"LINESTRING (-75.6080712 6.17444, -75.6082682 6.1743503, -75.6084645 6.1742544, -75.608814 6.174093)",30,,,
43117176,True,2,Carrera 51,secondary,False,91.467,"LINESTRING (-75.6077132 6.1736723, -75.6084709 6.1733419)",20,,,
43117902,True,2,Calle 53,residential,False,94.09299999999999,"LINESTRING (-75.6077132 6.1736723, -75.6077361 6.1737213, -75.6080712 6.17444)",,,,
43117902,True,2,Calle 53,residential,False,118.844,"LINESTRING (-75.6072592 6.1727035, -75.6072757 6.1727387, -75.6077049 6.1736546, -75.6077132 6.1736723)",,,,
153514564,True,2,Carrera 50,residential,False,113.692,"LINESTRING (-75.6072592 6.1727035, -75.6071556 6.1727208, -75.6062465 6.1728816)",,,,
"[575736743, 566772039]",True,3,Carrera 55,tertiary,False,99.70699999999998,"LINESTRING (-75.6099204 6.1744621, -75.6098434 6.1745136, -75.6098225 6.1745317, -75.609775 6.174573, -75.6097212 6.17464, -75.6096638 6.1747285, -75.6095194 6.1749996, -75.6094611 6.1750923, -75.6094077 6.1751852)",50,,,
"[43117905, 1203307067, 573785607]",True,2,Calle 51,tertiary,False,96.46499999999999,"LINESTRING (-75.6085122 6.1714363, -75.6085307 6.1714774, -75.6087296 6.1718813, -75.6088748 6.1721899, -75.6088875 6.1722194)",20,,,
383858384,True,2,Carrera 49,secondary,False,91.464,"LINESTRING (-75.6085122 6.1714363, -75.6084747 6.1714554, -75.6077995 6.17177, -75.6077636 6.1717865)",,,,
43117882,True,2,Calle 53,residential,False,77.537,"LINESTRING (-75.6060204 6.1699742, -75.6063124 6.1706082)",,,,
383865083,False,,Carrera 46,residential,False,94.274,"LINESTRING (-75.6060204 6.1699742, -75.6068136 6.1696629)",,,,
383865083,False,,Carrera 46,residential,True,61.71,"LINESTRING (-75.6060204 6.1699742, -75.6059428 6.170089, -75.6058636 6.1702183, -75.6057979 6.170341, -75.6057514 6.1704585)",,,,
"[1019224129, 1015782703]",False,2,Calle 53,residential,True,126.38099999999999,"LINESTRING (-75.6060204 6.1699742, -75.6059624 6.1698849, -75.6054387 6.1692068, -75.605332 6.1690672)",,,,
725848132,True,2,Carrera 47,residential,False,61.469,"LINESTRING (-75.6106675 6.1686064, -75.6101602 6.1688327)",30,,,
1015812909,True,2,Calle 47,residential,False,54.531,"LINESTRING (-75.6106675 6.1686064, -75.6104957 6.1681467)",,,,
43086664,False,2,Calle 49,residential,True,48.234,"LINESTRING (-75.6093347 6.1692169, -75.6091535 6.1688223)",,,,
566772046,True,2,Calle 49,residential,False,92.485,"LINESTRING (-75.6093347 6.1692169, -75.6096815 6.1699738)",,,,
725828978,True,2,Carrera 47,residential,False,86.013,"LINESTRING (-75.6093347 6.1692169, -75.609024 6.1693604, -75.6086321 6.1695491)",30,,,
43119741,False,2,Carrera 46,residential,True,67.016,"LINESTRING (-75.6104957 6.1681467, -75.6099279 6.1683578)",,,,
43086664,False,2,Calle 49,residential,False,14.606,"LINESTRING (-75.6091028 6.168701, -75.6091535 6.1688223)",,,,
1015743518,False,2,Calle 49,residential,True,66.076,"LINESTRING (-75.6091028 6.168701, -75.6088339 6.1681703)",,,,
1116196411,False,2,Carrera 46,residential,False,98.877,"LINESTRING (-75.6091028 6.168701, -75.6099279 6.1683578)",,,,
574255310,True,2,Carrera 46,residential,False,13.661,"LINESTRING (-75.6058305 6.1708417, -75.6058745 6.1709565)",,,,
43119814,True,2,Carrera 47,residential,False,44.415,"LINESTRING (-75.6070605 6.1702697, -75.6066938 6.1704329)",30,,,
574657761,True,2,Calle 52,residential,False,72.785,"LINESTRING (-75.6070605 6.1702697, -75.6068136 6.1696629)",,,,
1018817643,True,2,Calle 51,tertiary,False,43.531,"LINESTRING (-75.6077838 6.169941, -75.6079454 6.170298)",,,,
"[574657756, 574657757]",True,2,Carrera 47,residential,False,87.941,"LINESTRING (-75.6077838 6.169941, -75.6077548 6.169957, -75.6077191 6.1699705, -75.6072903 6.1701673, -75.6070605 6.1702697)",30,,,
383865083,False,,Carrera 46,residential,True,108.49300000000001,"LINESTRING (-75.6082551 6.1687516, -75.6080382 6.168987, -75.6079792 6.169051, -75.6079166 6.1691013, -75.6078576 6.1691487, -75.6077552 6.1692311, -75.6077232 6.1692568, -75.6075885 6.1693368, -75.607548 6.1693608, -75.6075139 6.169381)",,,,
"[1064364448, 1015743516]",True,2,"['Carrera 44', 'Carrera 46']",residential,False,85.94,"LINESTRING (-75.6082551 6.1687516, -75.6082994 6.1686323, -75.6083224 6.1685837, -75.6083894 6.1684474, -75.6084316 6.1683617, -75.6086116 6.1682184, -75.6087197 6.1681758)",40,,,
383865083,False,,Carrera 46,residential,False,108.493,"LINESTRING (-75.6075139 6.169381, -75.607548 6.1693608, -75.6075885 6.1693368, -75.6077232 6.1692568, -75.6077552 6.1692311, -75.6078576 6.1691487, -75.6079166 6.1691013, -75.6079792 6.169051, -75.6080382 6.168987, -75.6082551 6.1687516)",,,,
383865083,False,,Carrera 46,residential,True,83.65899999999999,"LINESTRING (-75.6075139 6.169381, -75.6074778 6.1694017, -75.6074351 6.1694199, -75.6073462 6.169467, -75.6068136 6.1696629)",,,,
1018817642,True,2,Calle 51,tertiary,False,69.059,"LINESTRING (-75.6075139 6.169381, -75.6075355 6.1694195, -75.6077838 6.169941)",,,,
566772035,True,2,Carrera 46,residential,False,11.822,"LINESTRING (-75.6053671 6.1719642, -75.6053034 6.1720496)",,,,
1203307076,True,2,Carrera 48,residential,False,61.924,"LINESTRING (-75.6061681 6.1716205, -75.6066747 6.1713829)",60,,,
1015782702,True,2,Calle 54,residential,False,91.124,"LINESTRING (-75.6061681 6.1716205, -75.606473 6.1723667, -75.606477 6.1723802)",,,,
1203307076,True,2,Carrera 48,residential,False,47.139,"LINESTRING (-75.6066747 6.1713829, -75.6070585 6.1711982)",60,,,
43117882,True,2,Calle 53,residential,False,91.64500000000001,"LINESTRING (-75.6066747 6.1713829, -75.6070104 6.1721124, -75.6070193 6.1721325)",,,,
405018499,True,2,Calle 52,residential,False,56.364,"LINESTRING (-75.6074151 6.1710353, -75.6072069 6.1705726)",,,,
"[1203307075, 1203307076]",True,2,Carrera 48,residential,False,88.88900000000001,"LINESTRING (-75.6074151 6.1710353, -75.6081047 6.1707749, -75.6081368 6.1707622, -75.6081664 6.1707505)",60,,,
43117905,True,2,Calle 51,tertiary,False,85.30600000000001,"LINESTRING (-75.6081664 6.1707505, -75.6081869 6.1707879, -75.6084978 6.1714085, -75.6085122 6.1714363)",20,,,
43119836,True,2,Carrera 48,residential,False,52.150999999999996,"LINESTRING (-75.6081664 6.1707505, -75.6081958 6.1707368, -75.608585 6.1705343)",60,,,
43119836,True,2,Carrera 48,residential,False,88.882,"LINESTRING (-75.6089615 6.1703295, -75.6096815 6.1699738)",60,,,
375277322,True,2,Calle 50,tertiary,False,52.074,"LINESTRING (-75.6089615 6.1703295, -75.6087674 6.1699028)",,,,
43119869,True,2,Calle 55A,residential,False,87.732,"LINESTRING (-75.6053034 6.1720496, -75.6056674 6.1727507)",,,,
"[566772035, 406081735]",True,2,"['Calle 55B', 'Carrera 46']",residential,False,127.19,"LINESTRING (-75.6053034 6.1720496, -75.6049453 6.1724488, -75.6049182 6.172481, -75.6049141 6.1725282, -75.6049701 6.1725977, -75.6051139 6.1727903, -75.6052333 6.1729395)",,,,
406081733,True,2,Carrera 50,secondary,False,40.499,"LINESTRING (-75.6058539 6.1731131, -75.6056324 6.1734032)",,,,
406081734,True,2,Calle 55A,residential,False,145.154,"LINESTRING (-75.6058539 6.1731131, -75.6058759 6.1731559, -75.6064372 6.1742463, -75.6064518 6.1742753)",,,,
43117176,True,2,Carrera 51,secondary,False,53.459,"LINESTRING (-75.6064518 6.1742753, -75.6068883 6.1740684)",20,,,
406081734,True,2,Calle 55A,residential,False,92.39500000000001,"LINESTRING (-75.6064518 6.1742753, -75.6064695 6.174309, -75.6068349 6.1750138)",,,,
