osmid,oneway,name,highway,reversed,length,geometry,maxspeed,width,lanes,access,bridge
45391258,False,Calle 26,residential,False,59.517,"LINESTRING (-75.3353802 6.0792197, -75.334891 6.079443)",,,,,
392625143,False,Carrera 33,secondary,True,50.253,"LINESTRING (-75.3353802 6.0792197, -75.3355533 6.0795924, -75.3355681 6.0796311)",,,,,
333374784,False,Calle 26,residential,False,94.558,"LINESTRING (-75.3333493 6.0801467, -75.3341265 6.0797919)",,,,,
333375047,False,Calle 26,residential,False,40.489,"LINESTRING (-75.3333493 6.0801467, -75.3330165 6.0802986)",,,,,
831555026,False,Carrera 30,tertiary,True,90.8,"LINESTRING (-75.3333493 6.0801467, -75.3330036 6.079406)",,,,,
45391258,False,Calle 26,residential,True,83.776,"LINESTRING (-75.3341265 6.0797919, -75.3348151 6.0794776)",,,,,
333374784,False,Calle 26,residential,True,94.558,"LINESTRING (-75.3341265 6.0797919, -75.3333493 6.0801467)",,,,,
392625142,True,Carrera 31,tertiary,False,90.774,"LINESTRING (-75.3341265 6.0797919, -75.333782 6.0790509)",,,,,
699540331,True,Calle 31,secondary,False,96.312,"LINESTRING (-75.3367655 6.0830454, -75.3375594 6.082689)",,,,,
699540433,True,Carrera 33,secondary,False,96.689,"LINESTRING (-75.3367655 6.0830454, -75.3365519 6.0822022)",,,,,
352640932,True,Calle 30,secondary,False,35.582,"LINESTRING (-75.3365519 6.0822022, -75.3362582 6.082333)",30,,,,
549964321,False,Carrera 33,secondary,False,49.006,"LINESTRING (-75.3365519 6.0822022, -75.3364495 6.0817734)",,,,,
770788113,True,Carrera 29,secondary,False,90.808,"LINESTRING (-75.334103 6.0834142, -75.3344572 6.084151)",,,,,
500480595,True,Calle 30,secondary,False,56.915000000000006,"LINESTRING (-75.334103 6.0834142, -75.3336908 6.0836203, -75.3336431 6.0836441)",,,,,
45391263,True,Carrera 30,residential,False,92.083,"LINESTRING (-75.3355072 6.0845543, -75.3351239 6.0838191)",,,,,
724548234,True,Calle 32,tertiary,False,84.706,"LINESTRING (-75.3355072 6.0845543, -75.3348204 6.0848918)",,,,,
770788114,False,Carrera 29,tertiary,True,91.641,"LINESTRING (-75.3348204 6.0848918, -75.3344572 6.084151)",,7,,,
831365330,False,Carrera 29,tertiary,False,85.874,"LINESTRING (-75.3348204 6.0848918, -75.3351557 6.0855884)",,,2,,
45391259,False,Calle 32,tertiary,True,65.83,"LINESTRING (-75.3348204 6.0848918, -75.3347409 6.0849308, -75.3342866 6.085154)",,,,,
770788115,False,Calle 31,residential,False,24.115,"LINESTRING (-75.3338296 6.0844571, -75.3340261 6.084363)",30,7,1,,
770788115,False,Calle 31,residential,True,32.257,"LINESTRING (-75.3338296 6.0844571, -75.3335813 6.0846094)",30,7,1,,
45391260,False,,residential,True,91.905,"LINESTRING (-75.3338296 6.0844571, -75.3341417 6.0851367, -75.3341796 6.0852066)",,,,,
333059143,False,Carrera 28,residential,True,90.462,"LINESTRING (-75.3340261 6.084363, -75.3336431 6.0836441)",30,,,yes,
770788115,False,Calle 31,residential,False,53.177,"LINESTRING (-75.3340261 6.084363, -75.3344572 6.084151)",30,7,1,,
770788115,False,Calle 31,residential,True,24.115,"LINESTRING (-75.3340261 6.084363, -75.3338296 6.0844571)",30,7,1,,
45391261,True,Calle 32,tertiary,False,83.849,"LINESTRING (-75.3361871 6.0842203, -75.3355072 6.0845543)",,,,,
333374783,True,Carrera 31,secondary,False,30.028,"LINESTRING (-75.3361871 6.0842203, -75.3362971 6.0844672)",,,,,
45391261,True,Calle 32,tertiary,False,93.027,"LINESTRING (-75.3369414 6.0838497, -75.3361871 6.0842203)",,,,,
699540434,False,Calle 32,residential,False,58.187,"LINESTRING (-75.3369414 6.0838497, -75.3374132 6.0836179)",30,,,,
699540433,True,Carrera 33,secondary,False,91.52499999999999,"LINESTRING (-75.3369414 6.0838497, -75.3367678 6.0830553, -75.3367655 6.0830454)",,,,,
