osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,maxspeed
87389768,True,2,Carrera 10,tertiary,False,97.607,"LINESTRING (-72.9261846 5.7166895, -72.9265584 5.7158944)",,
87391599,True,,Calle 14,residential,False,111.711,"LINESTRING (-72.9261846 5.7166895, -72.9270445 5.717216)",,
87389813,False,,Calle 9,residential,True,24.853,"LINESTRING (-72.923878 5.7106956, -72.9236535 5.7107031)",,
87393007,False,,Carrera 3,residential,True,166.35,"LINESTRING (-72.923878 5.7106956, -72.924305 5.7119631, -72.924306 5.7121223)",,
87392737,False,,Carrera 10A,residential,False,69.167,"LINESTRING (-72.9302591 5.7113744, -72.9306046 5.710856)",,
87392737,False,,Carrera 10A,residential,True,58.732,"LINESTRING (-72.9302591 5.7113744, -72.9299768 5.7118217)",,
87393497,False,,Calle 8,residential,False,126.539,"LINESTRING (-72.9302591 5.7113744, -72.9293951 5.7106288)",,
87393497,False,,Calle 8,residential,True,96.83,"LINESTRING (-72.9302591 5.7113744, -72.9307356 5.7119658, -72.9307896 5.712065)",,
1091356535,True,,Calle 12,tertiary,False,57.647999999999996,"LINESTRING (-72.9302209 5.7166998, -72.93024 5.7170392, -72.9303052 5.7172055)",,
406320076,True,2,Carrera 14,primary,False,83.711,"LINESTRING (-72.9315505 5.7153632, -72.9311575 5.7160065)",,
1091358374,True,,Calle 10,residential,False,8.74,"LINESTRING (-72.9315505 5.7153632, -72.9316182 5.7154037)",,
87392935,False,,Carrera 11A,residential,True,98.267,"LINESTRING (-72.931185 5.712581, -72.9317704 5.7119164)",,
87393497,False,,Calle 8,residential,False,61.553,"LINESTRING (-72.931185 5.712581, -72.9307997 5.7121817)",,
87393497,False,,Calle 8,residential,True,53.173,"LINESTRING (-72.931185 5.712581, -72.9315691 5.7128684)",,
87393621,True,2,Calle 12,tertiary,False,56.531,"LINESTRING (-72.9316918 5.7191416, -72.9319534 5.7187049)",,
1169375478,False,,Carrera 9A,residential,True,48.468,"LINESTRING (-72.9238391 5.719273, -72.9240443 5.7188879)",,
87392830,True,,Calle 13,residential,False,95.335,"LINESTRING (-72.9290809 5.717367, -72.9283347 5.7169383)",,
1097517523,True,,Carrera 13,residential,False,106.709,"LINESTRING (-72.9290809 5.717367, -72.9286158 5.7182077)",,
87391801,False,,Carrera 15,residential,False,66.55,"LINESTRING (-72.9296174 5.7192004, -72.9301021 5.718846)",,
1007659499,True,,Calle 9,residential,False,117.395,"LINESTRING (-72.9293068 5.7130684, -72.9284084 5.7125067)",,
1096782525,True,,Carrera 11,tertiary,False,90.334,"LINESTRING (-72.9293068 5.7130684, -72.9288215 5.7137217)",,
1007659498,False,,Calle 9,residential,False,70.118,"LINESTRING (-72.9293068 5.7130684, -72.9296734 5.7132675, -72.9298423 5.7134016)",,
1105898930,True,2,Calle 11,tertiary,False,107.494,"LINESTRING (-72.9292545 5.7150794, -72.9284001 5.7146192)",,
1172494286,True,,Carrera 12,tertiary,False,105.055,"LINESTRING (-72.9292545 5.7150794, -72.9296822 5.7142359)",,
