osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,maxspeed
1157054907,3,secondary,roundabout,True,False,36.425,"LINESTRING (-74.0842217 4.6535191, -74.0842223 4.6534642, -74.0842136 4.6534034, -74.0841982 4.6533459, -74.0841778 4.6532988, -74.0841533 4.6532517, -74.0841291 4.6532109)",,
1158816069,3,secondary,roundabout,True,False,39.400999999999996,"LINESTRING (-74.0835651 4.6529552, -74.0835021 4.652967, -74.083427 4.652983, -74.0833667 4.6530044, -74.083325 4.6530211, -74.0832869 4.6530474, -74.0832557 4.6530757, -74.0832436 4.6530878)",,
23592322,3,secondary,,True,False,174.936,"LINESTRING (-74.0853255 4.654632, -74.0851941 4.6544871, -74.0850791 4.6543665, -74.0848321 4.6541427, -74.0844488 4.6538244, -74.0843883 4.6537656, -74.0843552 4.653723, -74.0842217 4.6535191)",Avenida Calle 63,30
47592226,2,residential,,False,False,136.437,"LINESTRING (-74.0853255 4.654632, -74.0853604 4.6545833, -74.0854038 4.6545222, -74.08604 4.6536328)",Carrera 56,
90674686,2,residential,,False,True,48.313,"LINESTRING (-74.0877539 4.653505, -74.0873973 4.6532551)",Calle 59,
1044079971,2,residential,,False,False,97.393,"LINESTRING (-74.0877539 4.653505, -74.0872972 4.6542533)",Carrera 57A,
1044079971,2,residential,,False,True,97.393,"LINESTRING (-74.0872972 4.6542533, -74.0877539 4.653505)",Carrera 57A,
663672711,2,residential,,False,False,51.625,"LINESTRING (-74.0872972 4.6542533, -74.0871432 4.6541402, -74.0869222 4.6539779)",Calle 60,
"[90674667, 663672711]",2,residential,,False,True,51.68000000000001,"LINESTRING (-74.0872972 4.6542533, -74.087597 4.6544734, -74.0876602 4.6545427)",Calle 60,
23592322,3,secondary,,True,False,53.412,"LINESTRING (-74.0856244 4.6550088, -74.0853255 4.654632)",Avenida Calle 63,30
24249645,2,residential,,False,False,177.606,"LINESTRING (-74.0856244 4.6550088, -74.0856599 4.6549583, -74.086235 4.6541408, -74.0864114 4.6538901, -74.0864971 4.6537683, -74.0865444 4.653701)",Carrera 56A,
90674686,2,residential,,False,False,48.934,"LINESTRING (-74.0870361 4.653002, -74.0873973 4.6532551)",Calle 59,
90674686,2,residential,,False,True,49.202,"LINESTRING (-74.0870361 4.653002, -74.086673 4.6527474)",Calle 59,
1044079973,2,residential,,False,True,94.92500000000001,"LINESTRING (-74.0870361 4.653002, -74.0868183 4.6533117, -74.0865444 4.653701)",Carrera 56A,
90674611,2,tertiary,,True,False,226.423,"LINESTRING (-74.0876602 4.6545427, -74.0871562 4.6547346, -74.0865747 4.6549699, -74.0859483 4.6552146, -74.0858672 4.6552287, -74.0858416 4.6552232, -74.0858142 4.6552173, -74.0857519 4.655194)",Transversal 59A,30
"[90674667, 663672711]",2,residential,,False,False,51.68000000000001,"LINESTRING (-74.0876602 4.6545427, -74.087597 4.6544734, -74.0872972 4.6542533)",Calle 60,
24249645,2,residential,,False,True,177.606,"LINESTRING (-74.0865444 4.653701, -74.0864971 4.6537683, -74.0864114 4.6538901, -74.086235 4.6541408, -74.0856599 4.6549583, -74.0856244 4.6550088)",Carrera 56A,
1044079973,2,residential,,False,False,94.92500000000001,"LINESTRING (-74.0865444 4.653701, -74.0868183 4.6533117, -74.0870361 4.653002)",Carrera 56A,
1044079974,2,residential,,False,True,51.973,"LINESTRING (-74.0865444 4.653701, -74.086592 4.6537355, -74.0869222 4.6539779)",Calle 60,
24249647,2,residential,,False,False,85.251,"LINESTRING (-74.0844881 4.6534911, -74.0846584 4.6532388, -74.0847157 4.653154, -74.0849175 4.652855)",Carrera 54,
24249647,2,residential,,False,False,121.766,"LINESTRING (-74.0849175 4.652855, -74.0855205 4.6519396)",Carrera 54,
663672713,2,residential,,False,False,50.335,"LINESTRING (-74.0849175 4.652855, -74.0852904 4.6531134)",Calle 61,
24249647,2,residential,,False,True,85.251,"LINESTRING (-74.0849175 4.652855, -74.0847157 4.653154, -74.0846584 4.6532388, -74.0844881 4.6534911)",Carrera 54,
"[663672713, 47593125]",2,residential,,False,True,168.347,"LINESTRING (-74.0849175 4.652855, -74.0845948 4.6526265, -74.0845752 4.6525885, -74.0845866 4.6525372, -74.0851759 4.6516982)","['Calle 61', 'Carrera 53']",
24249647,2,residential,,False,True,121.766,"LINESTRING (-74.0855205 4.6519396, -74.0849175 4.652855)",Carrera 54,
90674686,2,residential,,False,False,53.672,"LINESTRING (-74.0855205 4.6519396, -74.0859166 4.6522173)",Calle 59,
