osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,junction,ref
30837913,True,Calle 14,residential,False,109.53999999999999,"LINESTRING (-74.2181903 4.5819363, -74.2181801 4.5819072, -74.2180294 4.5814533, -74.2179771 4.5812818, -74.2179523 4.5811979, -74.2178912 4.5809975)",,,,
"[1073133528, 1010291355, 1010291356, 1073133527]",True,Avenida Carrera 7,primary,False,208.761,"LINESTRING (-74.2181903 4.5819363, -74.2187688 4.5817899, -74.2187841 4.581786, -74.2187997 4.5817821, -74.2190466 4.5817278, -74.2191507 4.5817309, -74.2192282 4.5817256, -74.2195785 4.5816465, -74.220023 4.5815251)","['1', '2']",,,
91468838,False,Calle 11A,residential,True,98.227,"LINESTRING (-74.2216418 4.5842802, -74.2221055 4.585033)",,,,
1214654234,False,Carrera 10,residential,True,54.951,"LINESTRING (-74.2216418 4.5842802, -74.2221136 4.5841284)",,,,
91468838,False,Calle 11A,residential,False,79.804,"LINESTRING (-74.2216418 4.5842802, -74.2214903 4.5839847, -74.2214441 4.5838724, -74.221359 4.5836219)",,,,
1177095626,False,Calle 12,residential,False,94.339,"LINESTRING (-74.2221136 4.5841284, -74.2223775 4.584935)",,,,
1177095626,False,Calle 12,residential,True,124.02,"LINESTRING (-74.2221136 4.5841284, -74.2217733 4.5830659)",,,,
1214654234,False,Carrera 10,residential,False,54.951,"LINESTRING (-74.2221136 4.5841284, -74.2216418 4.5842802)",,,,
91468561,True,Carrera 11,tertiary,False,51.427,"LINESTRING (-74.219907 4.5854934, -74.2194442 4.5855263)",,,,
1169378928,True,Avenida Calle 13,residential,False,88.932,"LINESTRING (-74.219907 4.5854934, -74.2199321 4.5854466, -74.2198096 4.5847704, -74.2197693 4.5847264)",,,,
1073133529,True,Calle 15,residential,False,57.436,"LINESTRING (-74.2174352 4.5826642, -74.2175735 4.583162)",,,,
778357492,False,Carrera 7A,residential,True,87.973,"LINESTRING (-74.2174352 4.5826642, -74.2169845 4.5827789, -74.216663 4.5828463)",,,,
91469020,False,Calle 17,residential,True,61.613,"LINESTRING (-74.2158484 4.5830081, -74.2160014 4.5835408)",,,,
778357492,False,Carrera 7A,residential,False,92.065,"LINESTRING (-74.2158484 4.5830081, -74.216663 4.5828463)",,,,
1073133532,False,Calle 17,residential,False,61.146,"LINESTRING (-74.2158484 4.5830081, -74.2157016 4.5825159, -74.2156912 4.582481)",,,,
778357492,False,Carrera 7A,residential,True,92.065,"LINESTRING (-74.216663 4.5828463, -74.2158484 4.5830081)",,,,
778357492,False,Carrera 7A,residential,False,87.973,"LINESTRING (-74.216663 4.5828463, -74.2169845 4.5827789, -74.2174352 4.5826642)",,,,
1009681882,False,Calle 16,residential,False,61.993,"LINESTRING (-74.216663 4.5828463, -74.2165081 4.5823531, -74.2165005 4.5823131)",,,,
91468657,True,Avenida Carrera 9,secondary,False,45.002,"LINESTRING (-74.217844 4.5841068, -74.218232 4.5839876)",2,,,
91468872,False,Calle 15,tertiary,False,73.436,"LINESTRING (-74.2181272 4.5856689, -74.2179835 4.5850242)",,,,
91468872,False,Calle 15,tertiary,True,32.546,"LINESTRING (-74.2181272 4.5856689, -74.2181711 4.5859583)",,,,
91469112,False,Calle 17,residential,False,5.883,"LINESTRING (-74.216703 4.5859907, -74.2166964 4.5859382)",,,,
91469112,False,Calle 17,residential,True,65.795,"LINESTRING (-74.216703 4.5859907, -74.2168056 4.5865735)",,,,
625849599,False,Carrera 11,residential,False,49.124,"LINESTRING (-74.216703 4.5859907, -74.2162598 4.5859885)",,,,
625849599,False,Carrera 11,residential,True,37.501,"LINESTRING (-74.216703 4.5859907, -74.2170413 4.5859854)",,,,
91469112,False,Calle 17,residential,True,78.25,"LINESTRING (-74.2166183 4.5852388, -74.2166964 4.5859382)",,,,
1214654233,False,Carrera 10,residential,True,42.304,"LINESTRING (-74.2166183 4.5852388, -74.2169948 4.5851764)",,,,
