osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,width
388246107,True,2,Calle 33B Sur,tertiary,False,13.588,,"LINESTRING (-75.5867635 6.1733128, -75.586869 6.1733755)",
"[1128023633, 627880709]",True,2,Carrera 43A,primary,False,88.333,30,"LINESTRING (-75.5895573 6.1690531, -75.5895058 6.1691373, -75.589373 6.1693542, -75.5891834 6.1696402, -75.5891287 6.1697234)",
917581848,True,2,Calle 39 Sur,tertiary,False,100.477,30,"LINESTRING (-75.5895573 6.1690531, -75.589481 6.1690368, -75.5894664 6.1690337, -75.5893841 6.1689996, -75.5887704 6.1686126)",
576112578,True,3,Calle 38 Sur,secondary,False,172.983,,"LINESTRING (-75.5886693 6.1704216, -75.5886271 6.1703963, -75.5882996 6.1701995, -75.5879484 6.1699886, -75.5879143 6.1699681, -75.5878865 6.1699501, -75.5876347 6.1697879, -75.587377 6.1696217, -75.5873415 6.1695989)",6
"[1128023627, 627880707]",True,3,Carrera 43A,primary,False,90.22399999999999,,"LINESTRING (-75.5886693 6.1704216, -75.5886439 6.1704619, -75.58862 6.1705013, -75.5882662 6.1710758, -75.5882477 6.171116)",
1019186657,True,2,Calle 37 Sur,secondary,False,57.871,30,"LINESTRING (-75.589809 6.1721223, -75.5902587 6.1723887)",
30794379,False,,Carrera 45A,residential,True,80.84800000000001,,"LINESTRING (-75.589809 6.1721223, -75.5897905 6.1721537, -75.5894394 6.1727497)",
1128023626,True,2,Calle 37 Sur,secondary,False,11.445,30,"LINESTRING (-75.5882477 6.171116, -75.5883341 6.1711727)",
1018644383,True,3,Carrera 43A,primary,False,171.372,,"LINESTRING (-75.5882477 6.171116, -75.5882216 6.1711553, -75.5878132 6.1717675, -75.5874309 6.1723516, -75.5873966 6.1724041)",
30028937,True,2,Carrera 42,tertiary,False,94.173,,"LINESTRING (-75.5869341 6.1702423, -75.58651 6.1709768)",
577291255,True,2,Calle 37 Sur,secondary,False,77.751,30,"LINESTRING (-75.5869341 6.1702423, -75.5875208 6.1706279)",
577258425,True,3,Calle 37 Sur,secondary,False,50.805,,"LINESTRING (-75.585504 6.1693426, -75.5858919 6.1695876)",
1018644386,True,3,Carrera 40,residential,False,85.626,,"LINESTRING (-75.585504 6.1693426, -75.5858848 6.1687289, -75.5859062 6.1686848)",
297281673,True,,Carrera 39,residential,False,99.553,,"LINESTRING (-75.5848597 6.1689187, -75.5843621 6.1696649)",
577258425,True,3,Calle 37 Sur,secondary,False,85.412,,"LINESTRING (-75.5848597 6.1689187, -75.585504 6.1693426)",
577258425,True,3,Calle 37 Sur,secondary,False,70.831,,"LINESTRING (-75.5843211 6.1685737, -75.5848597 6.1689187)",
123728026,True,2,Carrera 38,residential,False,85.26,,"LINESTRING (-75.5843211 6.1685737, -75.5847014 6.1679798, -75.5847356 6.1679271)",
1018623735,False,2,Carrera 38,residential,True,99.51899999999999,,"LINESTRING (-75.5843211 6.1685737, -75.5839088 6.1692191, -75.5838802 6.1692832, -75.5838647 6.1693415)",
577258425,True,3,Calle 37 Sur,secondary,False,71.733,,"LINESTRING (-75.5837718 6.1682303, -75.5843211 6.1685737)",
1018848145,True,1,Carrera 37,residential,False,90.127,,"LINESTRING (-75.5837718 6.1682303, -75.5833311 6.1689122)",
"[577258428, 351458389]",True,"['2', '3']",Calle 37 Sur,secondary,False,65.426,,"LINESTRING (-75.5832733 6.1679132, -75.583553 6.168089, -75.5837718 6.1682303)",
1018623736,True,2,Carrera 36,residential,False,81.32900000000001,,"LINESTRING (-75.5832733 6.1679132, -75.5836523 6.1673232, -75.5836693 6.1672968)",
1018848147,True,2,Carrera 36,residential,False,8.78,,"LINESTRING (-75.5836693 6.1672968, -75.5837118 6.1672301)",
576533588,True,1,Calle 38 Sur,secondary,False,67.635,30,"LINESTRING (-75.5836693 6.1672968, -75.5836227 6.1672674, -75.583199 6.1670003, -75.5831526 6.1669711)",6
1018848145,True,1,Carrera 37,residential,False,82.37799999999999,,"LINESTRING (-75.5841853 6.167614, -75.5841683 6.1676382, -75.5841644 6.167644, -75.5837718 6.1682303)",
1018848148,True,1,Calle 38 Sur,secondary,False,67.07000000000001,30,"LINESTRING (-75.5841853 6.167614, -75.5841316 6.1675806, -75.5838454 6.1674023, -75.5837077 6.1673197, -75.5836693 6.1672968)",6
123728026,True,2,Carrera 38,residential,False,88.33300000000001,,"LINESTRING (-75.5847356 6.1679271, -75.5847569 6.1678937, -75.5851533 6.1672729, -75.5851638 6.1672564)",
906423565,True,3,Calle 38 Sur,secondary,False,33.281,40,"LINESTRING (-75.5847356 6.1679271, -75.5846681 6.1678845, -75.5844815 6.1677666)",6
