osmid,name,highway,oneway,reversed,length,maxspeed,width,geometry
452886909,Carrera 32,residential,False,True,45.979,,,"LINESTRING (-75.143806 5.732874, -75.1438607 5.7324641)"
452886860,Calle 29,residential,False,False,44.778,,,"LINESTRING (-75.142234 5.72981, -75.1426341 5.7298707)"
452886861,Calle 30,residential,False,False,96.161,,,"LINESTRING (-75.139412 5.730134, -75.1385553 5.7299882)"
452886861,Calle 30,residential,False,True,85.246,,,"LINESTRING (-75.139412 5.730134, -75.1401711 5.7302653)"
452886896,,residential,False,False,93.897,,,"LINESTRING (-75.139412 5.730134, -75.1392409 5.7309611)"
863420044,,residential,False,False,53.962,30,5,"LINESTRING (-75.139412 5.730134, -75.1394219 5.7300216, -75.1394794 5.7299347, -75.139744 5.729987)"
452886901,,residential,False,True,92.757,,,"LINESTRING (-75.140021 5.731086, -75.1401711 5.7302653)"
452896788,Calle 31,residential,False,False,86.569,,,"LINESTRING (-75.140021 5.731086, -75.1407937 5.7312085)"
452896788,Calle 31,residential,False,True,87.42,,,"LINESTRING (-75.140021 5.731086, -75.1392409 5.7309611)"
452886901,,residential,False,False,207.028,,,"LINESTRING (-75.140021 5.731086, -75.139772 5.732466, -75.139805 5.732557, -75.14013 5.732722)"
452894773,Calle 32,residential,False,True,37.151,,,"LINESTRING (-75.144996 5.732635, -75.144664 5.732585)"
452894773,Calle 32,residential,False,False,81.35,,,"LINESTRING (-75.14013 5.732722, -75.1407416 5.7323159)"
452886901,,residential,False,True,207.028,,,"LINESTRING (-75.14013 5.732722, -75.139805 5.732557, -75.139772 5.732466, -75.140021 5.731086)"
452886900,,residential,False,False,73.332,,,"LINESTRING (-75.14217 5.728848, -75.142465 5.728934, -75.142768 5.7291188)"
452886901,,residential,False,False,37.739,,,"LINESTRING (-75.14023 5.729931, -75.1401711 5.7302653)"
452886904,Carrera 29,residential,False,False,73.104,,,"LINESTRING (-75.141442 5.732765, -75.1415268 5.732113)"
452886906,Carrera 30,residential,False,True,129.527,,,"LINESTRING (-75.142666 5.733305, -75.142419 5.732758, -75.142305 5.732624, -75.1423407 5.732236)"
452886895,,residential,False,True,91.601,,,"LINESTRING (-75.1384516 5.7308055, -75.1385553 5.7299882)"
452896788,Calle 31,residential,False,False,89.02499999999999,,,"LINESTRING (-75.1384516 5.7308055, -75.139234 5.73096, -75.1392409 5.7309611)"
452886860,Calle 29,residential,False,False,87.833,,,"LINESTRING (-75.1433785 5.7299843, -75.1441632 5.730104)"
452886860,Calle 29,residential,False,True,83.323,,,"LINESTRING (-75.1433785 5.7299843, -75.1426341 5.7298707)"
562014757,Carrera 31,residential,False,True,88.806,,,"LINESTRING (-75.1433785 5.7299843, -75.1432736 5.7307761)"
452886909,Carrera 32,residential,False,False,45.979,,,"LINESTRING (-75.1438607 5.7324641, -75.143806 5.732874)"
452886909,Carrera 32,residential,False,True,84.586,,,"LINESTRING (-75.1438607 5.7324641, -75.1439581 5.7317096)"
452894773,Calle 32,residential,False,False,89.887,,,"LINESTRING (-75.1438607 5.7324641, -75.144664 5.732585)"
452894773,Calle 32,residential,False,True,89.243,,,"LINESTRING (-75.1438607 5.7324641, -75.143063 5.7323451)"
452886861,Calle 30,residential,False,False,85.246,,,"LINESTRING (-75.1401711 5.7302653, -75.139412 5.730134)"
452886861,Calle 30,residential,False,True,87.862,,,"LINESTRING (-75.1401711 5.7302653, -75.1409535 5.7304006)"
452886901,,residential,False,False,92.757,,,"LINESTRING (-75.1401711 5.7302653, -75.140021 5.731086)"
452886901,,residential,False,True,37.739,,,"LINESTRING (-75.1401711 5.7302653, -75.14023 5.729931)"
452886904,Carrera 29,residential,False,False,90.285,,,"LINESTRING (-75.141622 5.7313394, -75.1417231 5.7305337)"
452886904,Carrera 29,residential,False,True,86.663,,,"LINESTRING (-75.141622 5.7313394, -75.1415268 5.732113)"
452896788,Calle 31,residential,False,False,89.122,,,"LINESTRING (-75.141622 5.7313394, -75.1424175 5.7314654)"
452896788,Calle 31,residential,False,True,92.791,,,"LINESTRING (-75.141622 5.7313394, -75.1407937 5.7312085)"
452886909,Carrera 32,residential,False,False,92.317,,,"LINESTRING (-75.1440633 5.730886, -75.1439581 5.7317096)"
452886909,Carrera 32,residential,False,True,87.654,,,"LINESTRING (-75.1440633 5.730886, -75.1441632 5.730104)"
561668533,Calle 30,residential,True,False,88.222,,,"LINESTRING (-75.1440633 5.730886, -75.1432736 5.7307761)"
452886900,,residential,False,True,73.332,,,"LINESTRING (-75.142768 5.7291188, -75.142465 5.728934, -75.14217 5.728848)"
452886906,Carrera 30,residential,False,False,84.911,,,"LINESTRING (-75.142768 5.7291188, -75.142635 5.729864, -75.1426341 5.7298707)"
