osmid,name,highway,oneway,reversed,length,geometry,ref,width,lanes,maxspeed
237612066,Carrera 13,trunk,False,False,94.029,"LINESTRING (-73.9723482 9.0009803, -73.9731505 9.0006851)",78,,,
237612066,Carrera 13,trunk,False,True,71.498,"LINESTRING (-73.9723482 9.0009803, -73.9717833 9.0012999)",78,,,
237612066,Carrera 13,trunk,False,False,71.498,"LINESTRING (-73.9717833 9.0012999, -73.9723482 9.0009803)",78,,,
237612066,Carrera 13,trunk,False,True,111.657,"LINESTRING (-73.9717833 9.0012999, -73.9708758 9.0017526)",78,,,
417033883,Calle 3,residential,False,True,69.56,"LINESTRING (-73.9717833 9.0012999, -73.9716326 9.0006923)",,,,
237612066,Carrera 13,trunk,False,False,111.657,"LINESTRING (-73.9708758 9.0017526, -73.9717833 9.0012999)",78,,,
237612066,Carrera 13,trunk,False,True,6.094,"LINESTRING (-73.9708758 9.0017526, -73.9708252 9.0017751)",78,,,
237612109,Calle 2,residential,False,True,83.813,"LINESTRING (-73.9708758 9.0017526, -73.9710963 9.0024742)",,,,
237612221,,residential,True,False,152.711,"LINESTRING (-73.9708758 9.0017526, -73.9705097 9.0004277)",,,,
237612041,Transversal 13,residential,False,True,77.103,"LINESTRING (-73.9708252 9.0017751, -73.9703667 9.0023002)",,,,
237612066,Carrera 13,trunk,False,False,6.094,"LINESTRING (-73.9708252 9.0017751, -73.9708758 9.0017526)",78,,,
237612066,Carrera 13,trunk,False,True,82.62,"LINESTRING (-73.9708252 9.0017751, -73.9700769 9.0018515)",78,,,
237612066,Carrera 13,trunk,False,False,7.653,"LINESTRING (-73.9700075 9.0018453, -73.9700769 9.0018515)",78,,,
237612066,Carrera 13,trunk,False,False,82.62,"LINESTRING (-73.9700769 9.0018515, -73.9708252 9.0017751)",78,,,
237612066,Carrera 13,trunk,False,True,7.653,"LINESTRING (-73.9700769 9.0018515, -73.9700075 9.0018453)",78,,,
237612232,Calle 1B,residential,False,False,11.631,"LINESTRING (-73.9700769 9.0018515, -73.9700872 9.0019556)",,,,
237612232,Calle 1B,residential,False,True,134.458,"LINESTRING (-73.9700769 9.0018515, -73.9700407 9.0011513, -73.9699492 9.0006513)",,,,
416222912,Calle 9,residential,False,False,211.029,"LINESTRING (-73.9751303 9.0021344, -73.9753481 9.00402)",,,,
"[237612040, 237611932]",Calle 10,residential,False,"[False, True]",234.192,"LINESTRING (-73.9751303 9.0021344, -73.9757838 9.0020086, -73.9753473 9.0006257)",,,,
416222912,Calle 9,residential,False,True,153.516,"LINESTRING (-73.9751303 9.0021344, -73.9749637 9.0013565, -73.9748322 9.0007856)",,,,
237612071,Carrera 14,residential,False,False,36.256,"LINESTRING (-73.9700379 9.002271, -73.9703667 9.0023002)",,,,
237612232,Calle 1B,residential,False,False,130.54,"LINESTRING (-73.9700379 9.002271, -73.9698313 9.0034271)",,,,
237612232,Calle 1B,residential,False,True,35.486,"LINESTRING (-73.9700379 9.002271, -73.9700872 9.0019556)",,,,
237612041,Transversal 13,residential,False,False,77.103,"LINESTRING (-73.9703667 9.0023002, -73.9708252 9.0017751)",,,,
237612071,Carrera 14,residential,False,False,82.431,"LINESTRING (-73.9703667 9.0023002, -73.9710963 9.0024742)",,,,
237612071,Carrera 14,residential,False,True,36.256,"LINESTRING (-73.9703667 9.0023002, -73.9700379 9.002271)",,,,
237612154,Carrera 13A,residential,False,False,62.366,"LINESTRING (-73.9728703 9.0025258, -73.9734323 9.0026062)",,,,
817015070,,residential,False,False,74.036,"LINESTRING (-73.9695003 9.0025277, -73.9695057 9.0031935)",,,,
237612071,Carrera 14,residential,False,True,82.431,"LINESTRING (-73.9710963 9.0024742, -73.9703667 9.0023002)",,,,
237612109,Calle 2,residential,False,False,83.813,"LINESTRING (-73.9710963 9.0024742, -73.9708758 9.0017526)",,,,
237612109,Calle 2,residential,False,True,118.20499999999998,"LINESTRING (-73.9710963 9.0024742, -73.9711315 9.0029066, -73.9710434 9.0035298)",,,,
237612154,Carrera 13A,residential,False,False,40.138,"LINESTRING (-73.9734323 9.0026062, -73.9737971 9.0026281)",,,,
237612154,Carrera 13A,residential,False,True,62.366,"LINESTRING (-73.9734323 9.0026062, -73.9728703 9.0025258)",,,,
417033839,Calle 4,secondary,False,False,73.82600000000001,"LINESTRING (-73.9734323 9.0026062, -73.9733515 9.0030128, -73.973287 9.0032541)",,5,,
417033839,Calle 4,secondary,False,True,217.51700000000002,"LINESTRING (-73.9734323 9.0026062, -73.9734241 9.0019517, -73.9732758 9.001184, -73.9732494 9.0009147, -73.9731505 9.0006851)",,5,,
237612154,Carrera 13A,residential,False,True,40.138,"LINESTRING (-73.9737971 9.0026281, -73.9734323 9.0026062)",,,,
416222922,Calle 5,residential,False,False,191.688,"LINESTRING (-73.9737971 9.0026281, -73.9738696 9.0009057)",,,,
416222922,Calle 5,residential,False,True,86.232,"LINESTRING (-73.9737971 9.0026281, -73.9737328 9.003401)",,,,
391399797,Calle Nueva,trunk,True,False,175.89700000000002,"LINESTRING (-73.9744901 9.0024979, -73.9744601 9.002326, -73.9744304 9.0021119, -73.9744129 9.0018959, -73.9743576 9.0014845, -73.974314 9.0012483, -73.9742721 9.0010086, -73.9742676 9.000981, -73.974259 9.0009334)",78,,1,60
1188381340,Calle Nueva,secondary,True,False,29.034000000000002,"LINESTRING (-73.9744901 9.0024979, -73.9744646 9.0024484, -73.9744417 9.0024203, -73.974411 9.0024008, -73.9743756 9.0023918, -73.9743392 9.0023943, -73.9743114 9.0023996, -73.9742818 9.0024156)",78,,,
237612072,Carrera 13B,residential,False,False,98.288,"LINESTRING (-73.9724282 9.0030054, -73.973287 9.0032541)",,,,
237612137,Carrera 13C,residential,False,False,116.126,"LINESTRING (-73.9721166 9.0032344, -73.9731139 9.0035814)",,,,
237612072,Carrera 13B,residential,False,False,51.613,"LINESTRING (-73.973287 9.0032541, -73.9737328 9.003401)",,,,
237612072,Carrera 13B,residential,False,True,98.288,"LINESTRING (-73.973287 9.0032541, -73.9724282 9.0030054)",,,,
417033839,Calle 4,secondary,False,False,41.06,"LINESTRING (-73.973287 9.0032541, -73.9731139 9.0035814)",,5,,
417033839,Calle 4,secondary,False,True,73.82600000000001,"LINESTRING (-73.973287 9.0032541, -73.9733515 9.0030128, -73.9734323 9.0026062)",,5,,
237612109,Calle 2,residential,False,False,118.20499999999998,"LINESTRING (-73.9710434 9.0035298, -73.9711315 9.0029066, -73.9710963 9.0024742)",,,,
237612072,Carrera 13B,residential,False,True,51.613,"LINESTRING (-73.9737328 9.003401, -73.973287 9.0032541)",,,,
416222922,Calle 5,residential,False,False,86.232,"LINESTRING (-73.9737328 9.003401, -73.9737971 9.0026281)",,,,
416222922,Calle 5,residential,False,True,21.005,"LINESTRING (-73.9737328 9.003401, -73.9737343 9.0034977, -73.9737545 9.0035877)",,,,
237612168,Carrera 14,residential,False,False,65.544,"LINESTRING (-73.9698313 9.0034271, -73.9703349 9.0037434)",,,,
237612168,Carrera 14,residential,False,True,44.197,"LINESTRING (-73.9698313 9.0034271, -73.9695057 9.0031935)",,,,
237612232,Calle 1B,residential,False,True,130.54,"LINESTRING (-73.9698313 9.0034271, -73.9700379 9.002271)",,,,
237612137,Carrera 13C,residential,False,True,116.126,"LINESTRING (-73.9731139 9.0035814, -73.9721166 9.0032344)",,,,
417033839,Calle 4,secondary,False,False,85.785,"LINESTRING (-73.9731139 9.0035814, -73.972778 9.0042779)",,5,,
417033839,Calle 4,secondary,False,True,41.06,"LINESTRING (-73.9731139 9.0035814, -73.973287 9.0032541)",,5,,
237612137,Carrera 13C,residential,False,False,60.456,"LINESTRING (-73.9731139 9.0035814, -73.9735741 9.0037896, -73.9736139 9.0038088)",,,,
237612168,Carrera 14,residential,False,True,65.544,"LINESTRING (-73.9703349 9.0037434, -73.9698313 9.0034271)",,,,
1162656288,Calle Nueva,trunk,True,False,29.032,"LINESTRING (-73.9737545 9.0035877, -73.9736139 9.0038088)",78,,1,60
416222922,Calle 5,residential,False,False,21.005,"LINESTRING (-73.9737545 9.0035877, -73.9737343 9.0034977, -73.9737328 9.003401)",,,,
237612086,,residential,False,True,57.772,"LINESTRING (-73.9746551 9.0038977, -73.9751682 9.0040122)",,,,
391399798,Calle 8,secondary,False,False,175.486,"LINESTRING (-73.9746551 9.0038977, -73.97424 9.0054217)",,5,,
391399798,Calle 8,secondary,False,True,112.874,"LINESTRING (-73.9746551 9.0038977, -73.9747333 9.0035759, -73.9747649 9.0034584, -73.9747713 9.0033368, -73.9747344 9.0031784, -73.9746209 9.0029237)",,5,,
237612086,,residential,False,False,19.777,"LINESTRING (-73.9753481 9.00402, -73.9751682 9.0040122)",,,,
416222912,Calle 9,residential,False,True,211.029,"LINESTRING (-73.9753481 9.00402, -73.9751303 9.0021344)",,,,
422083276,Carrera 15,residential,False,False,77.395,"LINESTRING (-73.9753481 9.00402, -73.9754753 9.0047046)",,,,
237612086,,residential,False,False,57.772,"LINESTRING (-73.9751682 9.0040122, -73.9746551 9.0038977)",,,,
237612086,,residential,False,True,19.777,"LINESTRING (-73.9751682 9.0040122, -73.9753481 9.00402)",,,,
1171879298,Calle 9,residential,False,False,68.313,"LINESTRING (-73.9751682 9.0040122, -73.9750145 9.0046075)",,,,
417033839,Calle 4,secondary,False,True,85.785,"LINESTRING (-73.972778 9.0042779, -73.9731139 9.0035814)",,5,,
1182599327,,residential,False,False,55.904,"LINESTRING (-73.972778 9.0042779, -73.9723073 9.0040865)",,,,
237612127,Carrera 15,residential,False,False,58.174,"LINESTRING (-73.972778 9.0042779, -73.9732233 9.0044843, -73.9732592 9.004496)",,,,
417033839,Calle 4,secondary,False,False,124.072,"LINESTRING (-73.972778 9.0042779, -73.9724623 9.0049497, -73.9722983 9.0052881)",,5,,
237612127,Carrera 15,residential,False,True,8.343,"LINESTRING (-73.9733305 9.0045219, -73.9732592 9.004496)",,,,
391399795,Calle Nueva,trunk,True,False,84.8,"LINESTRING (-73.9733305 9.0045219, -73.9736171 9.0039365, -73.9736696 9.0038368)",78,,1,60
237611999,Carrera 13D,residential,False,False,51.746,"LINESTRING (-73.9750145 9.0046075, -73.9754753 9.0047046)",,,,
1171879298,Calle 9,residential,False,False,119.936,"LINESTRING (-73.9750145 9.0046075, -73.9746897 9.0056373)",,,,
1171879298,Calle 9,residential,False,True,68.313,"LINESTRING (-73.9750145 9.0046075, -73.9751682 9.0040122)",,,,
237611999,Carrera 13D,residential,False,True,51.746,"LINESTRING (-73.9754753 9.0047046, -73.9750145 9.0046075)",,,,
422083276,Carrera 15,residential,False,False,27.008,"LINESTRING (-73.9754753 9.0047046, -73.9754909 9.004947)",,,,
422083276,Carrera 15,residential,False,True,77.395,"LINESTRING (-73.9754753 9.0047046, -73.9753481 9.00402)",,,,
391399795,Calle Nueva,trunk,True,False,61.548,"LINESTRING (-73.9730863 9.0050201, -73.9733305 9.0045219)",78,,1,60
1169522634,Carrera 15A,primary,False,False,7.731,"LINESTRING (-73.9730863 9.0050201, -73.9730211 9.0049939)",,,,
237611981,Carrera 15A,secondary,False,False,134.344,"LINESTRING (-73.9730863 9.0050201, -73.9731244 9.0050331, -73.97424 9.0054217)",,,,
1162656296,Calle 4,secondary,False,False,64.754,"LINESTRING (-73.9722983 9.0052881, -73.9720594 9.0058205)",,5,,
417033839,Calle 4,secondary,False,True,124.072,"LINESTRING (-73.9722983 9.0052881, -73.9724623 9.0049497, -73.972778 9.0042779)",,5,,
1162656299,Carrera 16,secondary,False,True,42.658,"LINESTRING (-73.9722983 9.0052881, -73.972476 9.0053656, -73.9726536 9.0054431)",,,,
237611981,Carrera 15A,secondary,False,False,54.899,"LINESTRING (-73.97424 9.0054217, -73.9746897 9.0056373)",,,,
391399798,Calle 8,secondary,False,False,22.71,"LINESTRING (-73.97424 9.0054217, -73.9742017 9.0056224)",,5,,
391399798,Calle 8,secondary,False,True,175.486,"LINESTRING (-73.97424 9.0054217, -73.9746551 9.0038977)",,5,,
237611981,Carrera 15A,secondary,False,True,134.344,"LINESTRING (-73.97424 9.0054217, -73.9731244 9.0050331, -73.9730863 9.0050201)",,,,
391399795,Calle Nueva,trunk,True,False,60.995,"LINESTRING (-73.9728457 9.0055145, -73.9730863 9.0050201)",78,,1,60
1162656295,Carrera 16,trunk,True,False,8.498,"LINESTRING (-73.9728457 9.0055145, -73.9727775 9.0054784)",78,,,
391399798,Calle 8,secondary,False,True,22.71,"LINESTRING (-73.9742017 9.0056224, -73.97424 9.0054217)",,5,,
817021409,Carrera 15B,residential,False,False,52.68,"LINESTRING (-73.9742017 9.0056224, -73.9745373 9.0059609)",,,,
391399798,Calle 8,secondary,False,False,74.12,"LINESTRING (-73.9742017 9.0056224, -73.9741471 9.005891, -73.9740589 9.0060694, -73.9739956 9.0061627, -73.9739528 9.0062327)",,5,,
237611981,Carrera 15A,secondary,False,False,53.358,"LINESTRING (-73.9746897 9.0056373, -73.9751129 9.005873)",,,,
237611981,Carrera 15A,secondary,False,True,54.899,"LINESTRING (-73.9746897 9.0056373, -73.97424 9.0054217)",,,,
1171879298,Calle 9,residential,False,False,39.685,"LINESTRING (-73.9746897 9.0056373, -73.9745373 9.0059609)",,,,
1171879298,Calle 9,residential,False,True,119.936,"LINESTRING (-73.9746897 9.0056373, -73.9750145 9.0046075)",,,,
237611957,Carrera 17,residential,False,False,64.519,"LINESTRING (-73.9708192 9.0058546, -73.9713558 9.0060908)",,,,
237612089,Calle 2a,residential,False,True,98.372,"LINESTRING (-73.9708192 9.0058546, -73.9707145 9.006066, -73.9705461 9.0064629, -73.9704767 9.0066709)",,,,
"[1167836192, 237612197, 1167836191]",Carrera 18,residential,False,"[False, True]",233.517,"LINESTRING (-73.9708192 9.0058546, -73.9703078 9.0056, -73.9699002 9.0064174, -73.9704767 9.0066709)",,,,
"[1171879305, 1171879306]",,residential,False,True,120.918,"LINESTRING (-73.9708192 9.0058546, -73.9710347 9.0053849, -73.9715712 9.0055997)",,,,
237612194,,residential,False,False,48.832,"LINESTRING (-73.9760207 9.0058906, -73.9757678 9.0062518)",,,,
422083276,Carrera 15,residential,False,False,123.361,"LINESTRING (-73.9760207 9.0058906, -73.976629 9.0063728, -73.976919 9.0065542)",,,,
422083276,Carrera 15,residential,False,True,123.33599999999998,"LINESTRING (-73.9760207 9.0058906, -73.9756693 9.0055059, -73.9755888 9.0053615, -73.9755312 9.0051668, -73.9754909 9.004947)",,,,
817021409,Carrera 15B,residential,False,False,131.763,"LINESTRING (-73.9745373 9.0059609, -73.9754112 9.0067728)",,,,
817021409,Carrera 15B,residential,False,True,52.68,"LINESTRING (-73.9745373 9.0059609, -73.9742017 9.0056224)",,,,
1171879298,Calle 9,residential,False,False,63.552,"LINESTRING (-73.9745373 9.0059609, -73.9742489 9.0064564)",,,,
1171879298,Calle 9,residential,False,True,39.685,"LINESTRING (-73.9745373 9.0059609, -73.9746897 9.0056373)",,,,
237611957,Carrera 17,residential,False,False,58.482,"LINESTRING (-73.9713558 9.0060908, -73.9718375 9.006315)",,,,
237611957,Carrera 17,residential,False,True,64.519,"LINESTRING (-73.9713558 9.0060908, -73.9708192 9.0058546)",,,,
237612096,Calle 3,residential,False,False,97.628,"LINESTRING (-73.9713558 9.0060908, -73.9709261 9.0068594)",,,,
1171879303,,residential,False,False,59.512,"LINESTRING (-73.9713558 9.0060908, -73.9715712 9.0055997)",,,,
1167836186,Carrera 16,primary,False,False,5.73,"LINESTRING (-73.9739528 9.0062327, -73.973923 9.006275)",,,,
391399798,Calle 8,secondary,False,True,74.12,"LINESTRING (-73.9739528 9.0062327, -73.9739956 9.0061627, -73.9740589 9.0060694, -73.9741471 9.005891, -73.9742017 9.0056224)",,5,,
1171879300,Carrera 16,trunk,True,False,145.492,"LINESTRING (-73.9739528 9.0062327, -73.9733614 9.0058349, -73.9728887 9.0055414, -73.9728734 9.0055318, -73.9728457 9.0055145)",78,,,
237611981,Carrera 15A,secondary,False,False,126.861,"LINESTRING (-73.9757678 9.0062518, -73.9767707 9.0068179)",,,,
237611981,Carrera 15A,secondary,False,True,83.35,"LINESTRING (-73.9757678 9.0062518, -73.9751129 9.005873)",,,,
237612194,,residential,False,False,69.928,"LINESTRING (-73.9757678 9.0062518, -73.9754112 9.0067728)",,,,
237612194,,residential,False,True,48.832,"LINESTRING (-73.9757678 9.0062518, -73.9760207 9.0058906)",,,,
237611957,Carrera 17,residential,False,True,58.482,"LINESTRING (-73.9718375 9.006315, -73.9713558 9.0060908)",,,,
1162656296,Calle 4,secondary,False,False,98.107,"LINESTRING (-73.9718375 9.006315, -73.971485 9.0071257)",,5,,
1162656296,Calle 4,secondary,False,True,60.144,"LINESTRING (-73.9718375 9.006315, -73.9720594 9.0058205)",,5,,
237611957,Carrera 17,residential,False,False,60.325,"LINESTRING (-73.9718375 9.006315, -73.9722944 9.006555, -73.9723221 9.0065704)",,,,
1171879298,Calle 9,residential,False,True,63.552,"LINESTRING (-73.9742489 9.0064564, -73.9745373 9.0059609)",,,,
1171879301,Carrera 16,residential,False,False,5.536,"LINESTRING (-73.9742489 9.0064564, -73.9742193 9.0064967)",,,,
1171879300,Carrera 16,trunk,True,False,40.942,"LINESTRING (-73.9742489 9.0064564, -73.9741081 9.0063503, -73.9739528 9.0062327)",78,,,
237611957,Carrera 17,residential,False,True,7.632,"LINESTRING (-73.9723832 9.0066031, -73.9723221 9.0065704)",,,,
237611942,Calle Nueva,primary,True,False,125.072,"LINESTRING (-73.9723832 9.0066031, -73.9728101 9.0055962, -73.9728231 9.0055656)",43,,1,60
237611957,Carrera 17,residential,False,False,151.607,"LINESTRING (-73.9723832 9.0066031, -73.9724305 9.0066311, -73.9735743 9.0072923)",,,,
237612197,Carrera 18,residential,False,False,53.621,"LINESTRING (-73.9704767 9.0066709, -73.9709261 9.0068594)",,,,
237612089,Calle 2a,residential,False,False,98.37199999999999,"LINESTRING (-73.9704767 9.0066709, -73.9705461 9.0064629, -73.9707145 9.006066, -73.9708192 9.0058546)",,,,
"[1167836192, 237612197, 1167836191]",Carrera 18,residential,False,"[False, True]",233.517,"LINESTRING (-73.9704767 9.0066709, -73.9699002 9.0064174, -73.9703078 9.0056, -73.9708192 9.0058546)",,,,
237612194,,residential,False,False,47.442,"LINESTRING (-73.9754112 9.0067728, -73.9751762 9.0071308)",,,,
237612194,,residential,False,True,69.928,"LINESTRING (-73.9754112 9.0067728, -73.9757678 9.0062518)",,,,
817021409,Carrera 15B,residential,False,False,81.318,"LINESTRING (-73.9754112 9.0067728, -73.9760787 9.0070893)",,,,
817021409,Carrera 15B,residential,False,True,131.763,"LINESTRING (-73.9754112 9.0067728, -73.9745373 9.0059609)",,,,
237611981,Carrera 15A,secondary,False,False,37.755,"LINESTRING (-73.9767707 9.0068179, -73.977072 9.0069814)",,,,
237611981,Carrera 15A,secondary,False,True,126.861,"LINESTRING (-73.9767707 9.0068179, -73.9757678 9.0062518)",,,,
817021410,,residential,False,False,33.542,"LINESTRING (-73.9767707 9.0068179, -73.976919 9.0065542)",,,,
237612096,Calle 3,residential,False,True,97.628,"LINESTRING (-73.9709261 9.0068594, -73.9713558 9.0060908)",,,,
237612197,Carrera 18,residential,False,False,25.142,"LINESTRING (-73.9709261 9.0068594, -73.9711275 9.0069669)",,,,
237612197,Carrera 18,residential,False,True,53.621,"LINESTRING (-73.9709261 9.0068594, -73.9704767 9.0066709)",,,,
237611981,Carrera 15A,secondary,False,False,19.626,"LINESTRING (-73.977072 9.0069814, -73.9772142 9.0070883)",,,,
237611981,Carrera 15A,secondary,False,True,37.755,"LINESTRING (-73.977072 9.0069814, -73.9767707 9.0068179)",,,,
817021409,Carrera 15B,residential,False,True,109.746,"LINESTRING (-73.977072 9.0069814, -73.9764581 9.0070468, -73.9760787 9.0070893)",,,,
237612194,,residential,False,True,47.442,"LINESTRING (-73.9751762 9.0071308, -73.9754112 9.0067728)",,,,
1171879295,Carrera 16,residential,False,False,5.516,"LINESTRING (-73.9751762 9.0071308, -73.975149 9.0071725)",,,,
237612192,Carrera 16,trunk,True,False,126.475,"LINESTRING (-73.9751762 9.0071308, -73.9744691 9.0066119, -73.9742489 9.0064564)",78,,,
817021409,Carrera 15B,residential,False,True,81.318,"LINESTRING (-73.9760787 9.0070893, -73.9754112 9.0067728)",,,,
1171879278,,residential,False,False,59.691,"LINESTRING (-73.9760787 9.0070893, -73.9757924 9.0075456)",,,,
817021409,Carrera 15B,residential,False,False,109.746,"LINESTRING (-73.9760787 9.0070893, -73.9764581 9.0070468, -73.977072 9.0069814)",,,,
237611981,Carrera 15A,secondary,False,False,42.506,"LINESTRING (-73.9777961 9.0076862, -73.9780454 9.0079786)",,,,
237611981,Carrera 15A,secondary,False,True,51.111,"LINESTRING (-73.9777961 9.0076862, -73.9774888 9.007341)",,,,
817021416,,residential,False,True,61.643,"LINESTRING (-73.9777961 9.0076862, -73.9773965 9.0080755)",,,,
237612197,Carrera 18,residential,False,True,43.05,"LINESTRING (-73.971485 9.0071257, -73.9711275 9.0069669)",,,,
1162656296,Calle 4,secondary,False,True,98.107,"LINESTRING (-73.971485 9.0071257, -73.9718375 9.006315)",,5,,
1167836190,Carrera 18,secondary,False,False,61.032999999999994,"LINESTRING (-73.971485 9.0071257, -73.9719461 9.0073457, -73.9719859 9.0073634)",,5,,
237611957,Carrera 17,residential,False,False,45.811,"LINESTRING (-73.9735743 9.0072923, -73.9739544 9.007462)",,,,
237611970,Calle 8,secondary,False,False,107.275,"LINESTRING (-73.9735743 9.0072923, -73.9730708 9.008119)",,5,,
237611957,Carrera 17,residential,False,True,151.607,"LINESTRING (-73.9735743 9.0072923, -73.9724305 9.0066311, -73.9723832 9.0066031)",,,,
237611970,Calle 8,secondary,False,True,119.626,"LINESTRING (-73.9735743 9.0072923, -73.9737256 9.0067539, -73.973923 9.006275)",,5,,
237611942,Calle Nueva,primary,True,False,95.325,"LINESTRING (-73.9720459 9.007393, -73.9723832 9.0066031)",43,,1,60
1167836190,Carrera 18,secondary,False,True,7.366,"LINESTRING (-73.9720459 9.007393, -73.9719859 9.0073634)",,5,,
237611957,Carrera 17,residential,False,False,34.865,"LINESTRING (-73.9739544 9.007462, -73.9742491 9.0075786)",,,,
237611957,Carrera 17,residential,False,True,45.811,"LINESTRING (-73.9739544 9.007462, -73.9735743 9.0072923)",,,,
237611993,Calle 9,residential,False,False,110.408,"LINESTRING (-73.9739544 9.007462, -73.9736468 9.0084073)",,,,
237611993,Calle 9,residential,False,True,111.209,"LINESTRING (-73.9739544 9.007462, -73.9742193 9.0064967)",,,,
237612192,Carrera 16,trunk,True,False,81.897,"LINESTRING (-73.9757924 9.0075456, -73.9751762 9.0071308)",78,,,
1171879278,,residential,False,True,59.691,"LINESTRING (-73.9757924 9.0075456, -73.9760787 9.0070893)",,,,
1171879279,,residential,False,False,6.144,"LINESTRING (-73.9757924 9.0075456, -73.9757574 9.0075887)",,,,
237611942,Calle Nueva,primary,True,False,21.355,"LINESTRING (-73.9719596 9.0075651, -73.9720459 9.007393)",43,,1,60
1169738951,Calle 13,residential,False,False,7.304,"LINESTRING (-73.9719596 9.0075651, -73.9719013 9.0075335)",,,,
817021406,Calle 13,residential,False,False,136.69799999999998,"LINESTRING (-73.9719596 9.0075651, -73.9720058 9.0075881, -73.9730708 9.008119)",,,,
237612170,Calle 10,residential,False,True,103.104,"LINESTRING (-73.974268 9.0078628, -73.9743054 9.0087893)",,,,
237684041,Carrera 17,residential,False,True,120.814,"LINESTRING (-73.974268 9.0078628, -73.9751427 9.0085217)",,,,
"[237612170, 237611957]","['Calle 10', 'Carrera 17']",residential,False,"[False, True]",33.747,"LINESTRING (-73.974268 9.0078628, -73.9742881 9.0076094, -73.9742491 9.0075786)",,,,
237611970,Calle 8,secondary,False,True,107.275,"LINESTRING (-73.9730708 9.008119, -73.9735743 9.0072923)",,5,,
817021406,Calle 13,residential,False,False,70.918,"LINESTRING (-73.9730708 9.008119, -73.9736468 9.0084073)",,,,
817021406,Calle 13,residential,False,True,136.69799999999998,"LINESTRING (-73.9730708 9.008119, -73.9720058 9.0075881, -73.9719596 9.0075651)",,,,
237611981,Carrera 15A,secondary,False,True,42.826,"LINESTRING (-73.9783429 9.0082276, -73.9780454 9.0079786)",,,,
237612202,,residential,False,False,57.136,"LINESTRING (-73.9783429 9.0082276, -73.9780063 9.0086194)",,,,
237611993,Calle 9,residential,False,False,60.983,"LINESTRING (-73.9736468 9.0084073, -73.9734142 9.0089053)",,,,
237611993,Calle 9,residential,False,True,110.408,"LINESTRING (-73.9736468 9.0084073, -73.9739544 9.007462)",,,,
