osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,width
89781786,Calle 20 san francisco,residential,False,False,272.058,"LINESTRING (-74.4307308 9.2410609, -74.4294709 9.2417279, -74.4285236 9.242173)",,,
248412540,Avenida Trisesquicentenario,trunk,False,False,106.33099999999999,"LINESTRING (-74.4307308 9.2410609, -74.4305359 9.2406585, -74.4302745 9.2403091, -74.4302236 9.2402522)",78,,
248413067,Carrera 3,residential,False,False,77.05,"LINESTRING (-74.4243509 9.2385268, -74.4248072 9.2390534)",,,
89781801,Carrera 4,residential,False,False,7.216,"LINESTRING (-74.4276898 9.2404705, -74.4276559 9.2404149)",,,
89781801,Carrera 4,residential,False,True,115.215,"LINESTRING (-74.4276898 9.2404705, -74.4281541 9.2413998)",,,
312600467,Calle 19,residential,False,False,174.009,"LINESTRING (-74.4276898 9.2404705, -74.4262958 9.241216)",,,
805577331,Calle 19,residential,False,True,10.391,"LINESTRING (-74.4276898 9.2404705, -74.4277516 9.2403997)",,,
195108077,Calle 16,residential,False,True,90.599,"LINESTRING (-74.4219002 9.2394773, -74.4225575 9.2389844)",,,
248413072,Carrera 2,residential,False,False,48.689,"LINESTRING (-74.4250827 9.2418601, -74.4248816 9.2414698)",,,
312600467,Calle 19,residential,False,True,36.623,"LINESTRING (-74.4250827 9.2418601, -74.4253719 9.2416958)",,,
391399800,Carrera 2,residential,False,True,157.09,"LINESTRING (-74.4250827 9.2418601, -74.4256253 9.2431674)",,2,8
89781786,Calle 20 san francisco,residential,False,False,110.164,"LINESTRING (-74.4285236 9.242173, -74.4275781 9.2425056)",,,
89781801,Carrera 4,residential,False,False,95.06,"LINESTRING (-74.4285236 9.242173, -74.4281541 9.2413998)",,,
89781801,Carrera 4,residential,False,True,102.793,"LINESTRING (-74.4285236 9.242173, -74.4288651 9.2430338)",,,
89781786,Calle 20 san francisco,residential,False,True,272.058,"LINESTRING (-74.4285236 9.242173, -74.4294709 9.2417279, -74.4307308 9.2410609)",,,
"[248413073, 312600468]",Calle 19,residential,True,False,63.711,"LINESTRING (-74.4239559 9.2425096, -74.4240555 9.2424414, -74.4244511 9.2422111)",,,
312600479,Carrera 1,residential,True,False,146.997,"LINESTRING (-74.4239559 9.2425096, -74.4242331 9.2429017, -74.4245785 9.2433821, -74.424727 9.2435905)",,,
89781795,Calle 22 jaen,residential,False,False,49.988,"LINESTRING (-74.4268655 9.2461222, -74.4264476 9.246301)",,,
89781795,Calle 22 jaen,residential,False,True,140.428,"LINESTRING (-74.4268655 9.2461222, -74.4280625 9.245676)",,,
391399800,Carrera 2,residential,False,False,193.86,"LINESTRING (-74.4268655 9.2461222, -74.4261665 9.2445211)",,2,8
89781786,Calle 20 san francisco,residential,False,False,62.47,"LINESTRING (-74.4256253 9.2431674, -74.4251098 9.2434056)",,,
391399800,Carrera 2,residential,False,False,157.09,"LINESTRING (-74.4256253 9.2431674, -74.4250827 9.2418601)",,2,8
391399800,Carrera 2,residential,False,True,92.594,"LINESTRING (-74.4256253 9.2431674, -74.4259438 9.2439385)",,2,8
89781786,Calle 20 san francisco,residential,False,True,151.967,"LINESTRING (-74.4256253 9.2431674, -74.4262831 9.2428922, -74.4269187 9.2426824)",,,
89781789,Calle 23,residential,False,True,57.937,"LINESTRING (-74.4285913 9.2471224, -74.4290864 9.2469416)",,,
312600474,Carrera 3,residential,False,True,170.988,"LINESTRING (-74.4285913 9.2471224, -74.4283042 9.2463525, -74.4280625 9.245676)",,,
248413072,Carrera 2,residential,False,True,93.901,"LINESTRING (-74.4244176 9.2407603, -74.4248816 9.2414698)",,,
312600465,Calle 18,residential,False,True,58.017,"LINESTRING (-74.4244176 9.2407603, -74.4247823 9.2403826)",,,
"[248413069, 312600471]","['Carrera 2', 'Calle Real o del Medio']",residential,False,False,129.094,"LINESTRING (-74.4244176 9.2407603, -74.4242382 9.2405873, -74.4241659 9.2405257, -74.4235384 9.2399896)",,,
"[312600466, 248413070]",Calle 18,residential,True,False,41.991,"LINESTRING (-74.4244176 9.2407603, -74.4241816 9.2410171, -74.4241601 9.2410396)",,,
248412540,Avenida Trisesquicentenario,trunk,False,False,79.413,"LINESTRING (-74.4296491 9.2395992, -74.42916 9.2390729)",78,,
248412540,Avenida Trisesquicentenario,trunk,False,True,13.164,"LINESTRING (-74.4296491 9.2395992, -74.4297269 9.2396893)",78,,
805577331,Calle 19,residential,False,False,226.48,"LINESTRING (-74.4296491 9.2395992, -74.4277516 9.2403997)",,,
89781795,Calle 22 jaen,residential,False,False,140.428,"LINESTRING (-74.4280625 9.245676, -74.4268655 9.2461222)",,,
89781795,Calle 22 jaen,residential,False,True,178.184,"LINESTRING (-74.4280625 9.245676, -74.4295918 9.245138)",,,
312600474,Carrera 3,residential,False,True,109.368,"LINESTRING (-74.4280625 9.245676, -74.4276797 9.2447679)",,,
312600474,Carrera 3,residential,False,False,170.988,"LINESTRING (-74.4280625 9.245676, -74.4283042 9.2463525, -74.4285913 9.2471224)",,,
89781795,Calle 22 jaen,residential,False,True,49.711,"LINESTRING (-74.4260197 9.2464476, -74.4264476 9.246301)",,,
89781801,Carrera 4,residential,False,False,74.831,"LINESTRING (-74.4291249 9.243656, -74.4288651 9.2430338)",,,
253590638,Calle 21 la hoyo,residential,False,False,193.035,"LINESTRING (-74.4291249 9.243656, -74.4274424 9.2441619)",,,
253590638,Calle 21 la hoyo,residential,False,True,39.497,"LINESTRING (-74.4291249 9.243656, -74.4294655 9.2435413)",,,
805562568,Carrera 4,residential,False,True,66.129,"LINESTRING (-74.4291249 9.243656, -74.4292891 9.2442282)",,,
253590638,Calle 21 la hoyo,residential,False,True,145.616,"LINESTRING (-74.4261665 9.2445211, -74.4274424 9.2441619)",,,
391399800,Carrera 2,residential,False,False,69.24,"LINESTRING (-74.4261665 9.2445211, -74.4259438 9.2439385)",,2,8
391399800,Carrera 2,residential,False,True,193.86,"LINESTRING (-74.4261665 9.2445211, -74.4268655 9.2461222)",,2,8
253590638,Calle 21 la hoyo,residential,False,False,66.019,"LINESTRING (-74.4261665 9.2445211, -74.4258311 9.2446731, -74.4256316 9.2447909)",,,
253590638,Calle 21 la hoyo,residential,False,False,47.996,"LINESTRING (-74.4256316 9.2447909, -74.4252439 9.2449906)",,,
312600475,Carrera 1,residential,False,True,26.447,"LINESTRING (-74.4256316 9.2447909, -74.4254912 9.2445976)",,,
253590638,Calle 21 la hoyo,residential,False,True,66.019,"LINESTRING (-74.4256316 9.2447909, -74.4258311 9.2446731, -74.4261665 9.2445211)",,,
312600475,Carrera 1,residential,False,False,190.78199999999998,"LINESTRING (-74.4256316 9.2447909, -74.4261067 9.2455413, -74.4264476 9.246301)",,,
89781801,Carrera 4,residential,False,False,28.844,"LINESTRING (-74.4263092 9.2387649, -74.426105 9.2386016)",,,
89781801,Carrera 4,residential,False,True,27.329,"LINESTRING (-74.4263092 9.2387649, -74.4264976 9.2389256)",,,
"[89781777, 312600462]",Calle 18,residential,False,False,142.364,"LINESTRING (-74.4263092 9.2387649, -74.4258719 9.2392171, -74.4257497 9.2393419, -74.425411 9.2396886)",,,
89781795,Calle 22 jaen,residential,False,False,178.184,"LINESTRING (-74.4295918 9.245138, -74.4280625 9.245676)",,,
89781795,Calle 22 jaen,residential,False,True,97.197,"LINESTRING (-74.4295918 9.245138, -74.4304358 9.2448732)",,,
805562568,Carrera 4,residential,False,False,66.324,"LINESTRING (-74.4295918 9.245138, -74.4293934 9.2445746)",,,
805562568,Carrera 4,residential,False,True,176.614,"LINESTRING (-74.4295918 9.245138, -74.4297125 9.2456606, -74.4298961 9.2466972)",,,
253590638,Calle 21 la hoyo,residential,False,False,145.616,"LINESTRING (-74.4274424 9.2441619, -74.4261665 9.2445211)",,,
