osmid,highway,oneway,reversed,length,geometry,name,width
152783769,residential,False,False,170.068,"LINESTRING (99.5282364 14.0193055, 99.5296053 14.020064)",,
375790079,residential,False,False,53.488,"LINESTRING (99.5282364 14.0193055, 99.528535 14.0189215)",,
375790079,residential,False,True,60.145,"LINESTRING (99.5282364 14.0193055, 99.5278685 14.0197119)",,
1148155084,residential,True,False,94.99,"LINESTRING (99.5300518 14.018265, 99.5298767 14.0191022)",,
375790079,residential,False,True,130.61599999999999,"LINESTRING (99.5300518 14.018265, 99.5298114 14.0182113, 99.5296288 14.0182171, 99.529449 14.0182847, 99.5289612 14.0186041)",,
89378834,unclassified,False,True,12.266,"LINESTRING (99.5366923 14.0238279, 99.5366236 14.0239158)",,
442015963,primary,True,False,38.144999999999996,"LINESTRING (99.5366923 14.0238279, 99.5364606 14.0237355, 99.5363686 14.0236904)",ถนนอู่ทอง,7
699686344,residential,False,False,114.048,"LINESTRING (99.5290798 14.0237358, 99.5281179 14.0233103)",,
699686345,residential,True,False,47.82,"LINESTRING (99.5290798 14.0237358, 99.5294871 14.0235661)",,
152783742,residential,False,False,133.819,"LINESTRING (99.5290798 14.0237358, 99.529414 14.0238237, 99.5296339 14.02392, 99.5299317 14.0239877, 99.5302777 14.0240137)",,
81512323,residential,False,True,59.446,"LINESTRING (99.5286122 14.0222959, 99.5280896 14.0221264)",,
152783763,residential,True,False,141.354,"LINESTRING (99.5286122 14.0222959, 99.5298403 14.022739)",,
1148155084,residential,True,False,124.766,"LINESTRING (99.5286122 14.0222959, 99.5281179 14.0233103)",,
81246816,primary,True,False,139.299,"LINESTRING (99.5327206 14.0210413, 99.5323862 14.0222513)",ถนนแสงชูโต,7
81512328,residential,True,False,15.449,"LINESTRING (99.5327206 14.0210413, 99.5328622 14.0210206)",,
699686344,residential,False,True,114.048,"LINESTRING (99.5281179 14.0233103, 99.5290798 14.0237358)",,
1148155084,residential,True,False,17.712,"LINESTRING (99.5281179 14.0233103, 99.5280486 14.0234547)",,
81512328,residential,True,False,110.017,"LINESTRING (99.5295694 14.0201622, 99.5303714 14.0203708, 99.5305544 14.0204184)",,
1148155084,residential,True,False,80.166,"LINESTRING (99.5295694 14.0201622, 99.5295446 14.0202107, 99.529237 14.020807)",,
442870729,residential,True,False,90.308,"LINESTRING (99.5280742 14.0261827, 99.5284068 14.0254374)",,
631445605,secondary,False,True,97.83,"LINESTRING (99.5280742 14.0261827, 99.5283518 14.0263843, 99.5285074 14.0265457, 99.5287072 14.0268033)",ถนนบ้านเหนือ,
89097082,residential,False,False,52.112,"LINESTRING (99.5341624 14.0230545, 99.5343114 14.0226087)",,
89097082,residential,False,True,10.996,"LINESTRING (99.5341624 14.0230545, 99.5341292 14.023148)",,
442015963,primary,True,False,88.59,"LINESTRING (99.5341624 14.0230545, 99.5333668 14.0228572)",ถนนอู่ทอง,7
89097082,residential,False,True,60.256,"LINESTRING (99.5349284 14.0205418, 99.5347702 14.0210615)",,
89166210,residential,False,False,78.945,"LINESTRING (99.5349284 14.0205418, 99.5342335 14.0203193)",,
152825083,residential,False,True,51.934,"LINESTRING (99.5349284 14.0205418, 99.5351191 14.0202586, 99.53517 14.0202456, 99.5352499 14.020251)",,
89097082,residential,False,False,54.393,"LINESTRING (99.5346218 14.021529, 99.5347702 14.0210615)",,
89097082,residential,False,True,48.204,"LINESTRING (99.5346218 14.021529, 99.5345302 14.0219533)",,
152780087,residential,False,False,135.515,"LINESTRING (99.5346218 14.021529, 99.5355084 14.0218081, 99.5358164 14.0219058)",,
631444748,residential,False,True,91.852,"LINESTRING (99.5346218 14.021529, 99.53446 14.021481, 99.5340093 14.0213512, 99.533806 14.0212926)",,
89166202,residential,False,False,48.694,"LINESTRING (99.533806 14.0212926, 99.5336858 14.0217147)",,
89166202,residential,False,True,54.357,"LINESTRING (99.533806 14.0212926, 99.5339579 14.0208265)",,
631444748,residential,False,True,43.474,"LINESTRING (99.533806 14.0212926, 99.5334197 14.0211813)",,
631444748,residential,False,False,91.852,"LINESTRING (99.533806 14.0212926, 99.5340093 14.0213512, 99.53446 14.021481, 99.5346218 14.021529)",,
89166202,residential,False,False,62.735,"LINESTRING (99.5341297 14.0202875, 99.5339579 14.0208265)",,
89166210,residential,False,False,45.206,"LINESTRING (99.5341297 14.0202875, 99.5337411 14.0201354)",,
89166210,residential,False,True,11.743,"LINESTRING (99.5341297 14.0202875, 99.5342335 14.0203193)",,
152783739,residential,True,False,14.866,"LINESTRING (99.5328622 14.0210206, 99.5327603 14.0209306)",,
631444748,residential,False,False,18.174,"LINESTRING (99.5328622 14.0210206, 99.5330237 14.0210671)",,
89126759,primary,True,False,53.69,"LINESTRING (99.5328622 14.0210206, 99.5328906 14.0209372, 99.5330098 14.0205595)",ถนนแสงชูโต,
89126759,primary,True,False,54.065,"LINESTRING (99.5324074 14.0225581, 99.5325433 14.0220901)",ถนนแสงชูโต,
89097082,residential,False,False,10.996,"LINESTRING (99.5341292 14.023148, 99.5341624 14.0230545)",,
442015964,primary,True,False,91.474,"LINESTRING (99.5341292 14.023148, 99.5349436 14.023377)",ถนนอู่ทอง,7
81246816,primary,True,False,18.373,"LINESTRING (99.5322441 14.0227393, 99.5322024 14.0228995)",ถนนแสงชูโต,7
1105484452,primary,True,False,12.118,"LINESTRING (99.5322441 14.0227393, 99.5323535 14.022764)",,7
89157881,residential,False,True,13.054,"LINESTRING (99.5363686 14.0236904, 99.5362869 14.023777)",,
442015963,primary,True,False,115.388,"LINESTRING (99.5363686 14.0236904, 99.5353449 14.0233897)",ถนนอู่ทอง,7
89126759,primary,True,False,12.676,"LINESTRING (99.5323535 14.022764, 99.5323824 14.0226535)",ถนนแสงชูโต,
442015964,primary,True,False,108.287,"LINESTRING (99.5323535 14.022764, 99.5325445 14.0227882, 99.5327837 14.0228252, 99.5333389 14.0229457)",ถนนอู่ทอง,7
89378834,unclassified,False,False,12.266,"LINESTRING (99.5366236 14.0239158, 99.5366923 14.0238279)",,
89378834,unclassified,False,True,144.008,"LINESTRING (99.5366236 14.0239158, 99.5356912 14.0248426)",,
