osmid,oneway,ref,highway,reversed,length,geometry,name,junction
40545178,False,2020,secondary,False,14.757,"LINESTRING (102.5799414 17.8455725, 102.5798973 17.8454466)",,
40855782,False,,residential,True,126.779,"LINESTRING (102.5799414 17.8455725, 102.5803408 17.8466474)",,
560890741,True,211,primary,False,115.184,"LINESTRING (102.5799414 17.8455725, 102.5807336 17.8448623)",,
40855785,False,,residential,False,59.171,"LINESTRING (102.5819218 17.8512023, 102.5823702 17.8508845)",,
477372780,False,,tertiary,False,35.56,"LINESTRING (102.5819218 17.8512023, 102.5816615 17.8514045)",,
560890746,False,,tertiary,True,115.208,"LINESTRING (102.5819218 17.8512023, 102.5817361 17.8501814)",,
40856681,False,,residential,False,158.382,"LINESTRING (102.5771766 17.8457916, 102.577652 17.8465341, 102.5779553 17.8470079)",,
40856681,False,,residential,True,75.711,"LINESTRING (102.5771766 17.8457916, 102.5769024 17.8453064, 102.5768103 17.8452105)",,
40855772,False,,residential,True,91.733,"LINESTRING (102.5768185 17.8497116, 102.5776726 17.8495715)",,
40855776,False,,residential,True,188.779,"LINESTRING (102.5768185 17.8497116, 102.5770165 17.8504809, 102.5772791 17.8513514)",,
40855772,False,,residential,False,91.733,"LINESTRING (102.5776726 17.8495715, 102.5768185 17.8497116)",,
40855772,False,,residential,True,96.233,"LINESTRING (102.5776726 17.8495715, 102.5785767 17.8494799)",,
40855777,False,,residential,False,207.557,"LINESTRING (102.5776726 17.8495715, 102.5772303 17.847753)",,
40855777,False,,residential,True,178.712,"LINESTRING (102.5776726 17.8495715, 102.5781054 17.851125)",,
40855777,False,,residential,True,207.557,"LINESTRING (102.5772303 17.847753, 102.5776726 17.8495715)",,
236172646,True,211,primary,False,16.301,"LINESTRING (102.5772303 17.847753, 102.5773467 17.847657)",,
40855772,False,,residential,False,96.233,"LINESTRING (102.5785767 17.8494799, 102.5776726 17.8495715)",,
40855772,False,,residential,True,57.483999999999995,"LINESTRING (102.5785767 17.8494799, 102.5788449 17.8494397, 102.5791132 17.8493995)",,
40855778,True,,unclassified,False,215.214,"LINESTRING (102.5785767 17.8494799, 102.5784887 17.8491243, 102.5780756 17.8476042)",จรดล 4,
40855781,False,,residential,True,88.571,"LINESTRING (102.5799585 17.8515575, 102.5791405 17.8517255)",,
40855779,False,,residential,False,256.21799999999996,"LINESTRING (102.5799585 17.8515575, 102.5795495 17.8506144, 102.5791132 17.8493995)",,
40855781,False,,residential,False,150.119,"LINESTRING (102.5799585 17.8515575, 102.5804745 17.8513709, 102.5806977 17.8512492, 102.5811491 17.8508599)",,
477372780,False,,tertiary,True,54.636,"LINESTRING (102.5812285 17.851672, 102.5816615 17.8514045)",,
40855777,False,,residential,False,82.219,"LINESTRING (102.5782706 17.8518475, 102.5781054 17.851125)",,
40855781,False,,residential,False,93.065,"LINESTRING (102.5782706 17.8518475, 102.5791405 17.8517255)",,
40855781,False,,residential,False,88.571,"LINESTRING (102.5791405 17.8517255, 102.5799585 17.8515575)",,
40855781,False,,residential,True,93.065,"LINESTRING (102.5791405 17.8517255, 102.5782706 17.8518475)",,
40855778,True,,unclassified,False,256.735,"LINESTRING (102.5791405 17.8517255, 102.5786388 17.8497453, 102.5785767 17.8494799)",จรดล 4,
40855782,False,,residential,True,81.292,"LINESTRING (102.5811491 17.8508599, 102.5816615 17.8514045)",,
40855781,False,,residential,True,150.119,"LINESTRING (102.5811491 17.8508599, 102.5806977 17.8512492, 102.5804745 17.8513709, 102.5799585 17.8515575)",,
40855782,False,,residential,False,68.917,"LINESTRING (102.5811491 17.8508599, 102.5809684 17.8506152, 102.5809034 17.8504819, 102.5808594 17.8503133)",,
40855782,False,,residential,False,81.292,"LINESTRING (102.5816615 17.8514045, 102.5811491 17.8508599)",,
477372780,False,,tertiary,False,54.636,"LINESTRING (102.5816615 17.8514045, 102.5812285 17.851672)",,
477372780,False,,tertiary,True,35.56,"LINESTRING (102.5816615 17.8514045, 102.5819218 17.8512023)",,
236172621,False,,residential,False,93.944,"LINESTRING (102.5808594 17.8503133, 102.5817361 17.8501814)",,
40855782,False,,residential,False,128.998,"LINESTRING (102.5808594 17.8503133, 102.5807488 17.8496627, 102.58069 17.8491648)",,
40855782,False,,residential,True,68.917,"LINESTRING (102.5808594 17.8503133, 102.5809034 17.8504819, 102.5809684 17.8506152, 102.5811491 17.8508599)",,
40855782,False,,residential,False,126.779,"LINESTRING (102.5803408 17.8466474, 102.5799414 17.8455725)",,
40855794,False,,residential,False,198.475,"LINESTRING (102.5803408 17.8466474, 102.5810696 17.8450028)",,
40855795,False,,residential,True,87.115,"LINESTRING (102.5803408 17.8466474, 102.5811606 17.8465779)",,
307701172,False,,residential,False,57.685,"LINESTRING (102.5803408 17.8466474, 102.5798122 17.8467737)",,
40855782,False,,residential,True,285.28999999999996,"LINESTRING (102.5803408 17.8466474, 102.5803061 17.8466617, 102.5803869 17.8471778, 102.5804896 17.8478115, 102.58069 17.8491648)",,
40855772,False,,residential,False,169.047,"LINESTRING (102.58069 17.8491648, 102.5796867 17.8492855, 102.5791132 17.8493995)",,
40855782,False,,residential,False,285.29,"LINESTRING (102.58069 17.8491648, 102.5804896 17.8478115, 102.5803869 17.8471778, 102.5803061 17.8466617, 102.5803408 17.8466474)",,
40855782,False,,residential,True,128.998,"LINESTRING (102.58069 17.8491648, 102.5807488 17.8496627, 102.5808594 17.8503133)",,
40545178,False,2020,secondary,False,118.997,"LINESTRING (102.5795135 17.8443807, 102.5791198 17.8433783)",,
40545178,False,2020,secondary,True,23.18,"LINESTRING (102.5795135 17.8443807, 102.5795839 17.8445781)",,
40855784,False,,unclassified,False,124.804,"LINESTRING (102.5795135 17.8443807, 102.5806049 17.8448055)",,
307701167,False,,primary,False,38.844,"LINESTRING (102.5807336 17.8448623, 102.5810696 17.8450028)",,
560890742,False,,primary_link,True,15.015,"LINESTRING (102.5807336 17.8448623, 102.5806049 17.8448055)",,
560890741,True,211,primary,False,139.81900000000002,"LINESTRING (102.5807336 17.8448623, 102.5809215 17.844642, 102.5815101 17.8438457)",,
307701167,False,,primary,True,118.552,"LINESTRING (102.5822501 17.8454523, 102.5812093 17.8450584)",,
476038619,False,242,primary,True,227.851,"LINESTRING (102.5822501 17.8454523, 102.5830492 17.8435496)",,
477372781,False,,unclassified,False,102.573,"LINESTRING (102.5822501 17.8454523, 102.5831469 17.8458019)",,
481735775,False,242,tertiary,False,129.027,"LINESTRING (102.5822501 17.8454523, 102.581783 17.8465241)",,
40855788,False,,residential,False,61.576,"LINESTRING (102.5849519 17.8495065, 102.5848321 17.8489646)",,
307701797,False,,residential,False,60.069,"LINESTRING (102.5849519 17.8495065, 102.5855057 17.8493884)",,
307701797,False,,residential,True,269.857,"LINESTRING (102.5849519 17.8495065, 102.5827182 17.8506766)",,
40856571,False,,residential,True,171.165,"LINESTRING (102.5849519 17.8495065, 102.5852205 17.8505656, 102.5852921 17.8508342, 102.585324 17.8510042)",,
307701797,False,,residential,True,60.069,"LINESTRING (102.5855057 17.8493884, 102.5849519 17.8495065)",,
