osmid,highway,oneway,reversed,length,geometry,ref,name,junction,lanes
101838325,residential,False,True,29.185,"LINESTRING (100.4246912 16.2231787, 100.4249638 16.2231593)",,,,
101838325,residential,False,True,67.511,"LINESTRING (100.425873 16.2232454, 100.4263698 16.223621)",,,,
101838325,residential,False,False,54.8,"LINESTRING (100.425873 16.2232454, 100.4257434 16.2231454, 100.4256308 16.2231129, 100.4254022 16.2231317)",,,,
101838325,residential,False,False,67.511,"LINESTRING (100.4263698 16.223621, 100.425873 16.2232454)",,,,
101838325,residential,False,True,124.0,"LINESTRING (100.4263698 16.223621, 100.4272695 16.2243262)",,,,
101838328,residential,False,True,53.082,"LINESTRING (100.4279263 16.2202397, 100.4274597 16.2204045)",,,,
101838356,residential,False,False,77.827,"LINESTRING (100.4279263 16.2202397, 100.4278911 16.2195406)",,,,
101838356,residential,False,True,54.643,"LINESTRING (100.4279263 16.2202397, 100.4279425 16.2204287, 100.4281773 16.2206293)",,,,
101838252,residential,False,True,47.809,"LINESTRING (100.4274395 16.2215071, 100.4277777 16.2217889)",,,,
101838369,residential,False,False,48.837,"LINESTRING (100.4274395 16.2215071, 100.4277227 16.2211622)",,,,
"[101838328, 101838252]",residential,False,False,166.231,"LINESTRING (100.4274395 16.2215071, 100.4273462 16.2213929, 100.4270234 16.2205368, 100.4274597 16.2204045)",,,,
101838252,residential,False,False,47.809,"LINESTRING (100.4277777 16.2217889, 100.4274395 16.2215071)",,,,
101838252,residential,False,True,47.16,"LINESTRING (100.4277777 16.2217889, 100.4281066 16.222072)",,,,
101838360,residential,False,False,128.332,"LINESTRING (100.4277777 16.2217889, 100.4285472 16.2209023)",,,,
291070379,residential,False,False,44.964,"LINESTRING (100.4282767 16.222902, 100.4280584 16.2232478)",,,,
291070379,residential,False,True,37.405,"LINESTRING (100.4282767 16.222902, 100.4284019 16.2227387, 100.4284844 16.2226311)",,,,
