osmid,oneway,name,highway,reversed,length,geometry,ref,access,bridge
98609222,True,ถนนพุทธมณฑลสาย 5,secondary,False,9.078,"LINESTRING (100.2978927 13.7081203, 100.2978863 13.7080389)",,,
98609688,True,,residential,False,22.988,"LINESTRING (100.2978927 13.7081203, 100.2981016 13.7081597)",,,
1141509023,True,ถนนพุทธมณฑลสาย 5,secondary,False,39.976,"LINESTRING (100.2977991 13.7071102, 100.2977713 13.7067517)",,,
98609219,True,,primary_link,False,59.79900000000001,"LINESTRING (100.2977991 13.7071102, 100.2978109 13.7070284, 100.2978268 13.7069607, 100.2978428 13.7068981, 100.297875 13.7068408, 100.2979179 13.7067939, 100.2979823 13.7067626, 100.2981012 13.7067196)",,,
820384746,True,ถนนเพชรเกษม,primary,False,17.437,"LINESTRING (100.2981012 13.7067196, 100.2982616 13.7067021)",,,
98608304,True,ถนนเพชรเกษม,primary,False,21.648,"LINESTRING (100.2977492 13.7064734, 100.2975498 13.7064927)",,,
969712294,False,,residential,True,50.796,"LINESTRING (100.3013404 13.708777, 100.3008801 13.7086837)",,,
339967917,False,,residential,False,59.098000000000006,"LINESTRING (100.3014982 13.7083936, 100.3010872 13.7082634, 100.3010295 13.7082451, 100.3009781 13.7082288)",,,
98609689,False,,residential,False,17.823,"LINESTRING (100.2997368 13.706559, 100.2997496 13.7067188)",,,
820384746,True,ถนนเพชรเกษม,primary,False,134.84,"LINESTRING (100.2997368 13.706559, 100.3009782 13.7064327)",,,
98609688,True,,residential,False,54.539,"LINESTRING (100.2995798 13.7084384, 100.3000754 13.7085319)",,,
98609689,False,,residential,True,69.972,"LINESTRING (100.2995798 13.7084384, 100.2997864 13.707842)",,,
98609222,True,ถนนพุทธมณฑลสาย 5,secondary,False,64.251,"LINESTRING (100.2978863 13.7080389, 100.2978321 13.70756, 100.2978251 13.7074642)",,,
98609689,False,,residential,False,69.972,"LINESTRING (100.2997864 13.707842, 100.2995798 13.7084384)",,,
339967917,False,,residential,True,27.13,"LINESTRING (100.2997864 13.707842, 100.3000246 13.7079193)",,,
339967918,True,,residential,False,33.798,"LINESTRING (100.2997864 13.707842, 100.2994753 13.7078742)",,,
98609689,False,,residential,True,84.545,"LINESTRING (100.2997864 13.707842, 100.2998275 13.7077448, 100.2998448 13.7076439, 100.2997901 13.7070935)",,,
98609974,False,,residential,True,43.436,"LINESTRING (100.29851 13.7072097, 100.298633 13.7068378)",,,
98609976,False,,residential,False,41.511,"LINESTRING (100.29851 13.7072097, 100.2981274 13.7072444)",,,
98609976,False,,residential,True,9.124,"LINESTRING (100.29851 13.7072097, 100.2985941 13.7072021)",,,
98609971,False,,residential,True,84.427,"LINESTRING (100.2986665 13.7079581, 100.2985941 13.7072021)",,,
339967918,True,,residential,False,52.723,"LINESTRING (100.2986665 13.7079581, 100.2981812 13.7080084)",,,
98609971,False,,residential,False,84.427,"LINESTRING (100.2985941 13.7072021, 100.2986665 13.7079581)",,,
98609976,False,,residential,False,9.124,"LINESTRING (100.2985941 13.7072021, 100.29851 13.7072097)",,,
98609976,False,,residential,True,42.065,"LINESTRING (100.2985941 13.7072021, 100.2989818 13.7071669)",,,
98609975,False,,residential,True,83.865,"LINESTRING (100.2990618 13.7079171, 100.2989818 13.7071669)",,,
339967918,True,,residential,False,42.946,"LINESTRING (100.2990618 13.7079171, 100.2986665 13.7079581)",,,
