osmid,lanes,name,highway,oneway,reversed,length,geometry,tunnel,ref
31103410,2,Ta Non Koa Nguen Road,tertiary,False,False,2.87,"LINESTRING (99.0738969 9.9519805, 99.0739207 9.9519913)",,
31103410,2,Ta Non Koa Nguen Road,tertiary,False,True,19.289,"LINESTRING (99.0738969 9.9519805, 99.0737347 9.9519129)",,
529992018,,,residential,False,True,51.709999999999994,"LINESTRING (99.0738969 9.9519805, 99.0738176 9.9521501, 99.0738101 9.9521685, 99.0737811 9.9523087, 99.0737712 9.9524237)",,
31103410,2,Ta Non Koa Nguen Road,tertiary,False,False,67.971,"LINESTRING (99.0766607 9.9520325, 99.0771901 9.9517135)",,
941702160,,,residential,False,False,144.55900000000003,"LINESTRING (99.0766607 9.9520325, 99.0765457 9.9518256, 99.0765282 9.9517741, 99.0765242 9.9517477, 99.0765457 9.9517147, 99.0765913 9.9516896, 99.0766181 9.9516724, 99.0766235 9.951646, 99.0766168 9.9516037, 99.0766221 9.9515879, 99.0766624 9.9515403, 99.0769091 9.9514096, 99.0769467 9.9514029, 99.0769856 9.9514188, 99.0770298 9.9514677, 99.0771901 9.9517135)",,
31103410,2,Ta Non Koa Nguen Road,tertiary,False,True,137.11,"LINESTRING (99.0766607 9.9520325, 99.0763459 9.95221, 99.0761746 9.952277, 99.0761082 9.9522906, 99.0760576 9.952301, 99.0755627 9.9523765, 99.0754783 9.9523813)",,
31103410,2,Ta Non Koa Nguen Road,tertiary,False,True,163.168,"LINESTRING (99.0793488 9.9520995, 99.0792721 9.952017, 99.0792011 9.9519366, 99.0791171 9.9518485, 99.0782986 9.9511585, 99.0782469 9.951115)",,
457929616,,,residential,False,True,79.428,"LINESTRING (99.0793488 9.9520995, 99.0794076 9.952177, 99.0794493 9.9522655, 99.0795519 9.9526086, 99.0795985 9.9527643)",,
706543496,,ถนนหลังสวน,tertiary,False,True,145.007,"LINESTRING (99.0793488 9.9520995, 99.0791689 9.9521848, 99.0789988 9.9522764, 99.0788352 9.9523645, 99.0785851 9.952502, 99.0782018 9.9527482)",,
"[941680814, 1168595918, 941700614]",2,ถนนหลังสวน,tertiary,False,False,23.606,"LINESTRING (99.0793488 9.9520995, 99.0793893 9.9520802, 99.0795042 9.9520046, 99.0795323 9.9519888)",yes,
457929631,2,ถนนหลังสวน,tertiary,False,False,148.61599999999999,"LINESTRING (99.0795323 9.9519888, 99.0799105 9.9519075, 99.0799792 9.95189, 99.080351 9.951795, 99.080847 9.9516593)",,
"[941680814, 1168595918, 941700614]",2,ถนนหลังสวน,tertiary,False,True,23.606,"LINESTRING (99.0795323 9.9519888, 99.0795042 9.9520046, 99.0793893 9.9520802, 99.0793488 9.9520995)",yes,
1168595916,,,tertiary,False,True,201.774,"LINESTRING (99.0795323 9.9519888, 99.0794678 9.9518915, 99.0794465 9.9518151, 99.0794442 9.9517655, 99.079472 9.9515443, 99.0795015 9.9513078, 99.0795099 9.9512405, 99.079535 9.9510384, 99.079629 9.9502066)",,
457929627,,,unclassified,False,True,66.444,"LINESTRING (99.0782018 9.9527482, 99.0785326 9.9532491)",,
706543495,,Look Suer Road,unclassified,False,True,45.871,"LINESTRING (99.0782018 9.9527482, 99.0779498 9.9524187)",,
706543496,,ถนนหลังสวน,tertiary,False,False,145.00699999999998,"LINESTRING (99.0782018 9.9527482, 99.0785851 9.952502, 99.0788352 9.9523645, 99.0789988 9.9522764, 99.0791689 9.9521848, 99.0793488 9.9520995)",,
457909849,,,residential,False,True,46.175,"LINESTRING (99.0748455 9.9523987, 99.0747225 9.9527959)",,
31103410,2,Ta Non Koa Nguen Road,tertiary,False,False,69.38,"LINESTRING (99.0748455 9.9523987, 99.0749963 9.9524045, 99.0754783 9.9523813)",,
31103410,2,Ta Non Koa Nguen Road,tertiary,False,True,31.852000000000004,"LINESTRING (99.0748455 9.9523987, 99.0747459 9.9523616, 99.0745772 9.9522884)",,
706543494,,ถนนหลังสวน,tertiary,False,False,5.535,"LINESTRING (99.074478 9.9535058, 99.0744308 9.953488)",,
457909849,,,residential,False,False,53.393,"LINESTRING (99.074478 9.9535058, 99.0745541 9.9532912, 99.0746334 9.9530507)",,
322193237,,ถนนเขาเงิน,secondary,False,True,57.974,"LINESTRING (99.0808605 9.9501135, 99.080333 9.9501569)",,
322193239,,,residential,False,False,51.687,"LINESTRING (99.074752 9.9484536, 99.0742888 9.9483646)",,
322193221,,,unclassified,False,False,29.324,"LINESTRING (99.074752 9.9484536, 99.0748154 9.9485427, 99.0748859 9.9486129, 99.0749276 9.9486512)",,
322193221,,,unclassified,False,True,186.79899999999998,"LINESTRING (99.074752 9.9484536, 99.0747202 9.9482971, 99.0746968 9.9482032, 99.0746567 9.948083, 99.0746199 9.9479841, 99.0745714 9.9478952, 99.0743623 9.94763, 99.0742352 9.9474735, 99.074108 9.9472531, 99.0739894 9.947037, 99.0739624 9.9469883)",,
700159205,,ถนนประชาราษฎร์,secondary,False,True,17.816,"LINESTRING (99.079629 9.9502066, 99.0796316 9.9500464)",,
322193237,,ถนนเขาเงิน,secondary,False,False,77.301,"LINESTRING (99.079629 9.9502066, 99.0799427 9.9501837, 99.080333 9.9501569)",,
941694218,,,residential,False,True,139.53500000000003,"LINESTRING (99.079629 9.9502066, 99.0790569 9.9505632, 99.0785524 9.9508776)",,
1168595916,,,tertiary,False,False,201.77399999999997,"LINESTRING (99.079629 9.9502066, 99.079535 9.9510384, 99.0795099 9.9512405, 99.0795015 9.9513078, 99.079472 9.9515443, 99.0794442 9.9517655, 99.0794465 9.9518151, 99.0794678 9.9518915, 99.0795323 9.9519888)",,
941694218,,,residential,False,False,139.53500000000003,"LINESTRING (99.0785524 9.9508776, 99.0790569 9.9505632, 99.079629 9.9502066)",,
31103410,2,Ta Non Koa Nguen Road,tertiary,False,True,21.953,"LINESTRING (99.0773611 9.9516105, 99.0771901 9.9517135)",,
706543495,,Look Suer Road,unclassified,False,False,97.166,"LINESTRING (99.0773611 9.9516105, 99.0778832 9.952317)",,
31103410,2,Ta Non Koa Nguen Road,tertiary,False,False,112.15799999999999,"LINESTRING (99.0773611 9.9516105, 99.0780947 9.9511612, 99.0781832 9.9511256, 99.0782085 9.951121, 99.0782469 9.951115)",,
322193221,,,unclassified,False,True,141.375,"LINESTRING (99.0773611 9.9516105, 99.0772707 9.9514255, 99.0771645 9.9511819, 99.076981 9.9504428, 99.0769594 9.9504088)",,
529992016,,ถนนชูแข 4,tertiary,False,False,50.801,"LINESTRING (99.0729513 9.9528723, 99.0731189 9.9524463)",,
706543494,,ถนนหลังสวน,tertiary,False,True,114.385,"LINESTRING (99.0729513 9.9528723, 99.0739136 9.9532721)",,
1168595919,,ถนนชูแข 4,residential,False,True,40.059,"LINESTRING (99.0729513 9.9528723, 99.0728191 9.9532082)",,
457929623,,,residential,False,True,25.848,"LINESTRING (99.0772481 9.9462392, 99.077013 9.9462595)",,
457929623,,,residential,False,False,71.205,"LINESTRING (99.0772481 9.9462392, 99.0777156 9.9462055, 99.0778965 9.9461925)",,
457929610,,,residential,False,False,53.216,"LINESTRING (99.0778965 9.9461925, 99.0779204 9.9466705)",,
457929623,,,residential,False,False,14.921,"LINESTRING (99.0778965 9.9461925, 99.0780323 9.9461818)",,
457929623,,,residential,False,True,71.205,"LINESTRING (99.0778965 9.9461925, 99.0777156 9.9462055, 99.0772481 9.9462392)",,
1168595920,,,secondary,False,True,55.842,"LINESTRING (99.0800188 9.9460245, 99.0800716 9.945525)",,4134
