osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,bridge,junction
187958390,2,ถนนเก้ากิโล,tertiary,False,False,17.708,,"LINESTRING (100.9289487 13.1630097, 100.9287937 13.1630605)",,
709818278,3,ถนนสุขุมวิท,trunk,True,False,162.092,3,"LINESTRING (100.9289487 13.1630097, 100.928632 13.1628092, 100.9283125 13.1625991, 100.9279588 13.1623809, 100.9276926 13.1622168)",,
"[153746162, 726014605]","['2', '3']",ถนนเก้ากิโล,tertiary,False,False,149.147,,"LINESTRING (100.9289487 13.1630097, 100.929047 13.1629738, 100.9290687 13.1629659, 100.9294172 13.162828, 100.9297188 13.162694, 100.9298405 13.1626088, 100.9299412 13.1625018, 100.9300456 13.162353, 100.9300652 13.1623002)",,
187958390,2,ถนนเก้ากิโล,tertiary,False,True,17.708,,"LINESTRING (100.9287937 13.1630605, 100.9289487 13.1630097)",,
154086406,4,สุรศักดิ์สงวน,unclassified,False,False,191.47899999999998,,"LINESTRING (100.9287937 13.1630605, 100.9286752 13.1630924, 100.9286511 13.1630984, 100.9278698 13.1633022, 100.9273739 13.1634315, 100.9270888 13.1635174)",,
687648709,3,ถนนสุขุมวิท,trunk,True,False,107.30199999999999,3,"LINESTRING (100.9287937 13.1630605, 100.9292348 13.1633356, 100.9296282 13.163581)",,
373892806,,,unclassified,False,False,93.445,,"LINESTRING (100.9228409 13.1665222, 100.9235376 13.1660262)",,
435855909,,ถนนเทศบาล 2,residential,False,True,148.15500000000003,,"LINESTRING (100.9256659 13.1694286, 100.9261785 13.1692524, 100.926391 13.1692501, 100.926998 13.1693281)",,
"[726017208, 1064329955, 1226068245]",4,ถนนเจิมจอมพล,unclassified,False,True,102.92699999999998,,"LINESTRING (100.9256659 13.1694286, 100.9256368 13.1693779, 100.925291 13.1687759, 100.9252309 13.1686711, 100.9252148 13.1686432, 100.9252019 13.1686207)",yes,
1226068245,4,ถนนเจิมจอมพล,unclassified,False,True,29.346,,"LINESTRING (100.9228644 13.1651385, 100.9227577 13.1648959)",,
154098373,,,residential,False,True,61.158,,"LINESTRING (100.9228644 13.1651385, 100.9224477 13.1654044, 100.9224046 13.1654539)",,
1226068245,4,ถนนเจิมจอมพล,unclassified,False,False,122.999,,"LINESTRING (100.9228644 13.1651385, 100.9230106 13.1653785, 100.9231198 13.1655369, 100.9235376 13.1660262)",,
153954743,2,,residential,False,True,150.529,,"LINESTRING (100.9274994 13.1681403, 100.927296 13.1684264, 100.9269815 13.1688687, 100.9269493 13.1690019, 100.9269573 13.1691586, 100.926998 13.1693281)",,
153956148,4,สุขุมวิท 10,unclassified,False,False,51.078,,"LINESTRING (100.9274994 13.1681403, 100.9273868 13.1680159, 100.9272951 13.1679146, 100.927195 13.1677896)",,
