osmid,highway,oneway,reversed,length,geometry,lanes,ref
238489446,tertiary,False,False,54.091,"LINESTRING (101.1314909 6.4775708, 101.1319327 6.4777804)",,
238489446,tertiary,False,True,33.247,"LINESTRING (101.1314909 6.4775708, 101.1312189 6.4774429)",,
239079076,residential,False,True,277.713,"LINESTRING (101.1314909 6.4775708, 101.1304898 6.4798617)",,
239079090,residential,False,False,163.614,"LINESTRING (101.1314909 6.4775708, 101.1320213 6.476197)",,
238489405,tertiary,False,True,72.762,"LINESTRING (101.135993 6.4782214, 101.1364235 6.4777262)",,
238769856,residential,False,True,100.908,"LINESTRING (101.135993 6.4782214, 101.1358887 6.4781347, 101.1351848 6.477807)",,
"[1182693690, 1182693694]",tertiary,True,False,113.064,"LINESTRING (101.135993 6.4782214, 101.1356758 6.4785304, 101.1353126 6.4789786)",2,4065
238489138,tertiary,False,False,64.378,"LINESTRING (101.1341307 6.4781662, 101.1339757 6.4787243)",,
238489321,secondary,False,False,158.783,"LINESTRING (101.1341307 6.4781662, 101.1353126 6.4789786)",,4077
238489138,tertiary,False,False,15.822,"LINESTRING (101.1339757 6.4787243, 101.1338978 6.4788437)",,
238489138,tertiary,False,True,64.378,"LINESTRING (101.1339757 6.4787243, 101.1341307 6.4781662)",,
238489446,tertiary,False,True,190.153,"LINESTRING (101.1339757 6.4787243, 101.1335545 6.4785496, 101.1331563 6.4783608, 101.1324132 6.4780083)",,
238489138,tertiary,False,True,15.822,"LINESTRING (101.1338978 6.4788437, 101.1339757 6.4787243)",,
238489313,unclassified,False,False,131.798,"LINESTRING (101.1338978 6.4788437, 101.1348311 6.4795819)",,
238489138,tertiary,False,False,277.83000000000004,"LINESTRING (101.1338978 6.4788437, 101.1338144 6.4789718, 101.1332578 6.4797068, 101.1331735 6.4798021, 101.1330136 6.4799829, 101.1328401 6.4801792, 101.1323104 6.4807782)",,
238489321,secondary,False,False,12.956,"LINESTRING (101.1353126 6.4789786, 101.1354084 6.4790458)",,4077
238489321,secondary,False,True,158.783,"LINESTRING (101.1353126 6.4789786, 101.1341307 6.4781662)",,4077
238489251,secondary,True,False,85.619,"LINESTRING (101.1353126 6.4789786, 101.1350905 6.4792527, 101.1348311 6.4795819)",2,4065
238489321,secondary,False,True,12.956,"LINESTRING (101.1354084 6.4790458, 101.1353126 6.4789786)",,4077
"[1182693689, 1182693693]",tertiary,True,False,112.44200000000001,"LINESTRING (101.1354084 6.4790458, 101.1357706 6.4785988, 101.135993 6.4782214)",2,4065
238489251,secondary,True,False,30.019,"LINESTRING (101.1348311 6.4795819, 101.1346625 6.4797936)",2,4065
238489313,unclassified,False,False,12.938,"LINESTRING (101.1348311 6.4795819, 101.1349213 6.4796561)",,
238489313,unclassified,False,True,131.798,"LINESTRING (101.1348311 6.4795819, 101.1338978 6.4788437)",,
238489313,unclassified,False,True,12.938,"LINESTRING (101.1349213 6.4796561, 101.1348311 6.4795819)",,
238489239,secondary,True,False,86.614,"LINESTRING (101.1349213 6.4796561, 101.1351822 6.479325, 101.1354084 6.4790458)",2,4065
