osmid,highway,junction,oneway,reversed,length,geometry,name,bridge
64146828,unclassified,roundabout,True,False,18.343000000000004,"LINESTRING (98.5661818 16.7193249, 98.5661865 16.7192795, 98.5661706 16.71924, 98.5661399 16.719212, 98.5661042 16.7191995)",,
64146770,secondary,,True,False,223.724,"LINESTRING (98.5649052 16.71537, 98.56542 16.71545, 98.5661516 16.7155357, 98.5669879 16.7156309)",ถนนอินทรคีรี,
64146812,unclassified,,True,False,106.485,"LINESTRING (98.5704938 16.7149828, 98.5694967 16.7149113)",,
64146976,residential,,False,True,91.548,"LINESTRING (98.5704938 16.7149828, 98.5704961 16.7145319, 98.570498 16.7141595)",,
64146976,residential,,False,False,57.779,"LINESTRING (98.57051 16.71359, 98.5704983 16.7141095)",,
64146976,residential,,False,True,99.941,"LINESTRING (98.57051 16.71359, 98.5695717 16.7136051)",,
524194336,residential,,False,True,56.373,"LINESTRING (98.57051 16.71359, 98.5710324 16.7135082)",,
64146770,secondary,,True,False,1.582,"LINESTRING (98.5705022 16.7160205, 98.570517 16.7160217)",ถนนอินทรคีรี,
457497778,residential,,True,False,115.391,"LINESTRING (98.5705022 16.7160205, 98.5704938 16.7149828)",ถนนสุวรรณวิทย์,
64146893,unclassified,,False,False,25.905,"LINESTRING (98.5659961 16.7193264, 98.5658106 16.7194771)",,
64146828,unclassified,roundabout,True,False,11.02,"LINESTRING (98.5659961 16.7193264, 98.5660187 16.71936, 98.5660468 16.7193789, 98.566073 16.7193866)",,
64146816,unclassified,,False,False,64.703,"LINESTRING (98.5661042 16.7191995, 98.5661032 16.7191331, 98.5662142 16.7186287)",,
64146828,unclassified,roundabout,True,False,21.846,"LINESTRING (98.5661042 16.7191995, 98.566058 16.719203, 98.5660158 16.719229, 98.5659973 16.7192567, 98.5659911 16.7192775, 98.5659914 16.7193104, 98.5659961 16.7193264)",,
64146893,unclassified,,False,True,25.905,"LINESTRING (98.5658106 16.7194771, 98.5659961 16.7193264)",,
64146967,residential,,False,False,99.552,"LINESTRING (98.5661316 16.7171889, 98.5657245 16.717393, 98.5656604 16.7173767, 98.56527 16.71726)",,
301745174,residential,,False,False,104.578,"LINESTRING (98.5661316 16.7171889, 98.5662644 16.7178672, 98.566204 16.7181108)",,
64146875,residential,,False,False,110.151,"LINESTRING (98.5724831 16.7151203, 98.5722979 16.7160949)",ซอยสรรพการ,
64146812,unclassified,,True,False,210.464,"LINESTRING (98.5724831 16.7151203, 98.5709304 16.7150117, 98.5705121 16.7149825)",,
64146877,unclassified,,False,False,26.004,"LINESTRING (98.565909 16.7108251, 98.5659146 16.7105913)",,
64146877,unclassified,,False,True,9.477,"LINESTRING (98.565909 16.7108251, 98.5658982 16.7109097)",,
64146922,unclassified,,True,False,95.294,"LINESTRING (98.5680219 16.7148897, 98.5680026 16.7157465)",,
