osmid,highway,oneway,reversed,length,lanes,name,geometry,ref
69556262,unclassified,False,False,39.067,,,"LINESTRING (100.9180768 14.5273528, 100.9181003 14.5270022)",
150456648,unclassified,False,False,182.821,2,ถนนเทศบาล 9,"LINESTRING (100.9180768 14.5273528, 100.9163848 14.5272097)",
69556262,unclassified,False,False,13.562,,,"LINESTRING (100.9183522 14.5232534, 100.9183632 14.5231319)",
69556262,unclassified,False,True,116.823,,,"LINESTRING (100.9183522 14.5232534, 100.9182818 14.5243018)",
150456649,tertiary,True,False,97.002,2,ถนนสุดบรรทัด,"LINESTRING (100.9183522 14.5232534, 100.9184449 14.5232612, 100.9185958 14.5232739, 100.9190139 14.5233089, 100.91925 14.5233287)",
150456301,secondary,True,False,27.971,2,ถนนมิตรภาพ,"LINESTRING (100.9170581 14.5204534, 100.9173179 14.5204583)",2
150454551,primary,True,False,26.912,,ถนนพหลโยธิน,"LINESTRING (100.9140088 14.5221762, 100.9139557 14.5224127)",1
150597557,secondary,False,False,12.093,,ถนนพิชัยรณรงค์สงคราม,"LINESTRING (100.9125045 14.5289508, 100.9126104 14.5289871)",
899217351,secondary,False,True,58.834,,ถนนพิชัยรณรงค์สงคราม,"LINESTRING (100.9125045 14.5289508, 100.911963 14.5288788)",
"[150455089, 150454551]",primary,True,False,322.289,,ถนนพหลโยธิน,"LINESTRING (100.913624 14.5240973, 100.9135987 14.5242119, 100.9135326 14.5245121, 100.9135098 14.5246156, 100.9134247 14.524998, 100.9129577 14.5269229)",1
150454551,primary,True,False,38.32,,ถนนพหลโยธิน,"LINESTRING (100.9136551 14.523754, 100.913624 14.5240973)",1
150476580,residential,False,True,132.585,,,"LINESTRING (100.9136551 14.523754, 100.9128033 14.5236746, 100.9124302 14.5236296)",
150454551,primary,True,False,152.616,,ถนนพหลโยธิน,"LINESTRING (100.9139557 14.5224127, 100.9136551 14.523754)",1
150456648,unclassified,False,True,180.155,2,ถนนเทศบาล 9,"LINESTRING (100.9130925 14.5269284, 100.9147597 14.5270708)",
150455090,primary,True,False,356.506,,ถนนพหลโยธิน,"LINESTRING (100.9130925 14.5269284, 100.9132697 14.5261893, 100.9135862 14.5248178, 100.9138246 14.5238016)",1
150455090,primary,True,False,59.827999999999996,,ถนนพหลโยธิน,"LINESTRING (100.9140667 14.5227695, 100.9141541 14.5223685, 100.9141807 14.5222429)",1
69556262,unclassified,False,True,13.562,,,"LINESTRING (100.9183632 14.5231319, 100.9183522 14.5232534)",
150456650,tertiary,True,False,464.237,2,ถนนสุดบรรทัด,"LINESTRING (100.9183632 14.5231319, 100.9140667 14.5227695)",
150455090,primary,True,False,12.909,,ถนนพหลโยธิน,"LINESTRING (100.9140401 14.5228827, 100.9140667 14.5227695)",1
