osmid,name,highway,oneway,reversed,length,geometry,lanes,width,bridge,ref,junction
196070875,ถนน หน้าศาลพระกาฬ,residential,False,False,45.661,"LINESTRING (100.6144558 14.8020124, 100.6143457 14.802409)",,,,,
196070875,ถนน หน้าศาลพระกาฬ,residential,False,True,100.251,"LINESTRING (100.6144558 14.8020124, 100.6145826 14.8011192)",,,,,
140628218,ราชดำเนินซอย 2,residential,False,False,111.433,"LINESTRING (100.6129062 14.800378, 100.6129842 14.7993787)",,,,,
140628218,ราชดำเนินซอย 2,residential,False,True,68.602,"LINESTRING (100.6129062 14.800378, 100.6128673 14.8009938)",,,,,
140628219,Thanon Praya Kumjud,residential,True,False,99.251,"LINESTRING (100.6129062 14.800378, 100.612482 14.8003448, 100.611986 14.8003059)",,,,,
140628216,ซอยราชดำเนิน1,residential,False,False,119.596,"LINESTRING (100.6139447 14.8004601, 100.6139769 14.799385)",,,,,
140628216,ซอยราชดำเนิน1,residential,False,True,68.508,"LINESTRING (100.6139447 14.8004601, 100.6138861 14.8010736)",,,,,
140628219,Thanon Praya Kumjud,residential,True,False,112.017,"LINESTRING (100.6139447 14.8004601, 100.6129062 14.800378)",,,,,
140628219,Thanon Praya Kumjud,residential,True,False,82.305,"LINESTRING (100.6147076 14.8005221, 100.6139447 14.8004601)",,,,,
196070875,ถนน หน้าศาลพระกาฬ,residential,False,False,67.741,"LINESTRING (100.6147076 14.8005221, 100.6145826 14.8011192)",,,,,
196070875,ถนน หน้าศาลพระกาฬ,residential,False,True,126.053,"LINESTRING (100.6147076 14.8005221, 100.6148814 14.799401)",,,,,
32656833,ถนนนารายณ์มหาราช,primary,True,False,83.902,"LINESTRING (100.6187052 14.8017023, 100.617933 14.8018117)",2,,,,
23122548,ถนน วัดพระธาตุ,residential,False,False,97.256,"LINESTRING (100.6148814 14.799401, 100.6139769 14.799385)",,5,,,
196070875,ถนน หน้าศาลพระกาฬ,residential,False,False,126.053,"LINESTRING (100.6148814 14.799401, 100.6147076 14.8005221)",,,,,
23122548,ถนน วัดพระธาตุ,residential,False,True,106.724,"LINESTRING (100.6129842 14.7993787, 100.6139769 14.799385)",,5,,,
77113139,ซอยราชดำเนิน 2,residential,False,False,14.673,"LINESTRING (100.6129842 14.7993787, 100.6129882 14.7992468)",,5,,,
140628218,ราชดำเนินซอย 2,residential,False,True,111.433,"LINESTRING (100.6129842 14.7993787, 100.6129062 14.800378)",,,,,
77113139,ซอยราชดำเนิน 2,residential,False,True,14.673,"LINESTRING (100.6129882 14.7992468, 100.6129842 14.7993787)",,5,,,
77113140,ซอย สรศักดิ์,residential,False,False,97.356,"LINESTRING (100.6129882 14.7992468, 100.6127907 14.799146, 100.6121086 14.7991317)",,5,,,
23122549,ถนน สรศักดิ์,residential,False,False,131.229,"LINESTRING (100.6121086 14.7991317, 100.611986 14.8003059)",,5,,,
23122549,ถนน สรศักดิ์,residential,False,True,39.597,"LINESTRING (100.6121086 14.7991317, 100.6121376 14.7987767)",,5,,,
77113140,ซอย สรศักดิ์,residential,False,True,97.356,"LINESTRING (100.6121086 14.7991317, 100.6127907 14.799146, 100.6129882 14.7992468)",,5,,,
23122549,ถนน สรศักดิ์,residential,False,True,68.63,"LINESTRING (100.6119274 14.8009205, 100.611986 14.8003059)",,5,,,
40634531,ถนนราชดำเนิน,residential,False,True,196.533,"LINESTRING (100.6119274 14.8009205, 100.6101049 14.800782)",,5,,,
196070874,ถนน สุรสงคราม,residential,False,False,100.673,"LINESTRING (100.6119274 14.8009205, 100.6117407 14.8018077)",,5,,,
23122551,ถนน ราชดำเนิน,residential,False,True,101.374,"LINESTRING (100.6119274 14.8009205, 100.6124294 14.8009597, 100.6127707 14.800987, 100.6128673 14.8009938)",,,,,
196070874,ถนน สุรสงคราม,residential,False,True,100.673,"LINESTRING (100.6117407 14.8018077, 100.6119274 14.8009205)",,5,,,
195849627,ถนน สุรสงคราม,residential,True,False,92.461,"LINESTRING (100.6117407 14.8018077, 100.6116558 14.8019547, 100.6116471 14.8019814, 100.611503 14.8024242, 100.6114875 14.8025945)",,5,,,
23122549,ถนน สรศักดิ์,residential,False,False,39.597,"LINESTRING (100.6121376 14.7987767, 100.6121086 14.7991317)",,5,,,
23122551,ถนน ราชดำเนิน,residential,False,False,75.049,"LINESTRING (100.6145826 14.8011192, 100.6138861 14.8010736)",,,,,
196070875,ถนน หน้าศาลพระกาฬ,residential,False,False,100.251,"LINESTRING (100.6145826 14.8011192, 100.6144558 14.8020124)",,,,,
196070875,ถนน หน้าศาลพระกาฬ,residential,False,True,67.741,"LINESTRING (100.6145826 14.8011192, 100.6147076 14.8005221)",,,,,
195849628,ถนนปรางค์สามยอด,primary,False,False,123.858,"LINESTRING (100.613686 14.8035696, 100.6136489 14.8024563)",,,,,
195849628,ถนนปรางค์สามยอด,primary,False,True,339.569,"LINESTRING (100.613686 14.8035696, 100.6136505 14.803714, 100.6132462 14.8045708, 100.6128903 14.8053895, 100.6128158 14.8054841, 100.612709 14.8055662, 100.6119323 14.8059073)",,,,,
195849628,ถนนปรางค์สามยอด,primary,False,True,123.858,"LINESTRING (100.6136489 14.8024563, 100.613686 14.8035696)",,,,,
32528022,ถนนวิชาเยนทร์,unclassified,False,False,93.19399999999999,"LINESTRING (100.6136489 14.8024563, 100.6128298 14.8025048, 100.6127836 14.8025069)",,,,,
1098511622,ถนนวิชาเยนทร์,primary,False,False,75.095,"LINESTRING (100.6136489 14.8024563, 100.6140084 14.8024302, 100.6143457 14.802409)",,,,,
196070875,ถนน หน้าศาลพระกาฬ,residential,False,True,45.661,"LINESTRING (100.6143457 14.802409, 100.6144558 14.8020124)",,,,,
195849632,ถนนวิชาเยนทร์,primary,True,False,39.223,"LINESTRING (100.6143457 14.802409, 100.6146056 14.8024569, 100.6147042 14.8024745)",,,,,
1098511622,ถนนวิชาเยนทร์,primary,False,True,75.095,"LINESTRING (100.6143457 14.802409, 100.6140084 14.8024302, 100.6136489 14.8024563)",,,,,
40634522,ถนนพระราม,unclassified,False,True,219.606,"LINESTRING (100.6101662 14.8046413, 100.6101643 14.8047166, 100.6104328 14.8049896, 100.610801 14.8051848, 100.6110148 14.8054156, 100.6111099 14.8055382, 100.6114323 14.806113)",,5,,,
140628484,ถนนคูเมือง,residential,False,False,178.921,"LINESTRING (100.6101662 14.8046413, 100.6103779 14.8043881, 100.6105205 14.8040719, 100.6105639 14.804024, 100.610617 14.8039983, 100.6114624 14.803985)",,,,,
140628483,,residential,True,False,63.837,"LINESTRING (100.6113655 14.8034186, 100.6114624 14.803985)",,5,,,
32528022,ถนนวิชาเยนทร์,unclassified,False,True,15.15,"LINESTRING (100.6113469 14.8026038, 100.6114875 14.8025945)",,,,,
32528022,ถนนวิชาเยนทร์,unclassified,False,False,118.399,"LINESTRING (100.6113469 14.8026038, 100.6109509 14.8026313, 100.6102796 14.8026779, 100.6102484 14.8026801)",,,,,
140628483,,residential,True,False,90.898,"LINESTRING (100.6113469 14.8026038, 100.6113232 14.8030015, 100.6113655 14.8034186)",,5,,,
32528022,ถนนวิชาเยนทร์,unclassified,False,False,15.15,"LINESTRING (100.6114875 14.8025945, 100.6113469 14.8026038)",,,,,
32528022,ถนนวิชาเยนทร์,unclassified,False,True,43.08,"LINESTRING (100.6114875 14.8025945, 100.6118873 14.8025682)",,,,,
