osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,junction
365867983,1,Calle Ignacio Zaragoza,unclassified,False,True,66.92,,"LINESTRING (-97.700838 20.4654162, -97.7004151 20.4649632)",
762262171,,Carretera Federal México-Tuxpan,primary,False,False,122.028,MEX 130,"LINESTRING (-97.700838 20.4654162, -97.6998939 20.4660658)",
762262171,,Carretera Federal México-Tuxpan,primary,False,True,57.282,MEX 130,"LINESTRING (-97.700838 20.4654162, -97.7012819 20.4651122)",
620570693,1,Calle Palma Sola,tertiary,False,False,55.94,,"LINESTRING (-97.7022367 20.4597, -97.7018624 20.4593393)",
620570696,,Calle Palma Sola,tertiary,True,False,27.887999999999998,,"LINESTRING (-97.7022367 20.4597, -97.70229 20.459798, -97.7023911 20.4599022)",
620570692,1,Calle Palma Sola,tertiary,True,False,115.168,,"LINESTRING (-97.703001 20.4604362, -97.7028731 20.4602603, -97.7026217 20.4599838, -97.7023809 20.459791, -97.7022367 20.4597)",
620570694,,,tertiary,True,False,11.399000000000001,,"LINESTRING (-97.703001 20.4604362, -97.7029466 20.4604415, -97.7029014 20.4604704)",roundabout
620570694,,,tertiary,True,False,25.188,,"LINESTRING (-97.7030661 20.4606122, -97.7030944 20.4605622, -97.7030907 20.4605056, -97.7030563 20.4604591, -97.703001 20.4604362)",roundabout
455392554,,Calle Aquiles Serdán,residential,False,True,49.968,,"LINESTRING (-97.7007773 20.464192, -97.70107 20.464548)",
620570690,,Calle 12 de Diciembre,residential,False,False,57.913,,"LINESTRING (-97.7007773 20.464192, -97.70122 20.463877)",
620570690,,Calle 12 de Diciembre,residential,False,True,86.939,,"LINESTRING (-97.7007773 20.464192, -97.7001229 20.4646772)",
455392554,,Calle Aquiles Serdán,residential,False,False,82.654,,"LINESTRING (-97.7007773 20.464192, -97.7005336 20.4638896, -97.7003145 20.4635885)",
455392538,,Calle Jaltocan,residential,False,False,195.312,,"LINESTRING (-97.694834 20.457723, -97.6960178 20.459085)",
455392543,,Calle 5 de Mayo,residential,False,True,67.361,,"LINESTRING (-97.694834 20.457723, -97.6943743 20.458149)",
