osmid,oneway,ref,highway,reversed,length,geometry,name,bridge,maxspeed,lanes
652014232,True,MEX 180,trunk,False,105.669,"LINESTRING (-92.8653143 18.1390955, -92.8654069 18.1385394, -92.8654659 18.1381562)",,,,
652014317,False,,residential,False,98.325,"LINESTRING (-92.8653143 18.1390955, -92.8654691 18.1391213, -92.8662368 18.1392099)",Calle Reforma,,,
652014232,True,MEX 180,trunk,False,9.277,"LINESTRING (-92.8654659 18.1381562, -92.8654803 18.1380739)",,,,
936229107,False,,secondary,False,174.929,"LINESTRING (-92.8583765 18.1395, -92.8594795 18.1383269)",Calle Amado Nervo,,,
286362584,False,,residential,False,17.652,"LINESTRING (-92.8596443 18.1381545, -92.8594777 18.1381429)",Calle Alfonso Caparroso,,,
936229107,False,,secondary,False,88.796,"LINESTRING (-92.8596443 18.1381545, -92.8601779 18.1375376)",Calle Amado Nervo,,,
936229107,False,,secondary,True,25.899,"LINESTRING (-92.8596443 18.1381545, -92.8594795 18.1383269)",Calle Amado Nervo,,,
146389257,False,,residential,True,19.744,"LINESTRING (-92.8628885 18.1388679, -92.8628262 18.1387005)",Calle Ramón del Moral,,,
694356484,False,,residential,False,139.095,"LINESTRING (-92.8628885 18.1388679, -92.8641969 18.139005)",Calle Reforma,,,
146397430,False,,residential,True,31.918,"LINESTRING (-92.8593865 18.1353574, -92.8596864 18.1353232)",Calle Ignacio Zaragoza,,,
514964666,False,,tertiary,False,73.481,"LINESTRING (-92.8593865 18.1353574, -92.8593725 18.1346967)",Calle Gregorio Méndez,,,
514964666,False,,tertiary,True,114.866,"LINESTRING (-92.8593865 18.1353574, -92.859437 18.1363893)",Calle Gregorio Méndez,,,
146397430,False,,residential,False,161.66899999999998,"LINESTRING (-92.8593865 18.1353574, -92.8590261 18.1353988, -92.8588169 18.1354115, -92.8585487 18.1353962, -92.8582375 18.1353096, -92.8578865 18.1352168)",Calle Ignacio Zaragoza,,,
146390180,False,,residential,True,75.935,"LINESTRING (-92.8593676 18.1345791, -92.8600734 18.1344508)",Calle Ignacio Aldama,,,
514964666,False,,tertiary,False,120.528,"LINESTRING (-92.8593676 18.1345791, -92.8592945 18.1334974)",Calle Gregorio Méndez,,,
514964666,False,,tertiary,True,13.087,"LINESTRING (-92.8593676 18.1345791, -92.8593725 18.1346967)",Calle Gregorio Méndez,,,
146397407,False,,residential,True,151.003,"LINESTRING (-92.861837 18.1397294, -92.8618495 18.138752, -92.8618284 18.138372)",Calle Cuauhtémoc,,,
652014260,False,,residential,False,132.993,"LINESTRING (-92.861837 18.1397294, -92.8615695 18.1396952, -92.8605889 18.1395754)",Privada Carlos Alberto Madrazo,,,
146389257,False,,residential,False,64.223,"LINESTRING (-92.8626443 18.1381494, -92.8628262 18.1387005)",Calle Ramón del Moral,,,
146397438,False,,residential,False,22.328,"LINESTRING (-92.8626443 18.1381494, -92.8626455 18.1379486)",Calle Francisco I. Madero,,,
514964656,False,,residential,False,89.699,"LINESTRING (-92.8626443 18.1381494, -92.8618284 18.138372)",Calle Venustiano Carranza,,,
514964656,False,,residential,True,107.725,"LINESTRING (-92.8626443 18.1381494, -92.8636172 18.13786)",Calle Venustiano Carranza,,,
146397407,False,,residential,True,61.57,"LINESTRING (-92.8618284 18.138372, -92.8618321 18.1378183)",Calle Cuauhtémoc,,,
514964656,False,,residential,False,84.247,"LINESTRING (-92.8618284 18.138372, -92.8610481 18.1385275)",Calle Venustiano Carranza,,,
514964656,False,,residential,True,89.699,"LINESTRING (-92.8618284 18.138372, -92.8626443 18.1381494)",Calle Venustiano Carranza,,,
146397407,False,,residential,False,151.003,"LINESTRING (-92.8618284 18.138372, -92.8618495 18.138752, -92.861837 18.1397294)",Calle Cuauhtémoc,,,
