osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge
868843186,residential,False,False,13.633,,,,"LINESTRING (-101.4779524 17.6394982, -101.4780646 17.6394382)",
869717546,trunk,False,False,40.064,2,MEX 200,Carretera Federal Acapulco - Zihuatanejo,"LINESTRING (-101.4779524 17.6394982, -101.4782631 17.6397035)",
869717546,trunk,False,True,29.714000000000002,2,MEX 200,Carretera Federal Acapulco - Zihuatanejo,"LINESTRING (-101.4779524 17.6394982, -101.4778224 17.6393764, -101.4777576 17.6393062)",
868856046,residential,False,False,15.096,,,Calle Malinalco,"LINESTRING (-101.4782631 17.6397035, -101.4781859 17.6398176)",
869717546,trunk,False,True,40.064,2,MEX 200,Carretera Federal Acapulco - Zihuatanejo,"LINESTRING (-101.4782631 17.6397035, -101.4779524 17.6394982)",
869717546,trunk,False,False,79.10499999999999,2,MEX 200,Carretera Federal Acapulco - Zihuatanejo,"LINESTRING (-101.4782631 17.6397035, -101.4785752 17.6397739, -101.4786869 17.6397712, -101.479 17.6397479)",
868831675,residential,False,True,34.47,,,Avenida Revolución,"LINESTRING (-101.4737947 17.6408979, -101.4735371 17.6407086)",
868835383,tertiary,False,False,8.122,,,Calle Vicente Guerrero,"LINESTRING (-101.4737947 17.6408979, -101.473761 17.6409635)",
868835383,tertiary,False,True,80.074,,,Calle Vicente Guerrero,"LINESTRING (-101.4737947 17.6408979, -101.4742977 17.6403605)",
868831675,residential,False,False,34.47,,,Avenida Revolución,"LINESTRING (-101.4735371 17.6407086, -101.4737947 17.6408979)",
868838236,residential,False,False,134.674,,,Calle Plan de Ayala,"LINESTRING (-101.4735371 17.6407086, -101.4743906 17.6398112)",
"[868714756, 868714757]",residential,False,False,170.86700000000002,,,Calle de los Maestros,"LINESTRING (-101.4741592 17.6371118, -101.4737689 17.6367388, -101.4737429 17.6367272, -101.4737015 17.6367352, -101.473661 17.636761, -101.4736128 17.6368464, -101.4735689 17.6369687, -101.4735841 17.6370323, -101.4735866 17.6371225, -101.4735765 17.6371595, -101.4735596 17.6371885, -101.4735233 17.6376299)",
868714758,residential,False,False,88.678,,,Calle 15 de Septiembre,"LINESTRING (-101.4741592 17.6371118, -101.4738357 17.6373873, -101.4735233 17.6376299)",
868714758,residential,False,True,76.318,,,Calle 15 de Septiembre,"LINESTRING (-101.4741592 17.6371118, -101.4746039 17.636761, -101.4747084 17.6366681)",
868828264,residential,False,False,26.628,,,Calle de los Maestros,"LINESTRING (-101.4735233 17.6376299, -101.4734704 17.637864)",
"[868714756, 868714757]",residential,False,True,170.86700000000002,,,Calle de los Maestros,"LINESTRING (-101.4735233 17.6376299, -101.4735596 17.6371885, -101.4735765 17.6371595, -101.4735866 17.6371225, -101.4735841 17.6370323, -101.4735689 17.6369687, -101.4736128 17.6368464, -101.473661 17.636761, -101.4737015 17.6367352, -101.4737429 17.6367272, -101.4737689 17.6367388, -101.4741592 17.6371118)",
868714758,residential,False,True,88.678,,,Calle 15 de Septiembre,"LINESTRING (-101.4735233 17.6376299, -101.4738357 17.6373873, -101.4741592 17.6371118)",
868845983,trunk,False,False,14.76,2,MEX 200,Carretera Federal Acapulco - Zihuatanejo,"LINESTRING (-101.4753707 17.6362096, -101.4754386 17.6363255)",
868714758,residential,False,False,86.79700000000001,,,Calle 15 de Septiembre,"LINESTRING (-101.4753707 17.6362096, -101.4752347 17.6362907, -101.4747084 17.6366681)",
868822309,residential,False,False,17.444,,,,"LINESTRING (-101.4785161 17.6354702, -101.4786418 17.6355715)",
"[868831672, 868822851]",residential,False,True,100.138,,,"['Calle de los Maestros', 'Calle 12 de Octubre']","LINESTRING (-101.4745183 17.6359155, -101.474427 17.6360025, -101.4743911 17.6360744, -101.4743844 17.6362384, -101.4743863 17.6362629, -101.4744286 17.6363308, -101.4745566 17.6364732, -101.4747084 17.6366681)",
868821639,tertiary,False,False,39.25,,,Avenida Cuauhtémoc,"LINESTRING (-101.4788561 17.6360568, -101.4791647 17.636252)",
868821639,tertiary,False,True,35.186,,,Avenida Cuauhtémoc,"LINESTRING (-101.4788561 17.6360568, -101.4785894 17.6358683)",
