osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge
319291230,2,Calle Amado Paniagua,residential,40,10.0,False,False,96.17,"LINESTRING (-100.0500427 20.7829664, -100.0491306 20.7828221)",
319291236,2,Calle Francisco I. Madero,residential,40,10.0,False,False,126.50299999999999,"LINESTRING (-100.0500427 20.7829664, -100.0497738 20.7834161, -100.0497007 20.7835553, -100.0496223 20.7837008, -100.0494902 20.7839791)",
293951631,2,Calle Jacinto Valero,residential,40,10.0,False,False,162.839,"LINESTRING (-100.0494902 20.7839791, -100.0500736 20.7841885, -100.0502419 20.7842499, -100.0504048 20.7843076, -100.0509634 20.784475)",
294303750,,Calle Francisco I. Madero,residential,,,True,False,206.45300000000003,"LINESTRING (-100.0494902 20.7839791, -100.0492434 20.7846775, -100.0491844 20.7848493, -100.0491415 20.785001, -100.0490946 20.7851803, -100.0489712 20.7857683)",
319291236,2,Calle Francisco I. Madero,residential,40,10.0,False,True,126.503,"LINESTRING (-100.0494902 20.7839791, -100.0496223 20.7837008, -100.0497007 20.7835553, -100.0497738 20.7834161, -100.0500427 20.7829664)",
204932311,,Calle Coahuila,residential,40,10.0,False,False,58.691,"LINESTRING (-100.0461794 20.7850877, -100.0462105 20.7848496, -100.0462207 20.784795, -100.0462347 20.7847295, -100.0462668 20.7845665)",
204932311,,Calle Coahuila,residential,40,10.0,False,True,212.66899999999998,"LINESTRING (-100.0461794 20.7850877, -100.04612 20.7856505, -100.0460985 20.7858398, -100.0460871 20.785979, -100.0460784 20.7861006, -100.0460454 20.7865648, -100.0460435 20.7866175, -100.0460457 20.7866695, -100.046056 20.7867234, -100.0461062 20.7868441, -100.0461133 20.7868668, -100.0461151 20.7868874, -100.0461131 20.786984)",
484410381,,,residential,,,False,False,126.41600000000003,"LINESTRING (-100.0461794 20.7850877, -100.0454722 20.7849997, -100.0454216 20.7849972, -100.0453757 20.7849994, -100.0453214 20.785011, -100.0450022 20.7851458)",
294104536,,Calle Puebla,residential,,,False,False,90.532,"LINESTRING (-100.0461131 20.786984, -100.0452849 20.7867323)",
204932311,,Calle Coahuila,residential,40,10.0,False,False,212.66899999999998,"LINESTRING (-100.0461131 20.786984, -100.0461151 20.7868874, -100.0461133 20.7868668, -100.0461062 20.7868441, -100.046056 20.7867234, -100.0460457 20.7866695, -100.0460435 20.7866175, -100.0460454 20.7865648, -100.0460784 20.7861006, -100.0460871 20.785979, -100.0460985 20.7858398, -100.04612 20.7856505, -100.0461794 20.7850877)",
293940692,,Calle Jesús María Garza,residential,,,False,False,148.976,"LINESTRING (-100.0489712 20.7857683, -100.0503358 20.7861774)",
294303750,,Calle Francisco I. Madero,residential,,,True,False,6.409,"LINESTRING (-100.0489712 20.7857683, -100.0489585 20.7858247)",
293940692,,Calle Jesús María Garza,residential,,,False,True,148.976,"LINESTRING (-100.0503358 20.7861774, -100.0489712 20.7857683)",
709258688,,Calle Venustiano Carranza,residential,40,10.0,False,False,61.608,"LINESTRING (-100.0503358 20.7861774, -100.0501721 20.7867099)",
709258688,,Calle Venustiano Carranza,residential,40,10.0,False,True,137.429,"LINESTRING (-100.0503358 20.7861774, -100.0504498 20.7857827, -100.050496 20.7856254, -100.0505556 20.785458, -100.0507361 20.7850006)",
293940693,,Calle del Río,residential,,,False,False,100.30699999999999,"LINESTRING (-100.0489585 20.7858247, -100.0487156 20.7857868, -100.0486882 20.7857848, -100.048659 20.7857879, -100.0486384 20.7857961, -100.0481973 20.7862288)",
294303750,,Calle Francisco I. Madero,residential,,,True,False,74.328,"LINESTRING (-100.0489585 20.7858247, -100.0488773 20.7860485, -100.0488525 20.7861068, -100.0488163 20.7861814, -100.0487801 20.7862403, -100.0486527 20.7864247)",
