osmid,oneway,ref,name,highway,reversed,length,geometry,bridge
127031306,True,MEX 35,Calle Nacional,primary,False,85.497,"LINESTRING (-102.3942451 20.1716998, -102.3934351 20.1715853)",
356632286,False,,Calle Francisco I. Madero,residential,True,154.464,"LINESTRING (-102.3942451 20.1716998, -102.3945155 20.17048, -102.3945599 20.170343)",
715870823,False,,Prolongación Unión,residential,True,12.777,"LINESTRING (-102.3894165 20.1673455, -102.3895381 20.1673323)",
127031306,True,MEX 35,Calle Nacional,primary,False,64.393,"LINESTRING (-102.394854 20.171793, -102.3942451 20.1716998)",
356632261,False,,Calle Guerra Norte,residential,True,102.616,"LINESTRING (-102.394854 20.171793, -102.3951283 20.1709068)",
356632262,False,,Calle Guerrero,residential,True,226.779,"LINESTRING (-102.3897024 20.1653704, -102.3918554 20.1656441)",
"[715816906, 715832270]",False,,"['Calle José Romero Vargas Oriente', 'Calle Guerrero']",residential,"[False, True]",142.629,"LINESTRING (-102.3897024 20.1653704, -102.389519 20.1665116, -102.3896545 20.1665304)",
356632261,False,,Calle Guerra Norte,residential,False,102.616,"LINESTRING (-102.3951283 20.1709068, -102.394854 20.171793)",
356632261,False,,Calle Guerra Norte,residential,True,42.341,"LINESTRING (-102.3951283 20.1709068, -102.3952395 20.1705406)",
356632263,False,,Calle General Lázaro Cárdenas,residential,True,71.664,"LINESTRING (-102.3951283 20.1709068, -102.3957921 20.1710715)",
356632266,False,,Calle Benito Juárez,residential,True,69.194,"LINESTRING (-102.39664 20.1706061, -102.3972935 20.1707107)",
356632275,False,,Calle Amado Nervo,residential,False,75.452,"LINESTRING (-102.39664 20.1706061, -102.3968304 20.1699515)",
356632275,False,,Calle Amado Nervo,residential,True,72.427,"LINESTRING (-102.39664 20.1706061, -102.3964642 20.1712362)",
356632269,False,,Calle Javier Mina,residential,False,83.953,"LINESTRING (-102.3982711 20.1722864, -102.3984428 20.1715488)",
852390802,True,MEX 35,Zamora - Briseñas,primary,False,69.839,"LINESTRING (-102.3982711 20.1722864, -102.3976059 20.1722185)",
356632269,False,,Calle Javier Mina,residential,True,73.205,"LINESTRING (-102.3987657 20.1702952, -102.3986053 20.1709361)",
356632272,False,,Calle Consistoriales,residential,False,69.831,"LINESTRING (-102.3987657 20.1702952, -102.3981072 20.1701842)",
356632277,False,,Privada Javier Mina,residential,False,41.601,"LINESTRING (-102.3987657 20.1702952, -102.398856 20.1699308)",
839326584,False,MEX 35,Zamora - Briseñas,primary,False,30.737,"LINESTRING (-102.3988478 20.1723595, -102.3985541 20.1723393)",
356632272,False,,Calle Consistoriales,residential,True,64.248,"LINESTRING (-102.3968304 20.1699515, -102.3974361 20.1700544)",
356632275,False,,Calle Amado Nervo,residential,False,116.671,"LINESTRING (-102.3968304 20.1699515, -102.3970293 20.168919)",
356632275,False,,Calle Amado Nervo,residential,True,75.452,"LINESTRING (-102.3968304 20.1699515, -102.39664 20.1706061)",
356632273,False,,Calle Melchor Ocampo,residential,False,86.564,"LINESTRING (-102.3976059 20.1722185, -102.3977787 20.1714571)",
852390802,True,MEX 35,Zamora - Briseñas,primary,False,69.79599999999999,"LINESTRING (-102.3976059 20.1722185, -102.3973095 20.1721832, -102.397109 20.172153, -102.3969454 20.1721222)",
356632272,False,,Calle Consistoriales,residential,False,71.518,"LINESTRING (-102.3981072 20.1701842, -102.3974361 20.1700544)",
